   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_271.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00073665, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00712426, 0, 1.60354e-20, 0, 1.41421, -1.60354e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.06422e-26, 0, 2.44527e-21, 0, 1.359e-20, 0, 0, 0
0.0149852, 0, 3.41978e-20, 0, 1.41421, -3.41978e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52296e-25, 0, 5.2973e-21, 0, 2.89004e-20, 0, 0, 0
0.0228461, 0, 7.20697e-20, 0, 1.41421, -7.20697e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.24502e-25, 0, 1.13369e-20, 0, 6.07325e-20, 0, 0, 0
0.030707, 0, 1.50156e-19, 0, 1.41421, -1.50156e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83674e-25, 0, 2.39818e-20, 0, 1.26174e-19, 0, 0, 0
0.0385679, 0, 3.09417e-19, 0, 1.41421, -3.09417e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42481e-24, 0, 5.01661e-20, 0, 2.5925e-19, 0, 0, 0
0.0464288, 0, 6.30837e-19, 0, 1.41421, -6.30837e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93835e-24, 0, 1.03817e-19, 0, 5.27017e-19, 0, 0, 0
0.0542897, 0, 1.27293e-18, 0, 1.41421, -1.27293e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.99831e-24, 0, 2.12626e-19, 0, 1.06029e-18, 0, 0, 0
0.0621506, 0, 2.54295e-18, 0, 1.41421, -2.54295e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21246e-23, 0, 4.31133e-19, 0, 2.1118e-18, 0, 0, 0
0.0700116, 0, 5.03083e-18, 0, 1.41421, -5.03083e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42739e-23, 0, 8.65745e-19, 0, 4.16506e-18, 0, 0, 0
0.0778725, 0, 9.85862e-18, 0, 1.41421, -9.85862e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8145e-23, 0, 1.72217e-18, 0, 8.1364e-18, 0, 0, 0
0.0857334, 0, 1.91413e-17, 0, 1.41421, -1.91413e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.46251e-23, 0, 3.39462e-18, 0, 1.57466e-17, 0, 0, 0
0.0935943, 0, 3.73238e-17, 0, 1.41421, -3.73238e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87345e-22, 0, 6.74563e-18, 0, 3.05779e-17, 0, 0, 0
0.101455, 0, 7.10811e-17, 0, 1.41421, -7.10811e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61212e-22, 0, 1.30443e-17, 0, 5.80365e-17, 0, 0, 0
0.109316, 0, 1.34219e-16, 0, 1.41421, -1.34219e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.90622e-22, 0, 2.50154e-17, 0, 1.09203e-16, 0, 0, 0
0.117177, 0, 2.51324e-16, 0, 1.41421, -2.51324e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30962e-21, 0, 4.75847e-17, 0, 2.03737e-16, 0, 0, 0
0.125038, 0, 4.6674e-16, 0, 1.41421, -4.6674e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46341e-21, 0, 8.9801e-17, 0, 3.76936e-16, 0, 0, 0
0.132899, 0, 8.59801e-16, 0, 1.41421, -8.59801e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.59701e-21, 0, 1.68157e-16, 0, 6.91639e-16, 0, 0, 0
0.14076, 0, 1.57129e-15, 0, 1.41421, -1.57129e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.51162e-21, 0, 3.1249e-16, 0, 1.25879e-15, 0, 0, 0
0.148621, 0, 2.84904e-15, 0, 1.41421, -2.84904e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56385e-20, 0, 5.76376e-16, 0, 2.27265e-15, 0, 0, 0
0.156482, 0, 5.12597e-15, 0, 1.41421, -5.12597e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85151e-20, 0, 1.05533e-15, 0, 4.07061e-15, 0, 0, 0
0.164343, 0, 9.15241e-15, 0, 1.41421, -9.15241e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16066e-20, 0, 1.9184e-15, 0, 7.23396e-15, 0, 0, 0
0.172203, 0, 1.62188e-14, 0, 1.41421, -1.62188e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.27112e-20, 0, 3.46271e-15, 0, 1.2756e-14, 0, 0, 0
0.180064, 0, 2.85278e-14, 0, 1.41421, -2.85278e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65347e-19, 0, 6.20685e-15, 0, 2.23208e-14, 0, 0, 0
0.187925, 0, 4.98106e-14, 0, 1.41421, -4.98106e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92782e-19, 0, 1.10498e-14, 0, 3.87606e-14, 0, 0, 0
0.195786, 0, 8.63412e-14, 0, 1.41421, -8.63412e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14777e-19, 0, 1.95395e-14, 0, 6.68012e-14, 0, 0, 0
0.203647, 0, 1.48592e-13, 0, 1.41421, -1.48592e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.98807e-19, 0, 3.43239e-14, 0, 1.14267e-13, 0, 0, 0
0.211508, 0, 2.53913e-13, 0, 1.41421, -2.53913e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55859e-18, 0, 5.99034e-14, 0, 1.94008e-13, 0, 0, 0
0.219369, 0, 4.30855e-13, 0, 1.41421, -4.30855e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68452e-18, 0, 1.03883e-13, 0, 3.26969e-13, 0, 0, 0
0.22723, 0, 7.26051e-13, 0, 1.41421, -7.26051e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.59331e-18, 0, 1.79026e-13, 0, 5.4702e-13, 0, 0, 0
0.235091, 0, 1.21514e-12, 0, 1.41421, -1.21514e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.80846e-18, 0, 3.0663e-13, 0, 9.08506e-13, 0, 0, 0
0.242952, 0, 2.02e-12, 0, 1.41421, -2.02e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31902e-17, 0, 5.22024e-13, 0, 1.49796e-12, 0, 0, 0
0.250813, 0, 3.3356e-12, 0, 1.41421, -3.3356e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21443e-17, 0, 8.83486e-13, 0, 2.45209e-12, 0, 0, 0
0.258673, 0, 5.47193e-12, 0, 1.41421, -5.47193e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69556e-17, 0, 1.48663e-12, 0, 3.98527e-12, 0, 0, 0
0.266534, 0, 8.91851e-12, 0, 1.41421, -8.91851e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13187e-17, 0, 2.48749e-12, 0, 6.43096e-12, 0, 0, 0
0.274395, 0, 1.44436e-11, 0, 1.41421, -1.44436e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01181e-16, 0, 4.13944e-12, 0, 1.0304e-11, 0, 0, 0
0.282256, 0, 2.32456e-11, 0, 1.41421, -2.32456e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66082e-16, 0, 6.8521e-12, 0, 1.63933e-11, 0, 0, 0
