   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_85.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.166134, 0, 1.73896e-13, 0, 1.41421, -1.73896e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32256e-16, 0, 3.94493e-18, 7.85916e-17, 0, 1.73481e-13, 0, 0
0.174004, 0, 2.84726e-13, 0, 1.41421, -2.84726e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.44015e-16, 0, 6.59737e-18, 1.3246e-16, 0, 2.84043e-13, 0, 0
0.181875, 0, 4.63301e-13, 0, 1.41421, -4.63301e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.85212e-16, 0, 1.09702e-17, 2.22068e-16, 0, 4.62182e-13, 0, 0
0.189745, 0, 7.49223e-13, 0, 1.41421, -7.49223e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43152e-15, 0, 1.81389e-17, 3.70346e-16, 0, 7.47403e-13, 0, 0
0.197615, 0, 1.20416e-12, 0, 1.41421, -1.20416e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3008e-15, 0, 2.98265e-17, 6.1445e-16, 0, 1.20122e-12, 0, 0
0.205485, 0, 1.92353e-12, 0, 1.41421, -1.92353e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67538e-15, 0, 4.87797e-17, 1.01429e-15, 0, 1.91879e-12, 0, 0
0.213356, 0, 3.05397e-12, 0, 1.41421, -3.05397e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.83555e-15, 0, 7.93567e-17, 1.66598e-15, 0, 3.04639e-12, 0, 0
0.221226, 0, 4.81941e-12, 0, 1.41421, -4.81941e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.20941e-15, 0, 1.28437e-16, 2.72305e-15, 0, 4.80735e-12, 0, 0
0.229096, 0, 7.55958e-12, 0, 1.41421, -7.55958e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44465e-14, 0, 2.06833e-16, 4.42959e-15, 0, 7.5405e-12, 0, 0
0.236967, 0, 1.17865e-11, 0, 1.41421, -1.17865e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25262e-14, 0, 3.31474e-16, 7.17204e-15, 0, 1.17565e-11, 0, 0
0.244837, 0, 1.8267e-11, 0, 1.41421, -1.8267e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49156e-14, 0, 5.28761e-16, 1.15597e-14, 0, 1.822e-11, 0, 0
0.252707, 0, 2.8142e-11, 0, 1.41421, -2.8142e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37982e-14, 0, 8.39733e-16, 1.85495e-14, 0, 2.80688e-11, 0, 0
0.260578, 0, 4.3098e-11, 0, 1.41421, -4.3098e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.24039e-14, 0, 1.32799e-15, 2.96392e-14, 0, 4.29846e-11, 0, 0
0.268448, 0, 6.56115e-11, 0, 1.41421, -6.56115e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25478e-13, 0, 2.09186e-15, 4.71638e-14, 0, 6.54368e-11, 0, 0
0.276318, 0, 9.92969e-11, 2.8026e-44, 1.41421, -9.92969e-11, 2.8026e-44, 0, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 2.8026e-44, 1.89953e-13, 2.8026e-44, 3.28302e-15, 7.47547e-14, 2.8026e-44, 9.90289e-11, 2.8026e-44, 2.8026e-44
0.284189, 0, 1.49394e-10, 5.0727e-43, 1.41421, -1.49394e-10, 5.0727e-43, 0, 5.0727e-43, 5.0727e-43, 5.0727e-43, 5.0727e-43, 5.0727e-43, 5.0727e-43, 5.0727e-43, 5.0727e-43, 5.0727e-43, 5.0727e-43, 2.85885e-13, 5.0727e-43, 5.13512e-15, 1.18041e-13, 5.0727e-43, 1.48985e-10, 5.0727e-43, 5.0727e-43
0.292059, 0, 2.23449e-10, 7.35822e-42, 1.41421, -2.23449e-10, 7.35822e-42, 0, 7.35822e-42, 7.35822e-42, 7.35822e-42, 7.35822e-42, 7.35822e-42, 7.35822e-42, 7.35822e-42, 7.35822e-42, 7.35822e-42, 7.35822e-42, 4.27779e-13, 7.35822e-42, 8.00766e-15, 1.85726e-13, 7.35822e-42, 2.22827e-10, 7.35822e-42, 7.35822e-42
0.299929, 0, 3.32265e-10, 9.43228e-41, 1.41421, -3.32265e-10, 9.43228e-41, 0, 9.43228e-41, 9.43228e-41, 9.43228e-41, 9.43228e-41, 9.43228e-41, 9.43228e-41, 9.43228e-41, 9.43228e-41, 9.43228e-41, 9.43228e-41, 6.36422e-13, 9.43228e-41, 1.24534e-14, 2.91237e-13, 9.43228e-41, 3.31324e-10, 9.43228e-41, 9.43228e-41
0.307799, 0, 4.91201e-10, 1.08335e-39, 1.41421, -4.91201e-10, 1.08335e-39, 0, 1.08335e-39, 1.08335e-39, 1.08335e-39, 1.08335e-39, 1.08335e-39, 1.08335e-39, 1.08335e-39, 1.08335e-39, 1.08335e-39, 1.08335e-39, 9.41424e-13, 1.08335e-39, 1.93221e-14, 4.55246e-13, 1.08335e-39, 4.89785e-10, 1.08335e-39, 1.08335e-39
0.31567, 0, 7.21958e-10, 1.12248e-38, 1.41421, -7.21958e-10, 1.12248e-38, 0, 1.12248e-38, 1.12248e-38, 1.12248e-38, 1.12248e-38, 1.12248e-38, 1.12248e-38, 1.12248e-38, 1.12248e-38, 1.12248e-38, 1.12248e-38, 1.3847e-12, 1.12248e-38, 2.992e-14, 7.09518e-13, 1.12248e-38, 7.19834e-10, 1.12248e-38, 1.12248e-38
0.32354, 0, 1.055e-09, 1.05485e-37, 1.41421, -1.055e-09, 1.05485e-37, 0, 1.05485e-37, 1.05485e-37, 1.05485e-37, 1.05485e-37, 1.05485e-37, 1.05485e-37, 1.05485e-37, 1.05485e-37, 1.05485e-37, 1.05485e-37, 2.02524e-12, 1.05485e-37, 4.62561e-14, 1.10279e-12, 1.05485e-37, 1.05183e-09, 1.05485e-37, 1.05485e-37
0.33141, 0, 1.53283e-09, 9.03752e-37, 1.41421, -1.53283e-09, 9.03752e-37, 0, 9.03752e-37, 9.03752e-37, 9.03752e-37, 9.03752e-37, 9.03752e-37, 9.03752e-37, 9.03752e-37, 9.03752e-37, 9.03752e-37, 9.03752e-37, 2.94557e-12, 9.03752e-37, 7.14219e-14, 1.70972e-12, 9.03752e-37, 1.52811e-09, 9.03752e-37, 9.03752e-37
0.339281, 0, 2.21435e-09, 7.09605e-36, 1.41421, -2.21435e-09, 7.09605e-36, 0, 7.09605e-36, 7.09605e-36, 7.09605e-36, 7.09605e-36, 7.09605e-36, 7.09605e-36, 7.09605e-36, 7.09605e-36, 7.09605e-36, 7.09605e-36, 4.26042e-12, 7.09605e-36, 1.10177e-13, 2.64454e-12, 7.09605e-36, 2.20734e-09, 7.09605e-36, 7.09605e-36
0.347151, 0, 3.18069e-09, 5.13032e-35, 1.41421, -3.18069e-09, 5.13032e-35, 0, 5.13032e-35, 5.13032e-35, 5.13032e-35, 5.13032e-35, 5.13032e-35, 5.13032e-35, 5.13032e-35, 5.13032e-35, 5.13032e-35, 5.13032e-35, 6.12845e-12, 5.13032e-35, 1.69854e-13, 4.08177e-12, 5.13032e-35, 3.17031e-09, 5.13032e-35, 5.13032e-35
0.355021, 0, 4.54289e-09, 3.46533e-34, 1.41421, -4.54289e-09, 3.46533e-34, 0, 3.46533e-34, 3.46533e-34, 3.46533e-34, 3.46533e-34, 3.46533e-34, 3.46533e-34, 3.46533e-34, 3.46533e-34, 3.46533e-34, 3.46533e-34, 8.7678e-12, 3.46533e-34, 2.61753e-13, 6.28776e-12, 3.46533e-34, 4.52757e-09, 3.46533e-34, 3.46533e-34
0.362892, 0, 6.45196e-09, 2.3299e-33, 1.41421, -6.45196e-09, 2.3299e-33, 0, 2.3299e-33, 2.3299e-33, 2.3299e-33, 2.3299e-33, 2.3299e-33, 2.3299e-33, 2.3299e-33, 2.3299e-33, 2.3299e-33, 2.3299e-33, 1.24767e-11, 2.3299e-33, 4.03291e-13, 9.66831e-12, 2.3299e-33, 6.42941e-09, 2.3299e-33, 2.3299e-33
0.370762, 0, 9.11199e-09, 1.48258e-32, 1.41421, -9.11199e-09, 1.48258e-32, 0, 1.48258e-32, 1.48258e-32, 1.48258e-32, 1.48258e-32, 1.48258e-32, 1.48258e-32, 1.48258e-32, 1.48258e-32, 1.48258e-32, 1.48258e-32, 1.76606e-11, 1.48258e-32, 6.21304e-13, 1.48408e-11, 1.48258e-32, 9.07887e-09, 1.48258e-32, 1.48258e-32
0.378632, 0, 1.27972e-08, 8.82179e-32, 1.41421, -1.27972e-08, 8.82179e-32, 0, 8.82179e-32, 8.82179e-32, 8.82179e-32, 8.82179e-32, 8.82179e-32, 8.82179e-32, 8.82179e-32, 8.82179e-32, 8.82179e-32, 8.82179e-32, 2.48681e-11, 8.82179e-32, 9.57123e-13, 2.27429e-11, 8.82179e-32, 1.27486e-08, 8.82179e-32, 8.82179e-32
0.386503, 0, 1.78734e-08, 4.90576e-31, 1.41421, -1.78734e-08, 4.90576e-31, 0, 4.90576e-31, 4.90576e-31, 4.90576e-31, 4.90576e-31, 4.90576e-31, 4.90576e-31, 4.90576e-31, 4.90576e-31, 4.90576e-31, 4.90576e-31, 3.48371e-11, 4.90576e-31, 1.47431e-12, 3.47954e-11, 4.90576e-31, 1.78023e-08, 4.90576e-31, 4.90576e-31
0.394373, 0, 2.48264e-08, 2.55537e-30, 1.41421, -2.48264e-08, 2.55537e-30, 0, 2.55537e-30, 2.55537e-30, 2.55537e-30, 2.55537e-30, 2.55537e-30, 2.55537e-30, 2.55537e-30, 2.55537e-30, 2.55537e-30, 2.55537e-30, 4.85556e-11, 2.55537e-30, 2.27049e-12, 5.31457e-11, 2.55537e-30, 2.47225e-08, 2.55537e-30, 2.55537e-30
0.402243, 0, 3.42965e-08, 1.25066e-29, 1.41421, -3.42965e-08, 1.25066e-29, 0, 1.25066e-29, 1.25066e-29, 1.25066e-29, 1.25066e-29, 1.25066e-29, 1.25066e-29, 1.25066e-29, 1.25066e-29, 1.25066e-29, 1.25066e-29, 6.73396e-11, 1.25066e-29, 3.4952e-12, 8.10306e-11, 1.25066e-29, 3.41446e-08, 1.25066e-29, 1.25066e-29
0.410113, 0, 4.7123e-08, 5.76965e-29, 1.41421, -4.7123e-08, 5.76965e-29, 0, 5.76965e-29, 5.76965e-29, 5.76965e-29, 5.76965e-29, 5.76965e-29, 5.76965e-29, 5.76965e-29, 5.76965e-29, 5.76965e-29, 5.76965e-29, 9.29344e-11, 5.76965e-29, 5.37697e-12, 1.23312e-10, 5.76965e-29, 4.69014e-08, 5.76965e-29, 5.76965e-29
0.417984, 0, 6.44e-08, 2.51669e-28, 1.41421, -6.44e-08, 2.51669e-28, 0, 2.51669e-28, 2.51669e-28, 2.51669e-28, 2.51669e-28, 2.51669e-28, 2.51669e-28, 2.51669e-28, 2.51669e-28, 2.51669e-28, 2.51669e-28, 1.27642e-10, 2.51669e-28, 8.2638e-12, 1.87264e-10, 2.51669e-28, 6.40768e-08, 2.51669e-28, 2.51669e-28
0.425854, 0, 8.75442e-08, 1.04104e-27, 1.41421, -8.75442e-08, 1.04104e-27, 0, 1.04104e-27, 1.04104e-27, 1.04104e-27, 1.04104e-27, 1.04104e-27, 1.04104e-27, 1.04104e-27, 1.04104e-27, 1.04104e-27, 1.04104e-27, 1.74487e-10, 1.04104e-27, 1.26837e-11, 2.83724e-10, 1.04104e-27, 8.70733e-08, 1.04104e-27, 1.04104e-27
0.433724, 0, 1.18381e-07, 4.09496e-27, 1.41421, -1.18381e-07, 4.09496e-27, 0, 4.09496e-27, 4.09496e-27, 4.09496e-27, 4.09496e-27, 4.09496e-27, 4.09496e-27, 4.09496e-27, 4.09496e-27, 4.09496e-27, 4.09496e-27, 2.37425e-10, 4.09496e-27, 1.94343e-11, 4.2876e-10, 4.09496e-27, 1.17695e-07, 4.09496e-27, 4.09496e-27
0.441595, 0, 1.59246e-07, 1.53576e-26, 1.41421, -1.59246e-07, 1.53576e-26, 0, 1.53576e-26, 1.53576e-26, 1.53576e-26, 1.53576e-26, 1.53576e-26, 1.53576e-26, 9.01706e-14, 1.53576e-26, 1.53576e-26, 1.53576e-26, 3.21604e-10, 1.53576e-26, 2.97151e-11, 6.46063e-10, 1.53576e-26, 1.58249e-07, 1.53576e-26, 1.53576e-26
0.449465, 0, 2.13116e-07, 5.50504e-26, 1.41421, -2.13116e-07, 5.50504e-26, 0, 5.50504e-26, 5.50504e-26, 5.50504e-26, 5.50504e-26, 5.50504e-26, 5.50504e-26, 2.85837e-13, 5.50504e-26, 5.50504e-26, 5.50504e-26, 4.33697e-10, 5.50504e-26, 4.53204e-11, 9.70369e-10, 5.50504e-26, 2.11666e-07, 5.50504e-26, 5.50504e-26
0.457335, 0, 2.83756e-07, 1.90179e-25, 1.41421, -2.83756e-07, 1.90179e-25, 0, 1.90179e-25, 1.90179e-25, 1.90179e-25, 1.90179e-25, 1.90179e-25, 1.90179e-25, 7.01045e-13, 1.90179e-25, 1.90179e-25, 1.90179e-25, 5.82317e-10, 1.90179e-25, 6.89202e-11, 1.45229e-09, 1.90179e-25, 2.81651e-07, 1.90179e-25, 1.90179e-25
0.465206, 0, 3.77912e-07, 4.97178e-10, 1.41421, -3.77912e-07, 5.01446e-10, 4.97178e-10, 4.97183e-10, 4.97225e-10, 4.97277e-10, 4.97273e-10, 5.38851e-10, 4.97277e-10, 5.028e-10, 5.0519e-10, 4.98811e-10, 1.88325e-09, 1.27572e-09, 4.97182e-10, 6.01642e-10, 2.66222e-09, 4.97181e-10, 3.73401e-07, 4.97178e-10, 5.12725e-10
0.473076, 0, 5.01829e-07, 1.56172e-09, 1.41421, -5.01829e-07, 1.57519e-09, 1.56172e-09, 1.56173e-09, 1.56186e-09, 1.56203e-09, 1.56202e-09, 1.69334e-09, 1.56203e-09, 1.57786e-09, 1.58702e-09, 1.56688e-09, 5.93954e-09, 2.59825e-09, 1.56173e-09, 1.71949e-09, 4.77561e-09, 1.56173e-09, 4.92801e-07, 1.56172e-09, 1.61082e-09
0.480946, 0, 6.65503e-07, 3.80746e-09, 1.41421, -6.65503e-07, 3.84042e-09, 3.80746e-09, 3.8075e-09, 3.80782e-09, 3.80823e-09, 3.80819e-09, 4.12935e-09, 3.80822e-09, 3.84566e-09, 3.86934e-09, 3.82008e-09, 1.45135e-08, 5.18179e-09, 3.80749e-09, 4.0448e-09, 8.55634e-09, 3.80748e-09, 6.47846e-07, 3.80746e-09, 3.92755e-09
0.488816, 0, 8.83102e-07, 8.46156e-09, 1.41421, -8.83102e-07, 8.53496e-09, 8.46156e-09, 8.46165e-09, 8.46236e-09, 8.46326e-09, 8.46319e-09, 9.17829e-09, 8.46326e-09, 8.54515e-09, 8.59935e-09, 8.48965e-09, 3.23003e-08, 1.02764e-08, 8.46163e-09, 8.81706e-09, 1.54439e-08, 8.46161e-09, 8.48797e-07, 8.46156e-09, 8.72895e-09
0.496687, 0, 1.17585e-06, 1.79349e-08, 1.41421, -1.17585e-06, 1.80906e-08, 1.79349e-08, 1.7935e-08, 1.79366e-08, 1.79385e-08, 1.79383e-08, 1.94559e-08, 1.79385e-08, 1.81101e-08, 1.82273e-08, 1.79945e-08, 6.85269e-08, 2.03217e-08, 1.7935e-08, 1.84649e-08, 2.81477e-08, 1.7935e-08, 1.10935e-06, 1.79349e-08, 1.85023e-08
0.504557, 0, 1.57678e-06, 3.68698e-08, 1.41421, -1.57678e-06, 3.71903e-08, 3.68698e-08, 3.68702e-08, 3.68733e-08, 3.68772e-08, 3.68769e-08, 3.99997e-08, 3.68772e-08, 3.72347e-08, 3.74715e-08, 3.69925e-08, 1.40973e-07, 3.99965e-08, 3.68701e-08, 3.76562e-08, 5.17417e-08, 3.687e-08, 1.44816e-06, 3.68698e-08, 3.80375e-08
0.512427, 0, 2.13911e-06, 7.40447e-08, 1.41421, -2.13911e-06, 7.46889e-08, 7.40447e-08, 7.40455e-08, 7.40517e-08, 7.40597e-08, 7.4059e-08, 8.0335e-08, 7.40596e-08, 7.4857e-08, 7.5254e-08, 7.42913e-08, 2.83261e-07, 7.81246e-08, 7.40453e-08, 7.52058e-08, 9.55634e-08, 7.40451e-08, 1.89153e-06, 7.40447e-08, 7.63914e-08
0.520298, 0, 2.95132e-06, 1.45724e-07, 1.41421, -2.95132e-06, 1.46992e-07, 1.45724e-07, 1.45725e-07, 1.45737e-07, 1.45753e-07, 1.45752e-07, 1.5811e-07, 1.45753e-07, 1.48111e-07, 1.48105e-07, 1.46209e-07, 5.57708e-07, 1.51027e-07, 1.45725e-07, 1.47429e-07, 1.76677e-07, 1.45724e-07, 2.47774e-06, 1.45724e-07, 1.50345e-07
0.528168, 0, 4.16077e-06, 2.81462e-07, 1.41421, -4.16077e-06, 2.83913e-07, 2.81462e-07, 2.81465e-07, 2.81489e-07, 2.81519e-07, 2.81517e-07, 3.05399e-07, 2.81519e-07, 2.87054e-07, 2.86064e-07, 2.824e-07, 1.07761e-06, 2.88328e-07, 2.81464e-07, 2.83953e-07, 3.25719e-07, 2.81464e-07, 3.26436e-06, 2.81462e-07, 2.90392e-07
0.536038, 0, 6.01669e-06, 5.33926e-07, 1.41421, -6.01669e-06, 5.38578e-07, 5.33926e-07, 5.33932e-07, 5.33977e-07, 5.34034e-07, 5.3403e-07, 5.79356e-07, 5.34034e-07, 5.45934e-07, 5.4266e-07, 5.35707e-07, 2.04494e-06, 5.42781e-07, 5.3393e-07, 5.37547e-07, 5.96821e-07, 5.33929e-07, 4.34037e-06, 5.33926e-07, 5.50875e-07
0.543909, 0, 8.93867e-06, 9.95134e-07, 1.41421, -8.93867e-06, 1.00381e-06, 9.95134e-07, 9.95144e-07, 9.95229e-07, 9.95336e-07, 9.95327e-07, 1.07985e-06, 9.95335e-07, 1.01971e-06, 1.01142e-06, 9.98455e-07, 3.81273e-06, 1.00651e-06, 9.95142e-07, 1.00037e-06, 1.08397e-06, 9.9514e-07, 5.84575e-06, 9.95134e-07, 1.02674e-06
0.551779, 0, 1.36284e-05, 1.82268e-06, 1.41421, -1.36284e-05, 1.83857e-06, 1.82268e-06, 1.8227e-06, 1.82285e-06, 1.82305e-06, 1.82303e-06, 1.97791e-06, 1.82304e-06, 1.87165e-06, 1.85252e-06, 1.82876e-06, 6.98589e-06, 1.83724e-06, 1.82269e-06, 1.8302e-06, 1.9474e-06, 1.82269e-06, 8.00318e-06, 1.82268e-06, 1.88059e-06
0.559649, 0, 2.1245e-05, 3.28118e-06, 1.41421, -2.1245e-05, 3.30981e-06, 3.28118e-06, 3.28121e-06, 3.28149e-06, 3.28184e-06, 3.28181e-06, 3.56078e-06, 3.28184e-06, 3.37607e-06, 3.33493e-06, 3.29214e-06, 1.25807e-05, 3.29975e-06, 3.2812e-06, 3.29192e-06, 3.45523e-06, 3.2812e-06, 1.11677e-05, 3.28118e-06, 3.38549e-06
0.56752, 0, 3.3678e-05, 5.80609e-06, 1.41421, -3.3678e-05, 5.85678e-06, 5.80609e-06, 5.80615e-06, 5.80664e-06, 5.80726e-06, 5.80721e-06, 6.3011e-06, 5.80726e-06, 5.98735e-06, 5.90125e-06, 5.82549e-06, 2.22703e-05, 5.82969e-06, 5.80613e-06, 5.82136e-06, 6.04758e-06, 5.80612e-06, 1.5903e-05, 5.80609e-06, 5.99076e-06
0.57539, 0, 5.39562e-05, 1.00997e-05, 1.41421, -5.39562e-05, 1.01879e-05, 1.00997e-05, 1.00998e-05, 1.01007e-05, 1.01018e-05, 1.01017e-05, 1.09613e-05, 1.01018e-05, 1.0441e-05, 1.02653e-05, 1.01335e-05, 3.87548e-05, 1.01296e-05, 1.00998e-05, 1.01213e-05, 1.04329e-05, 1.00998e-05, 2.30973e-05, 1.00997e-05, 1.04211e-05
0.58326, 0, 8.68536e-05, 1.72719e-05, 1.41421, -8.68536e-05, 1.74229e-05, 1.72719e-05, 1.72721e-05, 1.72736e-05, 1.72754e-05, 1.72753e-05, 1.87461e-05, 1.72754e-05, 1.79051e-05, 1.75553e-05, 1.73297e-05, 6.6304e-05, 1.73096e-05, 1.72721e-05, 1.73023e-05, 1.77293e-05, 1.7272e-05, 3.41342e-05, 1.72719e-05, 1.78219e-05
0.59113, 0, 0.000139747, 2.90408e-05, 1.41421, -0.000139747, 2.92948e-05, 2.90408e-05, 2.90411e-05, 2.90435e-05, 2.90467e-05, 2.90464e-05, 3.15209e-05, 2.90466e-05, 3.01984e-05, 2.95176e-05, 2.9138e-05, 0.000111532, 2.90882e-05, 2.9041e-05, 2.90833e-05, 2.96656e-05, 2.90409e-05, 5.11294e-05, 2.90408e-05, 2.9966e-05
0.599001, 0, 0.000223828, 4.80116e-05, 1.41421, -0.000223828, 4.84318e-05, 4.80116e-05, 4.80121e-05, 4.80162e-05, 4.80214e-05, 4.8021e-05, 5.21145e-05, 4.80214e-05, 5.00967e-05, 4.88004e-05, 4.81725e-05, 0.000184474, 4.80712e-05, 4.8012e-05, 4.80708e-05, 4.88615e-05, 4.80119e-05, 7.72748e-05, 4.80116e-05, 4.95423e-05
0.606871, 0, 0.000355745, 7.80532e-05, 1.41421, -0.000355745, 7.87367e-05, 7.80532e-05, 7.8054e-05, 7.80607e-05, 7.80691e-05, 7.80684e-05, 8.47276e-05, 7.8069e-05, 8.17526e-05, 7.93364e-05, 7.83148e-05, 0.000300046, 7.81277e-05, 7.80538e-05, 7.81353e-05, 7.92048e-05, 7.80537e-05, 0.000117296, 7.80532e-05, 8.05432e-05
