   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_750.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00107641, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00678036, 0, 1.43675e-14, 0, 1.41421, -1.43675e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46912e-16, 0, 0, 1.07143e-16, 0, 3.66431e-19, 0, 1.41131e-14, 0, 0, 0
0.0146371, 0, 2.23997e-14, 0, 1.41421, -2.23997e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29012e-16, 0, 0, 1.70168e-16, 0, 5.89283e-19, 0, 2.2e-14, 0, 0, 0
0.0224939, 0, 3.47611e-14, 0, 1.41421, -3.47611e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55342e-16, 0, 0, 2.69071e-16, 0, 9.43757e-19, 0, 3.41357e-14, 0, 0, 0
0.0303507, 0, 5.36967e-14, 0, 1.41421, -5.36967e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.48828e-16, 0, 0, 4.23595e-16, 0, 1.50528e-18, 0, 5.27227e-14, 0, 0, 0
0.0382074, 0, 8.25695e-14, 0, 1.41421, -8.25695e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.43807e-16, 0, 0, 6.63975e-16, 0, 2.39116e-18, 0, 8.10593e-14, 0, 0, 0
0.0460642, 0, 1.26393e-13, 0, 1.41421, -1.26393e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29146e-15, 0, 0, 1.03631e-15, 0, 3.78311e-18, 0, 1.24062e-13, 0, 0, 0
0.053921, 0, 1.92606e-13, 0, 1.41421, -1.92606e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9677e-15, 0, 0, 1.61062e-15, 0, 5.96147e-18, 0, 1.89022e-13, 0, 0, 0
0.0617777, 0, 2.92195e-13, 0, 1.41421, -2.92195e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98463e-15, 0, 0, 2.49277e-15, 0, 9.35757e-18, 0, 2.86708e-13, 0, 0, 0
0.0696345, 0, 4.41307e-13, 0, 1.41421, -4.41307e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50701e-15, 0, 0, 3.84221e-15, 0, 1.4631e-17, 0, 4.32944e-13, 0, 0, 0
0.0774913, 0, 6.63569e-13, 0, 1.41421, -6.63569e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.77581e-15, 0, 0, 5.89818e-15, 0, 2.27875e-17, 0, 6.50872e-13, 0, 0, 0
0.085348, 0, 9.93381e-13, 0, 1.41421, -9.93381e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01419e-14, 0, 0, 9.01821e-15, 0, 3.53547e-17, 0, 9.74185e-13, 0, 0, 0
0.0932048, 0, 1.48061e-12, 0, 1.41421, -1.48061e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51136e-14, 0, 0, 1.37354e-14, 0, 5.46441e-17, 0, 1.45171e-12, 0, 0, 0
0.101062, 0, 2.1972e-12, 0, 1.41421, -2.1972e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24244e-14, 0, 0, 2.08403e-14, 0, 8.41389e-17, 0, 2.15385e-12, 0, 0, 0
0.108918, 0, 3.24646e-12, 0, 1.41421, -3.24646e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31272e-14, 0, 0, 3.15024e-14, 0, 1.2907e-16, 0, 3.1817e-12, 0, 0, 0
0.116775, 0, 4.77606e-12, 0, 1.41421, -4.77606e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87267e-14, 0, 0, 4.74468e-14, 0, 1.97263e-16, 0, 4.67969e-12, 0, 0, 0
0.124632, 0, 6.99611e-12, 0, 1.41421, -6.99611e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13636e-14, 0, 0, 7.12098e-14, 0, 3.00383e-16, 0, 6.85323e-12, 0, 0, 0
0.132489, 0, 1.02042e-11, 0, 1.41421, -1.02042e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04069e-13, 0, 0, 1.06511e-13, 0, 4.55759e-16, 0, 9.99313e-12, 0, 0, 0
0.140345, 0, 1.48197e-11, 0, 1.41421, -1.48197e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51114e-13, 0, 0, 1.58793e-13, 0, 6.8904e-16, 0, 1.45091e-11, 0, 0, 0
0.148202, 0, 2.14314e-11, 0, 1.41421, -2.14314e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18493e-13, 0, 0, 2.36e-13, 0, 1.03807e-15, 0, 2.09759e-11, 0, 0, 0
0.156059, 0, 3.08615e-11, 0, 1.41421, -3.08615e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14577e-13, 0, 0, 3.49713e-13, 0, 1.55849e-15, 0, 3.01957e-11, 0, 0, 0
0.163916, 0, 4.42534e-11, 0, 1.41421, -4.42534e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.51003e-13, 0, 0, 5.1678e-13, 0, 2.33185e-15, 0, 4.32833e-11, 0, 0, 0
0.171772, 0, 6.31896e-11, 0, 1.41421, -6.31896e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.43878e-13, 0, 0, 7.61697e-13, 0, 3.47735e-15, 0, 6.17805e-11, 0, 0, 0
0.179629, 0, 8.98509e-11, 0, 1.41421, -8.98509e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.15389e-13, 0, 0, 1.12004e-12, 0, 5.16863e-15, 0, 8.78103e-11, 0, 0, 0
0.187486, 0, 1.27229e-10, 0, 1.41421, -1.27229e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29597e-12, 0, 0, 1.64346e-12, 0, 7.65794e-15, 0, 1.24281e-10, 0, 0, 0
