   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_777.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0224978, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.014609, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00672025, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00116853, 0, 2.30017e-13, 0, 1.41421, -2.30017e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44514e-15, 0, 0, 8.14867e-16, 0, 1.97757e-14, 0, 2.07981e-13, 0, 0, 0
0.00905731, 0, 3.41332e-13, 0, 1.41421, -3.41332e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13841e-15, 0, 0, 1.22903e-15, 0, 3.02107e-14, 0, 3.07754e-13, 0, 0, 0
0.0169461, 0, 5.04645e-13, 0, 1.41421, -5.04645e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15222e-15, 0, 0, 1.84712e-15, 0, 4.59916e-14, 0, 4.53655e-13, 0, 0, 0
0.0248349, 0, 7.43358e-13, 0, 1.41421, -7.43358e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.62906e-15, 0, 0, 2.7663e-15, 0, 6.97741e-14, 0, 6.66188e-13, 0, 0, 0
0.0327237, 0, 1.09099e-12, 0, 1.41421, -1.09099e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.77219e-15, 0, 0, 4.12869e-15, 0, 1.05493e-13, 0, 9.74601e-13, 0, 0, 0
0.0406124, 0, 1.59539e-12, 0, 1.41421, -1.59539e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.87028e-15, 0, 0, 6.14132e-15, 0, 1.58955e-13, 0, 1.42043e-12, 0, 0, 0
0.0485012, 0, 2.32458e-12, 0, 1.41421, -2.32458e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43319e-14, 0, 0, 9.10479e-15, 0, 2.38704e-13, 0, 2.06244e-12, 0, 0, 0
0.05639, 0, 3.37491e-12, 0, 1.41421, -3.37491e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07326e-14, 0, 0, 1.34544e-14, 0, 3.57268e-13, 0, 2.98345e-12, 0, 0, 0
0.0642788, 0, 4.88235e-12, 0, 1.41421, -4.88235e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98805e-14, 0, 0, 1.98188e-14, 0, 5.32955e-13, 0, 4.2997e-12, 0, 0, 0
0.0721676, 0, 7.03809e-12, 0, 1.41421, -7.03809e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29054e-14, 0, 0, 2.91037e-14, 0, 7.92432e-13, 0, 6.17365e-12, 0, 0, 0
0.0800563, 0, 1.01099e-11, 0, 1.41421, -1.01099e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.13806e-14, 0, 0, 4.26103e-14, 0, 1.17442e-12, 0, 8.83153e-12, 0, 0, 0
0.0879451, 0, 1.44717e-11, 0, 1.41421, -1.44717e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.74883e-14, 0, 0, 6.22044e-14, 0, 1.73497e-12, 0, 1.25871e-11, 0, 0, 0
0.0958339, 0, 2.06434e-11, 0, 1.41421, -2.06434e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24243e-13, 0, 0, 9.05555e-14, 0, 2.55495e-12, 0, 1.78736e-11, 0, 0, 0
0.103723, 0, 2.93453e-11, 0, 1.41421, -2.93453e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75795e-13, 0, 0, 1.31477e-13, 0, 3.75072e-12, 0, 2.52873e-11, 0, 0, 0
0.111611, 0, 4.15725e-11, 0, 1.41421, -4.15725e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47831e-13, 0, 0, 1.90405e-13, 0, 5.48918e-12, 0, 3.56451e-11, 0, 0, 0
0.1195, 0, 5.86942e-11, 0, 1.41421, -5.86942e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48116e-13, 0, 0, 2.75086e-13, 0, 8.00904e-12, 0, 5.0062e-11, 0, 0, 0
0.127389, 0, 8.2588e-11, 0, 1.41421, -8.2588e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87212e-13, 0, 0, 3.96539e-13, 0, 1.16508e-11, 0, 7.00535e-11, 0, 0, 0
0.135278, 0, 1.1582e-10, 0, 1.41421, -1.1582e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79424e-13, 0, 0, 5.70426e-13, 0, 1.68988e-11, 0, 9.76716e-11, 0, 0, 0
0.143167, 0, 1.61887e-10, 0, 1.41421, -1.61887e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.44061e-13, 0, 0, 8.19009e-13, 0, 2.44403e-11, 0, 1.35684e-10, 0, 0, 0
