   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_583.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00233401, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00552729, 0, 1.00506e-19, 0, 1.41421, -1.00506e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12618e-24, 0, 1.86667e-20, 0, 8.18369e-20, 0, 0
0.0133886, 0, 2.04979e-19, 0, 1.41421, -2.04979e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.37993e-24, 0, 3.86617e-20, 0, 1.66313e-19, 0, 0
0.0212499, 0, 4.13744e-19, 0, 1.41421, -4.13744e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.93103e-24, 0, 7.92401e-20, 0, 3.34495e-19, 0, 0
0.0291112, 0, 8.26801e-19, 0, 1.41421, -8.26801e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8032e-23, 0, 1.60778e-19, 0, 6.66006e-19, 0, 0
0.0369725, 0, 1.63624e-18, 0, 1.41421, -1.63624e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60597e-23, 0, 3.23052e-19, 0, 1.31316e-18, 0, 0
0.0448338, 0, 3.20772e-18, 0, 1.41421, -3.20772e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1443e-23, 0, 6.43027e-19, 0, 2.56462e-18, 0, 0
0.0526951, 0, 6.23089e-18, 0, 1.41421, -6.23089e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40268e-22, 0, 1.26829e-18, 0, 4.96246e-18, 0, 0
0.0605564, 0, 1.19954e-17, 0, 1.41421, -1.19954e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72976e-22, 0, 2.47946e-18, 0, 9.51566e-18, 0, 0
0.0684177, 0, 2.28919e-17, 0, 1.41421, -2.28919e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26679e-22, 0, 4.80569e-18, 0, 1.80856e-17, 0, 0
0.0762791, 0, 4.33147e-17, 0, 1.41421, -4.33147e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00764e-21, 0, 9.23665e-18, 0, 3.40771e-17, 0, 0
0.0841404, 0, 8.22303e-17, 0, 1.41421, -8.22303e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93907e-21, 0, 1.78799e-17, 0, 6.43485e-17, 0, 0
0.0920017, 0, 1.52854e-16, 0, 1.41421, -1.52854e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64481e-21, 0, 3.37697e-17, 0, 1.19081e-16, 0, 0
0.099863, 0, 2.81892e-16, 0, 1.41421, -2.81892e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79772e-21, 0, 6.32938e-17, 0, 2.18592e-16, 0, 0
0.107724, 0, 5.1583e-16, 0, 1.41421, -5.1583e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25811e-20, 0, 1.17746e-16, 0, 3.98072e-16, 0, 0
0.115586, 0, 9.36711e-16, 0, 1.41421, -9.36711e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31095e-20, 0, 2.17442e-16, 0, 7.19246e-16, 0, 0
0.123447, 0, 1.68823e-15, 0, 1.41421, -1.68823e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21337e-20, 0, 3.98672e-16, 0, 1.28951e-15, 0, 0
0.131308, 0, 3.02018e-15, 0, 1.41421, -3.02018e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.62577e-20, 0, 7.25813e-16, 0, 2.29429e-15, 0, 0
0.13917, 0, 5.36363e-15, 0, 1.41421, -5.36363e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37024e-19, 0, 1.31228e-15, 0, 4.05122e-15, 0, 0
0.147031, 0, 9.45696e-15, 0, 1.41421, -9.45696e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44463e-19, 0, 2.35653e-15, 0, 7.10018e-15, 0, 0
0.154892, 0, 1.6556e-14, 0, 1.41421, -1.6556e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.33092e-19, 0, 4.2036e-15, 0, 1.2352e-14, 0, 0
0.162753, 0, 2.87813e-14, 0, 1.41421, -2.87813e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.61969e-19, 0, 7.44932e-15, 0, 2.13312e-14, 0, 0
0.170615, 0, 4.96886e-14, 0, 1.41421, -4.96886e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33145e-18, 0, 1.31162e-14, 0, 3.65711e-14, 0, 0
0.178476, 0, 8.51979e-14, 0, 1.41421, -8.51979e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31089e-18, 0, 2.29476e-14, 0, 6.2248e-14, 0, 0
0.186337, 0, 1.451e-13, 0, 1.41421, -1.451e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98426e-18, 0, 3.9898e-14, 0, 1.05198e-13, 0, 0
0.194199, 0, 2.45473e-13, 0, 1.41421, -2.45473e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82443e-18, 0, 6.89425e-14, 0, 1.76524e-13, 0, 0
0.20206, 0, 4.12559e-13, 0, 1.41421, -4.12559e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1614e-17, 0, 1.18419e-13, 0, 2.94129e-13, 0, 0
0.209921, 0, 6.88879e-13, 0, 1.41421, -6.88879e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96401e-17, 0, 2.02198e-13, 0, 4.86661e-13, 0, 0
0.217783, 0, 1.14291e-12, 0, 1.41421, -1.14291e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30065e-17, 0, 3.43243e-13, 0, 7.99637e-13, 0, 0
0.225644, 0, 1.88423e-12, 0, 1.41421, -1.88423e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.51322e-17, 0, 5.79349e-13, 0, 1.30482e-12, 0, 0
0.233505, 0, 3.08705e-12, 0, 1.41421, -3.08705e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.15447e-17, 0, 9.724e-13, 0, 2.11456e-12, 0, 0
0.241366, 0, 5.02673e-12, 0, 1.41421, -5.02673e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51129e-16, 0, 1.62317e-12, 0, 3.40341e-12, 0, 0
0.249228, 0, 8.13587e-12, 0, 1.41421, -8.13587e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48101e-16, 0, 2.69499e-12, 0, 5.44063e-12, 0, 0
0.257089, 0, 1.30902e-11, 0, 1.41421, -1.30902e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05101e-16, 0, 4.45125e-12, 0, 8.63856e-12, 0, 0
0.26495, 0, 2.09394e-11, 0, 1.41421, -2.09394e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.58034e-16, 0, 7.31481e-12, 0, 1.36239e-11, 0, 0
0.272812, 0, 3.33053e-11, 0, 1.41421, -3.33053e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06364e-15, 0, 1.19617e-11, 0, 2.13425e-11, 0, 0
0.280673, 0, 5.26815e-11, 0, 1.41421, -5.26815e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71132e-15, 0, 1.94683e-11, 0, 3.32114e-11, 0, 0
0.288534, 0, 8.28829e-11, 4.34403e-44, 1.41421, -8.28829e-11, 4.34403e-44, 0, 4.34403e-44, 4.34403e-44, 4.34403e-44, 4.34403e-44, 4.34403e-44, 4.34403e-44, 4.34403e-44, 4.34403e-44, 4.34403e-44, 4.34403e-44, 4.34403e-44, 4.34403e-44, 2.7415e-15, 4.34403e-44, 3.15423e-11, 4.34403e-44, 5.13379e-11, 4.34403e-44, 4.34403e-44
0.296396, 0, 1.29722e-10, 8.33773e-43, 1.41421, -1.29722e-10, 8.33773e-43, 0, 8.33773e-43, 8.33773e-43, 8.33773e-43, 8.33773e-43, 8.33773e-43, 8.33773e-43, 8.33773e-43, 8.33773e-43, 8.33773e-43, 8.33773e-43, 8.33773e-43, 8.33773e-43, 4.37442e-15, 8.33773e-43, 5.08836e-11, 8.33773e-43, 7.88338e-11, 8.33773e-43, 8.33773e-43
0.304257, 0, 2.02016e-10, 1.24015e-41, 1.41421, -2.02016e-10, 1.24015e-41, 0, 1.24015e-41, 1.24015e-41, 1.24015e-41, 1.24015e-41, 1.24015e-41, 1.24015e-41, 1.24015e-41, 1.24015e-41, 1.24015e-41, 1.24015e-41, 1.24015e-41, 1.24015e-41, 6.95492e-15, 1.24015e-41, 8.17489e-11, 1.24015e-41, 1.20261e-10, 1.24015e-41, 1.24015e-41
0.312118, 0, 3.13099e-10, 1.67381e-40, 1.41421, -3.13099e-10, 1.67381e-40, 0, 1.67381e-40, 1.67381e-40, 1.67381e-40, 1.67381e-40, 1.67381e-40, 1.67381e-40, 1.67381e-40, 1.67381e-40, 1.67381e-40, 1.67381e-40, 1.67381e-40, 1.67381e-40, 1.10226e-14, 1.67381e-40, 1.30831e-10, 1.67381e-40, 1.82257e-10, 1.67381e-40, 1.67381e-40
0.31998, 0, 4.83062e-10, 2.03022e-39, 1.41421, -4.83062e-10, 2.03022e-39, 0, 2.03022e-39, 2.03022e-39, 2.03022e-39, 2.03022e-39, 2.03022e-39, 2.03022e-39, 2.03022e-39, 2.03022e-39, 2.03022e-39, 2.03022e-39, 2.03022e-39, 2.03022e-39, 1.74211e-14, 2.03022e-39, 2.08629e-10, 2.03022e-39, 2.74416e-10, 2.03022e-39, 2.03022e-39
0.327841, 0, 7.42105e-10, 2.22121e-38, 1.41421, -7.42105e-10, 2.22121e-38, 0, 2.22121e-38, 2.22121e-38, 2.22121e-38, 2.22121e-38, 2.22121e-38, 2.22121e-38, 2.22121e-38, 2.22121e-38, 2.22121e-38, 2.22121e-38, 2.22121e-38, 2.22121e-38, 2.74707e-14, 2.22121e-38, 3.3158e-10, 2.22121e-38, 4.10497e-10, 2.22121e-38, 2.22121e-38
0.335702, 0, 1.13552e-09, 2.19846e-37, 1.41421, -1.13552e-09, 2.19846e-37, 0, 2.19846e-37, 2.19846e-37, 2.19846e-37, 2.19846e-37, 2.19846e-37, 2.19846e-37, 2.19846e-37, 2.19846e-37, 2.19846e-37, 2.19846e-37, 2.19846e-37, 2.19846e-37, 4.32371e-14, 2.19846e-37, 5.25377e-10, 2.19846e-37, 6.10103e-10, 2.19846e-37, 2.19846e-37
0.343563, 0, 1.73115e-09, 1.98055e-36, 1.41421, -1.73115e-09, 1.98055e-36, 0, 1.98055e-36, 1.98055e-36, 1.98055e-36, 1.98055e-36, 1.98055e-36, 1.98055e-36, 1.98055e-36, 1.98055e-36, 1.98055e-36, 1.98055e-36, 1.98055e-36, 1.98055e-36, 6.7957e-14, 1.98055e-36, 8.30128e-10, 1.98055e-36, 9.00956e-10, 1.98055e-36, 1.98055e-36
0.351425, 0, 2.63043e-09, 1.63327e-35, 1.41421, -2.63043e-09, 1.63327e-35, 0, 1.63327e-35, 1.63327e-35, 1.63327e-35, 1.63327e-35, 1.63327e-35, 1.63327e-35, 1.63327e-35, 1.63327e-35, 1.63327e-35, 1.63327e-35, 1.63327e-35, 1.63327e-35, 1.06704e-13, 1.63327e-35, 1.30835e-09, 1.63327e-35, 1.32198e-09, 1.63327e-35, 1.63327e-35
0.359286, 0, 3.98503e-09, 1.2379e-34, 1.41421, -3.98503e-09, 1.2379e-34, 0, 1.2379e-34, 1.2379e-34, 1.2379e-34, 1.2379e-34, 1.2379e-34, 1.2379e-34, 1.2379e-34, 1.2379e-34, 1.2379e-34, 1.2379e-34, 1.2379e-34, 1.2379e-34, 1.67442e-13, 1.2379e-34, 2.05741e-09, 1.2379e-34, 1.92745e-09, 1.2379e-34, 1.2379e-34
0.367147, 0, 6.02158e-09, 8.51867e-34, 1.41421, -6.02158e-09, 8.51867e-34, 0, 8.51867e-34, 8.51867e-34, 8.51867e-34, 8.51867e-34, 8.51867e-34, 8.51867e-34, 8.51867e-34, 8.51867e-34, 8.51867e-34, 8.51867e-34, 8.51867e-34, 8.51867e-34, 2.62678e-13, 8.51867e-34, 3.2288e-09, 8.51867e-34, 2.79251e-09, 8.51867e-34, 8.51867e-34
0.375009, 0, 9.07879e-09, 5.75571e-33, 1.41421, -9.07879e-09, 5.75571e-33, 0, 5.75571e-33, 5.75571e-33, 5.75571e-33, 5.75571e-33, 5.75571e-33, 5.75571e-33, 5.75571e-33, 5.75571e-33, 5.75571e-33, 5.75571e-33, 5.75571e-33, 5.75571e-33, 4.12064e-13, 5.75571e-33, 5.05789e-09, 5.75571e-33, 4.02049e-09, 5.75571e-33, 5.75571e-33
0.38287, 0, 1.36631e-08, 3.22729e-32, 1.41421, -1.36631e-08, 3.22729e-32, 0, 3.22729e-32, 3.22729e-32, 3.22729e-32, 3.22729e-32, 3.22729e-32, 3.22729e-32, 3.22729e-32, 3.22729e-32, 3.22729e-32, 3.22729e-32, 3.22729e-32, 3.22729e-32, 6.46478e-13, 3.22729e-32, 7.91003e-09, 3.22729e-32, 5.75243e-09, 3.22729e-32, 3.22729e-32
0.390731, 0, 2.0532e-08, 1.71037e-31, 1.41421, -2.0532e-08, 1.71037e-31, 0, 1.71037e-31, 1.71037e-31, 1.71037e-31, 1.71037e-31, 1.71037e-31, 1.71037e-31, 1.71037e-31, 1.71037e-31, 1.71037e-31, 1.71037e-31, 1.71037e-31, 1.71037e-31, 1.01442e-12, 1.71037e-31, 1.23514e-08, 1.71037e-31, 8.17963e-09, 1.71037e-31, 1.71037e-31
0.398593, 0, 3.08188e-08, 9.08954e-31, 1.41421, -3.08188e-08, 9.08954e-31, 0, 9.08954e-31, 9.08954e-31, 9.08954e-31, 9.08954e-31, 9.08954e-31, 9.08954e-31, 9.08954e-31, 9.08954e-31, 9.08954e-31, 9.08954e-31, 9.08954e-31, 9.08954e-31, 1.59197e-12, 9.08954e-31, 1.92576e-08, 9.08954e-31, 1.15596e-08, 9.08954e-31, 9.08954e-31
0.406454, 0, 4.62194e-08, 4.63998e-30, 1.41421, -4.62194e-08, 4.63998e-30, 0, 4.63998e-30, 4.63998e-30, 4.63998e-30, 4.63998e-30, 4.63998e-30, 4.63998e-30, 4.63998e-30, 4.63998e-30, 4.63998e-30, 4.63998e-30, 4.63998e-30, 4.63998e-30, 2.49827e-12, 4.63998e-30, 2.998e-08, 4.63998e-30, 1.62369e-08, 4.63998e-30, 4.63998e-30
0.414315, 0, 6.92712e-08, 2.24239e-29, 1.41421, -6.92712e-08, 2.24239e-29, 0, 2.24239e-29, 2.24239e-29, 2.24239e-29, 2.24239e-29, 2.24239e-29, 2.24239e-29, 2.24239e-29, 2.24239e-29, 2.24239e-29, 2.24239e-29, 2.24239e-29, 2.24239e-29, 3.91947e-12, 2.24239e-29, 4.65983e-08, 2.24239e-29, 2.26691e-08, 2.24239e-29, 2.24239e-29
0.422177, 0, 1.03768e-07, 1.03088e-28, 1.41421, -1.03768e-07, 1.03088e-28, 0, 1.03088e-28, 1.03088e-28, 1.03088e-28, 1.03088e-28, 1.03088e-28, 1.03088e-28, 1.03088e-28, 1.03088e-28, 1.03088e-28, 1.03088e-28, 1.03088e-28, 1.03088e-28, 6.14551e-12, 1.03088e-28, 7.23021e-08, 1.03088e-28, 3.14599e-08, 1.03088e-28, 1.03088e-28
0.430038, 0, 1.55375e-07, 4.57598e-28, 1.41421, -1.55375e-07, 4.57598e-28, 0, 4.57598e-28, 4.57598e-28, 4.57598e-28, 4.57598e-28, 4.57598e-28, 4.57598e-28, 4.57598e-28, 4.57598e-28, 4.57598e-28, 4.57598e-28, 4.57598e-28, 4.57598e-28, 9.62629e-12, 4.57598e-28, 1.11964e-07, 4.57598e-28, 4.34009e-08, 4.57598e-28, 4.57598e-28
0.437899, 0, 2.32591e-07, 3.56139e-27, 1.41421, -2.32591e-07, 3.56139e-27, 0, 3.56139e-27, 3.56139e-27, 3.56139e-27, 3.56139e-27, 3.56139e-27, 3.56139e-27, 3.56139e-27, 3.56139e-27, 3.56139e-27, 3.56139e-27, 3.56139e-27, 3.56139e-27, 1.50659e-11, 3.56139e-27, 1.73053e-07, 3.56139e-27, 5.95229e-08, 3.56139e-27, 3.56139e-27
0.44576, 0, 3.47863e-07, 1.37909e-26, 1.41421, -3.47863e-07, 1.37909e-26, 0, 1.37909e-26, 1.37909e-26, 1.37909e-26, 1.37909e-26, 1.37909e-26, 1.37909e-26, 1.37909e-26, 1.37909e-26, 1.37909e-26, 1.37909e-26, 1.37909e-26, 1.37909e-26, 2.35184e-11, 1.37909e-26, 2.66681e-07, 1.37909e-26, 8.1158e-08, 1.37909e-26, 1.37909e-26
0.453622, 0, 5.19819e-07, 5.10502e-26, 1.41421, -5.19819e-07, 5.10502e-26, 0, 5.10502e-26, 5.10502e-26, 5.10502e-26, 5.10502e-26, 5.10502e-26, 5.10502e-26, 1.33147e-13, 5.10502e-26, 5.10502e-26, 5.10502e-26, 5.10502e-26, 5.10502e-26, 3.66256e-11, 5.10502e-26, 4.09763e-07, 5.10502e-26, 1.1002e-07, 5.10502e-26, 5.10502e-26
0.461483, 0, 7.7587e-07, 1.80977e-25, 1.41421, -7.7587e-07, 1.80977e-25, 0, 1.80977e-25, 1.80977e-25, 1.80977e-25, 1.80977e-25, 1.80977e-25, 1.80977e-25, 4.36101e-13, 1.80977e-25, 1.80977e-25, 1.80977e-25, 1.80977e-25, 1.80977e-25, 5.68736e-11, 1.80977e-25, 6.27518e-07, 1.80977e-25, 1.48295e-07, 1.80977e-25, 1.80977e-25
0.469344, 0, 1.15693e-06, 6.22051e-25, 1.41421, -1.15693e-06, 2.58345e-11, 0, 1.6644e-14, 2.46636e-11, 2.10167e-10, 9.49575e-12, 1.62419e-10, 2.94994e-11, 7.14303e-12, 8.65095e-11, 6.51763e-12, 1.11604e-10, 4.43879e-12, 1.56066e-13, 8.80195e-11, 4.66915e-14, 9.57387e-07, 4.43137e-16, 1.98778e-07, 6.22051e-25, 6.22051e-25
0.477206, 0, 1.72194e-06, 6.15349e-11, 1.41421, -1.72194e-06, 1.45813e-10, 6.15349e-11, 6.15892e-11, 1.41993e-10, 7.47146e-10, 9.25122e-11, 5.91383e-10, 1.57769e-10, 8.37849e-11, 3.43749e-10, 8.27969e-11, 4.25613e-10, 7.60152e-11, 6.2044e-11, 1.97245e-10, 6.21117e-11, 1.45462e-06, 6.15363e-11, 2.65032e-07, 6.15349e-11, 6.15349e-11
0.485067, 0, 2.55705e-06, 1.95942e-10, 1.41421, -2.55705e-06, 4.09209e-10, 1.95942e-10, 1.9608e-10, 3.99543e-10, 1.93089e-09, 2.74331e-10, 1.53673e-09, 4.39463e-10, 2.51406e-10, 9.10087e-10, 2.49746e-10, 1.11725e-09, 2.32585e-10, 1.97231e-10, 4.04304e-10, 1.98133e-10, 2.19996e-06, 1.95946e-10, 3.51482e-07, 1.95942e-10, 1.95942e-10
0.492928, 0, 3.78703e-06, 4.875e-10, 1.41421, -3.78703e-06, 9.79218e-10, 4.875e-10, 4.87817e-10, 9.56931e-10, 4.48768e-09, 6.68237e-10, 3.57888e-09, 1.04897e-09, 6.14406e-10, 2.13407e-09, 6.11553e-10, 2.61171e-09, 5.71986e-10, 4.90471e-10, 8.0593e-10, 4.93534e-10, 3.31052e-06, 4.87509e-10, 4.63765e-07, 4.875e-10, 4.875e-10
0.50079, 0, 5.59163e-06, 1.11192e-09, 1.41421, -5.59163e-06, 2.19222e-09, 1.11192e-09, 1.11261e-09, 2.14326e-09, 9.90035e-09, 1.50899e-09, 7.90371e-09, 2.34548e-09, 1.38932e-09, 4.72944e-09, 1.38446e-09, 5.77881e-09, 1.29753e-09, 1.11844e-09, 1.59614e-09, 1.12659e-09, 4.95496e-06, 1.11193e-09, 6.0893e-07, 1.11192e-09, 1.11192e-09
0.508651, 0, 8.229e-06, 2.4265e-09, 1.41421, -8.229e-06, 4.72578e-09, 2.4265e-09, 2.42798e-09, 4.62157e-09, 2.11314e-08, 3.27163e-09, 1.68818e-08, 5.05196e-09, 3.01442e-09, 1.01259e-08, 3.00657e-09, 1.23593e-08, 2.82156e-09, 2.44039e-09, 3.15895e-09, 2.45991e-09, 7.37439e-06, 2.42654e-09, 7.9593e-07, 2.4265e-09, 2.4265e-09
