   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_125.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
15.2012, 1, 0.64556, 0.64514, 1.73205, 0.35444, 0.64514, 0, 0.64514, 0.64514, 0.64514, 0.64514, 0.64514, 0.64514, 0.64514, 0.64514, 0.64514, 0.64514, 0.64514, 0.64514, 0.645142, 0.64514, 0.64514, 0.645558, 0.64514
15.2091, 1, 0.638658, 0.638323, 1.73205, 0.361342, 0.638323, 0, 0.638323, 0.638323, 0.638323, 0.638323, 0.638323, 0.638323, 0.638323, 0.638323, 0.638323, 0.638323, 0.638323, 0.638323, 0.638325, 0.638323, 0.638323, 0.638656, 0.638323
15.217, 0, 0.631807, 0.631542, 1.41421, -0.631807, 0.631542, 0, 0.631542, 0.631542, 0.631542, 0.631542, 0.631542, 0.631542, 0.631542, 0.631542, 0.631542, 0.631542, 0.631542, 0.631542, 0.631544, 0.631542, 0.631542, 0.631805, 0.631542
15.2248, 0.525898, 0.636107, 0.635898, 1.58931, -0.110208, 0.635898, 0, 0.635898, 0.635898, 0.635898, 0.635898, 0.635898, 0.635898, 0.635898, 0.635898, 0.635898, 0.635898, 0.635898, 0.635898, 0.6359, 0.635898, 0.635898, 0.636105, 0.635898
15.2327, 0.474102, 0.6371, 0.636937, 1.57293, -0.162998, 0.636937, 0, 0.636937, 0.636937, 0.636937, 0.636937, 0.636937, 0.636937, 0.636937, 0.636937, 0.636937, 0.636937, 0.636937, 0.636937, 0.636939, 0.636937, 0.636937, 0.637098, 0.636937
15.2406, 0, 0.635069, 0.634942, 1.41421, -0.635069, 0.634942, 0, 0.634942, 0.634942, 0.634942, 0.634942, 0.634942, 0.634942, 0.634942, 0.634942, 0.634942, 0.634942, 0.634942, 0.634942, 0.634944, 0.634942, 0.634942, 0.635067, 0.634942
15.2485, 0.518711, 0.631538, 0.63144, 1.58704, -0.112827, 0.63144, 0, 0.63144, 0.63144, 0.63144, 0.63144, 0.63144, 0.63144, 0.63144, 0.63144, 0.63144, 0.63144, 0.63144, 0.63144, 0.631442, 0.63144, 0.63144, 0.631536, 0.63144
15.2563, 1.51375, 0.628022, 0.627947, 1.8745, 0.885732, 0.627947, 0, 0.627947, 0.627947, 0.627947, 0.627947, 0.627947, 0.627947, 0.627947, 0.627947, 0.627947, 0.627947, 0.627947, 0.627947, 0.627949, 0.627947, 0.627947, 0.62802, 0.627947
15.2642, 2.48154, 0.631472, 0.631414, 2.11696, 1.85007, 0.631414, 0, 0.631414, 0.631414, 0.631414, 0.631414, 0.631414, 0.631414, 0.631414, 0.631414, 0.631414, 0.631414, 0.631414, 0.631414, 0.631416, 0.631414, 0.631414, 0.63147, 0.631414
15.2721, 1.99746, 0.63216, 0.632116, 1.99936, 1.3653, 0.632116, 0, 0.632116, 0.632116, 0.632116, 0.632116, 0.632116, 0.632116, 0.632116, 0.632116, 0.632116, 0.632116, 0.632116, 0.632116, 0.632118, 0.632116, 0.632116, 0.632158, 0.632116
15.2799, 0.488539, 0.630381, 0.630348, 1.57751, -0.141842, 0.630348, 0, 0.630348, 0.630348, 0.630348, 0.630348, 0.630348, 0.630348, 0.630348, 0.630348, 0.630348, 0.630348, 0.630348, 0.630348, 0.63035, 0.630348, 0.630348, 0.630379, 0.630348
15.2878, 0.506691, 0.627377, 0.627351, 1.58325, -0.120685, 0.627351, 0, 0.627351, 0.627351, 0.627351, 0.627351, 0.627351, 0.627351, 0.627351, 0.627351, 0.627351, 0.627351, 0.627351, 0.627351, 0.627353, 0.627351, 0.627351, 0.627375, 0.627351
15.2957, 1.49331, 0.624381, 0.624362, 1.86904, 0.868927, 0.624362, 0, 0.624362, 0.624362, 0.624362, 0.624362, 0.624362, 0.624362, 0.624362, 0.624362, 0.624362, 0.624362, 0.624362, 0.624362, 0.624364, 0.624362, 0.624362, 0.624379, 0.624362
15.3036, 0.501735, 0.627443, 0.627428, 1.58169, -0.125709, 0.627428, 0, 0.627428, 0.627428, 0.627428, 0.627428, 0.627428, 0.627428, 0.627428, 0.627428, 0.627428, 0.627428, 0.627428, 0.627428, 0.62743, 0.627428, 0.627428, 0.627441, 0.627428
15.3114, 1.99777, 0.627937, 0.627926, 1.99944, 1.36983, 0.627926, 0, 0.627926, 0.627926, 0.627926, 0.627926, 0.627926, 0.627926, 0.627926, 0.627926, 0.627926, 0.627926, 0.627926, 0.627926, 0.627928, 0.627926, 0.627926, 0.627935, 0.627926
15.3193, 2.5005, 0.626159, 0.62615, 2.12144, 1.87434, 0.62615, 0, 0.62615, 0.62615, 0.62615, 0.62615, 0.62615, 0.62615, 0.62615, 0.62615, 0.62615, 0.62615, 0.62615, 0.62615, 0.626152, 0.62615, 0.62615, 0.626157, 0.62615
15.3272, 1, 0.62325, 0.623243, 1.73205, 0.37675, 0.623243, 0, 0.623243, 0.623243, 0.623243, 0.623243, 0.623243, 0.623243, 0.623243, 0.623243, 0.623243, 0.623243, 0.623243, 0.623243, 0.623245, 0.623243, 0.623243, 0.623248, 0.623243
15.3351, 0, 0.620349, 0.620343, 1.41421, -0.620349, 0.620343, 0, 0.620343, 0.620343, 0.620343, 0.620343, 0.620343, 0.620343, 0.620343, 0.620343, 0.620343, 0.620343, 0.620343, 0.620343, 0.620345, 0.620343, 0.620343, 0.620347, 0.620343
15.3429, 0, 0.62318, 0.623175, 1.41421, -0.62318, 0.623175, 0, 0.623175, 0.623175, 0.623175, 0.623175, 0.623175, 0.623175, 0.623175, 0.623175, 0.623175, 0.623175, 0.623175, 0.623175, 0.623177, 0.623175, 0.623175, 0.623178, 0.623175
15.3508, 0, 0.623594, 0.623588, 1.41421, -0.623594, 0.623588, 0, 0.623588, 0.623588, 0.623588, 0.623588, 0.623588, 0.623588, 0.623588, 0.623588, 0.623588, 0.623588, 0.623588, 0.623588, 0.62359, 0.623588, 0.623588, 0.623591, 0.623588
15.3587, 1.97001, 0.62188, 0.621875, 1.99249, 1.34813, 0.621875, 0, 0.621875, 0.621875, 0.621875, 0.621875, 0.621875, 0.621875, 0.621875, 0.621875, 0.621875, 0.621875, 0.621875, 0.621875, 0.621877, 0.621875, 0.621875, 0.621878, 0.621875
15.3666, 4.51252, 0.619108, 0.619103, 2.55196, 3.89341, 0.619103, 0, 0.619103, 0.619103, 0.619103, 0.619103, 0.619103, 0.619103, 0.619103, 0.619103, 0.619103, 0.619103, 0.619103, 0.619103, 0.619105, 0.619103, 0.619103, 0.619106, 0.619103
15.3744, 1.51747, 0.616343, 0.616337, 1.87549, 0.901129, 0.616337, 0, 0.616337, 0.616337, 0.616337, 0.616337, 0.616337, 0.616337, 0.616337, 0.616337, 0.616337, 0.616337, 0.616337, 0.616337, 0.616339, 0.616337, 0.616337, 0.616341, 0.616337
15.3823, 0, 0.618828, 0.618821, 1.41421, -0.618828, 0.618821, 0, 0.618821, 0.618821, 0.618821, 0.618821, 0.618821, 0.618821, 0.618821, 0.618821, 0.618821, 0.618821, 0.618821, 0.618821, 0.618823, 0.618821, 0.618821, 0.618826, 0.618821
15.3902, 1.90087, 0.619037, 0.619028, 1.97506, 1.28183, 0.619028, 0, 0.619028, 0.619028, 0.619028, 0.619028, 0.619028, 0.619028, 0.619028, 0.619028, 0.619028, 0.619028, 0.619028, 0.619028, 0.61903, 0.619028, 0.619028, 0.619035, 0.619028
15.3981, 2.572, 0.617259, 0.617248, 2.13822, 1.95474, 0.617248, 0, 0.617248, 0.617248, 0.617248, 0.617248, 0.617248, 0.617248, 0.617248, 0.617248, 0.617248, 0.617248, 0.617248, 0.617248, 0.61725, 0.617248, 0.617248, 0.617257, 0.617248
15.4059, 4.99765, 0.614493, 0.614478, 2.64531, 4.38315, 0.614478, 0, 0.614478, 0.614478, 0.614478, 0.614478, 0.614478, 0.614478, 0.614478, 0.614478, 0.614478, 0.614478, 0.614478, 0.614478, 0.61448, 0.614478, 0.614478, 0.614491, 0.614478
15.4138, 2.52949, 0.611735, 0.611715, 2.12826, 1.91776, 0.611715, 0, 0.611715, 0.611715, 0.611715, 0.611715, 0.611715, 0.611715, 0.611715, 0.611715, 0.611715, 0.611715, 0.611715, 0.611715, 0.611717, 0.611715, 0.611715, 0.611733, 0.611715
15.4217, 1, 0.614016, 0.613992, 1.73205, 0.385984, 0.613992, 0, 0.613992, 0.613992, 0.613992, 0.613992, 0.613992, 0.613992, 0.613992, 0.613992, 0.613992, 0.613992, 0.613992, 0.613992, 0.613994, 0.613992, 0.613992, 0.614014, 0.613992
15.4295, 2.92653, 0.614162, 0.61413, 2.21958, 2.31237, 0.61413, 0, 0.61413, 0.61413, 0.61413, 0.61413, 0.61413, 0.61413, 0.61413, 0.61413, 0.61413, 0.61413, 0.61413, 0.61413, 0.614132, 0.61413, 0.61413, 0.61416, 0.61413
15.4374, 1.53419, 0.612447, 0.612406, 1.87994, 0.921745, 0.612406, 0, 0.612406, 0.612406, 0.612406, 0.612406, 0.612406, 0.612406, 0.612406, 0.612406, 0.612406, 0.612406, 0.612406, 0.612406, 0.612408, 0.612406, 0.612406, 0.612445, 0.612406
15.4453, 2.53928, 0.609808, 0.609756, 2.13056, 1.92947, 0.609756, 0, 0.609756, 0.609756, 0.609756, 0.609756, 0.609756, 0.609756, 0.609756, 0.609756, 0.609756, 0.609756, 0.609756, 0.609756, 0.609758, 0.609756, 0.609756, 0.609806, 0.609756
15.4532, 0, 0.607178, 0.607111, 1.41421, -0.607178, 0.607111, 0, 0.607111, 0.607111, 0.607111, 0.607111, 0.607111, 0.607111, 0.607111, 0.607111, 0.607111, 0.607111, 0.607111, 0.607111, 0.607113, 0.607111, 0.607112, 0.607176, 0.607111
15.461, 1.45353, 0.609067, 0.608983, 1.85837, 0.844464, 0.608983, 0, 0.608983, 0.608983, 0.608983, 0.608983, 0.608983, 0.608983, 0.608983, 0.608983, 0.608983, 0.608983, 0.608983, 0.608983, 0.608985, 0.608983, 0.608983, 0.609065, 0.608983
15.4689, 0.546468, 0.608994, 0.608887, 1.59577, -0.0625254, 0.608887, 0, 0.608887, 0.608887, 0.608887, 0.608887, 0.608887, 0.608887, 0.608887, 0.608887, 0.608887, 0.608887, 0.608887, 0.608887, 0.608889, 0.608887, 0.608887, 0.608991, 0.608887
15.4768, 1.34647, 0.607208, 0.607074, 1.82934, 0.739261, 0.607074, 0, 0.607074, 0.607074, 0.607074, 0.607074, 0.607074, 0.607074, 0.607074, 0.607074, 0.607074, 0.607074, 0.607074, 0.607074, 0.607076, 0.607074, 0.607074, 0.607205, 0.607074
15.4847, 3.65353, 0.604574, 0.604406, 2.37772, 3.04896, 0.604406, 0, 0.604406, 0.604406, 0.604406, 0.604406, 0.604406, 0.604406, 0.604406, 0.604406, 0.604406, 0.604406, 0.604406, 0.604406, 0.604409, 0.604406, 0.604407, 0.604571, 0.604406
15.4925, 0, 0.601952, 0.601745, 1.41421, -0.601952, 0.601745, 0, 0.601745, 0.601745, 0.601745, 0.601745, 0.601745, 0.601745, 0.601745, 0.601745, 0.601745, 0.601745, 0.601745, 0.601745, 0.601747, 0.601745, 0.601746, 0.60195, 0.601745
15.5004, 2.32454, 0.603627, 0.603372, 2.07955, 1.72091, 0.603372, 0, 0.603372, 0.603372, 0.603372, 0.603372, 0.603372, 0.603372, 0.603372, 0.603372, 0.603372, 0.603372, 0.603372, 0.603372, 0.603374, 0.603372, 0.603372, 0.603624, 0.603372
15.5083, 3.67546, 0.603512, 0.6032, 2.38232, 3.07195, 0.6032, 0, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.603202, 0.6032, 0.603201, 0.603509, 0.6032
15.5162, 0.436803, 0.601834, 0.601454, 1.56103, -0.165031, 0.601454, 0, 0.601454, 0.601454, 0.601454, 0.601454, 0.601454, 0.601454, 0.601454, 0.601454, 0.601454, 0.601454, 0.601454, 0.601454, 0.601456, 0.601454, 0.601456, 0.601831, 0.601454
15.524, 0.997522, 0.599385, 0.598926, 1.73134, 0.398137, 0.598926, 0, 0.598926, 0.598926, 0.598926, 0.598926, 0.598926, 0.598926, 0.598926, 0.598926, 0.598926, 0.598926, 0.598926, 0.598926, 0.598928, 0.598926, 0.598928, 0.599381, 0.598926
15.5319, 3.56568, 0.596954, 0.596403, 2.35917, 2.96872, 0.596403, 0, 0.596403, 0.596403, 0.596403, 0.596403, 0.596403, 0.596403, 0.596403, 0.596403, 0.596403, 0.596403, 0.596403, 0.596403, 0.596405, 0.596403, 0.596405, 0.596949, 0.596403
15.5398, 0, 0.598139, 0.597483, 1.41421, -0.598139, 0.597483, 0, 0.597483, 0.597483, 0.597483, 0.597483, 0.597483, 0.597483, 0.597483, 0.597483, 0.597483, 0.597483, 0.597483, 0.597483, 0.597485, 0.597483, 0.597486, 0.598134, 0.597483
15.5477, 1, 0.597787, 0.59701, 1.73205, 0.402213, 0.59701, 0, 0.59701, 0.59701, 0.59701, 0.59701, 0.59701, 0.59701, 0.59701, 0.59701, 0.59701, 0.59701, 0.59701, 0.59701, 0.597012, 0.59701, 0.597014, 0.597781, 0.59701
15.5555, 0, 0.596097, 0.595184, 1.41421, -0.596097, 0.595184, 0, 0.595184, 0.595184, 0.595184, 0.595184, 0.595184, 0.595184, 0.595184, 0.595184, 0.595184, 0.595184, 0.595184, 0.595184, 0.595186, 0.595184, 0.595189, 0.59609, 0.595184
15.5634, 0.422305, 0.593752, 0.592686, 1.55638, -0.171448, 0.592686, 0, 0.592686, 0.592686, 0.592686, 0.592686, 0.592686, 0.592686, 0.592686, 0.592686, 0.592686, 0.592686, 0.592686, 0.592686, 0.592688, 0.592686, 0.592692, 0.593744, 0.592686
15.5713, 1.41735, 0.59143, 0.590193, 1.84861, 0.825918, 0.590193, 0, 0.590193, 0.590193, 0.590193, 0.590193, 0.590193, 0.590193, 0.590193, 0.590193, 0.590193, 0.590193, 0.590193, 0.590193, 0.590195, 0.590193, 0.590201, 0.591421, 0.590193
15.5792, 3.83024, 0.592193, 0.590768, 2.41459, 3.23804, 0.590768, 0, 0.590768, 0.590768, 0.590768, 0.590768, 0.590768, 0.590768, 0.590768, 0.590768, 0.590768, 0.590768, 0.590768, 0.590768, 0.59077, 0.590768, 0.590777, 0.592182, 0.590768
15.587, 3.33011, 0.591755, 0.590124, 2.3087, 2.73836, 0.590124, 0, 0.590124, 0.590124, 0.590124, 0.590124, 0.590124, 0.590124, 0.590124, 0.590124, 0.590124, 0.590124, 0.590124, 0.590124, 0.590126, 0.590124, 0.590135, 0.591741, 0.590124
15.5949, 1.23792, 0.590288, 0.588433, 1.79942, 0.647631, 0.588433, 0, 0.588433, 0.588433, 0.588433, 0.588433, 0.588433, 0.588433, 0.588433, 0.588433, 0.588433, 0.588433, 0.588433, 0.588433, 0.588435, 0.588433, 0.588447, 0.590271, 0.588433
15.6028, 1.76208, 0.588317, 0.586222, 1.93961, 1.17377, 0.586222, 0, 0.586222, 0.586222, 0.586222, 0.586222, 0.586222, 0.586222, 0.586222, 0.586222, 0.586222, 0.586222, 0.586222, 0.586222, 0.586224, 0.586222, 0.58624, 0.588297, 0.586222
15.6106, 1, 0.586365, 0.584016, 1.73205, 0.413635, 0.584016, 0, 0.584016, 0.584016, 0.584016, 0.584016, 0.584016, 0.584016, 0.584016, 0.584016, 0.584016, 0.584016, 0.584016, 0.584016, 0.584018, 0.584016, 0.584037, 0.586341, 0.584016
15.6185, 0, 0.586126, 0.583508, 1.41421, -0.586126, 0.583508, 0, 0.583508, 0.583508, 0.583508, 0.583508, 0.583508, 0.583508, 0.583508, 0.583508, 0.583508, 0.583508, 0.583508, 0.583508, 0.58351, 0.583508, 0.583534, 0.586097, 0.583508
15.6264, 0.402974, 0.585252, 0.582355, 1.55015, -0.182278, 0.582355, 0, 0.582355, 0.582355, 0.582355, 0.582355, 0.582355, 0.582355, 0.582355, 0.582355, 0.582355, 0.582355, 0.582355, 0.582355, 0.582357, 0.582355, 0.582387, 0.585218, 0.582355
15.6343, 0.597026, 0.583888, 0.580703, 1.61153, 0.0131378, 0.580703, 0, 0.580703, 0.580703, 0.580703, 0.580703, 0.580703, 0.580703, 0.580703, 0.580703, 0.580703, 0.580703, 0.580703, 0.580703, 0.580705, 0.580703, 0.580742, 0.583848, 0.580703
15.6421, 0, 0.582283, 0.578804, 1.41421, -0.582283, 0.578804, 0, 0.578804, 0.578804, 0.578804, 0.578804, 0.578804, 0.578804, 0.578804, 0.578804, 0.578804, 0.578804, 0.578804, 0.578804, 0.578807, 0.578804, 0.578851, 0.582235, 0.578804
15.65, 1.58265, 0.580682, 0.576909, 1.89279, 1.00197, 0.576909, 0, 0.576909, 0.576909, 0.576909, 0.576909, 0.576909, 0.576909, 0.576909, 0.576909, 0.576909, 0.576909, 0.576909, 0.576909, 0.576911, 0.576909, 0.576964, 0.580625, 0.576909
15.6579, 2.81066, 0.579554, 0.575487, 2.19332, 2.2311, 0.575487, 0, 0.575487, 0.575487, 0.575487, 0.575487, 0.575487, 0.575487, 0.575487, 0.575487, 0.575487, 0.575487, 0.575487, 0.575487, 0.575489, 0.575487, 0.575552, 0.579487, 0.575487
15.6658, 0.606691, 0.578176, 0.573822, 1.61453, 0.0285155, 0.573822, 0, 0.573822, 0.573822, 0.573822, 0.573822, 0.573822, 0.573822, 0.573822, 0.573822, 0.573822, 0.573822, 0.573822, 0.573822, 0.573824, 0.573822, 0.573898, 0.578097, 0.573822
15.6736, 0, 0.57679, 0.572158, 1.41421, -0.57679, 0.572158, 0, 0.572158, 0.572158, 0.572158, 0.572158, 0.572158, 0.572158, 0.572158, 0.572158, 0.572158, 0.572158, 0.572158, 0.572158, 0.57216, 0.572158, 0.572248, 0.576698, 0.572158
15.6815, 1.15836, 0.5755, 0.570605, 1.77718, 0.582864, 0.570605, 0, 0.570605, 0.570605, 0.570605, 0.570605, 0.570605, 0.570605, 0.570605, 0.570605, 0.570605, 0.570605, 0.570605, 0.570605, 0.570607, 0.570605, 0.570711, 0.575393, 0.570605
15.6894, 3.60892, 0.573942, 0.568803, 2.36832, 3.03498, 0.568803, 0, 0.568803, 0.568803, 0.568803, 0.568803, 0.568803, 0.568803, 0.568803, 0.568803, 0.568803, 0.568803, 0.568803, 0.568803, 0.568805, 0.568803, 0.568925, 0.573818, 0.568803
15.6973, 2.23271, 0.572132, 0.56677, 2.05736, 1.66058, 0.56677, 0, 0.56677, 0.56677, 0.56677, 0.56677, 0.56677, 0.56677, 0.56677, 0.56677, 0.56677, 0.56677, 0.56677, 0.56677, 0.566772, 0.56677, 0.566911, 0.571988, 0.56677
15.7051, 1.37889, 0.570184, 0.564626, 1.83818, 0.808704, 0.564626, 0, 0.564626, 0.564626, 0.564626, 0.564626, 0.564626, 0.564626, 0.564626, 0.564626, 0.564626, 0.564626, 0.564626, 0.564626, 0.564628, 0.564626, 0.564788, 0.570019, 0.564626
15.713, 0.997445, 0.56821, 0.562485, 1.73131, 0.429234, 0.562485, 0, 0.562485, 0.562485, 0.562485, 0.562485, 0.562485, 0.562485, 0.562485, 0.562485, 0.562485, 0.562485, 0.562485, 0.562485, 0.562487, 0.562485, 0.562672, 0.568022, 0.562485
15.7209, 0.623668, 0.566035, 0.560174, 1.61977, 0.0576326, 0.560174, 0, 0.560174, 0.560174, 0.560174, 0.560174, 0.560174, 0.560174, 0.560174, 0.560174, 0.560174, 0.560174, 0.560174, 0.560174, 0.560176, 0.560174, 0.560387, 0.56582, 0.560174
15.7288, 2.37162, 0.563633, 0.557671, 2.09084, 1.80799, 0.557671, 0, 0.557671, 0.557671, 0.557671, 0.557671, 0.557671, 0.557671, 0.557671, 0.557671, 0.557671, 0.557671, 0.557671, 0.557671, 0.557673, 0.557671, 0.557912, 0.56339, 0.557671
15.7366, 0.628377, 0.561202, 0.555172, 1.62123, 0.0671748, 0.555172, 0, 0.555172, 0.555172, 0.555172, 0.555172, 0.555172, 0.555172, 0.555172, 0.555172, 0.555172, 0.555172, 0.555172, 0.555172, 0.555174, 0.555172, 0.555446, 0.560927, 0.555172
15.7445, 0, 0.559848, 0.553787, 1.41421, -0.559848, 0.553787, 0, 0.553787, 0.553787, 0.553787, 0.553787, 0.553787, 0.553787, 0.553787, 0.553787, 0.553787, 0.553787, 0.553787, 0.553787, 0.553789, 0.553787, 0.554095, 0.559538, 0.553787
15.7524, 0, 0.557814, 0.551758, 1.41421, -0.557814, 0.551758, 0, 0.551758, 0.551758, 0.551758, 0.551758, 0.551758, 0.551758, 0.551758, 0.551758, 0.551758, 0.551758, 0.551758, 0.551758, 0.55176, 0.551758, 0.552103, 0.557467, 0.551758
15.7602, 0.361834, 0.555087, 0.549069, 1.53683, -0.193253, 0.549069, 0, 0.549069, 0.549069, 0.549069, 0.549069, 0.549069, 0.549069, 0.549069, 0.549069, 0.549069, 0.549069, 0.549069, 0.549069, 0.549071, 0.549069, 0.549454, 0.5547, 0.549069
15.7681, 0.638166, 0.552002, 0.546056, 1.62424, 0.0861645, 0.546056, 0, 0.546056, 0.546056, 0.546056, 0.546056, 0.546056, 0.546056, 0.546056, 0.546056, 0.546056, 0.546056, 0.546056, 0.546056, 0.546058, 0.546056, 0.546484, 0.551572, 0.546056
15.776, 1.35713, 0.548894, 0.543051, 1.83225, 0.808231, 0.543051, 0, 0.543051, 0.543051, 0.543051, 0.543051, 0.543051, 0.543051, 0.543051, 0.543051, 0.543051, 0.543051, 0.543051, 0.543051, 0.543053, 0.543051, 0.543525, 0.548418, 0.543051
15.7839, 0.642875, 0.548015, 0.542302, 1.62569, 0.0948603, 0.542302, 0, 0.542302, 0.542302, 0.542302, 0.542302, 0.542302, 0.542302, 0.542302, 0.542302, 0.542302, 0.542302, 0.542302, 0.542302, 0.542304, 0.542302, 0.542824, 0.54749, 0.542302
15.7917, 0, 0.546215, 0.540658, 1.41421, -0.546215, 0.540658, 0, 0.540658, 0.540658, 0.540658, 0.540658, 0.540658, 0.540658, 0.540658, 0.540658, 0.540658, 0.540658, 0.540658, 0.540658, 0.54066, 0.540658, 0.541231, 0.54564, 0.540658
15.7996, 2, 0.543541, 0.53816, 2, 1.45646, 0.53816, 0, 0.53816, 0.53816, 0.53816, 0.53816, 0.53816, 0.53816, 0.53816, 0.53816, 0.53816, 0.53816, 0.53816, 0.53816, 0.538162, 0.53816, 0.538787, 0.542912, 0.53816
15.8075, 0, 0.540428, 0.53524, 1.41421, -0.540428, 0.53524, 0, 0.53524, 0.53524, 0.53524, 0.53524, 0.53524, 0.53524, 0.53524, 0.53524, 0.53524, 0.53524, 0.53524, 0.53524, 0.535242, 0.53524, 0.535923, 0.539743, 0.53524
15.8154, 0.345186, 0.537311, 0.532329, 1.5314, -0.192124, 0.532329, 0, 0.532329, 0.532329, 0.532329, 0.532329, 0.532329, 0.532329, 0.532329, 0.532329, 0.532329, 0.532329, 0.532329, 0.532329, 0.532331, 0.532329, 0.53307, 0.536567, 0.532329
15.8232, 0.997441, 0.536607, 0.531839, 1.73131, 0.460834, 0.531839, 0, 0.531839, 0.531839, 0.531839, 0.531839, 0.531839, 0.531839, 0.531839, 0.531839, 0.531839, 0.531839, 0.531839, 0.531839, 0.531841, 0.531839, 0.532641, 0.535803, 0.531839
15.8311, 1.65737, 0.534847, 0.530299, 1.91243, 1.12253, 0.530299, 0, 0.530299, 0.530299, 0.530299, 0.530299, 0.530299, 0.530299, 0.530299, 0.530299, 0.530299, 0.530299, 0.530299, 0.530299, 0.530302, 0.530299, 0.531164, 0.533981, 0.530299
15.839, 1.33792, 0.53209, 0.527763, 1.827, 0.805828, 0.527763, 0, 0.527763, 0.527763, 0.527763, 0.527763, 0.527763, 0.527763, 0.527763, 0.527763, 0.527763, 0.527763, 0.527763, 0.527763, 0.527765, 0.527763, 0.528691, 0.53116, 0.527763
15.8469, 1.33296, 0.528844, 0.524734, 1.82564, 0.804118, 0.524734, 0, 0.524734, 0.524734, 0.524734, 0.524734, 0.524734, 0.524734, 0.524734, 0.524734, 0.524734, 0.524734, 0.524734, 0.524734, 0.524736, 0.524734, 0.525727, 0.527848, 0.524734
15.8547, 3.66221, 0.525611, 0.521713, 2.37954, 3.13659, 0.521713, 0, 0.521713, 0.521713, 0.521713, 0.521713, 0.521713, 0.521713, 0.521713, 0.521713, 0.521713, 0.521713, 0.521713, 0.521713, 0.521715, 0.521713, 0.522773, 0.524549, 0.521713
15.8626, 2.66691, 0.525127, 0.521433, 2.1603, 2.14179, 0.521433, 0, 0.521433, 0.521433, 0.521433, 0.521433, 0.521433, 0.521433, 0.521433, 0.521433, 0.521433, 0.521433, 0.521433, 0.521433, 0.521435, 0.521433, 0.52256, 0.523999, 0.521433
15.8705, 0, 0.523475, 0.519973, 1.41421, -0.523475, 0.519973, 0, 0.519973, 0.519973, 0.519973, 0.519973, 0.519973, 0.519973, 0.519973, 0.519973, 0.519973, 0.519973, 0.519973, 0.519973, 0.519975, 0.519973, 0.521167, 0.522279, 0.519973
15.8783, 0.977323, 0.520722, 0.517399, 1.72549, 0.456601, 0.517399, 0, 0.517399, 0.517399, 0.517399, 0.517399, 0.517399, 0.517399, 0.517399, 0.517399, 0.517399, 0.517399, 0.517399, 0.517399, 0.517401, 0.517399, 0.518661, 0.519458, 0.517399
15.8862, 2.3461, 0.517434, 0.514276, 2.08473, 1.82866, 0.514276, 0, 0.514276, 0.514276, 0.514276, 0.514276, 0.514276, 0.514276, 0.514276, 0.514276, 0.514276, 0.514276, 0.514276, 0.514276, 0.514278, 0.514276, 0.515606, 0.516102, 0.514276
15.8941, 2.99752, 0.514171, 0.511162, 2.23551, 2.48335, 0.511162, 0, 0.511162, 0.511162, 0.511162, 0.511162, 0.511162, 0.511162, 0.511162, 0.511162, 0.511162, 0.511162, 0.511162, 0.511162, 0.511164, 0.511162, 0.512559, 0.512772, 0.511162
15.902, 0.679058, 0.513951, 0.511076, 1.63678, 0.165107, 0.511076, 0, 0.511076, 0.511076, 0.511076, 0.511076, 0.511076, 0.511076, 0.511076, 0.511076, 0.511076, 0.511076, 0.511076, 0.511076, 0.511078, 0.511076, 0.51254, 0.512485, 0.511076
15.9098, 0, 0.512458, 0.509701, 1.41421, -0.512458, 0.509701, 0, 0.509701, 0.509701, 0.509701, 0.509701, 0.509701, 0.509701, 0.509701, 0.509701, 0.509701, 0.509701, 0.509701, 0.509701, 0.509703, 0.509701, 0.511231, 0.510926, 0.509701
15.9177, 2.31375, 0.50976, 0.507105, 2.07696, 1.80399, 0.507105, 0, 0.507105, 0.507105, 0.507105, 0.507105, 0.507105, 0.507105, 0.507105, 0.507105, 0.507105, 0.507105, 0.507105, 0.507105, 0.507107, 0.507105, 0.5087, 0.508164, 0.507105
15.9256, 0.686245, 0.506476, 0.503907, 1.63898, 0.17977, 0.503907, 0, 0.503907, 0.503907, 0.503907, 0.503907, 0.503907, 0.503907, 0.503907, 0.503907, 0.503907, 0.503907, 0.503907, 0.503907, 0.503909, 0.503907, 0.505565, 0.504816, 0.503907
15.9335, 0.617844, 0.503216, 0.500719, 1.61798, 0.114628, 0.500719, 0, 0.500719, 0.500719, 0.500719, 0.500719, 0.500719, 0.500719, 0.500719, 0.500719, 0.500719, 0.500719, 0.500719, 0.500719, 0.500721, 0.500719, 0.502439, 0.501494, 0.500719
15.9413, 2.38216, 0.503149, 0.50071, 2.09336, 1.87901, 0.50071, 0, 0.50071, 0.50071, 0.50071, 0.50071, 0.50071, 0.50071, 0.50071, 0.50071, 0.50071, 0.50071, 0.50071, 0.50071, 0.500712, 0.50071, 0.50249, 0.501366, 0.50071
