   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_440.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0161647, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00828191, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000399082, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00748375, 0, 1.1174e-15, 0, 1.41421, -1.1174e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0937e-18, 0, 0, 8.91834e-19, 0, 2.21095e-17, 0, 1.09331e-15, 0, 0, 0
0.0153666, 0, 1.86511e-15, 0, 1.41421, -1.86511e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82462e-18, 0, 0, 1.51481e-18, 0, 3.77891e-17, 0, 1.82398e-15, 0, 0, 0
0.0232494, 0, 3.0959e-15, 0, 1.41421, -3.0959e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02712e-18, 0, 0, 2.55895e-18, 0, 6.42608e-17, 0, 3.02605e-15, 0, 0, 0
0.0311322, 0, 5.11079e-15, 0, 1.41421, -5.11079e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.99453e-18, 0, 0, 4.29961e-18, 0, 1.0873e-16, 0, 4.99277e-15, 0, 0, 0
0.0390151, 0, 8.39146e-15, 0, 1.41421, -8.39146e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.1959e-18, 0, 0, 7.18608e-18, 0, 1.8307e-16, 0, 8.19301e-15, 0, 0, 0
0.0468979, 0, 1.37043e-14, 0, 1.41421, -1.37043e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3377e-17, 0, 0, 1.19475e-17, 0, 3.06743e-16, 0, 1.33723e-14, 0, 0, 0
0.0547807, 0, 2.22625e-14, 0, 1.41421, -2.22625e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17171e-17, 0, 0, 1.9761e-17, 0, 5.11505e-16, 0, 2.17095e-14, 0, 0, 0
0.0626636, 0, 3.59755e-14, 0, 1.41421, -3.59755e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50714e-17, 0, 0, 3.25186e-17, 0, 8.48933e-16, 0, 3.5059e-14, 0, 0, 0
0.0705464, 0, 5.78333e-14, 0, 1.41421, -5.78333e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.63412e-17, 0, 0, 5.32434e-17, 0, 1.40239e-15, 0, 5.63213e-14, 0, 0, 0
0.0784292, 0, 9.24922e-14, 0, 1.41421, -9.24922e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.00414e-17, 0, 0, 8.67439e-17, 0, 2.30599e-15, 0, 9.00094e-14, 0, 0, 0
0.0863121, 0, 1.47166e-13, 0, 1.41421, -1.47166e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43159e-16, 0, 0, 1.40629e-16, 0, 3.77455e-15, 0, 1.43107e-13, 0, 0, 0
0.0941949, 0, 2.32969e-13, 0, 1.41421, -2.32969e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26448e-16, 0, 0, 2.26883e-16, 0, 6.15052e-15, 0, 2.26366e-13, 0, 0, 0
0.102078, 0, 3.66942e-13, 0, 1.41421, -3.66942e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56375e-16, 0, 0, 3.64288e-16, 0, 9.97745e-15, 0, 3.56244e-13, 0, 0, 0
0.109961, 0, 5.75063e-13, 0, 1.41421, -5.75063e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.5802e-16, 0, 0, 5.82143e-16, 0, 1.6115e-14, 0, 5.57808e-13, 0, 0, 0
0.117843, 0, 8.96745e-13, 0, 1.41421, -8.96745e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.69375e-16, 0, 0, 9.25944e-16, 0, 2.59153e-14, 0, 8.69034e-13, 0, 0, 0
0.125726, 0, 1.39145e-12, 0, 1.41421, -1.39145e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3477e-15, 0, 0, 1.46602e-15, 0, 4.14969e-14, 0, 1.34714e-12, 0, 0, 0
0.133609, 0, 2.14846e-12, 0, 1.41421, -2.14846e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0788e-15, 0, 0, 2.3106e-15, 0, 6.61649e-14, 0, 2.0779e-12, 0, 0, 0
0.141492, 0, 3.30107e-12, 0, 1.41421, -3.30107e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19067e-15, 0, 0, 3.62557e-15, 0, 1.05056e-13, 0, 3.1892e-12, 0, 0, 0
0.149375, 0, 5.04736e-12, 0, 1.41421, -5.04736e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87314e-15, 0, 0, 5.66431e-15, 0, 1.66115e-13, 0, 4.87071e-12, 0, 0, 0
