   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_472.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0270761, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0191742, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0112723, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00337042, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00453148, 0, 1.32449e-18, 0, 1.41421, -1.32449e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91656e-21, 0, 0, 9.47156e-22, 0, 3.34153e-21, 0, 1.31728e-18, 0, 0, 0
0.0124334, 0, 2.55729e-18, 0, 1.41421, -2.55729e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.63091e-21, 0, 0, 1.85716e-21, 0, 6.56665e-21, 0, 2.54323e-18, 0, 0, 0
0.0203353, 0, 4.89487e-18, 0, 1.41421, -4.89487e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07774e-20, 0, 0, 3.61041e-21, 0, 1.27944e-20, 0, 4.86769e-18, 0, 0, 0
0.0282372, 0, 9.29044e-18, 0, 1.41421, -9.29044e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04543e-20, 0, 0, 6.96064e-21, 0, 2.47223e-20, 0, 9.2383e-18, 0, 0, 0
0.036139, 0, 1.74886e-17, 0, 1.41421, -1.74886e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85014e-20, 0, 0, 1.33114e-20, 0, 4.73873e-20, 0, 1.73894e-17, 0, 0, 0
0.0440409, 0, 3.26572e-17, 0, 1.41421, -3.26572e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.1891e-20, 0, 0, 2.52561e-20, 0, 9.01236e-20, 0, 3.247e-17, 0, 0, 0
0.0519428, 0, 6.05044e-17, 0, 1.41421, -6.05044e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33185e-19, 0, 0, 4.75509e-20, 0, 1.70102e-19, 0, 6.01536e-17, 0, 0, 0
0.0598447, 0, 1.11236e-16, 0, 1.41421, -1.11236e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44841e-19, 0, 0, 8.88535e-20, 0, 3.18685e-19, 0, 1.10584e-16, 0, 0, 0
0.0677466, 0, 2.02965e-16, 0, 1.41421, -2.02965e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46713e-19, 0, 0, 1.64809e-19, 0, 5.92749e-19, 0, 2.01761e-16, 0, 0, 0
0.0756485, 0, 3.67596e-16, 0, 1.41421, -3.67596e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.08998e-19, 0, 0, 3.0349e-19, 0, 1.09474e-18, 0, 3.65389e-16, 0, 0, 0
0.0835504, 0, 6.60918e-16, 0, 1.41421, -6.60918e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45443e-18, 0, 0, 5.54904e-19, 0, 2.00795e-18, 0, 6.56901e-16, 0, 0, 0
0.0914523, 0, 1.17978e-15, 0, 1.41421, -1.17978e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59605e-18, 0, 0, 1.00753e-18, 0, 3.65812e-18, 0, 1.17252e-15, 0, 0, 0
0.0993542, 0, 2.09111e-15, 0, 1.41421, -2.09111e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.601e-18, 0, 0, 1.81683e-18, 0, 6.6204e-18, 0, 2.07807e-15, 0, 0, 0
0.107256, 0, 3.68059e-15, 0, 1.41421, -3.68059e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.0976e-18, 0, 0, 3.25411e-18, 0, 1.19039e-17, 0, 3.65734e-15, 0, 0, 0
0.115158, 0, 6.43369e-15, 0, 1.41421, -6.43369e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41534e-17, 0, 0, 5.78969e-18, 0, 2.1268e-17, 0, 6.39248e-15, 0, 0, 0
0.12306, 0, 1.11696e-14, 0, 1.41421, -1.11696e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45696e-17, 0, 0, 1.02334e-17, 0, 3.7761e-17, 0, 1.10971e-14, 0, 0, 0
0.130962, 0, 1.92614e-14, 0, 1.41421, -1.92614e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23648e-17, 0, 0, 1.79709e-17, 0, 6.66325e-17, 0, 1.91344e-14, 0, 0, 0
0.138864, 0, 3.2994e-14, 0, 1.41421, -3.2994e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.2562e-17, 0, 0, 3.1358e-17, 0, 1.16869e-16, 0, 3.27733e-14, 0, 0, 0
0.146766, 0, 5.61447e-14, 0, 1.41421, -5.61447e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23463e-16, 0, 0, 5.43745e-17, 0, 2.03763e-16, 0, 5.57631e-14, 0, 0, 0
0.154667, 0, 9.49151e-14, 0, 1.41421, -9.49151e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08697e-16, 0, 0, 9.37013e-17, 0, 3.53187e-16, 0, 9.42595e-14, 0, 0, 0
0.162569, 0, 1.59417e-13, 0, 1.41421, -1.59417e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50482e-16, 0, 0, 1.60485e-16, 0, 6.08654e-16, 0, 1.58297e-13, 0, 0, 0
0.170471, 0, 2.66031e-13, 0, 1.41421, -2.66031e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.84806e-16, 0, 0, 2.73214e-16, 0, 1.04295e-15, 0, 2.6413e-13, 0, 0, 0
0.178373, 0, 4.41105e-13, 0, 1.41421, -4.41105e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.69546e-16, 0, 0, 4.62362e-16, 0, 1.77713e-15, 0, 4.37896e-13, 0, 0, 0
0.186275, 0, 7.26751e-13, 0, 1.41421, -7.26751e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59719e-15, 0, 0, 7.77887e-16, 0, 3.01153e-15, 0, 7.21365e-13, 0, 0, 0
0.194177, 0, 1.18981e-12, 0, 1.41421, -1.18981e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61454e-15, 0, 0, 1.30121e-15, 0, 5.07583e-15, 0, 1.18082e-12, 0, 0, 0
0.202079, 0, 1.9357e-12, 0, 1.41421, -1.9357e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.253e-15, 0, 0, 2.16432e-15, 0, 8.50959e-15, 0, 1.92077e-12, 0, 0, 0
0.209981, 0, 3.1295e-12, 0, 1.41421, -3.1295e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.87503e-15, 0, 0, 3.58002e-15, 0, 1.41916e-14, 0, 3.10485e-12, 0, 0, 0
0.217883, 0, 5.02808e-12, 0, 1.41421, -5.02808e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10444e-14, 0, 0, 5.88972e-15, 0, 2.3546e-14, 0, 4.9876e-12, 0, 0, 0
0.225784, 0, 8.02854e-12, 0, 1.41421, -8.02854e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76327e-14, 0, 0, 9.63896e-15, 0, 3.88695e-14, 0, 7.9624e-12, 0, 0, 0
0.233686, 0, 1.27405e-11, 0, 1.41421, -1.27405e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79776e-14, 0, 0, 1.56945e-14, 0, 6.3849e-14, 0, 1.2633e-11, 0, 0, 0
0.241588, 0, 2.00938e-11, 0, 1.41421, -2.00938e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41196e-14, 0, 0, 2.54288e-14, 0, 1.04376e-13, 0, 1.99198e-11, 0, 0, 0
0.24949, 0, 3.14973e-11, 0, 1.41421, -3.14973e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.91498e-14, 0, 0, 4.10063e-14, 0, 1.69828e-13, 0, 3.12173e-11, 0, 0, 0
0.257392, 0, 4.9072e-11, 0, 1.41421, -4.9072e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07722e-13, 0, 0, 6.58295e-14, 0, 2.75064e-13, 0, 4.86234e-11, 0, 0, 0
0.265294, 0, 7.5989e-11, 0, 1.41421, -7.5989e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66793e-13, 0, 0, 1.05231e-13, 0, 4.4355e-13, 0, 7.52734e-11, 0, 0, 0
0.273196, 0, 1.1696e-10, 0, 1.41421, -1.1696e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56701e-13, 0, 0, 1.67546e-13, 0, 7.12206e-13, 0, 1.15823e-10, 0, 0, 0
0.281098, 0, 1.78936e-10, 3.92364e-44, 1.41421, -1.78936e-10, 0, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92703e-13, 3.92364e-44, 3.92364e-44, 2.65784e-13, 3.92364e-44, 1.13894e-12, 3.92364e-44, 1.77138e-10, 3.92364e-44, 3.92364e-44, 3.92364e-44
0.289, 0, 2.7211e-10, 6.82432e-43, 1.41421, -2.7211e-10, 0, 6.82432e-43, 6.82432e-43, 6.82432e-43, 6.82432e-43, 6.82432e-43, 6.82432e-43, 6.82432e-43, 6.82432e-43, 6.82432e-43, 6.82432e-43, 5.97171e-13, 6.82432e-43, 6.82432e-43, 4.20209e-13, 6.82432e-43, 1.81429e-12, 6.82432e-43, 2.69279e-10, 6.82432e-43, 6.82432e-43, 6.82432e-43
0.296902, 0, 4.11331e-10, 1.02435e-41, 1.41421, -4.11331e-10, 0, 1.02435e-41, 1.02435e-41, 1.02435e-41, 1.02435e-41, 1.02435e-41, 1.02435e-41, 1.02435e-41, 1.02435e-41, 1.02435e-41, 1.02435e-41, 9.02706e-13, 1.02435e-41, 1.02435e-41, 6.62366e-13, 1.02435e-41, 2.8795e-12, 1.02435e-41, 4.06886e-10, 1.02435e-41, 1.02435e-41, 1.02435e-41
0.304803, 0, 6.18081e-10, 1.35172e-40, 1.41421, -6.18081e-10, 0, 1.35172e-40, 1.35172e-40, 1.35172e-40, 1.35172e-40, 1.35172e-40, 1.35172e-40, 1.35172e-40, 1.35172e-40, 1.35172e-40, 1.35172e-40, 1.3565e-12, 1.35172e-40, 1.35172e-40, 1.04133e-12, 1.35172e-40, 4.55432e-12, 1.35172e-40, 6.11129e-10, 1.35172e-40, 1.35172e-40, 1.35172e-40
0.312705, 0, 9.2325e-10, 1.59411e-39, 1.41421, -9.2325e-10, 0, 1.59411e-39, 1.59411e-39, 1.59411e-39, 1.59411e-39, 1.59411e-39, 1.59411e-39, 1.59411e-39, 1.59411e-39, 1.59411e-39, 1.59411e-39, 2.02644e-12, 1.59411e-39, 1.59411e-39, 1.63344e-12, 1.59411e-39, 7.18001e-12, 1.59411e-39, 9.1241e-10, 1.59411e-39, 1.59411e-39, 1.59411e-39
0.320607, 0, 1.37096e-09, 1.69346e-38, 1.41421, -1.37096e-09, 0, 1.69346e-38, 1.69346e-38, 1.69346e-38, 1.69346e-38, 1.69346e-38, 1.69346e-38, 1.69346e-38, 1.69346e-38, 1.69346e-38, 1.69346e-38, 3.00958e-12, 1.69346e-38, 1.69346e-38, 2.5575e-12, 1.69346e-38, 1.12856e-11, 1.69346e-38, 1.35411e-09, 1.69346e-38, 1.69346e-38, 1.69346e-38
0.328509, 0, 2.02384e-09, 1.62872e-37, 1.41421, -2.02384e-09, 0, 1.62872e-37, 1.62872e-37, 1.62872e-37, 1.62872e-37, 1.62872e-37, 1.62872e-37, 1.62872e-37, 1.62872e-37, 1.62872e-37, 1.62872e-37, 4.44377e-12, 1.62872e-37, 1.62872e-37, 3.99847e-12, 1.62872e-37, 1.76898e-11, 1.62872e-37, 1.99771e-09, 1.62872e-37, 1.62872e-37, 1.62872e-37
0.336411, 0, 2.97021e-09, 1.42544e-36, 1.41421, -2.97021e-09, 0, 1.42544e-36, 1.42544e-36, 1.42544e-36, 1.42544e-36, 1.42544e-36, 1.42544e-36, 1.42544e-36, 1.42544e-36, 1.42544e-36, 1.42544e-36, 6.52366e-12, 1.42544e-36, 1.42544e-36, 6.24458e-12, 1.42544e-36, 2.76586e-11, 1.42544e-36, 2.92978e-09, 1.42544e-36, 1.42544e-36, 1.42544e-36
0.344313, 0, 4.33384e-09, 1.14139e-35, 1.41421, -4.33384e-09, 0, 1.14139e-35, 1.14139e-35, 1.14139e-35, 1.14139e-35, 1.14139e-35, 1.14139e-35, 1.14139e-35, 1.14139e-35, 1.14139e-35, 1.14139e-35, 9.52236e-12, 1.14139e-35, 1.14139e-35, 9.74524e-12, 1.14139e-35, 4.31461e-11, 1.14139e-35, 4.27142e-09, 1.14139e-35, 1.14139e-35, 1.14139e-35
0.352215, 0, 6.2871e-09, 8.40371e-35, 1.41421, -6.2871e-09, 0, 8.40371e-35, 8.40371e-35, 8.40371e-35, 8.40371e-35, 8.40371e-35, 8.40371e-35, 8.40371e-35, 8.40371e-35, 8.40371e-35, 8.40371e-35, 1.38208e-11, 8.40371e-35, 8.40371e-35, 1.52018e-11, 8.40371e-35, 6.71668e-11, 8.40371e-35, 6.19091e-09, 8.40371e-35, 8.40371e-35, 8.40371e-35
0.360117, 0, 9.0686e-09, 5.67629e-34, 1.41421, -9.0686e-09, 0, 5.67629e-34, 5.67629e-34, 5.67629e-34, 5.67629e-34, 5.67629e-34, 5.67629e-34, 5.67629e-34, 5.67629e-34, 5.67629e-34, 5.67629e-34, 1.99473e-11, 5.67629e-34, 5.67629e-34, 2.37094e-11, 5.67629e-34, 1.04365e-10, 5.67629e-34, 8.92057e-09, 5.67629e-34, 5.67629e-34, 5.67629e-34
0.368019, 0, 1.30066e-08, 3.82737e-33, 1.41421, -1.30066e-08, 0, 3.82737e-33, 3.82737e-33, 3.82737e-33, 3.82737e-33, 3.82737e-33, 3.82737e-33, 3.82737e-33, 3.82737e-33, 3.82737e-33, 3.82737e-33, 2.863e-11, 3.82737e-33, 3.82737e-33, 3.69781e-11, 3.82737e-33, 1.61889e-10, 3.82737e-33, 1.27791e-08, 3.82737e-33, 3.82737e-33, 3.82737e-33
0.37592, 0, 1.85499e-08, 2.46206e-32, 1.41421, -1.85499e-08, 0, 2.46206e-32, 2.46206e-32, 2.46206e-32, 2.46206e-32, 2.46206e-32, 2.46206e-32, 2.46206e-32, 2.46206e-32, 2.46206e-32, 2.46206e-32, 4.08672e-11, 2.46206e-32, 2.46206e-32, 5.7678e-11, 2.46206e-32, 2.50726e-10, 2.46206e-32, 1.82006e-08, 2.46206e-32, 2.46206e-32, 2.46206e-32
0.383822, 0, 2.63088e-08, 1.47528e-31, 1.41421, -2.63088e-08, 0, 1.47528e-31, 1.47528e-31, 1.47528e-31, 1.47528e-31, 1.47528e-31, 1.47528e-31, 1.47528e-31, 1.47528e-31, 1.47528e-31, 1.47528e-31, 5.80196e-11, 1.47528e-31, 1.47528e-31, 8.99752e-11, 1.47528e-31, 3.87737e-10, 1.47528e-31, 2.57731e-08, 1.47528e-31, 1.47528e-31, 1.47528e-31
0.391724, 0, 3.71084e-08, 8.28272e-31, 1.41421, -3.71084e-08, 0, 8.28272e-31, 8.28272e-31, 8.28272e-31, 8.28272e-31, 8.28272e-31, 8.28272e-31, 8.28272e-31, 8.28272e-31, 8.28272e-31, 8.28272e-31, 8.19317e-11, 8.28272e-31, 8.28272e-31, 1.40362e-10, 8.28272e-31, 5.98754e-10, 8.28272e-31, 3.62873e-08, 8.28272e-31, 8.28272e-31, 8.28272e-31
0.399626, 0, 5.20576e-08, 4.35581e-30, 1.41421, -5.20576e-08, 0, 4.35581e-30, 4.35581e-30, 4.35581e-30, 4.35581e-30, 4.35581e-30, 4.35581e-30, 4.35581e-30, 4.35581e-30, 4.35581e-30, 4.35581e-30, 1.15091e-10, 4.35581e-30, 4.35581e-30, 2.1894e-10, 4.35581e-30, 9.23259e-10, 4.35581e-30, 5.08003e-08, 4.35581e-30, 4.35581e-30, 4.35581e-30
