   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_120.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
11.5466, 3.6466, 4.12417, 4.12389, 2.37626, -0.477574, 4.12389, 0, 4.12417, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389, 4.12389
11.5545, 4.69429, 4.11584, 4.11551, 2.58733, 0.578451, 4.11551, 0, 4.11584, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551, 4.11551
11.5624, 3.64449, 4.10683, 4.10641, 2.37581, -0.46234, 4.10641, 0, 4.10682, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641, 4.10641
11.5702, 6.28401, 4.09731, 4.09679, 2.8782, 2.1867, 4.09679, 0, 4.09731, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679, 4.09679
11.5781, 5.34882, 4.08758, 4.08691, 2.71087, 1.26125, 4.08691, 0, 4.08757, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691, 4.08691
11.586, 3.99257, 4.07791, 4.07704, 2.44797, -0.0853419, 4.07704, 0, 4.07791, 4.07704, 4.07704, 4.07704, 4.07704, 4.07704, 4.07704, 4.07704, 4.07704, 4.07704, 4.07704, 4.07704, 4.07704, 4.07705, 4.07704, 4.07704, 4.07704
11.5939, 5.62955, 4.07066, 4.06952, 2.76216, 1.55889, 4.06952, 0, 4.07066, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952, 4.06952
11.6017, 4.72101, 4.06194, 4.06044, 2.59249, 0.659067, 4.06044, 0, 4.06194, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044, 4.06044
11.6096, 3.99504, 4.05197, 4.04997, 2.44848, -0.0569315, 4.04997, 0, 4.05197, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997, 4.04997
11.6175, 2.62503, 4.0415, 4.03882, 2.15059, -1.41647, 4.03882, 0, 4.0415, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882, 4.03882
11.6253, 5.62107, 4.03127, 4.02768, 2.76063, 1.5898, 4.02768, 0, 4.03127, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768, 4.02768
11.6332, 6.73953, 4.03074, 4.02595, 2.95627, 2.70879, 4.02595, 0, 4.03074, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595, 4.02595
11.6411, 2.61822, 4.02823, 4.02186, 2.149, -1.41001, 4.02186, 0, 4.02823, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186, 4.02186
11.649, 1.13123, 4.02409, 4.01565, 1.76953, -2.89286, 4.01565, 0, 4.02409, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565, 4.01565
11.6568, 4, 4.01951, 4.0084, 2.44949, -0.0195117, 4.0084, 0, 4.01951, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084, 4.0084
11.6647, 3.23123, 4.01569, 4.00115, 2.28719, -0.784464, 4.00115, 0, 4.01569, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115, 4.00115
11.6726, 4.60855, 4.01747, 3.99858, 2.57071, 0.591076, 3.99858, 0, 4.01747, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858, 3.99858
11.6804, 7.38178, 4.01856, 3.9942, 3.06297, 3.36322, 3.9942, 0, 4.01856, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942, 3.9942
11.6883, 6.82057, 4.0194, 3.98823, 2.96994, 2.80117, 3.98823, 0, 4.0194, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823, 3.98823
11.6962, 5.17001, 4.02102, 3.98147, 2.67769, 1.14899, 3.98147, 0, 4.02102, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147, 3.98147
11.7041, 5.99489, 4.0245, 3.97471, 2.82752, 1.97039, 3.97471, 0, 4.0245, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471, 3.97471
11.7119, 2.99519, 4.03341, 3.97125, 2.23499, -1.03822, 3.97125, 0, 4.03341, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125, 3.97125
11.7198, 2.79777, 4.04341, 3.96648, 2.19038, -1.24564, 3.96648, 0, 4.04341, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648, 3.96648
11.7277, 4.19256, 4.05499, 3.96058, 2.48849, 0.137575, 3.96058, 0, 4.05499, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058, 3.96058
11.7356, 6.18315, 4.06898, 3.95411, 2.86062, 2.11416, 3.95411, 0, 4.06898, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411, 3.95411
11.7434, 3.62429, 4.08621, 3.94765, 2.37156, -0.461918, 3.94765, 0, 4.0862, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765, 3.94765
11.7513, 4.17819, 4.10872, 3.94304, 2.4856, 0.0694714, 3.94304, 0, 4.10872, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304, 3.94304
11.7592, 5.82181, 4.13425, 3.93786, 2.79675, 1.68755, 3.93786, 0, 4.13425, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786, 3.93786
11.767, 4.16863, 4.16306, 3.93227, 2.48367, 0.00556803, 3.93227, 0, 4.16306, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227, 3.93227
11.7749, 2.57672, 4.19533, 3.92648, 2.13933, -1.6186, 3.92648, 0, 4.19533, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648, 3.92648
11.7828, 3.99331, 4.23116, 3.92069, 2.44812, -0.237849, 3.92069, 0, 4.23116, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069, 3.92069
11.7907, 5.99257, 4.27018, 3.91476, 2.82711, 1.72239, 3.91476, 0, 4.27018, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476, 3.91476
11.7985, 4.56716, 4.31194, 3.9086, 2.56265, 0.255221, 3.9086, 0, 4.31194, 3.9086, 3.9086, 3.9086, 3.9086, 3.9086, 3.9086, 3.9086, 3.9086, 3.9086, 3.9086, 3.9086, 3.9086, 3.90861, 3.9086, 3.9086, 3.9086
11.8064, 3.84634, 4.35621, 3.90245, 2.41792, -0.509863, 3.90245, 0, 4.35621, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245, 3.90245
11.8143, 3.9949, 4.4025, 3.89646, 2.44845, -0.407598, 3.89646, 0, 4.4025, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646, 3.89646
11.8221, 7.26408, 4.44974, 3.89029, 3.0437, 2.81434, 3.89029, 0, 4.44974, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029, 3.89029
11.83, 5.72639, 4.49715, 3.884, 2.77964, 1.22925, 3.884, 0, 4.49715, 3.884, 3.884, 3.884, 3.884, 3.884, 3.884, 3.884, 3.884, 3.884, 3.884, 3.884, 3.884, 3.884, 3.884, 3.884, 3.884
11.8379, 2.99504, 4.54381, 3.87765, 2.23496, -1.54877, 3.87765, 0, 4.54381, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765, 3.87765
11.8458, 5.99504, 4.58867, 3.87118, 2.82755, 1.40638, 3.87118, 0, 4.58866, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118, 3.87118
11.8536, 6.11128, 4.6303, 3.86423, 2.84803, 1.48098, 3.86423, 0, 4.6303, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423, 3.86423
11.8615, 1.76853, 4.6679, 3.85705, 1.94127, -2.89937, 3.85705, 0, 4.6679, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705, 3.85705
11.8694, 5, 4.70068, 3.84988, 2.64575, 0.29932, 3.84988, 0, 4.70068, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988, 3.84988
11.8773, 3.20223, 4.72912, 3.84415, 2.28084, -1.52689, 3.84415, 0, 4.72912, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415, 3.84415
11.8851, 4.53817, 4.75011, 3.83757, 2.55698, -0.211946, 3.83757, 0, 4.75011, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757, 3.83757
11.893, 10.4425, 4.76298, 3.83018, 3.52739, 5.67952, 3.83018, 0, 4.76298, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018, 3.83018
11.9009, 8.53395, 4.76762, 3.82239, 3.24561, 3.76634, 3.82239, 0, 4.76761, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239, 3.82239
11.9087, 5.44672, 4.7641, 3.8146, 2.72887, 0.682611, 3.8146, 0, 4.7641, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146, 3.8146
11.9166, 6.52879, 4.75465, 3.80915, 2.92041, 1.77414, 3.80915, 0, 4.75465, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915, 3.80915
11.9245, 5.37976, 4.73598, 3.80266, 2.71657, 0.643782, 3.80266, 0, 4.73598, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266, 3.80266
11.9324, 3.99504, 4.70852, 3.79524, 2.44848, -0.713478, 3.79524, 0, 4.70852, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524, 3.79524
11.9402, 4.99529, 4.67324, 3.78736, 2.64486, 0.322051, 3.78736, 0, 4.67324, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736, 3.78736
11.9481, 3.99529, 4.6313, 3.77949, 2.44853, -0.636012, 3.77949, 0, 4.6313, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949, 3.77949
11.956, 5.04783, 4.58581, 3.77391, 2.65478, 0.462019, 3.77391, 0, 4.58581, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391, 3.77391
11.9639, 5.46654, 4.53434, 3.76725, 2.7325, 0.932203, 3.76725, 0, 4.53434, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725, 3.76725
11.9717, 1.94957, 4.47802, 3.75959, 1.98735, -2.52846, 3.75959, 0, 4.47802, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959, 3.75959
11.9796, 2.99746, 4.4184, 3.75145, 2.2355, -1.42094, 3.75145, 0, 4.4184, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145, 3.75145
11.9875, 5.03104, 4.35705, 3.74331, 2.65161, 0.673989, 3.74331, 0, 4.35705, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331, 3.74331
11.9953, 5.47856, 4.29761, 3.73779, 2.7347, 1.18095, 3.73779, 0, 4.29761, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779, 3.73779
12.0032, 5.99504, 4.23732, 3.73116, 2.82755, 1.75773, 3.73116, 0, 4.23732, 3.73116, 3.73116, 3.73116, 3.73116, 3.73116, 3.73116, 3.73116, 3.73116, 3.73116, 3.73116, 3.73116, 3.73116, 3.73117, 3.73116, 3.73116, 3.73116
12.0111, 2.97621, 4.17715, 3.72354, 2.23074, -1.20094, 3.72354, 0, 4.17715, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354, 3.72354
12.019, 3.52156, 4.11836, 3.71542, 2.3498, -0.596796, 3.71542, 0, 4.11836, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542, 3.71542
12.0268, 6.98308, 4.0621, 3.70731, 2.99718, 2.92099, 3.70731, 0, 4.06209, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731
12.0347, 5.00242, 4.01113, 3.7015, 2.64621, 0.991287, 3.7015, 0, 4.01113, 3.7015, 3.7015, 3.7015, 3.7015, 3.7015, 3.7015, 3.7015, 3.7015, 3.7015, 3.7015, 3.7015, 3.7015, 3.70151, 3.7015, 3.7015, 3.7015
12.0426, 3.49244, 3.96246, 3.69462, 2.3436, -0.470014, 3.69462, 0, 3.96245, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462, 3.69462
12.0504, 3.99529, 3.9164, 3.68676, 2.44853, 0.0788918, 3.68676, 0, 3.9164, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676, 3.68676
12.0583, 5.0052, 3.87357, 3.67842, 2.64673, 1.13164, 3.67842, 0, 3.87356, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842, 3.67842
12.0662, 2, 3.83446, 3.67009, 2, -1.83446, 3.67009, 0, 3.83446, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009, 3.67009
12.0741, 2, 3.80155, 3.66432, 2, -1.80155, 3.66432, 0, 3.80155, 3.66432, 3.66432, 3.66432, 3.66432, 3.66432, 3.66432, 3.66432, 3.66432, 3.66432, 3.66432, 3.66432, 3.66432, 3.66433, 3.66432, 3.66432, 3.66432
12.0819, 1.95192, 3.77102, 3.65748, 1.98794, -1.8191, 3.65748, 0, 3.77102, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748, 3.65748
12.0898, 7.5044, 3.74277, 3.64966, 3.08292, 3.76163, 3.64966, 0, 3.74277, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966, 3.64966
12.0977, 2.02657, 3.71704, 3.64135, 2.00663, -1.69047, 3.64135, 0, 3.71704, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135, 3.64135
12.1056, 4.47844, 3.69404, 3.63306, 2.54528, 0.784402, 3.63306, 0, 3.69404, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306, 3.63306
12.1134, 3.99504, 3.67566, 3.62697, 2.44848, 0.319384, 3.62697, 0, 3.67566, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697, 3.62697
12.1213, 6.4228, 3.65836, 3.61983, 2.90221, 2.76444, 3.61983, 0, 3.65836, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983, 3.61983
12.1292, 5.56778, 3.64197, 3.61174, 2.75096, 1.92581, 3.61174, 0, 3.64197, 3.61174, 3.61174, 3.61174, 3.61174, 3.61174, 3.61174, 3.61174, 3.61174, 3.61174, 3.61174, 3.61174, 3.61174, 3.61175, 3.61174, 3.61174, 3.61174
12.137, 2.05304, 3.62669, 3.60319, 2.01322, -1.57365, 3.60319, 0, 3.62669, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319, 3.60319
12.1449, 2.40558, 3.61276, 3.59465, 2.09895, -1.20718, 3.59465, 0, 3.61275, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465, 3.59465
12.1528, 8.06059, 3.60243, 3.5886, 3.17184, 4.45816, 3.5886, 0, 3.60243, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886, 3.5886
12.1607, 1.92491, 3.59197, 3.58151, 1.98114, -1.66706, 3.58151, 0, 3.59197, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151, 3.58151
12.1685, 7.99294, 3.58131, 3.57346, 3.16116, 4.41162, 3.57346, 0, 3.58131, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346, 3.57346
12.1764, 6.53395, 3.57079, 3.56495, 2.92129, 2.96316, 3.56495, 0, 3.57079, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495, 3.56495
12.1843, 3.45155, 3.56075, 3.55645, 2.33486, -0.109202, 3.55645, 0, 3.56075, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645, 3.55645
12.1921, 6.08463, 3.55319, 3.55004, 2.84335, 2.53145, 3.55004, 0, 3.55318, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004, 3.55004
12.2, 6.80455, 3.5449, 3.54262, 2.96725, 3.25965, 3.54262, 0, 3.5449, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262, 3.54262
12.2079, 7.19049, 3.53592, 3.53429, 3.03158, 3.65457, 3.53429, 0, 3.53592, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429, 3.53429
12.2158, 1.99765, 3.52667, 3.52551, 1.99941, -1.52902, 3.52551, 0, 3.52667, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551, 3.52551
12.2236, 3.3311, 3.51756, 3.51674, 2.30892, -0.186453, 3.51674, 0, 3.51755, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674, 3.51674
12.2315, 7.99009, 3.51095, 3.51037, 3.16071, 4.47914, 3.51037, 0, 3.51095, 3.51037, 3.51037, 3.51037, 3.51037, 3.51037, 3.51037, 3.51037, 3.51037, 3.51037, 3.51037, 3.51037, 3.51037, 3.51038, 3.51037, 3.51037, 3.51037
12.2394, 5.67175, 3.5034, 3.503, 2.76979, 2.16835, 3.503, 0, 3.5034, 3.503, 3.503, 3.503, 3.503, 3.503, 3.503, 3.503, 3.503, 3.503, 3.503, 3.503, 3.503, 3.503, 3.503, 3.503, 3.503
12.2473, 2.74645, 3.49498, 3.49471, 2.17863, -0.748539, 3.49471, 0, 3.49498, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471, 3.49471
12.2551, 3.68317, 3.48616, 3.48597, 2.38394, 0.197011, 3.48597, 0, 3.48616, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597, 3.48597
12.263, 1.56307, 3.47737, 3.47724, 1.88761, -1.9143, 3.47724, 0, 3.47737, 3.47724, 3.47724, 3.47724, 3.47724, 3.47724, 3.47724, 3.47724, 3.47724, 3.47724, 3.47724, 3.47724, 3.47724, 3.47725, 3.47724, 3.47724, 3.47724
12.2709, 4.8575, 3.47058, 3.4705, 2.61868, 1.38691, 3.4705, 0, 3.47058, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705, 3.4705
12.2787, 4.84758, 3.46283, 3.46277, 2.61679, 1.38475, 3.46277, 0, 3.46283, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277, 3.46277
12.2866, 9.13829, 3.45421, 3.45417, 3.33741, 5.68408, 3.45417, 0, 3.45421, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417, 3.45417
