   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_706.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00330131, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00456142, 0, 2.44897e-17, 0, 1.41421, -2.44897e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.6942e-20, 0, 0, 1.05453e-20, 0, 3.55629e-21, 0, 2.43787e-17, 0, 0, 0
0.0124241, 0, 4.41961e-17, 0, 1.41421, -4.41961e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74948e-19, 0, 0, 1.93275e-20, 0, 6.56015e-21, 0, 4.39953e-17, 0, 0, 0
0.0202869, 0, 7.91847e-17, 0, 1.41421, -7.91847e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13445e-19, 0, 0, 3.51748e-20, 0, 1.20185e-20, 0, 7.88241e-17, 0, 0, 0
0.0281496, 0, 1.40866e-16, 0, 1.41421, -1.40866e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.57599e-19, 0, 0, 6.35745e-20, 0, 2.18713e-20, 0, 1.40223e-16, 0, 0, 0
0.0360123, 0, 2.48849e-16, 0, 1.41421, -2.48849e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.85025e-19, 0, 0, 1.14128e-19, 0, 3.95434e-20, 0, 2.47711e-16, 0, 0, 0
0.043875, 0, 4.36592e-16, 0, 1.41421, -4.36592e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72815e-18, 0, 0, 2.03519e-19, 0, 7.10377e-20, 0, 4.34589e-16, 0, 0, 0
0.0517377, 0, 7.60798e-16, 0, 1.41421, -7.60798e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01141e-18, 0, 0, 3.60554e-19, 0, 1.26818e-19, 0, 7.57299e-16, 0, 0, 0
0.0596005, 0, 1.31691e-15, 0, 1.41421, -1.31691e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.21258e-18, 0, 0, 6.34643e-19, 0, 2.25009e-19, 0, 1.31084e-15, 0, 0, 0
0.0674632, 0, 2.26454e-15, 0, 1.41421, -2.26454e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.96332e-18, 0, 0, 1.11001e-18, 0, 3.96825e-19, 0, 2.25407e-15, 0, 0, 0
