   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_111.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.000566614, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00729813, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0151629, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0230276, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0308924, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0387571, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0466219, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0544866, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0623513, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0702161, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0780808, 0, 4.71181e-30, 0, 1.41421, -4.71181e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71071e-32, 0, 0, 3.80899e-35, 8.0877e-36, 0, 4.68466e-30, 0, 0, 0
0.0859456, 0, 5.11572e-29, 0, 1.41421, -5.11572e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94301e-31, 0, 0, 4.1354e-34, 1.29627e-33, 0, 5.08612e-29, 0, 0, 0
0.0938103, 0, 3.48612e-28, 0, 1.41421, -3.48612e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00549e-30, 0, 0, 2.81804e-33, 1.39323e-32, 0, 3.4659e-28, 0, 0, 0
0.101675, 0, 1.89884e-27, 0, 1.41421, -1.89884e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09235e-29, 0, 0, 1.53493e-32, 9.50568e-32, 0, 1.8878e-27, 0, 0, 0
0.10954, 0, 9.00832e-27, 0, 1.41421, -9.00832e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1822e-29, 0, 0, 7.29154e-32, 5.18953e-31, 0, 8.9559e-27, 0, 0, 0
0.117405, 0, 3.87903e-26, 0, 1.41421, -3.87903e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23147e-28, 0, 0, 3.14796e-31, 2.46708e-30, 0, 3.85644e-26, 0, 0, 0
