   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_124.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
6.86426, 13.8083, 16.5906, 16.5692, 3.97596, -2.78236, 16.5692, 0, 16.5692, 16.5701, 16.5897, 16.5692, 16.5692, 16.5692, 16.5692, 16.5692, 16.5692, 16.5692, 16.5692, 16.5692, 16.5692, 16.5692
6.87213, 18.9855, 16.5904, 16.5688, 4.581, 2.39511, 16.5688, 0, 16.5688, 16.5697, 16.5895, 16.5688, 16.5688, 16.5688, 16.5688, 16.5688, 16.5688, 16.5688, 16.5688, 16.5688, 16.5688, 16.5688
6.88001, 17.0673, 16.59, 16.5681, 4.36661, 0.477331, 16.5681, 0, 16.5682, 16.5691, 16.589, 16.5681, 16.5681, 16.5681, 16.5681, 16.5681, 16.5681, 16.5681, 16.5681, 16.5681, 16.5681, 16.5681
6.88788, 13.7458, 16.5892, 16.5673, 3.9681, -2.84338, 16.5673, 0, 16.5673, 16.5682, 16.5883, 16.5673, 16.5673, 16.5673, 16.5673, 16.5673, 16.5673, 16.5673, 16.5673, 16.5673, 16.5673, 16.5673
6.89576, 9.06714, 16.5882, 16.5661, 3.32673, -7.52111, 16.5661, 0, 16.5661, 16.567, 16.5873, 16.5661, 16.5661, 16.5661, 16.5661, 16.5661, 16.5661, 16.5661, 16.5661, 16.5661, 16.5661, 16.5661
6.90364, 10.2846, 16.587, 16.5647, 3.50494, -6.30242, 16.5647, 0, 16.5648, 16.5657, 16.5861, 16.5647, 16.5647, 16.5647, 16.5647, 16.5647, 16.5647, 16.5647, 16.5647, 16.5647, 16.5647, 16.5647
6.91151, 12.6193, 16.5855, 16.5631, 3.82352, -3.96627, 16.5631, 0, 16.5631, 16.564, 16.5846, 16.5631, 16.5631, 16.5631, 16.5631, 16.5631, 16.5631, 16.5631, 16.5631, 16.5631, 16.5631, 16.5631
6.91939, 10.1985, 16.5838, 16.5613, 3.49264, -6.38525, 16.5613, 0, 16.5613, 16.5621, 16.5829, 16.5613, 16.5613, 16.5613, 16.5613, 16.5613, 16.5613, 16.5613, 16.5613, 16.5613, 16.5613, 16.5613
6.92726, 8.71546, 16.5818, 16.5592, 3.27345, -7.86636, 16.5592, 0, 16.5592, 16.56, 16.581, 16.5592, 16.5592, 16.5592, 16.5592, 16.5592, 16.5592, 16.5592, 16.5592, 16.5592, 16.5592, 16.5592
6.93514, 9.25074, 16.5796, 16.5568, 3.35421, -7.32886, 16.5568, 0, 16.5568, 16.5576, 16.5788, 16.5568, 16.5568, 16.5568, 16.5568, 16.5568, 16.5568, 16.5568, 16.5568, 16.5568, 16.5568, 16.5568
6.94301, 12.8589, 16.5771, 16.5542, 3.85473, -3.71822, 16.5542, 0, 16.5543, 16.555, 16.5764, 16.5542, 16.5542, 16.5542, 16.5542, 16.5542, 16.5542, 16.5542, 16.5542, 16.5542, 16.5542, 16.5542
6.95089, 11.9285, 16.5744, 16.5514, 3.73209, -4.64596, 16.5514, 0, 16.5515, 16.5521, 16.5738, 16.5514, 16.5514, 16.5514, 16.5514, 16.5514, 16.5514, 16.5514, 16.5514, 16.5514, 16.5514, 16.5514
6.95877, 5.93285, 16.5715, 16.5484, 2.81653, -10.6387, 16.5484, 0, 16.5484, 16.549, 16.5709, 16.5484, 16.5484, 16.5484, 16.5484, 16.5484, 16.5484, 16.5484, 16.5484, 16.5484, 16.5484, 16.5484
6.96664, 9.99275, 16.5684, 16.5451, 3.46306, -6.5756, 16.5451, 0, 16.5451, 16.5457, 16.5678, 16.5451, 16.5451, 16.5451, 16.5451, 16.5451, 16.5451, 16.5451, 16.5451, 16.5451, 16.5451, 16.5451
6.97452, 12.2028, 16.565, 16.5416, 3.76866, -4.36214, 16.5416, 0, 16.5417, 16.5421, 16.5645, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416, 16.5416
6.98239, 7.83267, 16.5614, 16.5379, 3.13571, -8.72869, 16.5379, 0, 16.5379, 16.5384, 16.5609, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379, 16.5379
6.99027, 7.94275, 16.5575, 16.534, 3.15321, -8.61479, 16.534, 0, 16.534, 16.5344, 16.5571, 16.534, 16.534, 16.534, 16.534, 16.534, 16.534, 16.534, 16.534, 16.534, 16.534, 16.534
6.99814, 9.03817, 16.8171, 16.7934, 3.32237, -7.7789, 16.7934, 0, 16.7934, 16.7937, 16.8167, 16.7934, 16.7934, 16.7934, 16.7934, 16.7934, 16.7934, 16.7934, 16.7934, 16.7934, 16.7934, 16.7934
7.00602, 13.3335, 16.7518, 16.728, 3.91581, -3.41828, 16.728, 0, 16.728, 16.7283, 16.7515, 16.728, 16.728, 16.728, 16.728, 16.728, 16.728, 16.728, 16.728, 16.728, 16.728, 16.728
7.01389, 15.6469, 16.5895, 16.5656, 4.20082, -0.942669, 16.5656, 0, 16.5656, 16.5659, 16.5893, 16.5656, 16.5656, 16.5656, 16.5656, 16.5656, 16.5656, 16.5656, 16.5656, 16.5656, 16.5656, 16.5656
7.02177, 10.9906, 16.4323, 16.4082, 3.60424, -5.44171, 16.4082, 0, 16.4082, 16.4084, 16.4321, 16.4082, 16.4082, 16.4082, 16.4082, 16.4082, 16.4082, 16.4082, 16.4082, 16.4082, 16.4082, 16.4082
7.02965, 10.0262, 16.2801, 16.2559, 3.46788, -6.25392, 16.2559, 0, 16.2559, 16.2561, 16.2799, 16.2559, 16.2559, 16.2559, 16.2559, 16.2559, 16.2559, 16.2559, 16.2559, 16.2559, 16.2559, 16.2559
7.03752, 9.11965, 16.1332, 16.1088, 3.33461, -7.01354, 16.1088, 0, 16.1088, 16.109, 16.133, 16.1088, 16.1088, 16.1088, 16.1088, 16.1088, 16.1088, 16.1088, 16.1088, 16.1088, 16.1088, 16.1088
7.0454, 13.9173, 15.992, 15.9674, 3.98966, -2.0746, 15.9674, 0, 15.9674, 15.9675, 15.9918, 15.9674, 15.9674, 15.9674, 15.9674, 15.9674, 15.9674, 15.9674, 15.9674, 15.9674, 15.9674, 15.9674
7.05327, 9.95514, 15.8559, 15.8311, 3.45762, -5.90072, 15.8311, 0, 15.8312, 15.8312, 15.8557, 15.8311, 15.8311, 15.8311, 15.8311, 15.8311, 15.8311, 15.8311, 15.8311, 15.8311, 15.8311, 15.8311
7.06115, 13.9855, 15.7249, 15.7, 3.99819, -1.73943, 15.7, 0, 15.7, 15.7001, 15.7248, 15.7, 15.7, 15.7, 15.7, 15.7, 15.7, 15.7, 15.7, 15.7, 15.7, 15.7
7.06902, 15.9147, 15.5991, 15.5739, 4.23258, 0.315637, 15.5739, 0, 15.5739, 15.574, 15.599, 15.5739, 15.5739, 15.5739, 15.5739, 15.5739, 15.5739, 15.5739, 15.5739, 15.5739, 15.5739, 15.5739
7.0769, 9.01406, 15.4781, 15.4527, 3.31874, -6.46406, 15.4527, 0, 15.4527, 15.4527, 15.478, 15.4527, 15.4527, 15.4527, 15.4527, 15.4527, 15.4527, 15.4527, 15.4527, 15.4527, 15.4527, 15.4527
7.08477, 10.9903, 15.3621, 15.3363, 3.60421, -4.37179, 15.3363, 0, 15.3363, 15.3364, 15.3621, 15.3363, 15.3363, 15.3363, 15.3363, 15.3363, 15.3363, 15.3363, 15.3363, 15.3363, 15.3363, 15.3363
7.09265, 8.02256, 15.2511, 15.2249, 3.16584, -7.22856, 15.2249, 0, 15.2249, 15.2249, 15.2511, 15.2249, 15.2249, 15.2249, 15.2249, 15.2249, 15.2249, 15.2249, 15.2249, 15.2249, 15.2249, 15.2249
7.10053, 14.0275, 15.1452, 15.1183, 4.00344, -1.11765, 15.1183, 0, 15.1184, 15.1184, 15.1451, 15.1183, 15.1183, 15.1183, 15.1183, 15.1183, 15.1183, 15.1183, 15.1184, 15.1183, 15.1183, 15.1183
7.1084, 17.9558, 15.0442, 15.0166, 4.46719, 2.91153, 15.0166, 0, 15.0166, 15.0167, 15.0442, 15.0166, 15.0166, 15.0166, 15.0166, 15.0166, 15.0166, 15.0166, 15.0166, 15.0166, 15.0166, 15.0166
7.11628, 12.9917, 14.9485, 14.9198, 3.87191, -1.95682, 14.9198, 0, 14.9198, 14.9198, 14.9485, 14.9198, 14.9198, 14.9198, 14.9198, 14.9198, 14.9198, 14.9198, 14.9198, 14.9198, 14.9198, 14.9198
7.12415, 12.9807, 14.8582, 14.8279, 3.87049, -1.87758, 14.8279, 0, 14.8279, 14.8279, 14.8582, 14.8279, 14.8279, 14.8279, 14.8279, 14.8279, 14.8279, 14.8279, 14.8279, 14.8279, 14.8279, 14.8279
7.13203, 13.9555, 14.7736, 14.7409, 3.99444, -0.818114, 14.7409, 0, 14.7409, 14.7409, 14.7736, 14.7409, 14.7409, 14.7409, 14.7409, 14.7409, 14.7409, 14.7409, 14.7409, 14.7409, 14.7409, 14.7409
7.1399, 11.0058, 14.6951, 14.6588, 3.60636, -3.68925, 14.6588, 0, 14.6588, 14.6588, 14.695, 14.6588, 14.6588, 14.6588, 14.6588, 14.6588, 14.6588, 14.6588, 14.6588, 14.6588, 14.6588, 14.6588
7.14778, 18.9807, 14.6232, 14.5817, 4.58047, 4.35748, 14.5817, 0, 14.5817, 14.5817, 14.6232, 14.5817, 14.5817, 14.5817, 14.5817, 14.5817, 14.5817, 14.5817, 14.5817, 14.5817, 14.5817, 14.5817
7.15566, 11.9901, 14.5586, 14.5092, 3.74033, -2.56853, 14.5092, 0, 14.5092, 14.5093, 14.5586, 14.5092, 14.5092, 14.5092, 14.5092, 14.5092, 14.5092, 14.5092, 14.5092, 14.5092, 14.5092, 14.5092
7.16353, 10.9825, 14.5025, 14.4414, 3.60313, -3.51997, 14.4414, 0, 14.4414, 14.4414, 14.5025, 14.4414, 14.4414, 14.4414, 14.4414, 14.4414, 14.4414, 14.4414, 14.4414, 14.4414, 14.4414, 14.4414
7.17141, 9.99331, 14.4562, 14.3777, 3.46314, -4.46287, 14.3777, 0, 14.3777, 14.3777, 14.4561, 14.3777, 14.3777, 14.3777, 14.3777, 14.3777, 14.3777, 14.3777, 14.3777, 14.3777, 14.3777, 14.3777
7.17928, 13.9675, 14.4221, 14.3179, 3.99593, -0.454592, 14.3179, 0, 14.3179, 14.3179, 14.422, 14.3179, 14.3179, 14.3179, 14.3179, 14.3179, 14.3179, 14.3179, 14.3179, 14.3179, 14.3179, 14.3179
7.18716, 11.9957, 14.4035, 14.2616, 3.74109, -2.40773, 14.2616, 0, 14.2616, 14.2616, 14.4034, 14.2616, 14.2616, 14.2616, 14.2616, 14.2616, 14.2616, 14.2616, 14.2616, 14.2616, 14.2616, 14.2616
7.19503, 13.9704, 14.4054, 14.2088, 3.9963, -0.434911, 14.2088, 0, 14.2089, 14.2089, 14.4053, 14.2088, 14.2088, 14.2088, 14.2088, 14.2088, 14.2088, 14.2088, 14.2089, 14.2088, 14.2088, 14.2088
7.20291, 13.9831, 14.4347, 14.1595, 3.99789, -0.451608, 14.1595, 0, 14.1596, 14.1596, 14.4347, 14.1595, 14.1595, 14.1595, 14.1595, 14.1595, 14.1595, 14.1595, 14.1596, 14.1595, 14.1595, 14.1595
7.21078, 16.9831, 14.5009, 14.1138, 4.35696, 2.48213, 14.1138, 0, 14.1138, 14.1138, 14.5009, 14.1138, 14.1138, 14.1138, 14.1138, 14.1138, 14.1138, 14.1138, 14.1138, 14.1138, 14.1138, 14.1138
7.21866, 12.9608, 14.6162, 14.0712, 3.86792, -1.6554, 14.0712, 0, 14.0712, 14.0712, 14.6161, 14.0712, 14.0712, 14.0712, 14.0712, 14.0712, 14.0712, 14.0712, 14.0712, 14.0712, 14.0712, 14.0712
7.22654, 11.0551, 14.7965, 14.0316, 3.61319, -3.74137, 14.0316, 0, 14.0316, 14.0316, 14.7965, 14.0316, 14.0316, 14.0316, 14.0316, 14.0316, 14.0316, 14.0316, 14.0316, 14.0316, 14.0316, 14.0316
7.23441, 14.9067, 15.0625, 13.9945, 4.11178, -0.155748, 13.9945, 0, 13.9945, 13.9945, 15.0624, 13.9945, 13.9945, 13.9945, 13.9945, 13.9945, 13.9945, 13.9945, 13.9945, 13.9945, 13.9945, 13.9945
7.24229, 14.0393, 15.4403, 13.9599, 4.00491, -1.40105, 13.9599, 0, 13.9599, 13.9599, 15.4403, 13.9599, 13.9599, 13.9599, 13.9599, 13.9599, 13.9599, 13.9599, 13.9599, 13.9599, 13.9599, 13.9599
7.25016, 7.01778, 15.9629, 13.9276, 3.00296, -8.94509, 13.9276, 0, 13.9276, 13.9276, 15.9628, 13.9276, 13.9276, 13.9276, 13.9276, 13.9276, 13.9276, 13.9276, 13.9276, 13.9276, 13.9276, 13.9276
7.25804, 12.9879, 16.6703, 13.8976, 3.87142, -3.68242, 13.8976, 0, 13.8976, 13.8976, 16.6703, 13.8976, 13.8976, 13.8976, 13.8976, 13.8976, 13.8976, 13.8976, 13.8976, 13.8976, 13.8976, 13.8976
7.26591, 17.8036, 17.6102, 13.8696, 4.45012, 0.193377, 13.8696, 0, 13.8696, 13.8696, 17.6102, 13.8696, 13.8696, 13.8696, 13.8696, 13.8696, 13.8696, 13.8696, 13.8696, 13.8696, 13.8696, 13.8696
7.27379, 19.9373, 18.8385, 13.8435, 4.68373, 1.09879, 13.8435, 0, 13.8435, 13.8436, 18.8385, 13.8435, 13.8435, 13.8435, 13.8435, 13.8435, 13.8435, 13.8435, 13.8435, 13.8435, 13.8435, 13.8435
7.28167, 23.8496, 20.419, 13.8188, 5.08425, 3.43053, 13.8188, 0, 13.8188, 13.8188, 20.419, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188, 13.8188
7.28954, 21.9214, 22.4232, 13.7952, 4.89095, -0.501848, 13.7952, 0, 13.7953, 13.7953, 22.4232, 13.7952, 13.7952, 13.7952, 13.7952, 13.7952, 13.7952, 13.7952, 13.7952, 13.7952, 13.7952, 13.7952
7.29742, 31.7317, 24.6365, 13.4804, 5.8079, 7.09521, 13.4804, 0, 13.4804, 13.4804, 24.6364, 13.4804, 13.4804, 13.4804, 13.4804, 13.4804, 13.4804, 13.4804, 13.4804, 13.4804, 13.4804, 13.4804
7.30529, 38.8066, 27.6596, 13.3931, 6.38801, 11.147, 13.3931, 0, 13.3931, 13.3931, 27.6596, 13.3931, 13.3931, 13.3931, 13.3931, 13.3931, 13.3931, 13.3931, 13.3931, 13.3931, 13.3931, 13.3931
7.31317, 46.7894, 31.4851, 13.4428, 6.98494, 15.3042, 13.4428, 0, 13.4428, 13.4428, 31.4851, 13.4428, 13.4428, 13.4428, 13.4428, 13.4428, 13.4428, 13.4428, 13.4428, 13.4428, 13.4428, 13.4428
7.32104, 45.8298, 36.0536, 13.4897, 6.91591, 9.77617, 13.4897, 0, 13.4898, 13.4898, 36.0536, 13.4897, 13.4897, 13.4897, 13.4897, 13.4897, 13.4897, 13.4897, 13.4897, 13.4897, 13.4897, 13.4897
7.32892, 43.71, 41.4367, 13.5338, 6.76092, 2.27338, 13.5338, 0, 13.5338, 13.5338, 41.4366, 13.5338, 13.5338, 13.5338, 13.5338, 13.5338, 13.5338, 13.5338, 13.5338, 13.5338, 13.5338, 13.5338
7.33679, 64.3968, 47.6938, 13.5751, 8.14843, 16.703, 13.5751, 0, 13.5751, 13.5751, 47.6938, 13.5751, 13.5751, 13.5751, 13.5751, 13.5751, 13.5751, 13.5751, 13.5751, 13.5751, 13.5751, 13.5751
7.34467, 60.0812, 54.8652, 13.6136, 7.87917, 5.21607, 13.6136, 0, 13.6136, 13.6137, 54.8651, 13.6136, 13.6136, 13.6136, 13.6136, 13.6136, 13.6136, 13.6136, 13.6136, 13.6136, 13.6136, 13.6136
7.35255, 84.7085, 62.9642, 13.6496, 9.31174, 21.7443, 13.6496, 0, 13.6496, 13.6496, 62.9642, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496, 13.6496
7.36042, 88.2565, 71.9732, 13.6822, 9.50034, 16.2833, 13.6822, 0, 13.6822, 13.6822, 71.9732, 13.6822, 13.6822, 13.6822, 13.6822, 13.6822, 13.6822, 13.6822, 13.6822, 13.6822, 13.6822, 13.6822
7.3683, 105.669, 81.838, 13.7115, 10.3764, 23.831, 13.7115, 0, 13.7115, 13.7115, 81.8379, 13.7115, 13.7115, 13.7115, 13.7115, 13.7115, 13.7115, 13.7115, 13.7115, 13.7115, 13.7115, 13.7115
7.37617, 103.815, 92.4635, 13.7372, 10.2867, 11.3517, 13.7372, 0, 13.7372, 13.7372, 92.4635, 13.7372, 13.7372, 13.7372, 13.7372, 13.7372, 13.7372, 13.7372, 13.7372, 13.7372, 13.7372, 13.7372
7.38405, 108.91, 103.713, 13.7598, 10.5314, 5.19718, 13.7598, 0, 13.7598, 13.7598, 103.713, 13.7598, 13.7598, 13.7598, 13.7598, 13.7598, 13.7598, 13.7598, 13.7598, 13.7598, 13.7598, 13.7598
7.39192, 116.53, 115.405, 13.7791, 10.8872, 1.12507, 13.7791, 0, 13.7791, 13.7791, 115.405, 13.7791, 13.7791, 13.7791, 13.7791, 13.7791, 13.7791, 13.7791, 13.7791, 13.7791, 13.7791, 13.7791
7.3998, 137.738, 127.319, 13.7955, 11.8211, 10.4186, 13.7955, 0, 13.7955, 13.7955, 127.319, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955
7.40768, 130.717, 139.201, 13.8084, 11.5203, -8.48366, 13.8084, 0, 13.8084, 13.8084, 139.201, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084, 13.8084
7.41555, 126.28, 150.765, 13.818, 11.3261, -24.4846, 13.818, 0, 13.818, 13.818, 150.765, 13.818, 13.818, 13.818, 13.818, 13.818, 13.818, 13.818, 13.818, 13.818, 13.818, 13.818
7.42343, 161.359, 161.716, 13.8242, 12.7812, -0.357681, 13.8242, 0, 13.8242, 13.8242, 161.716, 13.8242, 13.8242, 13.8242, 13.8242, 13.8242, 13.8242, 13.8242, 13.8242, 13.8242, 13.8242, 13.8242
7.4313, 177.682, 171.751, 13.8275, 13.4045, 5.93054, 13.8275, 0, 13.8275, 13.8276, 171.751, 13.8275, 13.8275, 13.8275, 13.8275, 13.8275, 13.8275, 13.8275, 13.8275, 13.8275, 13.8275, 13.8275
7.43918, 172.851, 180.578, 13.8276, 13.2231, -7.72701, 13.8276, 0, 13.8276, 13.8276, 180.578, 13.8276, 13.8276, 13.8276, 13.8276, 13.8276, 13.8276, 13.8276, 13.8276, 13.8276, 13.8276, 13.8276
7.44705, 205.302, 187.927, 13.8245, 14.398, 17.3749, 13.8245, 0, 13.8245, 13.8245, 187.927, 13.8245, 13.8245, 13.8245, 13.8245, 13.8245, 13.8245, 13.8245, 13.8245, 13.8245, 13.8245, 13.8245
7.45493, 208.481, 193.568, 13.8179, 14.508, 14.9127, 13.8179, 0, 13.8179, 13.818, 193.568, 13.8179, 13.8179, 13.8179, 13.8179, 13.8179, 13.8179, 13.8179, 13.8179, 13.8179, 13.8179, 13.8179
7.4628, 182.603, 197.321, 13.8082, 13.5869, -14.7174, 13.8082, 0, 13.8082, 13.8082, 197.32, 13.8082, 13.8082, 13.8082, 13.8082, 13.8082, 13.8082, 13.8082, 13.8082, 13.8082, 13.8082, 13.8082
7.47068, 192.561, 199.062, 13.7955, 13.9485, -6.50038, 13.7955, 0, 13.7955, 13.7955, 199.062, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955, 13.7955
7.47856, 203.868, 198.736, 13.7802, 14.3481, 5.13245, 13.7802, 0, 13.7802, 13.7802, 198.736, 13.7802, 13.7802, 13.7802, 13.7802, 13.7802, 13.7802, 13.7802, 13.7802, 13.7802, 13.7802, 13.7802
7.48643, 190.727, 196.355, 13.7617, 13.8826, -5.62759, 13.7617, 0, 13.7617, 13.7617, 196.355, 13.7617, 13.7617, 13.7617, 13.7617, 13.7617, 13.7617, 13.7617, 13.7617, 13.7617, 13.7617, 13.7617
7.49431, 189.333, 191.999, 13.7401, 13.8323, -2.66669, 13.7401, 0, 13.7401, 13.7401, 191.999, 13.7401, 13.7401, 13.7401, 13.7401, 13.7401, 13.7401, 13.7401, 13.7401, 13.7401, 13.7401, 13.7401
7.50218, 186.762, 185.813, 13.715, 13.7391, 0.949051, 13.715, 0, 13.715, 13.7151, 185.813, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715, 13.715
7.51006, 175.689, 177.996, 13.687, 13.33, -2.30675, 13.687, 0, 13.687, 13.687, 177.996, 13.687, 13.687, 13.687, 13.687, 13.687, 13.687, 13.687, 13.687, 13.687, 13.687, 13.687
7.51793, 174.381, 168.792, 13.6558, 13.2808, 5.58855, 13.6558, 0, 13.6558, 13.6558, 168.792, 13.6558, 13.6558, 13.6558, 13.6558, 13.6558, 13.6558, 13.6558, 13.6558, 13.6558, 13.6558, 13.6558
7.52581, 138.294, 158.479, 13.6218, 11.8446, -20.1842, 13.6218, 0, 13.6219, 13.6219, 158.478, 13.6218, 13.6218, 13.6218, 13.6218, 13.6218, 13.6218, 13.6218, 13.6218, 13.6218, 13.6218, 13.6218
7.53368, 145.385, 147.349, 13.5848, 12.1402, -1.9641, 13.5848, 0, 13.5848, 13.5848, 147.349, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848, 13.5848
7.54156, 129.475, 135.704, 13.5447, 11.4663, -6.22844, 13.5447, 0, 13.5447, 13.5448, 135.704, 13.5447, 13.5447, 13.5447, 13.5447, 13.5447, 13.5447, 13.5447, 13.5447, 13.5447, 13.5447, 13.5447
7.54944, 131.635, 123.832, 13.5019, 11.56, 7.80243, 13.5019, 0, 13.5019, 13.5019, 123.832, 13.5019, 13.5019, 13.5019, 13.5019, 13.5019, 13.5019, 13.5019, 13.5019, 13.5019, 13.5019, 13.5019
7.55731, 126.502, 112.007, 13.4561, 11.3359, 14.4954, 13.4561, 0, 13.4561, 13.4562, 112.007, 13.4561, 13.4561, 13.4561, 13.4561, 13.4561, 13.4561, 13.4561, 13.4561, 13.4561, 13.4561, 13.4561
7.56519, 102.562, 100.469, 13.4076, 10.2256, 2.09383, 13.4076, 0, 13.4076, 13.4076, 100.468, 13.4076, 13.4076, 13.4076, 13.4076, 13.4076, 13.4076, 13.4076, 13.4076, 13.4076, 13.4076, 13.4076
7.57306, 98.1352, 89.422, 13.3567, 10.0068, 8.71324, 13.3567, 0, 13.3567, 13.3567, 89.422, 13.3567, 13.3567, 13.3567, 13.3567, 13.3567, 13.3567, 13.3567, 13.3567, 13.3567, 13.3567, 13.3567
7.58094, 89.0373, 79.0331, 13.3032, 9.54135, 10.0042, 13.3032, 0, 13.3032, 13.3033, 79.0331, 13.3032, 13.3032, 13.3032, 13.3032, 13.3032, 13.3032, 13.3032, 13.3032, 13.3032, 13.3032, 13.3032
7.58881, 77.5374, 69.4238, 13.2475, 8.91837, 8.11352, 13.2475, 0, 13.2475, 13.2475, 69.4238, 13.2475, 13.2475, 13.2475, 13.2475, 13.2475, 13.2475, 13.2475, 13.2475, 13.2475, 13.2475, 13.2475
7.59669, 63.7317, 60.6757, 13.1899, 8.10751, 3.056, 13.1899, 0, 13.1899, 13.19, 60.6757, 13.1899, 13.1899, 13.1899, 13.1899, 13.1899, 13.1899, 13.1899, 13.1899, 13.1899, 13.1899, 13.1899
7.60457, 75.4423, 52.8306, 13.1298, 8.80013, 22.6117, 13.1298, 0, 13.1298, 13.1298, 52.8305, 13.1298, 13.1298, 13.1298, 13.1298, 13.1298, 13.1298, 13.1298, 13.1298, 13.1298, 13.1298, 13.1298
7.61244, 57.0683, 45.896, 13.0668, 7.68559, 11.1722, 13.0668, 0, 13.0668, 13.0669, 45.896, 13.0668, 13.0668, 13.0668, 13.0668, 13.0668, 13.0668, 13.0668, 13.0668, 13.0668, 13.0668, 13.0668
7.62032, 48.0878, 39.8526, 13.0015, 7.07727, 8.23518, 13.0015, 0, 13.0015, 13.0015, 39.8526, 13.0015, 13.0015, 13.0015, 13.0015, 13.0015, 13.0015, 13.0015, 13.0015, 13.0015, 13.0015, 13.0015
7.62819, 57.6527, 34.6567, 12.9343, 7.72352, 22.996, 12.9343, 0, 12.9343, 12.9344, 34.6566, 12.9343, 12.9343, 12.9343, 12.9343, 12.9343, 12.9343, 12.9343, 12.9343, 12.9343, 12.9343, 12.9343
7.63607, 47.2927, 30.2476, 12.8658, 7.02088, 17.0451, 12.8658, 0, 12.8658, 12.8659, 30.2475, 12.8658, 12.8658, 12.8658, 12.8658, 12.8658, 12.8658, 12.8658, 12.8658, 12.8658, 12.8658, 12.8658
7.64394, 42.2678, 26.5534, 12.7959, 6.6534, 15.7143, 12.7959, 0, 12.7959, 12.7959, 26.5534, 12.7959, 12.7959, 12.7959, 12.7959, 12.7959, 12.7959, 12.7959, 12.7959, 12.7959, 12.7959, 12.7959
7.65182, 30.4341, 23.4952, 12.7242, 5.69509, 6.93891, 12.7242, 0, 12.7242, 12.7242, 23.4951, 12.7242, 12.7242, 12.7242, 12.7242, 12.7242, 12.7242, 12.7242, 12.7242, 12.7242, 12.7242, 12.7242
7.65969, 31.3475, 20.9919, 12.6508, 5.77473, 10.3556, 12.6508, 0, 12.6508, 12.6508, 20.9918, 12.6508, 12.6508, 12.6508, 12.6508, 12.6508, 12.6508, 12.6508, 12.6508, 12.6508, 12.6508, 12.6508
7.66757, 22.6048, 18.9653, 12.5757, 4.96033, 3.63949, 12.5757, 0, 12.5757, 12.5757, 18.9653, 12.5757, 12.5757, 12.5757, 12.5757, 12.5757, 12.5757, 12.5757, 12.5757, 12.5757, 12.5757, 12.5757
7.67545, 17.2996, 17.341, 12.4992, 4.39313, -0.0414543, 12.4992, 0, 12.4992, 12.4993, 17.341, 12.4992, 12.4992, 12.4992, 12.4992, 12.4992, 12.4992, 12.4992, 12.4992, 12.4992, 12.4992, 12.4992
7.68332, 16.9811, 16.0513, 12.4218, 4.35673, 0.929771, 12.4218, 0, 12.4218, 12.4219, 16.0512, 12.4218, 12.4218, 12.4218, 12.4218, 12.4218, 12.4218, 12.4218, 12.4218, 12.4218, 12.4218, 12.4218
7.6912, 19.4794, 15.0356, 12.344, 4.63458, 4.4438, 12.344, 0, 12.3441, 12.3441, 15.0355, 12.344, 12.344, 12.344, 12.344, 12.344, 12.344, 12.344, 12.3441, 12.344, 12.344, 12.344
7.69907, 28.8039, 14.2401, 12.2655, 5.55013, 14.5638, 12.2655, 0, 12.2656, 12.2656, 14.24, 12.2655, 12.2655, 12.2655, 12.2655, 12.2655, 12.2655, 12.2655, 12.2655, 12.2655, 12.2655, 12.2655
7.70695, 16.487, 13.6197, 12.1865, 4.29965, 2.86731, 12.1865, 0, 12.1865, 12.1865, 13.6196, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865, 12.1865
7.71482, 19.8041, 13.1361, 12.1068, 4.66948, 6.66799, 12.1068, 0, 12.1068, 12.1068, 13.136, 12.1068, 12.1068, 12.1068, 12.1068, 12.1068, 12.1068, 12.1068, 12.1068, 12.1068, 12.1068, 12.1068
