   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_261.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0148612, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00697874, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000903706, 0, 5.01508e-16, 0, 1.41421, -5.01508e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02402e-19, 0, 4.76966e-17, 0, 4.53509e-16, 0, 0, 0
0.00878615, 0, 8.47815e-16, 0, 1.41421, -8.47815e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19552e-19, 0, 8.24229e-17, 0, 7.64872e-16, 0, 0, 0
0.0166686, 0, 1.42503e-15, 0, 1.41421, -1.42503e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.87498e-19, 0, 1.41672e-16, 0, 1.28247e-15, 0, 0, 0
0.024551, 0, 2.38167e-15, 0, 1.41421, -2.38167e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50743e-18, 0, 2.42235e-16, 0, 2.13792e-15, 0, 0, 0
0.0324335, 0, 3.95827e-15, 0, 1.41421, -3.95827e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54609e-18, 0, 4.1204e-16, 0, 3.54369e-15, 0, 0, 0
0.0403159, 0, 6.54227e-15, 0, 1.41421, -6.54227e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.2767e-18, 0, 6.97312e-16, 0, 5.84069e-15, 0, 0, 0
0.0481984, 0, 1.07542e-14, 0, 1.41421, -1.07542e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.14446e-18, 0, 1.17416e-15, 0, 9.57289e-15, 0, 0, 0
0.0560808, 0, 1.75826e-14, 0, 1.41421, -1.75826e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1871e-17, 0, 1.96733e-15, 0, 1.56034e-14, 0, 0, 0
0.0639633, 0, 2.85935e-14, 0, 1.41421, -2.85935e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.962e-17, 0, 3.28016e-15, 0, 2.52937e-14, 0, 0, 0
0.0718457, 0, 4.62547e-14, 0, 1.41421, -4.62547e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22578e-17, 0, 5.44268e-15, 0, 4.07798e-14, 0, 0, 0
0.0797282, 0, 7.44341e-14, 0, 1.41421, -7.44341e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27617e-17, 0, 8.98776e-15, 0, 6.53936e-14, 0, 0, 0
0.0876106, 0, 1.19162e-13, 0, 1.41421, -1.19162e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.58576e-17, 0, 1.47718e-14, 0, 1.04304e-13, 0, 0, 0
0.0954931, 0, 1.8979e-13, 0, 1.41421, -1.8979e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39008e-16, 0, 2.41647e-14, 0, 1.65486e-13, 0, 0, 0
0.103376, 0, 3.00745e-13, 0, 1.41421, -3.00745e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23942e-16, 0, 3.93473e-14, 0, 2.61174e-13, 0, 0, 0
0.111258, 0, 4.74175e-13, 0, 1.41421, -4.74175e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58995e-16, 0, 6.37803e-14, 0, 4.10035e-13, 0, 0, 0
