   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_580.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.156374, 0, 3.93301e-16, 0, 1.41421, -3.93301e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.76844e-17, 0, 3.35617e-16, 0, 0, 0
0.164235, 0, 7.55647e-16, 0, 1.41421, -7.55647e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12667e-16, 0, 6.4298e-16, 0, 0, 0
0.172096, 0, 1.43837e-15, 0, 1.41421, -1.43837e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18086e-16, 0, 1.22029e-15, 0, 0, 0
0.179958, 0, 2.713e-15, 0, 1.41421, -2.713e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.18447e-16, 0, 2.29455e-15, 0, 0, 0
0.187819, 0, 5.07118e-15, 0, 1.41421, -5.07118e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.95982e-16, 0, 4.27519e-15, 0, 0, 0
0.19568, 0, 9.43651e-15, 0, 1.41421, -9.43651e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51115e-15, 0, 7.92536e-15, 0, 0, 0
0.203541, 0, 1.73209e-14, 0, 1.41421, -1.73209e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82493e-15, 0, 1.44959e-14, 0, 0, 0
0.211403, 0, 3.15206e-14, 0, 1.41421, -3.15206e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.23839e-15, 0, 2.62822e-14, 0, 0, 0
0.219264, 0, 5.68764e-14, 0, 1.41421, -5.68764e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.63693e-15, 0, 4.72395e-14, 0, 0, 0
0.227125, 0, 1.01771e-13, 0, 1.41421, -1.01771e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7591e-14, 0, 8.418e-14, 0, 0, 0
0.234987, 0, 1.80597e-13, 0, 1.41421, -1.80597e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18648e-14, 0, 1.48732e-13, 0, 0, 0
0.242848, 0, 3.17856e-13, 0, 1.41421, -3.17856e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.72874e-14, 0, 2.60569e-13, 0, 0, 0
0.250709, 0, 5.54917e-13, 0, 1.41421, -5.54917e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02238e-13, 0, 4.52679e-13, 0, 0, 0
0.25857, 0, 9.61036e-13, 0, 1.41421, -9.61036e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81143e-13, 0, 7.79893e-13, 0, 0, 0
0.266432, 0, 1.65121e-12, 0, 1.41421, -1.65121e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18677e-13, 0, 1.33253e-12, 0, 0, 0
0.274293, 0, 2.81486e-12, 0, 1.41421, -2.81486e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56753e-13, 0, 2.25811e-12, 0, 0, 0
0.282154, 0, 4.76149e-12, 0, 1.41421, -4.76149e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.66118e-13, 0, 3.79538e-12, 0, 0, 0
0.290015, 0, 7.99296e-12, 0, 1.41421, -7.99296e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66545e-12, 0, 6.32751e-12, 0, 0, 0
0.297877, 0, 1.33166e-11, 0, 1.41421, -1.33166e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85266e-12, 0, 1.0464e-11, 0, 0, 0
0.305738, 0, 2.20218e-11, 0, 1.41421, -2.20218e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85596e-12, 0, 1.71659e-11, 0, 0, 0
0.313599, 0, 3.61527e-11, 6.72623e-44, 1.41421, -3.61527e-11, 6.72623e-44, 0, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 6.72623e-44, 8.21691e-12, 6.72623e-44, 2.79358e-11, 6.72623e-44, 6.72623e-44, 6.72623e-44
0.32146, 0, 5.89272e-11, 1.27939e-42, 1.41421, -5.89272e-11, 1.27939e-42, 0, 1.27939e-42, 1.27939e-42, 1.27939e-42, 1.27939e-42, 1.27939e-42, 1.27939e-42, 1.27939e-42, 1.27939e-42, 1.27939e-42, 1.27939e-42, 1.27939e-42, 1.27939e-42, 1.27939e-42, 1.38249e-11, 1.27939e-42, 4.51023e-11, 1.27939e-42, 1.27939e-42, 1.27939e-42
0.329322, 0, 9.5378e-11, 1.87368e-41, 1.41421, -9.5378e-11, 1.87368e-41, 0, 1.87368e-41, 1.87368e-41, 1.87368e-41, 1.87368e-41, 1.87368e-41, 1.87368e-41, 1.87368e-41, 1.87368e-41, 1.87368e-41, 1.87368e-41, 1.87368e-41, 1.87368e-41, 1.87368e-41, 2.31343e-11, 1.87368e-41, 7.22437e-11, 1.87368e-41, 1.87368e-41, 1.87368e-41
0.337183, 0, 1.53325e-10, 2.4999e-40, 1.41421, -1.53325e-10, 2.4999e-40, 0, 2.4999e-40, 2.4999e-40, 2.4999e-40, 2.4999e-40, 2.4999e-40, 2.4999e-40, 2.4999e-40, 2.4999e-40, 2.4999e-40, 2.4999e-40, 2.4999e-40, 2.4999e-40, 2.4999e-40, 3.85149e-11, 2.4999e-40, 1.1481e-10, 2.4999e-40, 2.4999e-40, 2.4999e-40
0.345044, 0, 2.44851e-10, 2.99972e-39, 1.41421, -2.44851e-10, 2.99972e-39, 0, 2.99972e-39, 2.99972e-39, 2.99972e-39, 2.99972e-39, 2.99972e-39, 2.99972e-39, 2.99972e-39, 2.99972e-39, 2.99972e-39, 2.99972e-39, 2.99972e-39, 2.99972e-39, 2.99972e-39, 6.38157e-11, 2.99972e-39, 1.81035e-10, 2.99972e-39, 2.99972e-39, 2.99972e-39
0.352906, 0, 3.88517e-10, 3.24911e-38, 1.41421, -3.88517e-10, 3.24911e-38, 0, 3.24911e-38, 3.24911e-38, 3.24911e-38, 3.24911e-38, 3.24911e-38, 3.24911e-38, 3.24911e-38, 3.24911e-38, 3.24911e-38, 3.24911e-38, 3.24911e-38, 3.24911e-38, 3.24911e-38, 1.05272e-10, 3.24911e-38, 2.83245e-10, 3.24911e-38, 3.24911e-38, 3.24911e-38
0.360767, 0, 6.12707e-10, 3.18807e-37, 1.41421, -6.12707e-10, 3.18807e-37, 0, 3.18807e-37, 3.18807e-37, 3.18807e-37, 3.18807e-37, 3.18807e-37, 3.18807e-37, 3.18807e-37, 3.18807e-37, 3.18807e-37, 3.18807e-37, 3.18807e-37, 3.18807e-37, 3.18807e-37, 1.72964e-10, 3.18807e-37, 4.39743e-10, 3.18807e-37, 3.18807e-37, 3.18807e-37
0.368628, 0, 9.60639e-10, 2.85028e-36, 1.41421, -9.60639e-10, 2.85028e-36, 0, 2.85028e-36, 2.85028e-36, 2.85028e-36, 2.85028e-36, 2.85028e-36, 2.85028e-36, 2.85028e-36, 2.85028e-36, 2.85028e-36, 2.85028e-36, 2.85028e-36, 2.85028e-36, 2.85028e-36, 2.83164e-10, 2.85028e-36, 6.77475e-10, 2.85028e-36, 2.85028e-36, 2.85028e-36
0.376489, 0, 1.49788e-09, 2.3338e-35, 1.41421, -1.49788e-09, 2.3338e-35, 0, 2.3338e-35, 2.3338e-35, 2.3338e-35, 2.3338e-35, 2.3338e-35, 2.3338e-35, 2.3338e-35, 2.3338e-35, 2.3338e-35, 2.3338e-35, 2.3338e-35, 2.3338e-35, 2.3338e-35, 4.62109e-10, 2.3338e-35, 1.03577e-09, 2.3338e-35, 2.3338e-35, 2.3338e-35
0.384351, 0, 2.32366e-09, 1.75803e-34, 1.41421, -2.32366e-09, 1.75803e-34, 0, 1.75803e-34, 1.75803e-34, 1.75803e-34, 1.75803e-34, 1.75803e-34, 1.75803e-34, 1.75803e-34, 1.75803e-34, 1.75803e-34, 1.75803e-34, 1.75803e-34, 1.75803e-34, 1.75803e-34, 7.52086e-10, 1.75803e-34, 1.57157e-09, 1.75803e-34, 1.75803e-34, 1.75803e-34
0.392212, 0, 3.5878e-09, 1.20924e-33, 1.41421, -3.5878e-09, 1.20924e-33, 0, 1.20924e-33, 1.20924e-33, 1.20924e-33, 1.20924e-33, 1.20924e-33, 1.20924e-33, 1.20924e-33, 1.20924e-33, 1.20924e-33, 1.20924e-33, 1.20924e-33, 1.20924e-33, 1.20924e-33, 1.2212e-09, 1.20924e-33, 2.3666e-09, 1.20924e-33, 1.20924e-33, 1.20924e-33
0.400073, 0, 5.51633e-09, 8.24681e-33, 1.41421, -5.51633e-09, 8.24681e-33, 0, 8.24681e-33, 8.24681e-33, 8.24681e-33, 8.24681e-33, 8.24681e-33, 8.24681e-33, 8.24681e-33, 8.24681e-33, 8.24681e-33, 8.24681e-33, 8.24681e-33, 8.24681e-33, 8.24681e-33, 1.97914e-09, 8.24681e-33, 3.53719e-09, 8.24681e-33, 8.24681e-33, 8.24681e-33
0.407934, 0, 8.45004e-09, 4.8038e-32, 1.41421, -8.45004e-09, 4.8038e-32, 0, 4.8038e-32, 4.8038e-32, 4.8038e-32, 4.8038e-32, 4.8038e-32, 4.8038e-32, 4.8038e-32, 4.8038e-32, 4.8038e-32, 4.8038e-32, 4.8038e-32, 4.8038e-32, 4.8038e-32, 3.20247e-09, 4.8038e-32, 5.24757e-09, 4.8038e-32, 4.8038e-32, 4.8038e-32
0.415796, 0, 1.2903e-08, 2.6247e-31, 1.41421, -1.2903e-08, 2.6247e-31, 0, 2.6247e-31, 2.6247e-31, 2.6247e-31, 2.6247e-31, 2.6247e-31, 2.6247e-31, 2.6247e-31, 2.6247e-31, 2.6247e-31, 2.6247e-31, 2.6247e-31, 2.6247e-31, 2.6247e-31, 5.17531e-09, 2.6247e-31, 7.7277e-09, 2.6247e-31, 2.6247e-31, 2.6247e-31
0.423657, 0, 1.96513e-08, 1.41337e-30, 1.41421, -1.96513e-08, 1.41337e-30, 0, 1.41337e-30, 1.41337e-30, 1.41337e-30, 1.41337e-30, 1.41337e-30, 1.41337e-30, 1.41337e-30, 1.41337e-30, 1.41337e-30, 1.41337e-30, 1.41337e-30, 1.41337e-30, 1.41337e-30, 8.35444e-09, 1.41337e-30, 1.12969e-08, 1.41337e-30, 1.41337e-30, 1.41337e-30
0.431518, 0, 2.98682e-08, 7.27271e-30, 1.41421, -2.98682e-08, 7.27271e-30, 0, 7.27271e-30, 7.27271e-30, 7.27271e-30, 7.27271e-30, 7.27271e-30, 7.27271e-30, 7.27271e-30, 7.27271e-30, 7.27271e-30, 7.27271e-30, 7.27271e-30, 7.27271e-30, 7.27271e-30, 1.34731e-08, 7.27271e-30, 1.63951e-08, 7.27271e-30, 7.27271e-30, 7.27271e-30
0.439379, 0, 4.53297e-08, 3.5397e-29, 1.41421, -4.53297e-08, 3.5397e-29, 0, 3.5397e-29, 3.5397e-29, 3.5397e-29, 3.5397e-29, 3.5397e-29, 3.5397e-29, 3.5397e-29, 3.5397e-29, 3.5397e-29, 3.5397e-29, 3.5397e-29, 3.5397e-29, 3.5397e-29, 2.17063e-08, 3.5397e-29, 2.36233e-08, 3.5397e-29, 3.5397e-29, 3.5397e-29
0.447241, 0, 6.87276e-08, 1.64339e-28, 1.41421, -6.87276e-08, 1.64339e-28, 0, 1.64339e-28, 1.64339e-28, 1.64339e-28, 1.64339e-28, 1.64339e-28, 1.64339e-28, 1.64339e-28, 1.64339e-28, 1.64339e-28, 1.64339e-28, 1.64339e-28, 1.64339e-28, 1.64339e-28, 3.49311e-08, 1.64339e-28, 3.37965e-08, 1.64339e-28, 1.64339e-28, 1.64339e-28
0.455102, 0, 1.04146e-07, 7.32521e-28, 1.41421, -1.04146e-07, 7.32521e-28, 0, 7.32521e-28, 7.32521e-28, 7.32521e-28, 7.32521e-28, 7.32521e-28, 7.32521e-28, 7.32521e-28, 7.32521e-28, 7.32521e-28, 7.32521e-28, 7.32521e-28, 7.32521e-28, 7.32521e-28, 5.61356e-08, 7.32521e-28, 4.80104e-08, 7.32521e-28, 7.32521e-28, 7.32521e-28
0.462963, 0, 1.57783e-07, 3.11556e-27, 1.41421, -1.57783e-07, 3.11556e-27, 0, 3.11556e-27, 3.11556e-27, 3.11556e-27, 3.11556e-27, 3.11556e-27, 3.11556e-27, 3.11556e-27, 3.11556e-27, 3.11556e-27, 3.11556e-27, 3.11556e-27, 3.11556e-27, 3.11556e-27, 9.00558e-08, 3.11556e-27, 6.77274e-08, 3.11556e-27, 3.11556e-27, 3.11556e-27
0.470824, 0, 2.39042e-07, 1.26414e-26, 1.41421, -2.39042e-07, 1.26414e-26, 0, 1.26414e-26, 1.26414e-26, 1.26414e-26, 1.26414e-26, 1.26414e-26, 1.26414e-26, 1.26414e-26, 1.26414e-26, 1.26414e-26, 1.26414e-26, 1.26414e-26, 1.26414e-26, 1.26414e-26, 1.44158e-07, 1.26414e-26, 9.48838e-08, 1.26414e-26, 1.26414e-26, 1.26414e-26
0.478686, 0, 3.62222e-07, 7.75912e-26, 1.41421, -3.62222e-07, 7.75912e-26, 0, 7.75912e-26, 7.75912e-26, 7.75912e-26, 7.75912e-26, 7.75912e-26, 7.75912e-26, 9.89215e-13, 7.75912e-26, 7.75912e-26, 7.75912e-26, 7.75912e-26, 7.75912e-26, 7.75912e-26, 2.30197e-07, 7.75912e-26, 1.32024e-07, 7.75912e-26, 7.75912e-26, 7.75912e-26
0.486547, 0, 5.48737e-07, 2.76909e-25, 1.41421, -5.48737e-07, 2.76909e-25, 0, 2.76909e-25, 2.76909e-25, 2.76909e-25, 2.76909e-25, 2.76909e-25, 2.76909e-25, 2.76614e-12, 2.76909e-25, 2.76909e-25, 2.76909e-25, 2.76909e-25, 2.76909e-25, 2.76909e-25, 3.6627e-07, 2.76909e-25, 1.82464e-07, 2.76909e-25, 2.76909e-25, 2.76909e-25
0.494408, 0, 8.31804e-07, 9.58102e-25, 1.41421, -8.31804e-07, 1.41196e-11, 0, 1.90472e-11, 1.74103e-10, 6.52546e-12, 1.21102e-10, 2.0351e-11, 1.90839e-11, 2.67454e-11, 1.29302e-10, 1.2366e-11, 2.07352e-10, 8.45035e-12, 2.58984e-13, 9.87248e-14, 5.80523e-07, 1.42979e-16, 2.50521e-07, 9.58102e-25, 9.58102e-25, 1.53835e-12
0.50227, 0, 1.26034e-06, 4.74292e-11, 1.41421, -1.26034e-06, 9.5877e-11, 4.74292e-11, 1.12785e-10, 6.44822e-10, 6.98197e-11, 4.62962e-10, 1.17259e-10, 1.12911e-10, 1.31776e-10, 4.91096e-10, 8.986e-11, 7.58908e-10, 7.64245e-11, 4.83178e-11, 4.8966e-11, 9.1602e-07, 4.74297e-11, 3.41763e-07, 4.74292e-11, 4.74292e-11, 5.27077e-11
0.510131, 0, 1.90813e-06, 1.60038e-10, 1.41421, -1.90813e-06, 2.89483e-10, 1.60038e-10, 3.34658e-10, 1.75618e-09, 2.19862e-10, 1.27028e-09, 3.46611e-10, 3.34995e-10, 3.78872e-10, 1.34545e-09, 2.73406e-10, 2.061e-09, 2.37509e-10, 1.62412e-10, 1.65754e-10, 1.43805e-06, 1.60039e-10, 4.63286e-07, 1.60038e-10, 1.60038e-10, 1.74141e-10
0.517992, 0, 2.88547e-06, 4.22397e-10, 1.41421, -2.88547e-06, 7.37974e-10, 4.22397e-10, 8.48107e-10, 4.31366e-09, 5.68243e-10, 3.12907e-09, 8.77247e-10, 8.48929e-10, 9.47332e-10, 3.31233e-09, 6.9878e-10, 5.05679e-09, 6.11265e-10, 4.28185e-10, 4.38575e-10, 2.24474e-06, 4.224e-10, 6.24213e-07, 4.22397e-10, 4.22397e-10, 4.56779e-10
0.525853, 0, 4.35694e-06, 1.02147e-09, 1.41421, -4.35694e-06, 1.75428e-09, 1.02147e-09, 2.01002e-09, 1.00574e-08, 1.36014e-09, 7.30665e-09, 2.07768e-09, 2.01193e-09, 2.22645e-09, 7.7322e-09, 1.66326e-09, 1.1783e-08, 1.46005e-09, 1.03492e-09, 1.06244e-09, 3.4825e-06, 1.02148e-09, 8.36135e-07, 1.02147e-09, 1.02147e-09, 1.10131e-09
0.533715, 0, 6.56888e-06, 2.35994e-09, 1.41421, -6.56888e-06, 4.0056e-09, 2.35994e-09, 4.57992e-09, 2.2652e-08, 3.12049e-09, 1.64746e-08, 4.73188e-09, 4.58421e-09, 5.03991e-09, 1.74303e-08, 3.80121e-09, 2.65272e-08, 3.34484e-09, 2.39012e-09, 2.45748e-09, 5.36904e-06, 2.35996e-09, 1.11392e-06, 2.35994e-09, 2.35994e-09, 2.53924e-09
0.541576, 0, 9.88657e-06, 5.28043e-09, 1.41421, -9.88657e-06, 8.87625e-09, 5.28043e-09, 1.01312e-08, 4.96192e-08, 6.94226e-09, 3.61215e-08, 1.04632e-08, 1.01405e-08, 1.1506e-08, 3.82096e-08, 8.42966e-09, 5.80868e-08, 7.43247e-09, 5.34638e-09, 5.50335e-09, 8.2218e-06, 5.28046e-09, 1.47678e-06, 5.28043e-09, 5.28043e-09, 5.6722e-09
0.549437, 0, 1.48459e-05, 1.1503e-08, 1.41421, -1.48459e-05, 1.91675e-08, 1.1503e-08, 2.18424e-08, 1.06012e-07, 1.50452e-08, 7.72411e-08, 2.25501e-08, 2.18623e-08, 2.6493e-08, 8.1692e-08, 1.82156e-08, 1.2406e-07, 1.60901e-08, 1.16435e-08, 1.19966e-08, 1.24938e-05, 1.1503e-08, 1.94991e-06, 1.1503e-08, 1.1503e-08, 1.2338e-08
0.557298, 0, 2.22521e-05, 2.44508e-08, 1.41421, -2.22521e-05, 4.04067e-08, 2.44508e-08, 4.59752e-08, 2.21198e-07, 3.18249e-08, 1.61304e-07, 4.74486e-08, 4.60168e-08, 6.12521e-08, 1.7057e-07, 3.84251e-08, 2.58772e-07, 3.40002e-08, 2.47434e-08, 2.5515e-08, 1.88425e-05, 2.44509e-08, 2.56712e-06, 2.44508e-08, 2.44508e-08, 2.61892e-08
0.56516, 0, 3.32975e-05, 5.07652e-08, 1.41421, -3.32975e-05, 8.32269e-08, 5.07652e-08, 9.45557e-08, 4.51038e-07, 6.57676e-08, 3.29186e-07, 9.75532e-08, 9.46403e-08, 1.33981e-07, 3.48037e-07, 7.91952e-08, 5.2748e-07, 7.0193e-08, 5.13606e-08, 5.3004e-08, 2.8201e-05, 5.07655e-08, 3.37519e-06, 5.07652e-08, 5.07652e-08, 5.43019e-08
0.573021, 0, 4.97626e-05, 1.03006e-07, 1.41421, -4.97626e-05, 1.67568e-07, 1.03006e-07, 1.901e-07, 8.99105e-07, 1.32844e-07, 6.56755e-07, 1.96062e-07, 1.90268e-07, 2.82954e-07, 6.94247e-07, 1.5955e-07, 1.05114e-06, 1.41646e-07, 1.0419e-07, 1.07608e-07, 4.18856e-05, 1.03006e-07, 4.44101e-06, 1.03006e-07, 1.03006e-07, 1.1004e-07
0.580882, 0, 7.43138e-05, 2.04324e-07, 1.41421, -7.43138e-05, 3.29887e-07, 2.04324e-07, 3.73707e-07, 1.7526e-06, 2.62354e-07, 1.28127e-06, 3.85302e-07, 3.74034e-07, 5.82824e-07, 1.35418e-06, 3.14292e-07, 2.04827e-06, 2.79472e-07, 2.06627e-07, 2.13573e-07, 6.17432e-05, 2.04325e-07, 5.86343e-06, 2.04324e-07, 2.04324e-07, 2.18004e-07
0.588743, 0, 0.00011095, 3.96309e-07, 1.41421, -0.00011095, 6.3514e-07, 3.96309e-07, 7.1849e-07, 3.34125e-06, 5.06687e-07, 2.44474e-06, 7.40544e-07, 7.19112e-07, 1.17077e-06, 2.58344e-06, 6.05478e-07, 3.90366e-06, 5.39246e-07, 4.0069e-07, 4.14496e-07, 9.03522e-05, 3.96311e-07, 7.79278e-06, 3.96309e-07, 3.96309e-07, 4.2233e-07
0.596605, 0, 0.000165695, 7.51772e-07, 1.41421, -0.000165695, 1.19614e-06, 7.51772e-07, 1.35122e-06, 6.23114e-06, 9.57141e-07, 4.5631e-06, 1.39226e-06, 1.35238e-06, 2.311e-06, 4.82115e-06, 1.14095e-06, 7.27756e-06, 1.01772e-06, 7.59923e-07, 7.8677e-07, 0.000131303, 7.51776e-07, 1.04619e-05, 7.51772e-07, 7.51772e-07, 8.00187e-07
0.604466, 0, 0.000247609, 1.39491e-06, 1.41421, -0.000247609, 2.20381e-06, 1.39491e-06, 2.48611e-06, 1.13692e-05, 1.76875e-06, 8.33277e-06, 2.5608e-06, 2.48822e-06, 4.48352e-06, 8.80251e-06, 2.10335e-06, 1.3274e-05, 1.87903e-06, 1.40975e-06, 1.46084e-06, 0.000189587, 1.39492e-06, 1.42353e-05, 1.39491e-06, 1.39491e-06, 1.48304e-06
0.612327, 0.000449184, 0.000370299, 2.53212e-06, 1.41437, 7.88852e-05, 3.97294e-06, 2.53212e-06, 4.47577e-06, 2.02983e-05, 3.19801e-06, 1.48899e-05, 4.60882e-06, 4.47953e-06, 8.55077e-06, 1.57266e-05, 3.794e-06, 2.36912e-05, 3.39443e-06, 2.55855e-06, 2.65371e-06, 0.000272146, 2.53214e-06, 1.9685e-05, 2.53212e-06, 2.53212e-06, 2.6891e-06
0.620189, 0.997591, 0.000554098, 4.49749e-06, 1.73136, 0.997037, 7.00914e-06, 4.49749e-06, 7.88568e-06, 3.54677e-05, 5.65827e-06, 2.60397e-05, 8.1176e-06, 7.89222e-06, 1.60328e-05, 2.74982e-05, 6.6972e-06, 4.13822e-05, 6.00067e-06, 4.54356e-06, 4.71712e-06, 0.000388648, 4.49752e-06, 2.76973e-05, 4.49749e-06, 4.49749e-06, 4.77114e-06
