   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_690.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0195334, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.011647, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0037606, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00412577, 0, 1.67195e-16, 0, 1.41421, -1.67195e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64128e-19, 0, 0, 2.31224e-19, 0, 3.25629e-18, 0, 1.63344e-16, 0, 0, 0
0.0120121, 0, 2.87744e-16, 0, 1.41421, -2.87744e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.26384e-19, 0, 0, 4.04355e-19, 0, 5.72435e-18, 0, 2.80989e-16, 0, 0, 0
0.0198985, 0, 4.9223e-16, 0, 1.41421, -4.9223e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07102e-18, 0, 0, 7.02968e-19, 0, 1.00069e-17, 0, 4.80449e-16, 0, 0, 0
0.0277849, 0, 8.37044e-16, 0, 1.41421, -8.37044e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8204e-18, 0, 0, 1.21504e-18, 0, 1.73975e-17, 0, 8.16611e-16, 0, 0, 0
0.0356713, 0, 1.41507e-15, 0, 1.41421, -1.41507e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07592e-18, 0, 0, 2.08817e-18, 0, 3.0084e-17, 0, 1.37983e-15, 0, 0, 0
0.0435577, 0, 2.37844e-15, 0, 1.41421, -2.37844e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16721e-18, 0, 0, 3.56856e-18, 0, 5.1747e-17, 0, 2.31796e-15, 0, 0, 0
0.051444, 0, 3.97482e-15, 0, 1.41421, -3.97482e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.63056e-18, 0, 0, 6.06466e-18, 0, 8.85468e-17, 0, 3.87158e-15, 0, 0, 0
0.0593304, 0, 6.60513e-15, 0, 1.41421, -6.60513e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43334e-17, 0, 0, 1.02503e-17, 0, 1.50742e-16, 0, 6.4298e-15, 0, 0, 0
0.0672168, 0, 1.09146e-14, 0, 1.41421, -1.09146e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36705e-17, 0, 0, 1.72308e-17, 0, 2.55332e-16, 0, 1.06184e-14, 0, 0, 0
0.0751032, 0, 1.79359e-14, 0, 1.41421, -1.79359e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88726e-17, 0, 0, 2.8811e-17, 0, 4.30344e-16, 0, 1.74378e-14, 0, 0, 0
