   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_367.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.180694, 0, 2.52033e-11, 0, 1.41421, -2.52033e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24897e-15, 3.58569e-12, 0, 2.16134e-11, 0, 0, 0
0.188565, 0, 3.80459e-11, 0, 1.41421, -3.80459e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.55785e-15, 5.60819e-12, 0, 3.24312e-11, 0, 0, 0
0.196436, 0, 5.71213e-11, 0, 1.41421, -5.71213e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00636e-14, 8.7178e-12, 0, 4.83934e-11, 0, 0, 0
0.204306, 0, 8.53621e-11, 0, 1.41421, -8.53621e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53862e-14, 1.3499e-11, 0, 7.18477e-11, 0, 0, 0
0.212177, 0, 1.2698e-10, 0, 1.41421, -1.2698e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34409e-14, 2.08234e-11, 0, 1.06133e-10, 0, 0, 0
0.220048, 0, 1.88032e-10, 0, 1.41421, -1.88032e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5594e-14, 3.20033e-11, 0, 1.55994e-10, 0, 0, 0
0.227919, 0, 2.77196e-10, 0, 1.41421, -2.77196e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.38816e-14, 4.90095e-11, 0, 2.28133e-10, 0, 0, 0
0.235789, 0, 4.06846e-10, 0, 1.41421, -4.06846e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.13341e-14, 7.47926e-11, 0, 3.31972e-10, 0, 0, 0
0.24366, 0, 5.94559e-10, 6.44597e-44, 1.41421, -5.94559e-10, 6.44597e-44, 0, 6.44597e-44, 6.44597e-44, 6.44597e-44, 6.44597e-44, 6.44597e-44, 6.44597e-44, 6.44597e-44, 6.44597e-44, 6.44597e-44, 6.44597e-44, 6.44597e-44, 6.44597e-44, 1.22459e-13, 1.13758e-10, 6.44597e-44, 4.80679e-10, 6.44597e-44, 6.44597e-44, 6.44597e-44
0.251531, 0, 8.65207e-10, 1.12945e-42, 1.41421, -8.65207e-10, 1.12945e-42, 0, 1.12945e-42, 1.12945e-42, 1.12945e-42, 1.12945e-42, 1.12945e-42, 1.12945e-42, 1.12945e-42, 1.12945e-42, 1.12945e-42, 1.12945e-42, 1.12945e-42, 1.12945e-42, 1.8396e-13, 1.72466e-10, 1.12945e-42, 6.92557e-10, 1.12945e-42, 1.12945e-42, 1.12945e-42
0.259402, 0, 1.25385e-09, 1.65914e-41, 1.41421, -1.25385e-09, 1.65914e-41, 0, 1.65914e-41, 1.65914e-41, 1.65914e-41, 1.65914e-41, 1.65914e-41, 1.65914e-41, 1.65914e-41, 1.65914e-41, 1.65914e-41, 1.65914e-41, 1.65914e-41, 1.65914e-41, 2.758e-13, 2.60666e-10, 1.65914e-41, 9.9291e-10, 1.65914e-41, 1.65914e-41, 1.65914e-41
0.267272, 0, 1.80975e-09, 2.14889e-40, 1.41421, -1.80975e-09, 2.14889e-40, 0, 2.14889e-40, 2.14889e-40, 2.14889e-40, 2.14889e-40, 2.14889e-40, 2.14889e-40, 2.14889e-40, 2.14889e-40, 2.14889e-40, 2.14889e-40, 2.14889e-40, 2.14889e-40, 4.12802e-13, 3.92809e-10, 2.14889e-40, 1.41653e-09, 2.14889e-40, 2.14889e-40, 2.14889e-40
0.275143, 0, 2.6019e-09, 2.49273e-39, 1.41421, -2.6019e-09, 2.49273e-39, 0, 2.49273e-39, 2.49273e-39, 2.49273e-39, 2.49273e-39, 2.49273e-39, 2.49273e-39, 2.49273e-39, 2.49273e-39, 2.49273e-39, 2.49273e-39, 2.49273e-39, 2.49273e-39, 6.17026e-13, 5.90281e-10, 2.49273e-39, 2.011e-09, 2.49273e-39, 2.49273e-39, 2.49273e-39
0.283014, 0, 3.7266e-09, 2.60964e-38, 1.41421, -3.7266e-09, 2.60964e-38, 0, 2.60964e-38, 2.60964e-38, 2.60964e-38, 2.60964e-38, 2.60964e-38, 2.60964e-38, 2.60964e-38, 2.60964e-38, 2.60964e-38, 2.60964e-38, 2.60964e-38, 2.60964e-38, 9.2132e-13, 8.84658e-10, 2.60964e-38, 2.84102e-09, 2.60964e-38, 2.60964e-38, 2.60964e-38
0.290885, 0, 5.31801e-09, 2.4754e-37, 1.41421, -5.31801e-09, 2.4754e-37, 0, 2.4754e-37, 2.4754e-37, 2.4754e-37, 2.4754e-37, 2.4754e-37, 2.4754e-37, 2.4754e-37, 2.4754e-37, 2.4754e-37, 2.4754e-37, 2.4754e-37, 2.4754e-37, 1.37465e-12, 1.32249e-09, 2.4754e-37, 3.99414e-09, 2.4754e-37, 2.4754e-37, 2.4754e-37
0.298755, 0, 7.56249e-09, 2.14127e-36, 1.41421, -7.56249e-09, 2.14127e-36, 0, 2.14127e-36, 2.14127e-36, 2.14127e-36, 2.14127e-36, 2.14127e-36, 2.14127e-36, 2.14127e-36, 2.14127e-36, 2.14127e-36, 2.14127e-36, 2.14127e-36, 2.14127e-36, 2.05007e-12, 1.97229e-09, 2.14127e-36, 5.58815e-09, 2.14127e-36, 2.14127e-36, 2.14127e-36
0.306626, 0, 1.07184e-08, 1.69676e-35, 1.41421, -1.07184e-08, 1.69676e-35, 0, 1.69676e-35, 1.69676e-35, 1.69676e-35, 1.69676e-35, 1.69676e-35, 1.69676e-35, 1.69676e-35, 1.69676e-35, 1.69676e-35, 1.69676e-35, 1.69676e-35, 1.69676e-35, 3.05662e-12, 2.93468e-09, 1.69676e-35, 7.78065e-09, 1.69676e-35, 1.69676e-35, 1.69676e-35
0.314497, 0, 1.51433e-08, 1.2371e-34, 1.41421, -1.51433e-08, 1.2371e-34, 0, 1.2371e-34, 1.2371e-34, 1.2371e-34, 1.2371e-34, 1.2371e-34, 1.2371e-34, 1.2371e-34, 1.2371e-34, 1.2371e-34, 1.2371e-34, 1.2371e-34, 1.2371e-34, 4.55723e-12, 4.3573e-09, 1.2371e-34, 1.07814e-08, 1.2371e-34, 1.2371e-34, 1.2371e-34
0.322368, 0, 2.13315e-08, 8.22867e-34, 1.41421, -2.13315e-08, 8.22867e-34, 0, 8.22867e-34, 8.22867e-34, 8.22867e-34, 8.22867e-34, 8.22867e-34, 8.22867e-34, 8.22867e-34, 8.22867e-34, 8.22867e-34, 8.22867e-34, 8.22867e-34, 8.22867e-34, 6.79535e-12, 6.4563e-09, 8.22867e-34, 1.48684e-08, 8.22867e-34, 8.22867e-34, 8.22867e-34
0.330238, 0, 2.99649e-08, 4.9554e-33, 1.41421, -2.99649e-08, 4.9554e-33, 0, 4.9554e-33, 4.9554e-33, 4.9554e-33, 4.9554e-33, 4.9554e-33, 4.9554e-33, 4.9554e-33, 4.9554e-33, 4.9554e-33, 4.9554e-33, 4.9554e-33, 4.9554e-33, 1.01347e-11, 9.54761e-09, 4.9554e-33, 2.04071e-08, 4.9554e-33, 4.9554e-33, 4.9554e-33
0.338109, 0, 4.19843e-08, 3.01389e-32, 1.41421, -4.19843e-08, 3.01389e-32, 0, 3.01389e-32, 3.01389e-32, 3.01389e-32, 3.01389e-32, 3.01389e-32, 3.01389e-32, 3.01389e-32, 3.01389e-32, 3.01389e-32, 3.01389e-32, 3.01389e-32, 3.01389e-32, 1.51188e-11, 1.40921e-08, 3.01389e-32, 2.78771e-08, 3.01389e-32, 3.01389e-32, 3.01389e-32
0.34598, 0, 5.86861e-08, 1.6412e-31, 1.41421, -5.86861e-08, 1.6412e-31, 0, 1.6412e-31, 1.6412e-31, 1.6412e-31, 1.6412e-31, 1.6412e-31, 1.6412e-31, 1.6412e-31, 1.6412e-31, 1.6412e-31, 1.6412e-31, 1.6412e-31, 1.6412e-31, 2.25587e-11, 2.07609e-08, 1.6412e-31, 3.79027e-08, 1.6412e-31, 1.6412e-31, 1.6412e-31
0.353851, 0, 8.18554e-08, 8.69274e-31, 1.41421, -8.18554e-08, 8.69274e-31, 0, 8.69274e-31, 8.69274e-31, 8.69274e-31, 8.69274e-31, 8.69274e-31, 8.69274e-31, 8.69274e-31, 8.69274e-31, 8.69274e-31, 8.69274e-31, 8.69274e-31, 8.69274e-31, 3.36632e-11, 3.05283e-08, 8.69274e-31, 5.12934e-08, 8.69274e-31, 8.69274e-31, 8.69274e-31
0.361721, 0, 1.1395e-07, 4.36622e-30, 1.41421, -1.1395e-07, 4.36622e-30, 0, 4.36622e-30, 4.36622e-30, 4.36622e-30, 4.36622e-30, 4.36622e-30, 4.36622e-30, 4.36622e-30, 4.36622e-30, 4.36622e-30, 4.36622e-30, 4.36622e-30, 4.36622e-30, 5.02316e-11, 4.48064e-08, 4.36622e-30, 6.90934e-08, 4.36622e-30, 4.36622e-30, 4.36622e-30
0.369592, 0, 1.58351e-07, 2.06626e-29, 1.41421, -1.58351e-07, 2.06626e-29, 0, 2.06626e-29, 2.06626e-29, 2.06626e-29, 2.06626e-29, 2.06626e-29, 2.06626e-29, 2.06626e-29, 2.06626e-29, 2.06626e-29, 2.06626e-29, 2.06626e-29, 2.06626e-29, 7.49347e-11, 6.56343e-08, 2.06626e-29, 9.26419e-08, 2.06626e-29, 2.06626e-29, 2.06626e-29
0.377463, 0, 2.19709e-07, 9.35448e-29, 1.41421, -2.19709e-07, 9.35448e-29, 0, 9.35448e-29, 9.35448e-29, 9.35448e-29, 9.35448e-29, 9.35448e-29, 9.35448e-29, 9.35448e-29, 9.35448e-29, 9.35448e-29, 9.35448e-29, 9.35448e-29, 9.35448e-29, 1.11728e-10, 9.59487e-08, 9.35448e-29, 1.23648e-07, 9.35448e-29, 9.35448e-29, 9.35448e-29
0.385334, 0, 3.04413e-07, 4.05504e-28, 1.41421, -3.04413e-07, 4.05504e-28, 0, 4.05504e-28, 4.05504e-28, 4.05504e-28, 4.05504e-28, 4.05504e-28, 4.05504e-28, 4.05504e-28, 4.05504e-28, 4.05504e-28, 4.05504e-28, 4.05504e-28, 4.05504e-28, 1.66449e-10, 1.39963e-07, 4.05504e-28, 1.64283e-07, 4.05504e-28, 4.05504e-28, 4.05504e-28
0.393204, 0, 4.21237e-07, 1.67355e-27, 1.41421, -4.21237e-07, 1.67355e-27, 0, 1.67355e-27, 1.67355e-27, 1.67355e-27, 1.67355e-27, 1.67355e-27, 1.67355e-27, 1.67355e-27, 1.67355e-27, 1.67355e-27, 1.67355e-27, 1.67355e-27, 1.67355e-27, 2.47688e-10, 2.037e-07, 1.67355e-27, 2.17289e-07, 1.67355e-27, 1.67355e-27, 1.67355e-27
0.401075, 0, 5.82213e-07, 6.58113e-27, 1.41421, -5.82213e-07, 6.58113e-27, 0, 6.58113e-27, 6.58113e-27, 6.58113e-27, 6.58113e-27, 6.58113e-27, 6.58113e-27, 6.58113e-27, 6.58113e-27, 6.58113e-27, 6.58113e-27, 6.58113e-27, 6.58113e-27, 3.68028e-10, 2.95732e-07, 6.58113e-27, 2.86113e-07, 6.58113e-27, 6.58113e-27, 6.58113e-27
0.408946, 0, 8.03817e-07, 2.4687e-26, 1.41421, -8.03817e-07, 2.4687e-26, 0, 2.4687e-26, 2.4687e-26, 2.4687e-26, 2.4687e-26, 2.4687e-26, 2.4687e-26, 2.89537e-14, 2.4687e-26, 2.4687e-26, 2.4687e-26, 2.4687e-26, 2.4687e-26, 5.45829e-10, 4.28204e-07, 2.4687e-26, 3.75067e-07, 2.4687e-26, 2.4687e-26, 2.4687e-26
0.416817, 0, 1.10857e-06, 8.84982e-26, 1.41421, -1.10857e-06, 8.84982e-26, 0, 8.84982e-26, 8.84982e-26, 8.84982e-26, 8.84982e-26, 8.84982e-26, 8.84982e-26, 8.81029e-14, 8.84982e-26, 8.84982e-26, 8.84982e-26, 8.84982e-26, 8.84982e-26, 8.07756e-10, 6.18239e-07, 8.84982e-26, 4.89518e-07, 8.84982e-26, 8.84982e-26, 8.84982e-26
0.424687, 0, 1.52715e-06, 3.05091e-25, 1.41421, -1.52715e-06, 3.05091e-25, 0, 3.05091e-25, 3.05091e-25, 3.05091e-25, 3.05091e-25, 3.05091e-25, 3.05091e-25, 2.06586e-13, 3.05091e-25, 3.05091e-25, 3.05091e-25, 3.05091e-25, 3.05091e-25, 1.19234e-09, 8.89851e-07, 3.05091e-25, 6.36108e-07, 3.05091e-25, 3.05091e-25, 3.05091e-25
0.432558, 0, 2.10247e-06, 6.28578e-11, 1.41421, -2.10247e-06, 7.8986e-11, 6.28578e-11, 6.31067e-11, 8.44885e-11, 2.43662e-10, 7.11166e-11, 2.10357e-10, 4.22346e-10, 6.45975e-11, 1.1885e-10, 7.39329e-11, 2.05897e-10, 6.67561e-11, 6.30451e-11, 1.81785e-09, 1.2766e-06, 6.28587e-11, 8.23181e-07, 6.28578e-11, 6.28578e-11, 1.0908e-10
0.440429, 0, 2.89111e-06, 1.90088e-10, 1.41421, -2.89111e-06, 2.38982e-10, 1.90088e-10, 1.90843e-10, 2.55664e-10, 7.38215e-10, 2.15125e-10, 6.37249e-10, 1.27992e-09, 1.9492e-10, 3.59836e-10, 2.23663e-10, 6.23726e-10, 2.01906e-10, 1.90656e-10, 2.76521e-09, 1.82492e-06, 1.90091e-10, 1.06078e-06, 1.90088e-10, 1.90088e-10, 3.30216e-10
0.4483, 0, 3.97057e-06, 4.42251e-10, 1.41421, -3.97057e-06, 5.56557e-10, 4.42251e-10, 4.44015e-10, 5.95555e-10, 1.72367e-09, 5.00784e-10, 1.48763e-09, 2.99006e-09, 4.53216e-10, 8.39089e-10, 5.20744e-10, 1.45601e-09, 4.6988e-10, 4.43578e-10, 4.2077e-09, 2.59886e-06, 4.42258e-10, 1.36133e-06, 4.42251e-10, 4.42251e-10, 7.69844e-10
0.45617, 0, 5.44586e-06, 9.35675e-10, 1.41421, -5.44586e-06, 1.17844e-09, 9.35675e-10, 9.3942e-10, 1.26126e-09, 3.65717e-09, 1.05999e-09, 3.15587e-09, 6.34676e-09, 9.58608e-10, 1.77848e-09, 1.10238e-09, 3.08872e-09, 9.94352e-10, 9.38493e-10, 6.42117e-09, 3.68612e-06, 9.35688e-10, 1.74019e-06, 9.35675e-10, 9.35675e-10, 1.63142e-09
0.464041, 0, 7.45884e-06, 1.88789e-09, 1.41421, -7.45884e-06, 2.37896e-09, 1.88789e-09, 1.89546e-09, 2.5465e-09, 7.39306e-09, 2.13935e-09, 6.379e-09, 1.28337e-08, 1.93379e-09, 3.59276e-09, 2.2251e-09, 6.24317e-09, 2.00658e-09, 1.89359e-09, 9.84749e-09, 5.20655e-06, 1.88791e-09, 2.2159e-06, 1.88789e-09, 1.88789e-09, 3.29528e-09
0.471912, 0, 1.02063e-05, 3.69848e-09, 1.41421, -1.02063e-05, 4.66213e-09, 3.69848e-09, 3.71334e-09, 4.99091e-09, 1.45015e-08, 4.19193e-09, 1.25116e-08, 2.51779e-08, 3.78783e-09, 7.04402e-09, 4.36021e-09, 1.2245e-08, 3.9314e-09, 3.70967e-09, 1.52e-08, 7.32775e-06, 3.69853e-09, 2.81128e-06, 3.69848e-09, 3.69848e-09, 6.46026e-09
0.479783, 0, 1.39404e-05, 7.08916e-09, 1.41421, -1.39404e-05, 8.93847e-09, 7.08916e-09, 7.11769e-09, 9.56941e-09, 2.78208e-08, 8.03613e-09, 2.4002e-08, 4.83094e-08, 7.287e-09, 1.35095e-08, 8.35906e-09, 2.34905e-08, 7.53615e-09, 7.11063e-09, 2.36362e-08, 1.02623e-05, 7.08926e-09, 3.55443e-06, 7.08916e-09, 7.08916e-09, 1.23892e-08
0.487653, 0, 1.9009e-05, 1.33424e-08, 1.41421, -1.9009e-05, 1.68263e-08, 1.33424e-08, 1.33962e-08, 1.80149e-08, 5.23983e-08, 1.51264e-08, 4.52042e-08, 9.09963e-08, 1.39188e-08, 2.54375e-08, 1.57348e-08, 4.42406e-08, 1.41845e-08, 1.33829e-08, 3.70412e-08, 1.43032e-05, 1.33426e-08, 4.4801e-06, 1.33424e-08, 1.33424e-08, 2.3327e-08
0.495524, 0, 2.58802e-05, 2.47007e-08, 1.41421, -2.58802e-05, 3.11555e-08, 2.47007e-08, 2.48003e-08, 3.33578e-08, 9.70625e-08, 2.8006e-08, 8.37334e-08, 1.68576e-07, 2.60747e-08, 4.71101e-08, 2.91332e-08, 8.1948e-08, 2.62609e-08, 2.47756e-08, 5.84849e-08, 1.98399e-05, 2.4701e-08, 5.63182e-06, 2.47007e-08, 2.47007e-08, 4.31999e-08
0.503395, 0, 3.51844e-05, 4.50205e-08, 1.41421, -3.51844e-05, 5.6794e-08, 4.50205e-08, 4.52022e-08, 6.08109e-08, 1.77007e-07, 5.10494e-08, 1.52695e-07, 3.07446e-07, 4.79276e-08, 8.58949e-08, 5.31053e-08, 1.49439e-07, 4.78663e-08, 4.51572e-08, 9.29845e-08, 2.73877e-05, 4.50212e-08, 7.06488e-06, 4.50205e-08, 4.50205e-08, 7.87627e-08
0.511266, 0, 4.77715e-05, 8.08225e-08, 1.41421, -4.77715e-05, 1.01974e-07, 8.08225e-08, 8.11488e-08, 1.0919e-07, 3.17937e-07, 9.16533e-08, 2.7426e-07, 5.52271e-07, 8.66065e-08, 1.54253e-07, 9.53467e-08, 2.6841e-07, 8.59348e-08, 8.1068e-08, 1.48564e-07, 3.76239e-05, 8.08236e-08, 8.85062e-06, 8.08225e-08, 8.08225e-08, 1.4144e-07
0.519136, 0, 6.47919e-05, 1.42952e-07, 1.41421, -6.47919e-05, 1.80388e-07, 1.42952e-07, 1.4353e-07, 1.93161e-07, 5.62634e-07, 1.62122e-07, 4.85328e-07, 9.77396e-07, 1.54112e-07, 2.72922e-07, 1.68659e-07, 4.74973e-07, 1.52001e-07, 1.43387e-07, 2.38169e-07, 5.14371e-05, 1.42954e-07, 1.1083e-05, 1.42952e-07, 1.42952e-07, 2.50243e-07
0.527007, 0, 8.78079e-05, 2.49144e-07, 1.41421, -8.78079e-05, 3.14438e-07, 2.49144e-07, 2.50152e-07, 3.36714e-07, 9.81112e-07, 2.82579e-07, 8.46282e-07, 1.7045e-06, 2.69961e-07, 4.75825e-07, 2.93981e-07, 8.28223e-07, 2.64926e-07, 2.49903e-07, 3.8234e-07, 6.99882e-05, 2.49148e-07, 1.38888e-05, 2.49144e-07, 2.49144e-07, 4.36271e-07
0.534878, 0, 0.000118949, 4.27922e-07, 1.41421, -0.000118949, 5.4015e-07, 4.27922e-07, 4.29654e-07, 5.7844e-07, 1.68605e-06, 4.85391e-07, 1.4543e-06, 2.92942e-06, 4.66261e-07, 8.17546e-07, 5.04988e-07, 1.42326e-06, 4.55049e-07, 4.29225e-07, 6.13361e-07, 9.47907e-05, 4.27928e-07, 1.74423e-05, 4.27922e-07, 4.27922e-07, 7.4956e-07
0.542749, 0, 0.000161128, 7.24382e-07, 1.41421, -0.000161128, 9.14503e-07, 7.24382e-07, 7.27315e-07, 9.79369e-07, 2.85574e-06, 8.21737e-07, 2.46314e-06, 4.96211e-06, 7.94092e-07, 1.38443e-06, 8.54937e-07, 2.41055e-06, 7.70336e-07, 7.26589e-07, 9.81345e-07, 0.000127815, 7.24392e-07, 2.19875e-05, 7.24382e-07, 7.24382e-07, 1.26926e-06
0.550619, 0, 0.000218344, 1.20861e-06, 1.41421, -0.000218344, 1.52607e-06, 1.20861e-06, 1.21351e-06, 1.63438e-06, 4.76752e-06, 1.37117e-06, 4.11196e-06, 8.2847e-06, 1.33374e-06, 2.31075e-06, 1.42661e-06, 4.02415e-06, 1.28534e-06, 1.2123e-06, 1.56305e-06, 0.000171622, 1.20863e-06, 2.78756e-05, 1.20861e-06, 1.20861e-06, 2.11844e-06
0.55849, 0, 0.000296086, 1.9877e-06, 1.41421, -0.000296086, 2.51022e-06, 1.9877e-06, 1.99576e-06, 2.6885e-06, 7.84549e-06, 2.25527e-06, 6.76647e-06, 1.36346e-05, 2.2094e-06, 3.80177e-06, 2.34651e-06, 6.62194e-06, 2.11399e-06, 1.99376e-06, 2.47441e-06, 0.000229548, 1.98772e-06, 3.55981e-05, 1.9877e-06, 1.9877e-06, 3.48523e-06
0.566361, 0, 0.000401908, 3.22245e-06, 1.41421, -0.000401908, 4.07029e-06, 3.22245e-06, 3.23553e-06, 4.35955e-06, 1.27271e-05, 3.6566e-06, 1.09764e-05, 2.21204e-05, 3.61016e-06, 6.16591e-06, 3.80465e-06, 1.07419e-05, 3.42738e-06, 3.23229e-06, 3.88791e-06, 0.000305934, 3.2225e-06, 4.58647e-05, 3.22245e-06, 3.22245e-06, 5.65231e-06
0.574232, 0, 0.000546186, 5.15014e-06, 1.41421, -0.000546186, 6.50635e-06, 5.15014e-06, 5.17106e-06, 6.96907e-06, 2.0354e-05, 5.84462e-06, 1.75534e-05, 3.53795e-05, 5.81929e-06, 9.85853e-06, 6.08144e-06, 1.71783e-05, 5.47794e-06, 5.16589e-06, 6.05622e-06, 0.000406443, 5.15021e-06, 5.96929e-05, 5.15014e-06, 5.15014e-06, 9.03698e-06
0.582102, 0, 0.000743138, 8.11477e-06, 1.41421, -0.000743138, 1.02536e-05, 8.11477e-06, 8.14777e-06, 1.09834e-05, 3.20924e-05, 9.21001e-06, 2.76757e-05, 5.5789e-05, 9.25445e-06, 1.55403e-05, 9.5835e-06, 2.70841e-05, 8.63173e-06, 8.1396e-06, 9.34361e-06, 0.000538465, 8.11488e-06, 7.85349e-05, 8.11477e-06, 8.11477e-06, 1.42446e-05
