   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_249.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.00402972, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0118965, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0197634, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0276302, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.035497, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0433639, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0512307, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0590975, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0669643, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0748312, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.082698, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0905648, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0984316, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.106298, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.114165, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.122032, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.129899, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.137766, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.145633, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.153499, 0, 2.74276e-28, 0, 1.41421, -2.74276e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.58708e-31, 0, 0, 1.2671e-33, 4.39263e-34, 0, 2.73415e-28, 0, 0
0.161366, 0, 3.2433e-27, 0, 1.41421, -3.2433e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01541e-29, 0, 0, 1.49833e-32, 4.18685e-32, 0, 3.23309e-27, 0, 0
0.169233, 0, 2.40738e-26, 0, 1.41421, -2.40738e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.53694e-29, 0, 0, 1.11214e-31, 5.10516e-31, 0, 2.39978e-26, 0, 0
0.1771, 0, 1.42672e-25, 0, 1.41421, -1.42672e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4667e-28, 0, 0, 6.59103e-31, 3.9043e-30, 0, 1.42221e-25, 0, 0
0.184967, 0, 7.3514e-25, 0, 1.41421, -7.3514e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30152e-27, 0, 0, 3.39742e-30, 2.36599e-29, 0, 7.32812e-25, 0, 0
0.192834, 0, 3.4308e-24, 0, 1.41421, -3.4308e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07409e-26, 0, 0, 1.58735e-29, 1.24046e-28, 0, 3.41992e-24, 0, 0
0.2007, 0, 1.48383e-23, 0, 1.41421, -1.48383e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.64543e-26, 0, 0, 6.87623e-29, 5.86966e-28, 0, 1.47912e-23, 0, 0
0.208567, 0, 6.03339e-23, 0, 1.41421, -6.03339e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88887e-25, 0, 0, 2.80122e-28, 2.56798e-27, 0, 6.01421e-23, 0, 0
0.216434, 0, 2.32873e-22, 0, 1.41421, -2.32873e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.29052e-25, 0, 0, 1.0835e-27, 1.05455e-26, 0, 2.32132e-22, 0, 0
0.224301, 0, 8.59111e-22, 0, 1.41421, -8.59111e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6896e-24, 0, 0, 4.00654e-27, 4.10615e-26, 0, 8.56376e-22, 0, 0
0.232168, 0, 3.04493e-21, 0, 1.41421, -3.04493e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.53266e-24, 0, 0, 1.42362e-26, 1.5269e-25, 0, 3.03523e-21, 0, 0
0.240034, 0, 1.04093e-20, 0, 1.41421, -1.04093e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25879e-23, 0, 0, 4.88002e-26, 5.45145e-25, 0, 1.03761e-20, 0, 0
0.247901, 0, 3.44306e-20, 0, 1.41421, -3.44306e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0779e-22, 0, 0, 1.61889e-25, 1.87639e-24, 0, 3.43207e-20, 0, 0
0.255768, 0, 1.10472e-19, 0, 1.41421, -1.10472e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45849e-22, 0, 0, 5.2106e-25, 6.24668e-24, 0, 1.10119e-19, 0, 0
0.263635, 0, 3.44554e-19, 0, 1.41421, -3.44554e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07867e-21, 0, 0, 1.63061e-24, 2.01669e-23, 0, 3.43453e-19, 0, 0
0.271502, 0, 1.09536e-18, 0, 1.41421, -1.09536e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42918e-21, 0, 0, 5.21072e-24, 6.69659e-23, 0, 1.09186e-18, 0, 0
0.279369, 0, 3.22213e-18, 0, 1.41421, -3.22213e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00873e-20, 0, 0, 1.53862e-23, 2.02871e-22, 0, 3.21183e-18, 0, 0
0.287235, 0, 9.26391e-18, 0, 1.41421, -9.26391e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90018e-20, 0, 0, 4.4416e-23, 5.99997e-22, 0, 9.23426e-18, 0, 0
0.295102, 0, 2.60562e-17, 0, 1.41421, -2.60562e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.15721e-20, 0, 0, 1.25467e-22, 1.73428e-21, 0, 2.59728e-17, 0, 0
0.302969, 0, 7.17542e-17, 0, 1.41421, -7.17542e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24634e-19, 0, 0, 3.4711e-22, 4.90403e-21, 0, 7.15243e-17, 0, 0
0.310836, 0, 1.93602e-16, 0, 1.41421, -1.93602e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06089e-19, 0, 0, 9.41162e-22, 1.35773e-20, 0, 1.92981e-16, 0, 0
0.318703, 0, 5.12116e-16, 0, 1.41421, -5.12116e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60322e-18, 0, 0, 2.50267e-21, 3.68319e-20, 0, 5.10473e-16, 0, 0
0.32657, 0, 1.3288e-15, 0, 1.41421, -1.3288e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15988e-18, 0, 0, 6.53023e-21, 9.79626e-20, 0, 1.32453e-15, 0, 0
