   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_459.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00055578, 0, 6.28312e-15, 0, 1.41421, -6.28312e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4486e-17, 0, 0, 3.76943e-17, 0, 2.73953e-18, 0, 6.2282e-15, 0, 0, 0
0.00841275, 0, 9.94068e-15, 0, 1.41421, -9.94068e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29158e-17, 0, 0, 6.07396e-17, 0, 4.46074e-18, 0, 9.85256e-15, 0, 0, 0
0.0162697, 0, 1.56523e-14, 0, 1.41421, -1.56523e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60779e-17, 0, 0, 9.74225e-17, 0, 7.23226e-18, 0, 1.55116e-14, 0, 0, 0
0.0241267, 0, 2.45289e-14, 0, 1.41421, -2.45289e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.65307e-17, 0, 0, 1.55547e-16, 0, 1.1676e-17, 0, 2.43052e-14, 0, 0, 0
0.0319836, 0, 3.8259e-14, 0, 1.41421, -3.8259e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.8162e-17, 0, 0, 2.47228e-16, 0, 1.87709e-17, 0, 3.79049e-14, 0, 0, 0
0.0398406, 0, 5.93962e-14, 0, 1.41421, -5.93962e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3685e-16, 0, 0, 3.91197e-16, 0, 3.00516e-17, 0, 5.88381e-14, 0, 0, 0
0.0476976, 0, 9.17841e-14, 0, 1.41421, -9.17841e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11443e-16, 0, 0, 6.16276e-16, 0, 4.79131e-17, 0, 9.09084e-14, 0, 0, 0
0.0555545, 0, 1.4118e-13, 0, 1.41421, -1.4118e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25188e-16, 0, 0, 9.66626e-16, 0, 7.60786e-17, 0, 1.39812e-13, 0, 0, 0
0.0634115, 0, 2.16165e-13, 0, 1.41421, -2.16165e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.97833e-16, 0, 0, 1.50962e-15, 0, 1.20313e-16, 0, 2.14037e-13, 0, 0, 0
0.0712685, 0, 3.29472e-13, 0, 1.41421, -3.29472e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58667e-16, 0, 0, 2.34764e-15, 0, 1.89512e-16, 0, 3.26176e-13, 0, 0, 0
0.0791254, 0, 4.999e-13, 0, 1.41421, -4.999e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15093e-15, 0, 0, 3.63555e-15, 0, 2.97326e-16, 0, 4.94816e-13, 0, 0, 0
0.0869824, 0, 7.55069e-13, 0, 1.41421, -7.55069e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73814e-15, 0, 0, 5.60674e-15, 0, 4.64643e-16, 0, 7.4726e-13, 0, 0, 0
0.0948394, 0, 1.13538e-12, 0, 1.41421, -1.13538e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61318e-15, 0, 0, 8.61159e-15, 0, 7.23289e-16, 0, 1.12343e-12, 0, 0, 0
0.102696, 0, 1.69963e-12, 0, 1.41421, -1.69963e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91121e-15, 0, 0, 1.31748e-14, 0, 1.12157e-15, 0, 1.68142e-12, 0, 0, 0
0.110553, 0, 2.53299e-12, 0, 1.41421, -2.53299e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.82801e-15, 0, 0, 2.00777e-14, 0, 1.73252e-15, 0, 2.50535e-12, 0, 0, 0
0.11841, 0, 3.75827e-12, 0, 1.41421, -3.75827e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.64576e-15, 0, 0, 3.04812e-14, 0, 2.66618e-15, 0, 3.71648e-12, 0, 0, 0
0.126267, 0, 5.5517e-12, 0, 1.41421, -5.5517e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27694e-14, 0, 0, 4.61042e-14, 0, 4.08765e-15, 0, 5.48874e-12, 0, 0, 0
0.134124, 0, 8.16496e-12, 0, 1.41421, -8.16496e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87769e-14, 0, 0, 6.9485e-14, 0, 6.24389e-15, 0, 8.07045e-12, 0, 0, 0
0.141981, 0, 1.19558e-11, 0, 1.41421, -1.19558e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74902e-14, 0, 0, 1.0436e-13, 0, 9.50283e-15, 0, 1.18145e-11, 0, 0, 0
0.149838, 0, 1.74304e-11, 0, 1.41421, -1.74304e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00715e-14, 0, 0, 1.56219e-13, 0, 1.44109e-14, 0, 1.72197e-11, 0, 0, 0
0.157695, 0, 2.53016e-11, 0, 1.41421, -2.53016e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81573e-14, 0, 0, 2.33107e-13, 0, 2.17767e-14, 0, 2.49885e-11, 0, 0, 0
0.165552, 0, 3.65684e-11, 0, 1.41421, -3.65684e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.40415e-14, 0, 0, 3.46793e-13, 0, 3.27932e-14, 0, 3.61048e-11, 0, 0, 0
0.173409, 0, 5.26245e-11, 0, 1.41421, -5.26245e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20923e-13, 0, 0, 5.14469e-13, 0, 4.92145e-14, 0, 5.19399e-11, 0, 0, 0
0.181266, 0, 7.54054e-11, 0, 1.41421, -7.54054e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73244e-13, 0, 0, 7.61219e-13, 0, 7.36125e-14, 0, 7.43973e-11, 0, 0, 0
0.189123, 0, 1.07586e-10, 0, 1.41421, -1.07586e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47143e-13, 0, 0, 1.12362e-12, 0, 1.09747e-13, 0, 1.06106e-10, 0, 0, 0
