   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_118.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.5373, 3.25713, 1.25766, 1.25766, 2.29284, 1.99946, 0, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766, 1.25766
14.5452, 3.47633, 1.25716, 1.25716, 2.34016, 2.21917, 0, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716, 1.25716
14.5531, 2.52367, 1.25354, 1.25354, 2.12689, 1.27013, 0, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354, 1.25354
14.561, 2.73321, 1.24719, 1.24719, 2.17559, 1.48602, 0, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719, 1.24719
14.5689, 0.997679, 1.2395, 1.2395, 1.73138, -0.241826, 0, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395, 1.2395
14.5767, 1.26911, 1.23184, 1.23184, 1.80807, 0.0372714, 0, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184, 1.23184
14.5846, 0.725898, 1.23144, 1.23144, 1.65103, -0.505542, 0, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144, 1.23144
14.5925, 1.2741, 1.22789, 1.22789, 1.80945, 0.0462099, 0, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789, 1.22789
14.6004, 3.44238, 1.22159, 1.22159, 2.33289, 2.22079, 0, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159, 1.22159
14.6083, 1.99529, 1.21392, 1.21392, 1.99882, 0.781368, 0, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392, 1.21392
14.6161, 0.56233, 1.20628, 1.20628, 1.60073, -0.643955, 0, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628, 1.20628
14.624, 0.714002, 1.20689, 1.20689, 1.64742, -0.492886, 0, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689, 1.20689
14.6319, 1.286, 1.20447, 1.20447, 1.81273, 0.0815247, 0, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447, 1.20447
14.6398, 1, 1.19938, 1.19938, 1.73205, -0.199377, 0, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938, 1.19938
14.6477, 0.706691, 1.19295, 1.19295, 1.6452, -0.486263, 0, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295, 1.19295
14.6556, 0.293309, 1.18655, 1.18655, 1.51437, -0.89324, 0, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655, 1.18655
14.6634, 2.70198, 1.18662, 1.18661, 2.16841, 1.51537, 0, 1.18661, 1.18661, 1.18661, 1.18661, 1.18661, 1.18661, 1.18661, 1.18661, 1.18661, 1.18661, 1.18661, 1.18661, 1.18661, 1.18661, 1.18662, 1.18661, 1.18661, 1.18661, 1.18661
14.6713, 2.99752, 1.18403, 1.18403, 2.23551, 1.81349, 0, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403, 1.18403
14.6792, 2.69462, 1.17911, 1.1791, 2.16671, 1.51552, 0, 1.1791, 1.1791, 1.1791, 1.1791, 1.1791, 1.1791, 1.1791, 1.1791, 1.1791, 1.1791, 1.1791, 1.1791, 1.1791, 1.1791, 1.17911, 1.1791, 1.1791, 1.17911, 1.1791
14.6871, 3.30054, 1.17303, 1.17303, 2.30229, 2.12751, 0, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303, 1.17303
14.695, 1.68972, 1.16698, 1.16697, 1.92086, 0.52274, 0, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697, 1.16697
14.7028, 2.30545, 1.16669, 1.16668, 2.07496, 1.13877, 0, 1.16668, 1.16668, 1.16668, 1.16668, 1.16668, 1.16668, 1.16668, 1.16668, 1.16668, 1.16668, 1.16668, 1.16668, 1.16668, 1.16668, 1.16669, 1.16668, 1.16668, 1.16669, 1.16668
14.7107, 1.31016, 1.16395, 1.16395, 1.81938, 0.146207, 0, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395, 1.16395
14.7186, 1.68501, 1.15909, 1.15909, 1.91964, 0.525915, 0, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909, 1.15909
14.7265, 1.31499, 1.15317, 1.15317, 1.82071, 0.16182, 0, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317, 1.15317
14.7344, 0, 1.14727, 1.14727, 1.41421, -1.14727, 0, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727, 1.14727
14.7422, 1, 1.1467, 1.1467, 1.73205, -0.146701, 0, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467, 1.1467
14.7501, 2, 1.1439, 1.14389, 2, 0.856105, 0, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389, 1.14389
14.758, 2.67299, 1.13915, 1.13914, 2.16171, 1.53384, 0, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914, 1.13914
14.7659, 0.997522, 1.13343, 1.13343, 1.73134, -0.135913, 0, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343, 1.13343
14.7738, 0.329492, 1.12774, 1.12773, 1.52627, -0.798247, 0, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12773, 1.12774, 1.12773
14.7817, 2.33143, 1.12669, 1.12668, 2.08121, 1.20474, 0, 1.12668, 1.12668, 1.12668, 1.12668, 1.12668, 1.12668, 1.12668, 1.12668, 1.12668, 1.12668, 1.12668, 1.12668, 1.12668, 1.12668, 1.12669, 1.12668, 1.12668, 1.12669, 1.12668
14.7895, 1.99496, 1.12371, 1.1237, 1.99874, 0.871254, 0, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.1237, 1.12371, 1.1237
14.7974, 2.33457, 1.11902, 1.11901, 2.08196, 1.21555, 0, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11901, 1.11902, 1.11901
14.8053, 2.33903, 1.1135, 1.11349, 2.08303, 1.22553, 0, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.11349, 1.1135, 1.11349
14.8132, 2.65601, 1.10799, 1.10798, 2.15778, 1.54802, 0, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10798, 1.10799, 1.10798
14.8211, 2.99777, 1.10651, 1.1065, 2.23557, 1.89126, 0, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.1065, 1.10651, 1.1065
14.8289, 0.997522, 1.10341, 1.10339, 1.73134, -0.10589, 0, 1.10339, 1.10339, 1.10339, 1.10339, 1.10339, 1.10339, 1.10339, 1.10339, 1.10339, 1.10339, 1.10339, 1.10339, 1.10339, 1.10339, 1.1034, 1.10339, 1.10339, 1.10341, 1.10339
14.8368, 2.99752, 1.09888, 1.09886, 2.23551, 1.89864, 0, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09886, 1.09888, 1.09886
14.8447, 1.35118, 1.09364, 1.09362, 1.83062, 0.257533, 0, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09362, 1.09364, 1.09362
14.8526, 1, 1.08842, 1.08839, 1.73205, -0.08842, 0, 1.08839, 1.08839, 1.08839, 1.08839, 1.08839, 1.08839, 1.08839, 1.08839, 1.08839, 1.08839, 1.08839, 1.08839, 1.08839, 1.08839, 1.0884, 1.08839, 1.08839, 1.08842, 1.08839
14.8605, 4.64164, 1.08631, 1.08628, 2.57714, 3.55532, 0, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08628, 1.08631, 1.08628
14.8684, 2.63693, 1.08296, 1.08293, 2.15335, 1.55396, 0, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08293, 1.08296, 1.08293
14.8762, 1.72144, 1.07853, 1.07849, 1.9291, 0.64291, 0, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07849, 1.07853, 1.07849
14.8841, 0, 1.07355, 1.07351, 1.41421, -1.07355, 0, 1.07351, 1.07351, 1.07351, 1.07351, 1.07351, 1.07351, 1.07351, 1.07351, 1.07351, 1.07351, 1.07351, 1.07351, 1.07351, 1.07351, 1.07352, 1.07351, 1.07351, 1.07355, 1.07351
14.892, 0, 1.06859, 1.06855, 1.41421, -1.06859, 0, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06855, 1.06859, 1.06855
14.8999, 2, 1.06579, 1.06575, 2, 0.934206, 0, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06575, 1.06579, 1.06575
14.9078, 2.25428, 1.06223, 1.06218, 2.06259, 1.19205, 0, 1.06218, 1.06218, 1.06218, 1.06218, 1.06218, 1.06218, 1.06218, 1.06218, 1.06218, 1.06218, 1.06218, 1.06218, 1.06218, 1.06218, 1.06219, 1.06218, 1.06218, 1.06223, 1.06218
14.9156, 2.37051, 1.05801, 1.05796, 2.09058, 1.3125, 0, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05796, 1.05801, 1.05796
14.9235, 0.375217, 1.05347, 1.05342, 1.54117, -0.678251, 0, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05342, 1.05347, 1.05342
14.9314, 1.2399, 1.04894, 1.04888, 1.79997, 0.190965, 0, 1.04888, 1.04888, 1.04888, 1.04888, 1.04888, 1.04888, 1.04888, 1.04888, 1.04888, 1.04888, 1.04888, 1.04888, 1.04888, 1.04888, 1.04889, 1.04888, 1.04888, 1.04893, 1.04888
14.9393, 2.99529, 1.0447, 1.04465, 2.23501, 1.95059, 0, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.04465, 1.0447, 1.04465
14.9472, 0.764808, 1.04026, 1.04021, 1.66277, -0.275451, 0, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04021, 1.04026, 1.04021
14.955, 2.22537, 1.03582, 1.03577, 2.05557, 1.18955, 0, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03577, 1.03582, 1.03577
14.9629, 4.60548, 1.03153, 1.03148, 2.57011, 3.57395, 0, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03148, 1.03153, 1.03148
14.9708, 2.77695, 1.0269, 1.02685, 2.18562, 1.75005, 0, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.02685, 1.0269, 1.02685
14.9787, 0.99777, 1.02199, 1.02194, 1.73141, -0.0242223, 0, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02194, 1.02199, 1.02194
14.9866, 1.60062, 1.01695, 1.0169, 1.89753, 0.583674, 0, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.0169, 1.01694, 1.0169
14.9945, 0.793804, 1.01181, 1.01177, 1.67147, -0.21801, 0, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01177, 1.01181, 1.01177
15.0023, 1, 1.00631, 1.00626, 1.73205, -0.00630856, 0, 1.00626, 1.00626, 1.00626, 1.00626, 1.00626, 1.00626, 1.00626, 1.00626, 1.00626, 1.00626, 1.00626, 1.00626, 1.00626, 1.00626, 1.00627, 1.00626, 1.00626, 1.00631, 1.00626
15.0102, 1, 1.00063, 1.00058, 1.73205, -0.00062561, 0, 1.00058, 1.00058, 1.00058, 1.00058, 1.00058, 1.00058, 1.00058, 1.00058, 1.00058, 1.00058, 1.00058, 1.00058, 1.00058, 1.00058, 1.00059, 1.00058, 1.00058, 1.00062, 1.00058
15.0181, 1.18662, 0.994958, 0.99492, 1.78511, 0.191659, 0, 0.99492, 0.99492, 0.99492, 0.99492, 0.99492, 0.99492, 0.99492, 0.99492, 0.99492, 0.99492, 0.99492, 0.99492, 0.99492, 0.99492, 0.994921, 0.99492, 0.99492, 0.994957, 0.99492
15.026, 2.81338, 0.990302, 0.990266, 2.19394, 1.82308, 0, 0.990266, 0.990266, 0.990266, 0.990266, 0.990266, 0.990266, 0.990266, 0.990266, 0.990266, 0.990266, 0.990266, 0.990266, 0.990266, 0.990266, 0.990268, 0.990266, 0.990266, 0.9903, 0.990266
15.0339, 1.7658, 0.985016, 0.984984, 1.94057, 0.780783, 0, 0.984984, 0.984984, 0.984984, 0.984984, 0.984984, 0.984984, 0.984984, 0.984984, 0.984984, 0.984984, 0.984984, 0.984984, 0.984984, 0.984984, 0.984985, 0.984984, 0.984984, 0.985015, 0.984984
15.0417, 2.2342, 0.979131, 0.979101, 2.05772, 1.25507, 0, 0.979101, 0.979101, 0.979101, 0.979101, 0.979101, 0.979101, 0.979101, 0.979101, 0.979101, 0.979101, 0.979101, 0.979101, 0.979101, 0.979101, 0.979103, 0.979101, 0.979101, 0.97913, 0.979101
15.0496, 2.16778, 0.972958, 0.972931, 2.04151, 1.19482, 0, 0.972931, 0.972931, 0.972931, 0.972931, 0.972931, 0.972931, 0.972931, 0.972931, 0.972931, 0.972931, 0.972931, 0.972931, 0.972931, 0.972931, 0.972932, 0.972931, 0.972931, 0.972956, 0.972931
15.0575, 0.832218, 0.966804, 0.96678, 1.68292, -0.134586, 0, 0.96678, 0.96678, 0.96678, 0.96678, 0.96678, 0.96678, 0.96678, 0.96678, 0.96678, 0.96678, 0.96678, 0.96678, 0.96678, 0.96678, 0.966781, 0.96678, 0.96678, 0.966802, 0.96678
15.0654, 1.57886, 0.96244, 0.962419, 1.89179, 0.616422, 0, 0.962419, 0.962419, 0.962419, 0.962419, 0.962419, 0.962419, 0.962419, 0.962419, 0.962419, 0.962419, 0.962419, 0.962419, 0.962419, 0.962419, 0.96242, 0.962419, 0.962419, 0.962439, 0.962419
15.0733, 0.421137, 0.957308, 0.957289, 1.556, -0.536171, 0, 0.957289, 0.957289, 0.957289, 0.957289, 0.957289, 0.957289, 0.957289, 0.957289, 0.957289, 0.957289, 0.957289, 0.957289, 0.957289, 0.957289, 0.957291, 0.957289, 0.957289, 0.957307, 0.957289
15.0812, 2, 0.951451, 0.951434, 2, 1.04855, 0, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951434, 0.951436, 0.951434, 0.951434, 0.951449, 0.951434
15.089, 1, 0.945243, 0.945229, 1.73205, 0.0547568, 0, 0.945229, 0.945229, 0.945229, 0.945229, 0.945229, 0.945229, 0.945229, 0.945229, 0.945229, 0.945229, 0.945229, 0.945229, 0.945229, 0.945229, 0.94523, 0.945229, 0.945229, 0.945242, 0.945229
15.0969, 2, 0.939056, 0.939044, 2, 1.06094, 0, 0.939044, 0.939044, 0.939044, 0.939044, 0.939044, 0.939044, 0.939044, 0.939044, 0.939044, 0.939044, 0.939044, 0.939044, 0.939044, 0.939044, 0.939045, 0.939044, 0.939044, 0.939055, 0.939044
15.1048, 1, 0.934774, 0.934763, 1.73205, 0.0652257, 0, 0.934763, 0.934763, 0.934763, 0.934763, 0.934763, 0.934763, 0.934763, 0.934763, 0.934763, 0.934763, 0.934763, 0.934763, 0.934763, 0.934763, 0.934765, 0.934763, 0.934763, 0.934773, 0.934763
15.1127, 3.25796, 0.929647, 0.929637, 2.29302, 2.32831, 0, 0.929637, 0.929637, 0.929637, 0.929637, 0.929637, 0.929637, 0.929637, 0.929637, 0.929637, 0.929637, 0.929637, 0.929637, 0.929637, 0.929637, 0.929639, 0.929637, 0.929637, 0.929645, 0.929637
15.1206, 4.74204, 0.923725, 0.923718, 2.59654, 3.81831, 0, 0.923718, 0.923718, 0.923718, 0.923718, 0.923718, 0.923718, 0.923718, 0.923718, 0.923718, 0.923718, 0.923718, 0.923718, 0.923718, 0.923718, 0.923719, 0.923718, 0.923718, 0.923724, 0.923718
15.1284, 2, 0.917421, 0.917414, 2, 1.08258, 0, 0.917414, 0.917414, 0.917414, 0.917414, 0.917414, 0.917414, 0.917414, 0.917414, 0.917414, 0.917414, 0.917414, 0.917414, 0.917414, 0.917414, 0.917415, 0.917414, 0.917414, 0.917419, 0.917414
15.1363, 1.67175, 0.911138, 0.911132, 1.91618, 0.760609, 0, 0.911132, 0.911132, 0.911132, 0.911132, 0.911132, 0.911132, 0.911132, 0.911132, 0.911132, 0.911132, 0.911132, 0.911132, 0.911132, 0.911132, 0.911134, 0.911132, 0.911132, 0.911136, 0.911132
15.1442, 2.32825, 0.907055, 0.90705, 2.08045, 1.4212, 0, 0.90705, 0.90705, 0.90705, 0.90705, 0.90705, 0.90705, 0.90705, 0.90705, 0.90705, 0.90705, 0.90705, 0.90705, 0.90705, 0.90705, 0.907051, 0.90705, 0.90705, 0.907053, 0.90705
15.1521, 1.10483, 0.902046, 0.902041, 1.76205, 0.202787, 0, 0.902041, 0.902041, 0.902041, 0.902041, 0.902041, 0.902041, 0.902041, 0.902041, 0.902041, 0.902041, 0.902041, 0.902041, 0.902041, 0.902041, 0.902043, 0.902041, 0.902041, 0.902044, 0.902041
15.16, 0.895167, 0.896181, 0.896177, 1.70152, -0.00101346, 0, 0.896177, 0.896177, 0.896177, 0.896177, 0.896177, 0.896177, 0.896177, 0.896177, 0.896177, 0.896177, 0.896177, 0.896177, 0.896177, 0.896177, 0.896179, 0.896177, 0.896177, 0.896179, 0.896177
15.1678, 0, 0.889902, 0.889898, 1.41421, -0.889902, 0, 0.889898, 0.889898, 0.889898, 0.889898, 0.889898, 0.889898, 0.889898, 0.889898, 0.889898, 0.889898, 0.889898, 0.889898, 0.889898, 0.889898, 0.8899, 0.889898, 0.889898, 0.8899, 0.889898
15.1757, 0.545162, 0.883644, 0.883642, 1.59536, -0.338483, 0, 0.883642, 0.883642, 0.883642, 0.883642, 0.883642, 0.883642, 0.883642, 0.883642, 0.883642, 0.883642, 0.883642, 0.883642, 0.883642, 0.883642, 0.883643, 0.883642, 0.883642, 0.883643, 0.883642
15.1836, 3.99759, 0.879636, 0.879634, 2.449, 3.11795, 0, 0.879634, 0.879634, 0.879634, 0.879634, 0.879634, 0.879634, 0.879634, 0.879634, 0.879634, 0.879634, 0.879634, 0.879634, 0.879634, 0.879634, 0.879635, 0.879634, 0.879634, 0.879635, 0.879634
15.1915, 1.45725, 0.874647, 0.874645, 1.85937, 0.582602, 0, 0.874645, 0.874645, 0.874645, 0.874645, 0.874645, 0.874645, 0.874645, 0.874645, 0.874645, 0.874645, 0.874645, 0.874645, 0.874645, 0.874645, 0.874647, 0.874645, 0.874645, 0.874646, 0.874645
15.1994, 2.53792, 0.86876, 0.868758, 2.13024, 1.66916, 0, 0.868758, 0.868758, 0.868758, 0.868758, 0.868758, 0.868758, 0.868758, 0.868758, 0.868758, 0.868758, 0.868758, 0.868758, 0.868758, 0.868758, 0.868759, 0.868758, 0.868758, 0.868758, 0.868758
15.2073, 1.46208, 0.862437, 0.862435, 1.86067, 0.599645, 0, 0.862435, 0.862435, 0.862435, 0.862435, 0.862435, 0.862435, 0.862435, 0.862435, 0.862435, 0.862435, 0.862435, 0.862435, 0.862435, 0.862435, 0.862437, 0.862435, 0.862435, 0.862436, 0.862435
15.2151, 0, 0.856137, 0.856136, 1.41421, -0.856137, 0, 0.856136, 0.856136, 0.856136, 0.856136, 0.856136, 0.856136, 0.856136, 0.856136, 0.856136, 0.856136, 0.856136, 0.856136, 0.856136, 0.856136, 0.856137, 0.856136, 0.856136, 0.856136, 0.856136
15.223, 1.53067, 0.852257, 0.852256, 1.87901, 0.678408, 0, 0.852256, 0.852256, 0.852256, 0.852256, 0.852256, 0.852256, 0.852256, 0.852256, 0.852256, 0.852256, 0.852256, 0.852256, 0.852256, 0.852256, 0.852257, 0.852256, 0.852256, 0.852256, 0.852256
15.2309, 2.99771, 0.847369, 0.847367, 2.23556, 2.15034, 0, 0.847367, 0.847367, 0.847367, 0.847367, 0.847367, 0.847367, 0.847367, 0.847367, 0.847367, 0.847367, 0.847367, 0.847367, 0.847367, 0.847367, 0.847369, 0.847367, 0.847367, 0.847367, 0.847367
15.2388, 1.99752, 0.841558, 0.841556, 1.99938, 1.15596, 0, 0.841556, 0.841556, 0.841556, 0.841556, 0.841556, 0.841556, 0.841556, 0.841556, 0.841556, 0.841556, 0.841556, 0.841556, 0.841556, 0.841556, 0.841558, 0.841556, 0.841556, 0.841556, 0.841556
15.2467, 1.4741, 0.8353, 0.835299, 1.86389, 0.638801, 0, 0.835299, 0.835299, 0.835299, 0.835299, 0.835299, 0.835299, 0.835299, 0.835299, 0.835299, 0.835299, 0.835299, 0.835299, 0.835299, 0.835299, 0.8353, 0.835299, 0.835299, 0.835299, 0.835299
