   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_731.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0771676, 0, 5.64261e-19, 0, 1.41421, -5.64261e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42776e-21, 0, 0, 0, 7.06e-20, 0, 4.87233e-19, 0, 0, 0
0.0850249, 0, 1.18251e-18, 0, 1.41421, -1.18251e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34394e-20, 0, 0, 0, 1.50338e-19, 0, 1.01873e-18, 0, 0, 0
0.0928823, 0, 2.45063e-18, 0, 1.41421, -2.45063e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77869e-20, 0, 0, 0, 3.16553e-19, 0, 2.10629e-18, 0, 0, 0
0.10074, 0, 5.02384e-18, 0, 1.41421, -5.02384e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.68288e-20, 0, 0, 0, 6.59311e-19, 0, 4.3077e-18, 0, 0, 0
0.108597, 0, 1.01907e-17, 0, 1.41421, -1.01907e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14997e-19, 0, 0, 0, 1.35877e-18, 0, 8.71689e-18, 0, 0, 0
0.116454, 0, 2.04591e-17, 0, 1.41421, -2.04591e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30301e-19, 0, 0, 0, 2.77168e-18, 0, 1.74571e-17, 0, 0, 0
0.124312, 0, 4.06623e-17, 0, 1.41421, -4.06623e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56564e-19, 0, 0, 0, 5.59762e-18, 0, 3.46082e-17, 0, 0, 0
0.132169, 0, 8.00227e-17, 0, 1.41421, -8.00227e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.96173e-19, 0, 0, 0, 1.11954e-17, 0, 6.79311e-17, 0, 0, 0
0.140026, 0, 1.55966e-16, 0, 1.41421, -1.55966e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74199e-18, 0, 0, 0, 2.21792e-17, 0, 1.32045e-16, 0, 0, 0
0.147884, 0, 3.01112e-16, 0, 1.41421, -3.01112e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35382e-18, 0, 0, 0, 4.35339e-17, 0, 2.54224e-16, 0, 0, 0
0.155741, 0, 5.75938e-16, 0, 1.41421, -5.75938e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3965e-18, 0, 0, 0, 8.46777e-17, 0, 4.84863e-16, 0, 0, 0
0.163598, 0, 1.09155e-15, 0, 1.41421, -1.09155e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2087e-17, 0, 0, 0, 1.63252e-16, 0, 9.1621e-16, 0, 0, 0
0.171456, 0, 2.05019e-15, 0, 1.41421, -2.05019e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26321e-17, 0, 0, 0, 3.12015e-16, 0, 1.71554e-15, 0, 0, 0
0.179313, 0, 3.81669e-15, 0, 1.41421, -3.81669e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19967e-17, 0, 0, 0, 5.91283e-16, 0, 3.18341e-15, 0, 0, 0
0.187171, 0, 7.04336e-15, 0, 1.41421, -7.04336e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.724e-17, 0, 0, 0, 1.1112e-15, 0, 5.85491e-15, 0, 0, 0
0.195028, 0, 1.28862e-14, 0, 1.41421, -1.28862e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40816e-16, 0, 0, 0, 2.07129e-15, 0, 1.06741e-14, 0, 0, 0
0.202885, 0, 2.3376e-14, 0, 1.41421, -2.3376e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.545e-16, 0, 0, 0, 3.83005e-15, 0, 1.92915e-14, 0, 0, 0
0.210743, 0, 4.20501e-14, 0, 1.41421, -4.20501e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56027e-16, 0, 0, 0, 7.0267e-15, 0, 3.45674e-14, 0, 0, 0
0.2186, 0, 7.50169e-14, 0, 1.41421, -7.50169e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.10208e-16, 0, 0, 0, 1.27922e-14, 0, 6.14146e-14, 0, 0, 0
0.226457, 0, 1.32737e-13, 0, 1.41421, -1.32737e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42739e-15, 0, 0, 0, 2.31124e-14, 0, 1.08197e-13, 0, 0, 0
0.234315, 0, 2.32972e-13, 0, 1.41421, -2.32972e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4938e-15, 0, 0, 0, 4.14491e-14, 0, 1.89029e-13, 0, 0, 0
0.242172, 0, 4.05638e-13, 0, 1.41421, -4.05638e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32101e-15, 0, 0, 0, 7.37924e-14, 0, 3.27525e-13, 0, 0, 0
0.250029, 0, 7.00717e-13, 0, 1.41421, -7.00717e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.42575e-15, 0, 0, 0, 1.30445e-13, 0, 5.62846e-13, 0, 0, 0
0.257887, 0, 1.20103e-12, 0, 1.41421, -1.20103e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26578e-14, 0, 0, 0, 2.28988e-13, 0, 9.59384e-13, 0, 0, 0
0.265744, 0, 2.04273e-12, 0, 1.41421, -2.04273e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.14023e-14, 0, 0, 0, 3.99234e-13, 0, 1.62209e-12, 0, 0, 0
0.273602, 0, 3.44792e-12, 0, 1.41421, -3.44792e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58985e-14, 0, 0, 0, 6.91427e-13, 0, 2.7206e-12, 0, 0, 0
0.281459, 0, 5.77614e-12, 0, 1.41421, -5.77614e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.97348e-14, 0, 0, 0, 1.18972e-12, 0, 4.52668e-12, 0, 0, 0
0.289316, 0, 9.60498e-12, 0, 1.41421, -9.60498e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.86139e-14, 0, 0, 0, 2.03423e-12, 0, 7.47213e-12, 0, 0, 0
0.297174, 0, 1.58556e-11, 0, 1.41421, -1.58556e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61522e-13, 0, 0, 0, 3.45702e-12, 0, 1.22371e-11, 0, 0, 0
0.305031, 0, 2.59867e-11, 0, 1.41421, -2.59867e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62499e-13, 0, 0, 0, 5.84043e-12, 0, 1.98837e-11, 0, 0, 0
0.312888, 0, 4.2292e-11, 6.5861e-44, 1.41421, -4.2292e-11, 6.5861e-44, 0, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 6.5861e-44, 4.23305e-13, 6.5861e-44, 6.5861e-44, 6.5861e-44, 9.81147e-12, 6.5861e-44, 3.20572e-11, 6.5861e-44, 6.5861e-44, 6.5861e-44
0.320746, 0, 6.8355e-11, 1.28079e-42, 1.41421, -6.8355e-11, 1.28079e-42, 0, 1.28079e-42, 1.28079e-42, 1.28079e-42, 1.28079e-42, 1.28079e-42, 1.28079e-42, 1.28079e-42, 1.28079e-42, 1.28079e-42, 1.28079e-42, 1.28079e-42, 6.77377e-13, 1.28079e-42, 1.28079e-42, 1.28079e-42, 1.6394e-11, 1.28079e-42, 5.12836e-11, 1.28079e-42, 1.28079e-42, 1.28079e-42
0.328603, 0, 1.09739e-10, 1.89568e-41, 1.41421, -1.09739e-10, 1.89568e-41, 0, 1.89568e-41, 1.89568e-41, 1.89568e-41, 1.89568e-41, 1.89568e-41, 1.89568e-41, 1.89568e-41, 1.89568e-41, 1.89568e-41, 1.89568e-41, 1.89568e-41, 1.07568e-12, 1.89568e-41, 1.89568e-41, 1.89568e-41, 2.72536e-11, 1.89568e-41, 8.14095e-11, 1.89568e-41, 1.89568e-41, 1.89568e-41
0.33646, 0, 1.75029e-10, 2.55453e-40, 1.41421, -1.75029e-10, 2.55453e-40, 0, 2.55453e-40, 2.55453e-40, 2.55453e-40, 2.55453e-40, 2.55453e-40, 2.55453e-40, 2.55453e-40, 2.55453e-40, 2.55453e-40, 2.55453e-40, 2.55453e-40, 1.69524e-12, 2.55453e-40, 2.55453e-40, 2.55453e-40, 4.5091e-11, 2.55453e-40, 1.28243e-10, 2.55453e-40, 2.55453e-40, 2.55453e-40
0.344318, 0, 2.77405e-10, 3.09395e-39, 1.41421, -2.77405e-10, 3.09395e-39, 0, 3.09395e-39, 3.09395e-39, 3.09395e-39, 3.09395e-39, 3.09395e-39, 3.09395e-39, 3.09395e-39, 3.09395e-39, 3.09395e-39, 3.09395e-39, 3.09395e-39, 2.6516e-12, 3.09395e-39, 3.09395e-39, 3.09395e-39, 7.42735e-11, 3.09395e-39, 2.0048e-10, 3.09395e-39, 3.09395e-39, 3.09395e-39
0.352175, 0, 4.36998e-10, 3.38032e-38, 1.41421, -4.36998e-10, 3.38032e-38, 0, 3.38032e-38, 3.38032e-38, 3.38032e-38, 3.38032e-38, 3.38032e-38, 3.38032e-38, 3.38032e-38, 3.38032e-38, 3.38032e-38, 3.38032e-38, 3.38032e-38, 4.11658e-12, 3.38032e-38, 3.38032e-38, 3.38032e-38, 1.21847e-10, 3.38032e-38, 3.11034e-10, 3.38032e-38, 3.38032e-38, 3.38032e-38
0.360032, 0, 6.84424e-10, 3.34334e-37, 1.41421, -6.84424e-10, 3.34334e-37, 0, 3.34334e-37, 3.34334e-37, 3.34334e-37, 3.34334e-37, 3.34334e-37, 3.34334e-37, 3.34334e-37, 3.34334e-37, 3.34334e-37, 3.34334e-37, 3.34334e-37, 6.34377e-12, 3.34334e-37, 3.34334e-37, 3.34334e-37, 1.99163e-10, 3.34334e-37, 4.78918e-10, 3.34334e-37, 3.34334e-37, 3.34334e-37
0.36789, 0, 1.06664e-09, 1.03755e-35, 1.41421, -1.06664e-09, 1.03755e-35, 0, 1.03755e-35, 1.03755e-35, 1.03755e-35, 1.03755e-35, 1.03755e-35, 1.03755e-35, 1.03755e-35, 1.03755e-35, 1.03755e-35, 1.03755e-35, 1.03755e-35, 9.7054e-12, 1.03755e-35, 1.03755e-35, 1.03755e-35, 3.24984e-10, 1.03755e-35, 7.31954e-10, 1.03755e-35, 1.03755e-35, 1.03755e-35
0.375747, 0, 1.65295e-09, 7.88242e-35, 1.41421, -1.65295e-09, 7.88242e-35, 0, 7.88242e-35, 7.88242e-35, 7.88242e-35, 7.88242e-35, 7.88242e-35, 7.88242e-35, 7.88242e-35, 7.88242e-35, 7.88242e-35, 7.88242e-35, 7.88242e-35, 1.47393e-11, 7.88242e-35, 7.88242e-35, 7.88242e-35, 5.27952e-10, 7.88242e-35, 1.11026e-09, 7.88242e-35, 7.88242e-35, 7.88242e-35
0.383605, 0, 2.54945e-09, 5.46829e-34, 1.41421, -2.54945e-09, 5.46829e-34, 0, 5.46829e-34, 5.46829e-34, 5.46829e-34, 5.46829e-34, 5.46829e-34, 5.46829e-34, 5.46829e-34, 5.46829e-34, 5.46829e-34, 5.46829e-34, 5.46829e-34, 2.22242e-11, 5.46829e-34, 5.46829e-34, 5.46829e-34, 8.55581e-10, 5.46829e-34, 1.67165e-09, 5.46829e-34, 5.46829e-34, 5.46829e-34
0.391462, 0, 3.91535e-09, 3.7295e-33, 1.41421, -3.91535e-09, 3.7295e-33, 0, 3.7295e-33, 3.7295e-33, 3.7295e-33, 3.7295e-33, 3.7295e-33, 3.7295e-33, 3.7295e-33, 3.7295e-33, 3.7295e-33, 3.7295e-33, 3.7295e-33, 3.32732e-11, 3.7295e-33, 3.7295e-33, 3.7295e-33, 1.38367e-09, 3.7295e-33, 2.4984e-09, 3.7295e-33, 3.7295e-33, 3.7295e-33
0.399319, 0, 5.99015e-09, 2.1813e-32, 1.41421, -5.99015e-09, 2.1813e-32, 0, 2.1813e-32, 2.1813e-32, 2.1813e-32, 2.1813e-32, 2.1813e-32, 2.1813e-32, 2.1813e-32, 2.1813e-32, 2.1813e-32, 2.1813e-32, 2.1813e-32, 4.94682e-11, 2.1813e-32, 2.1813e-32, 2.1813e-32, 2.23387e-09, 2.1813e-32, 3.70682e-09, 2.1813e-32, 2.1813e-32, 2.1813e-32
0.407177, 0, 9.13432e-09, 1.19845e-31, 1.41421, -9.13432e-09, 1.19845e-31, 0, 1.19845e-31, 1.19845e-31, 1.19845e-31, 1.19845e-31, 1.19845e-31, 1.19845e-31, 1.19845e-31, 1.19845e-31, 1.19845e-31, 1.19845e-31, 1.19845e-31, 7.30407e-11, 1.19845e-31, 1.19845e-31, 1.19845e-31, 3.60138e-09, 1.19845e-31, 5.45991e-09, 1.19845e-31, 1.19845e-31, 1.19845e-31
0.415034, 0, 1.38906e-08, 6.49506e-31, 1.41421, -1.38906e-08, 6.49506e-31, 0, 6.49506e-31, 6.49506e-31, 6.49506e-31, 6.49506e-31, 6.49506e-31, 6.49506e-31, 6.49506e-31, 6.49506e-31, 6.49506e-31, 6.49506e-31, 6.49506e-31, 1.07117e-10, 6.49506e-31, 6.49506e-31, 6.49506e-31, 5.79914e-09, 6.49506e-31, 7.98433e-09, 6.49506e-31, 6.49506e-31, 6.49506e-31
0.422891, 0, 2.1077e-08, 3.36418e-30, 1.41421, -2.1077e-08, 3.36418e-30, 0, 3.36418e-30, 3.36418e-30, 3.36418e-30, 3.36418e-30, 3.36418e-30, 3.36418e-30, 3.36418e-30, 3.36418e-30, 3.36418e-30, 3.36418e-30, 3.36418e-30, 1.56048e-10, 3.36418e-30, 3.36418e-30, 3.36418e-30, 9.32827e-09, 3.36418e-30, 1.15927e-08, 3.36418e-30, 3.36418e-30, 3.36418e-30
0.430749, 0, 3.19287e-08, 1.64807e-29, 1.41421, -3.19287e-08, 1.64807e-29, 0, 1.64807e-29, 1.64807e-29, 1.64807e-29, 1.64807e-29, 1.64807e-29, 1.64807e-29, 1.64807e-29, 1.64807e-29, 1.64807e-29, 1.64807e-29, 1.64807e-29, 2.25848e-10, 1.64807e-29, 1.64807e-29, 1.64807e-29, 1.49899e-08, 1.64807e-29, 1.6713e-08, 1.64807e-29, 1.64807e-29, 1.64807e-29
0.438606, 0, 4.83126e-08, 7.6808e-29, 1.41421, -4.83126e-08, 7.6808e-29, 0, 7.6808e-29, 7.6808e-29, 7.6808e-29, 7.6808e-29, 7.6808e-29, 7.6808e-29, 7.6808e-29, 7.6808e-29, 7.6808e-29, 7.6808e-29, 7.6808e-29, 3.24779e-10, 7.6808e-29, 7.6808e-29, 7.6808e-29, 2.40617e-08, 7.6808e-29, 2.39261e-08, 7.6808e-29, 7.6808e-29, 7.6808e-29
0.446463, 0, 7.30537e-08, 3.4409e-28, 1.41421, -7.30537e-08, 3.4409e-28, 0, 3.4409e-28, 3.4409e-28, 3.4409e-28, 3.4409e-28, 3.4409e-28, 3.4409e-28, 3.4409e-28, 3.4409e-28, 3.4409e-28, 3.4409e-28, 3.4409e-28, 4.6412e-10, 3.4409e-28, 3.4409e-28, 3.4409e-28, 3.85747e-08, 3.4409e-28, 3.40149e-08, 3.4409e-28, 3.4409e-28, 3.4409e-28
0.454321, 0, 1.10431e-07, 1.47239e-27, 1.41421, -1.10431e-07, 1.47239e-27, 0, 1.47239e-27, 1.47239e-27, 1.47239e-27, 1.47239e-27, 1.47239e-27, 1.47239e-27, 1.47239e-27, 1.47239e-27, 1.47239e-27, 1.47239e-27, 1.47239e-27, 6.59181e-10, 1.47239e-27, 1.47239e-27, 1.47239e-27, 6.17456e-08, 1.47239e-27, 4.80257e-08, 1.47239e-27, 1.47239e-27, 1.47239e-27
0.462178, 0, 1.66921e-07, 6.00683e-27, 1.41421, -1.66921e-07, 6.00683e-27, 0, 6.00683e-27, 6.00683e-27, 6.00683e-27, 6.00683e-27, 6.00683e-27, 6.00683e-27, 6.00683e-27, 6.00683e-27, 6.00683e-27, 6.00683e-27, 6.00683e-27, 9.30613e-10, 6.00683e-27, 6.00683e-27, 6.00683e-27, 9.86436e-08, 6.00683e-27, 6.7347e-08, 6.00683e-27, 6.00683e-27, 6.00683e-27
0.470035, 0, 2.52326e-07, 2.33974e-26, 1.41421, -2.52326e-07, 2.33974e-26, 0, 2.33974e-26, 2.33974e-26, 2.33974e-26, 2.33974e-26, 2.33974e-26, 2.33974e-26, 2.33974e-26, 2.33974e-26, 2.33974e-26, 2.33974e-26, 2.33974e-26, 1.30612e-09, 2.33974e-26, 2.33974e-26, 2.33974e-26, 1.57213e-07, 2.33974e-26, 9.38068e-08, 2.33974e-26, 2.33974e-26, 2.33974e-26
0.477893, 0, 3.81442e-07, 8.71451e-26, 1.41421, -3.81442e-07, 8.71451e-26, 0, 8.71451e-26, 8.71451e-26, 8.71451e-26, 8.71451e-26, 8.71451e-26, 8.71451e-26, 8.71451e-26, 6.50608e-13, 8.71451e-26, 8.71451e-26, 8.71451e-26, 1.82266e-09, 8.71451e-26, 8.71451e-26, 8.71451e-26, 2.49825e-07, 8.71451e-26, 1.29794e-07, 8.71451e-26, 8.71451e-26, 8.71451e-26
0.48575, 0, 5.76545e-07, 3.10982e-25, 1.41421, -5.76545e-07, 3.10982e-25, 0, 3.10982e-25, 3.10982e-25, 3.10982e-25, 3.10982e-25, 3.10982e-25, 3.10982e-25, 3.10982e-25, 2.21475e-12, 3.10982e-25, 3.10982e-25, 3.10982e-25, 2.52925e-09, 3.10982e-25, 3.10982e-25, 3.10982e-25, 3.95607e-07, 3.10982e-25, 1.78407e-07, 3.10982e-25, 3.10982e-25, 3.10982e-25
0.493608, 0, 8.72102e-07, 1.07656e-24, 1.41421, -8.72102e-07, 1.44669e-11, 0, 8.74612e-15, 2.41378e-11, 2.35878e-10, 7.80313e-12, 1.54844e-10, 2.42884e-11, 3.18784e-11, 3.56358e-11, 1.92569e-10, 2.4577e-11, 2.85887e-10, 3.49064e-09, 1.00398e-11, 4.35117e-13, 4.30957e-14, 6.239e-07, 1.03594e-15, 2.43664e-07, 1.07656e-24, 1.07656e-24, 5.41888e-12
0.501465, 0, 1.31839e-06, 4.77775e-11, 1.41421, -1.31839e-06, 9.68072e-11, 4.77775e-11, 4.78072e-11, 1.29583e-10, 8.47192e-10, 7.42231e-11, 5.7256e-10, 1.30094e-10, 1.55817e-10, 1.62821e-10, 7.00414e-10, 1.31071e-10, 1.01668e-09, 4.83942e-09, 8.18035e-11, 4.92522e-11, 4.83614e-11, 9.79379e-07, 4.7781e-11, 3.3072e-07, 4.77775e-11, 4.77775e-11, 6.61427e-11
0.509322, 0, 1.99118e-06, 1.60911e-10, 1.41421, -1.99118e-06, 2.90144e-10, 1.60911e-10, 1.60989e-10, 3.76535e-10, 2.26802e-09, 2.30616e-10, 1.54414e-09, 3.7788e-10, 4.45682e-10, 4.59333e-10, 1.88114e-09, 3.80458e-10, 2.71475e-09, 6.70396e-09, 2.50597e-10, 1.64798e-10, 1.63141e-10, 1.52933e-06, 1.6092e-10, 4.4612e-07, 1.60911e-10, 1.60911e-10, 2.09318e-10
0.51718, 0, 3.00339e-06, 4.22101e-10, 1.41421, -3.00339e-06, 7.32707e-10, 4.22101e-10, 4.22288e-10, 9.40344e-10, 5.48644e-09, 5.89635e-10, 3.74663e-09, 9.43577e-10, 1.10654e-09, 1.13338e-09, 4.55659e-09, 9.49772e-10, 6.56015e-09, 9.31056e-09, 6.37657e-10, 4.31443e-10, 4.28415e-10, 2.37422e-06, 4.22123e-10, 5.98261e-07, 4.22101e-10, 4.22101e-10, 5.38445e-10
0.525037, 0, 4.52297e-06, 1.01167e-09, 1.41421, -4.52297e-06, 1.72257e-09, 1.01167e-09, 1.0121e-09, 2.19781e-09, 1.26028e-08, 1.39511e-09, 8.62075e-09, 2.20521e-09, 2.57818e-09, 2.63033e-09, 1.04746e-08, 2.21938e-09, 1.50602e-08, 1.30249e-08, 1.50502e-09, 1.03305e-09, 1.02754e-09, 3.66282e-06, 1.01172e-09, 7.9777e-07, 1.01167e-09, 1.01167e-09, 1.27795e-09
0.532894, 0, 6.79968e-06, 2.31223e-09, 1.41421, -6.79968e-06, 3.88593e-09, 2.31223e-09, 2.31318e-09, 4.93794e-09, 2.7971e-08, 3.16105e-09, 1.91562e-08, 4.95432e-09, 5.77996e-09, 5.87808e-09, 2.32599e-08, 4.98571e-09, 3.3411e-08, 1.84672e-08, 3.40436e-09, 2.35956e-09, 2.34966e-09, 5.61385e-06, 2.31234e-09, 1.05827e-06, 2.31223e-09, 2.31223e-09, 2.90169e-09
0.540752, 0, 1.02096e-05, 5.11358e-09, 1.41421, -1.02096e-05, 8.504e-09, 5.11358e-09, 5.11563e-09, 1.07705e-08, 6.03934e-08, 6.94231e-09, 4.14025e-08, 1.08058e-08, 1.25845e-08, 1.33252e-08, 5.02437e-08, 1.08734e-08, 7.21135e-08, 2.67303e-08, 7.46649e-09, 5.21556e-09, 5.19819e-09, 8.55025e-06, 5.11383e-09, 1.39735e-06, 5.11358e-09, 5.11358e-09, 6.38354e-09
0.548609, 0, 1.52916e-05, 1.1007e-08, 1.41421, -1.52916e-05, 1.81351e-08, 1.1007e-08, 1.10113e-08, 2.29002e-08, 1.27229e-07, 1.48518e-08, 8.7302e-08, 2.29744e-08, 2.67141e-08, 2.89278e-08, 1.0589e-07, 2.31166e-08, 1.5187e-07, 3.979e-08, 1.59538e-08, 1.12214e-08, 1.11922e-08, 1.29189e-05, 1.10075e-08, 1.83811e-06, 1.1007e-08, 1.1007e-08, 1.3677e-08
0.556466, 0, 2.28691e-05, 2.31203e-08, 1.41421, -2.28691e-05, 3.77633e-08, 2.31203e-08, 2.31291e-08, 4.7552e-08, 2.6187e-07, 3.10184e-08, 1.7985e-07, 4.77044e-08, 5.53868e-08, 6.81488e-08, 2.18034e-07, 4.79965e-08, 3.12488e-07, 6.12586e-08, 3.32823e-08, 2.35607e-08, 2.3515e-08, 1.93725e-05, 2.31213e-08, 2.41161e-06, 2.31203e-08, 2.31203e-08, 2.86051e-08
0.564324, 0, 3.41532e-05, 4.74508e-08, 1.41421, -3.41532e-05, 7.68607e-08, 4.74508e-08, 4.74686e-08, 9.65209e-08, 5.26971e-07, 6.33139e-08, 3.62236e-07, 9.68271e-08, 1.12257e-07, 1.49486e-07, 4.38927e-07, 9.74136e-08, 6.28635e-07, 9.77421e-08, 6.78609e-08, 4.83354e-08, 4.82717e-08, 2.88288e-05, 4.74529e-08, 3.16092e-06, 4.74508e-08, 4.74508e-08, 5.84669e-08
0.572181, 0, 5.0956e-05, 9.52147e-08, 1.41421, -5.0956e-05, 1.52987e-07, 9.52147e-08, 9.52497e-08, 1.91608e-07, 1.03718e-06, 1.26376e-07, 7.13576e-07, 1.92209e-07, 2.22519e-07, 3.14938e-07, 8.64229e-07, 1.93361e-07, 1.23689e-06, 1.61217e-07, 1.35308e-07, 9.69523e-08, 9.68836e-08, 4.25738e-05, 9.52189e-08, 4.14771e-06, 9.52147e-08, 9.52147e-08, 1.16855e-07
0.580038, 0, 7.59913e-05, 1.8687e-07, 1.41421, -7.59913e-05, 2.97895e-07, 1.8687e-07, 1.86937e-07, 3.72114e-07, 1.9971e-06, 2.46755e-07, 1.37521e-06, 3.7327e-07, 4.31518e-07, 6.45156e-07, 1.66473e-06, 3.75484e-07, 2.38089e-06, 2.73089e-07, 2.6392e-07, 1.90209e-07, 1.90189e-07, 6.23989e-05, 1.86878e-07, 5.46315e-06, 1.8687e-07, 1.8687e-07, 2.28457e-07
