   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_295.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00192525, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00593229, 0, 9.67316e-16, 0, 1.41421, -9.67316e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.47791e-18, 0, 0, 5.94328e-18, 0, 6.12229e-19, 0, 9.53282e-16, 0, 0
0.0137898, 0, 1.58386e-15, 0, 1.41421, -1.58386e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22426e-17, 0, 0, 9.90391e-18, 0, 1.03026e-18, 0, 1.56069e-15, 0, 0
0.0216474, 0, 2.57945e-15, 0, 1.41421, -2.57945e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99354e-17, 0, 0, 1.6418e-17, 0, 1.72537e-18, 0, 2.54137e-15, 0, 0
0.0295049, 0, 4.17851e-15, 0, 1.41421, -4.17851e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22895e-17, 0, 0, 2.70766e-17, 0, 2.87571e-18, 0, 4.11627e-15, 0, 0
0.0373624, 0, 6.73326e-15, 0, 1.41421, -6.73326e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.20241e-17, 0, 0, 4.4428e-17, 0, 4.77056e-18, 0, 6.63203e-15, 0, 0
0.04522, 0, 1.07934e-14, 0, 1.41421, -1.07934e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.33825e-17, 0, 0, 7.25338e-17, 0, 7.8773e-18, 0, 1.06296e-14, 0, 0
0.0530775, 0, 1.72124e-14, 0, 1.41421, -1.72124e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32951e-16, 0, 0, 1.17834e-16, 0, 1.29478e-17, 0, 1.69486e-14, 0, 0
0.060935, 0, 2.7308e-14, 0, 1.41421, -2.7308e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.109e-16, 0, 0, 1.90492e-16, 0, 2.11857e-17, 0, 2.68854e-14, 0, 0
0.0687926, 0, 4.31047e-14, 0, 1.41421, -4.31047e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32846e-16, 0, 0, 3.06465e-16, 0, 3.45099e-17, 0, 4.24308e-14, 0, 0
0.0766501, 0, 6.76955e-14, 0, 1.41421, -6.76955e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22647e-16, 0, 0, 4.90693e-16, 0, 5.5965e-17, 0, 6.66262e-14, 0, 0
0.0845077, 0, 1.05781e-13, 0, 1.41421, -1.05781e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.16557e-16, 0, 0, 7.81964e-16, 0, 9.03603e-17, 0, 1.04093e-13, 0, 0
0.0923652, 0, 1.64471e-13, 0, 1.41421, -1.64471e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26938e-15, 0, 0, 1.24034e-15, 0, 1.4526e-16, 0, 1.61816e-13, 0, 0
0.100223, 0, 2.54455e-13, 0, 1.41421, -2.54455e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96353e-15, 0, 0, 1.95838e-15, 0, 2.32525e-16, 0, 2.503e-13, 0, 0
0.10808, 0, 3.9173e-13, 0, 1.41421, -3.9173e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0223e-15, 0, 0, 3.07813e-15, 0, 3.70638e-16, 0, 3.85259e-13, 0, 0
0.115938, 0, 6.00107e-13, 0, 1.41421, -6.00107e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.62914e-15, 0, 0, 4.81661e-15, 0, 5.88304e-16, 0, 5.90073e-13, 0, 0
0.123795, 0, 9.14846e-13, 0, 1.41421, -9.14846e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.05567e-15, 0, 0, 7.50406e-15, 0, 9.29921e-16, 0, 8.99356e-13, 0, 0
0.131653, 0, 1.38789e-12, 0, 1.41421, -1.38789e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07019e-14, 0, 0, 1.16413e-14, 0, 1.46387e-15, 0, 1.36408e-12, 0, 0
0.13951, 0, 2.09535e-12, 0, 1.41421, -2.09535e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61541e-14, 0, 0, 1.79846e-14, 0, 2.29505e-15, 0, 2.05892e-12, 0, 0
0.147368, 0, 3.14822e-12, 0, 1.41421, -3.14822e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42664e-14, 0, 0, 2.76715e-14, 0, 3.58372e-15, 0, 3.0927e-12, 0, 0
