   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_126.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
2.99771, 15.0655, 17.633, 3.83014, 4.13104, -2.5675, 9.35178, 0, 3.83015, 3.83016, 3.83445, 3.83018, 3.84232, 3.83014, 3.83014, 3.83014, 3.83014, 3.83014, 3.83014, 3.83014, 3.83014, 3.83015, 11.4263, 3.83014, 4.49865
3.00559, 17.7082, 16.644, 3.77697, 4.43939, 1.0642, 8.87441, 0, 3.77698, 3.77699, 3.78127, 3.77701, 3.78578, 3.77697, 3.77697, 3.77697, 3.77697, 3.77697, 3.77697, 3.77697, 3.77697, 3.77697, 11.0411, 3.77697, 4.26921
3.01346, 21.5086, 15.6285, 3.72332, 4.84857, 5.88016, 8.36494, 0, 3.72333, 3.72334, 3.72762, 3.72336, 3.7296, 3.72332, 3.72332, 3.72332, 3.72332, 3.72332, 3.72332, 3.72332, 3.72332, 3.72332, 10.6188, 3.72332, 4.08074
3.02134, 23.448, 14.6028, 3.67021, 5.0446, 8.84526, 7.84044, 0, 3.67022, 3.67023, 3.67451, 3.67025, 3.67463, 3.67021, 3.67021, 3.67021, 3.67021, 3.67021, 3.67021, 3.67021, 3.67021, 3.67021, 10.1678, 3.67021, 3.92614
3.02921, 16.4578, 13.5837, 3.61857, 4.29626, 2.87418, 7.31709, 0, 3.61858, 3.61859, 3.62287, 3.61862, 3.62164, 3.61857, 3.61857, 3.61857, 3.61857, 3.61857, 3.61857, 3.61857, 3.61857, 3.61857, 9.69697, 3.61857, 3.7993
3.03708, 13.2094, 12.5878, 3.56921, 3.89992, 0.621599, 6.80947, 0, 3.56922, 3.56923, 3.57351, 3.56926, 3.5713, 3.56921, 3.56921, 3.56921, 3.56921, 3.56921, 3.56921, 3.56921, 3.56921, 3.56921, 9.21521, 3.56921, 3.69507
3.04496, 15.7784, 11.6306, 3.52275, 4.21644, 4.14782, 6.32985, 0, 3.52276, 3.52277, 3.52705, 3.52281, 3.52417, 3.52275, 3.52275, 3.52275, 3.52275, 3.52275, 3.52275, 3.52275, 3.52275, 3.52275, 8.73125, 3.52275, 3.6092
3.05283, 16.2024, 10.7257, 3.47967, 4.26643, 5.47672, 5.88803, 0, 3.47968, 3.47969, 3.48397, 3.47974, 3.48061, 3.47967, 3.47967, 3.47967, 3.47967, 3.47967, 3.47967, 3.47967, 3.47967, 3.47967, 8.25344, 3.47967, 3.53823
3.06071, 15.2409, 9.88433, 3.44025, 4.15222, 5.3566, 5.49103, 0, 3.44026, 3.44027, 3.44455, 3.44033, 3.44087, 3.44025, 3.44025, 3.44025, 3.44025, 3.44025, 3.44025, 3.44025, 3.44025, 3.44025, 7.78941, 3.44025, 3.47938
3.06858, 14.7323, 9.11499, 3.40461, 4.09051, 5.61731, 5.14316, 0, 3.40461, 3.40462, 3.40891, 3.40469, 3.405, 3.40461, 3.40461, 3.40461, 3.40461, 3.40461, 3.40461, 3.40461, 3.40461, 3.40461, 7.34583, 3.40461, 3.43039
3.07646, 17.2436, 8.42316, 3.3727, 4.38675, 8.82046, 4.84622, 0, 3.37271, 3.37272, 3.377, 3.3728, 3.37296, 3.3727, 3.3727, 3.3727, 3.3727, 3.3727, 3.3727, 3.3727, 3.3727, 3.3727, 6.9282, 3.3727, 3.38946
3.08433, 9.74446, 7.81151, 3.34438, 3.42702, 1.93294, 4.59978, 0, 3.34439, 3.3444, 3.34869, 3.3445, 3.34455, 3.34438, 3.34438, 3.34438, 3.34438, 3.34438, 3.34438, 3.34438, 3.34438, 3.34439, 6.54077, 3.34438, 3.35513
3.09221, 11.6774, 7.27993, 3.31942, 3.6983, 4.39746, 4.40159, 0, 3.31943, 3.31944, 3.32372, 3.31955, 3.31952, 3.31942, 3.31942, 3.31942, 3.31942, 3.31942, 3.31942, 3.31942, 3.31942, 3.31942, 6.18641, 3.31942, 3.32621
3.10008, 17.0191, 6.82587, 3.29753, 4.36109, 10.1932, 4.24796, 0, 3.29753, 3.29754, 3.30183, 3.29767, 3.29759, 3.29753, 3.29753, 3.29753, 3.29753, 3.29753, 3.29753, 3.29753, 3.29753, 3.29753, 5.86666, 3.29753, 3.30176
3.10795, 17.5107, 6.44466, 3.2784, 4.41709, 11.0661, 4.13412, 0, 3.27841, 3.27842, 3.2827, 3.27857, 3.27844, 3.2784, 3.2784, 3.2784, 3.2784, 3.2784, 3.2784, 3.2784, 3.2784, 3.2784, 5.5818, 3.2784, 3.28101
3.11583, 15.4558, 6.13003, 3.26177, 4.17801, 9.32575, 4.05468, 0, 3.26178, 3.26179, 3.26607, 3.26196, 3.26179, 3.26177, 3.26177, 3.26177, 3.26177, 3.26177, 3.26177, 3.26177, 3.26177, 3.26177, 5.33101, 3.26177, 3.26335
3.1237, 10.7514, 5.87452, 3.2474, 3.57091, 4.87688, 4.00388, 0, 3.2474, 3.24741, 3.2517, 3.2476, 3.24741, 3.2474, 3.2474, 3.2474, 3.2474, 3.2474, 3.2474, 3.2474, 3.2474, 3.2474, 5.11253, 3.2474, 3.24834
3.13158, 12.7566, 5.66993, 3.2351, 3.84143, 7.08664, 3.97595, 0, 3.2351, 3.23511, 3.2394, 3.23533, 3.2351, 3.2351, 3.2351, 3.2351, 3.2351, 3.2351, 3.2351, 3.2351, 3.2351, 3.2351, 4.92394, 3.2351, 3.23566
3.13945, 6.76162, 5.50775, 3.22476, 2.96, 1.25387, 3.96527, 0, 3.22477, 3.22478, 3.22906, 3.22501, 3.22476, 3.22476, 3.22476, 3.22476, 3.22476, 3.22476, 3.22476, 3.22476, 3.22476, 3.22476, 4.76232, 3.22476, 3.22509
3.14733, 15.2315, 5.37958, 3.21633, 4.15108, 9.85189, 3.96659, 0, 3.21634, 3.21635, 3.22064, 3.2166, 3.21634, 3.21633, 3.21633, 3.21633, 3.21633, 3.21633, 3.21633, 3.21633, 3.21633, 3.21633, 4.62453, 3.21633, 3.21652
3.1552, 17.3011, 5.27745, 3.20983, 4.3933, 12.0237, 3.97519, 0, 3.20983, 3.20984, 3.21413, 3.21011, 3.20983, 3.20983, 3.20983, 3.20983, 3.20983, 3.20983, 3.20983, 3.20983, 3.20983, 3.20983, 4.50736, 3.20983, 3.20993
3.16308, 15.8771, 5.19406, 3.20528, 4.22813, 10.683, 3.98691, 0, 3.20529, 3.2053, 3.20959, 3.20559, 3.20529, 3.20528, 3.20528, 3.20528, 3.20528, 3.20528, 3.20528, 3.20528, 3.20528, 3.20529, 4.40774, 3.20528, 3.20534
3.17095, 11.2022, 5.12302, 3.20279, 3.63348, 6.07917, 3.99833, 0, 3.2028, 3.20281, 3.20709, 3.2031, 3.20279, 3.20279, 3.20279, 3.20279, 3.20279, 3.20279, 3.20279, 3.20279, 3.20279, 3.20279, 4.32281, 3.20279, 3.20282
3.17883, 11.3399, 5.05898, 3.20243, 3.65238, 6.28087, 4.00669, 0, 3.20244, 3.20245, 3.20673, 3.20275, 3.20243, 3.20243, 3.20243, 3.20243, 3.20243, 3.20243, 3.20243, 3.20243, 3.20243, 3.20243, 4.25005, 3.20243, 3.20245
3.1867, 10.7783, 4.9977, 3.20428, 3.57467, 5.78055, 4.01, 0, 3.20429, 3.2043, 3.20859, 3.20461, 3.20428, 3.20428, 3.20428, 3.20428, 3.20428, 3.20428, 3.20428, 3.20428, 3.20428, 3.20429, 4.18731, 3.20428, 3.20429
3.19457, 5.20239, 4.93603, 3.20842, 2.68373, 0.266356, 4.00698, 0, 3.20842, 3.20843, 3.21272, 3.20875, 3.20842, 3.20842, 3.20842, 3.20842, 3.20842, 3.20842, 3.20842, 3.20842, 3.20842, 3.20842, 4.1328, 3.20842, 3.20842
3.20245, 6.19773, 4.87192, 3.21485, 2.86317, 1.32581, 3.99702, 0, 3.21486, 3.21487, 3.21916, 3.21518, 3.21485, 3.21485, 3.21485, 3.21485, 3.21485, 3.21485, 3.21485, 3.21485, 3.21485, 3.21486, 4.0851, 3.21485, 3.21486
3.21032, 10.5781, 4.80429, 3.22359, 3.54657, 5.77384, 3.98011, 0, 3.2236, 3.22361, 3.22789, 3.22391, 3.22359, 3.22359, 3.22359, 3.22359, 3.22359, 3.22359, 3.22359, 3.22359, 3.22359, 3.22359, 4.04312, 3.22359, 3.22359
3.2182, 8.39771, 4.7329, 3.23456, 3.22455, 3.6648, 3.95678, 0, 3.23457, 3.23458, 3.23886, 3.23487, 3.23456, 3.23456, 3.23456, 3.23456, 3.23456, 3.23456, 3.23456, 3.23456, 3.23456, 3.23456, 4.00604, 3.23456, 3.23456
3.22607, 6.58799, 4.65824, 3.24767, 2.93053, 1.92976, 3.92799, 0, 3.24768, 3.24769, 3.25198, 3.24797, 3.24767, 3.24767, 3.24767, 3.24767, 3.24767, 3.24767, 3.24767, 3.24767, 3.24767, 3.24768, 3.97329, 3.24767, 3.24767
3.23395, 11.3998, 4.58127, 3.26279, 3.66057, 6.81853, 3.89499, 0, 3.26279, 3.26281, 3.26709, 3.26306, 3.26279, 3.26279, 3.26279, 3.26279, 3.26279, 3.26279, 3.26279, 3.26279, 3.26279, 3.26279, 3.94446, 3.26279, 3.26279
3.24182, 5.19523, 4.50336, 3.27973, 2.68239, 0.691867, 3.85921, 0, 3.27973, 3.27974, 3.28403, 3.27998, 3.27973, 3.27973, 3.27973, 3.27973, 3.27973, 3.27973, 3.27973, 3.27973, 3.27973, 3.27973, 3.91929, 3.27973, 3.27973
3.2497, 4.99758, 4.42604, 3.29828, 2.64529, 0.571542, 3.82218, 0, 3.29829, 3.2983, 3.30258, 3.29852, 3.29828, 3.29828, 3.29828, 3.29828, 3.29828, 3.29828, 3.29828, 3.29828, 3.29828, 3.29828, 3.89757, 3.29828, 3.29828
3.25757, 7.56863, 4.35086, 3.31822, 3.09332, 3.21778, 3.78536, 0, 3.31823, 3.31824, 3.32252, 3.31844, 3.31822, 3.31822, 3.31822, 3.31822, 3.31822, 3.31822, 3.31822, 3.31822, 3.31822, 3.31822, 3.87916, 3.31822, 3.31822
3.26544, 5.23856, 4.27928, 3.3393, 2.69046, 0.959282, 3.75011, 0, 3.33931, 3.33932, 3.3436, 3.3395, 3.3393, 3.3393, 3.3393, 3.3393, 3.3393, 3.3393, 3.3393, 3.3393, 3.3393, 3.3393, 3.86394, 3.3393, 3.3393
3.27332, 2.18556, 4.21258, 3.36127, 2.04586, -2.02702, 3.71757, 0, 3.36128, 3.36129, 3.36557, 3.36145, 3.36127, 3.36127, 3.36127, 3.36127, 3.36127, 3.36127, 3.36127, 3.36127, 3.36127, 3.36127, 3.85177, 3.36127, 3.36127
3.28119, 1.36387, 4.15176, 3.38388, 1.83408, -2.78789, 3.68865, 0, 3.38389, 3.3839, 3.38818, 3.38403, 3.38388, 3.38388, 3.38388, 3.38388, 3.38388, 3.38388, 3.38388, 3.38388, 3.38388, 3.38388, 3.84249, 3.38388, 3.38388
3.28907, 8.35423, 4.09751, 3.40687, 3.2178, 4.25672, 3.66399, 0, 3.40687, 3.40689, 3.41117, 3.407, 3.40687, 3.40687, 3.40687, 3.40687, 3.40687, 3.40687, 3.40687, 3.40687, 3.40687, 3.40687, 3.83592, 3.40687, 3.40687
3.29694, 5.27466, 4.05023, 3.43, 2.69716, 1.22443, 3.64395, 0, 3.43001, 3.43002, 3.4343, 3.43012, 3.43, 3.43, 3.43, 3.43, 3.43, 3.43, 3.43, 3.43, 3.43, 3.43, 3.83184, 3.43, 3.43
3.30482, 3.70146, 4.01, 3.45305, 2.38777, -0.308538, 3.62863, 0, 3.45306, 3.45307, 3.45736, 3.45316, 3.45305, 3.45305, 3.45305, 3.45305, 3.45305, 3.45305, 3.45305, 3.45305, 3.45305, 3.45306, 3.82999, 3.45305, 3.45305
3.31269, 6.81426, 3.97663, 3.47581, 2.96888, 2.83763, 3.61793, 0, 3.47582, 3.47583, 3.48012, 3.4759, 3.47581, 3.47581, 3.47581, 3.47581, 3.47581, 3.47581, 3.47581, 3.47581, 3.47581, 3.47582, 3.83009, 3.47581, 3.47581
3.32057, 4.47704, 3.94972, 3.49809, 2.545, 0.527313, 3.61156, 0, 3.4981, 3.49811, 3.50239, 3.49817, 3.49809, 3.49809, 3.49809, 3.49809, 3.49809, 3.49809, 3.49809, 3.49809, 3.49809, 3.49809, 3.83185, 3.49809, 3.49809
3.32844, 1.82893, 3.92871, 3.51973, 1.95677, -2.09977, 3.60909, 0, 3.51974, 3.51975, 3.52404, 3.5198, 3.51973, 3.51973, 3.51973, 3.51973, 3.51973, 3.51973, 3.51973, 3.51973, 3.51973, 3.51974, 3.83496, 3.51973, 3.51973
3.33631, 5.16626, 3.9129, 3.54061, 2.67699, 1.25336, 3.61001, 0, 3.54061, 3.54062, 3.54491, 3.54066, 3.54061, 3.54061, 3.54061, 3.54061, 3.54061, 3.54061, 3.54061, 3.54061, 3.54061, 3.54061, 3.83911, 3.54061, 3.54061
3.34419, 2.83374, 3.90158, 3.56061, 2.19858, -1.06783, 3.61379, 0, 3.56062, 3.56063, 3.56491, 3.56066, 3.56061, 3.56061, 3.56061, 3.56061, 3.56061, 3.56061, 3.56061, 3.56061, 3.56061, 3.56061, 3.84402, 3.56061, 3.56061
3.35206, 0.322924, 3.89398, 3.57969, 1.52411, -3.57106, 3.61989, 0, 3.5797, 3.57971, 3.58399, 3.57973, 3.57969, 3.57969, 3.57969, 3.57969, 3.57969, 3.57969, 3.57969, 3.57969, 3.57969, 3.57969, 3.84941, 3.57969, 3.57969
3.35994, 4.99516, 3.88941, 3.59783, 2.64484, 1.10575, 3.6278, 0, 3.59784, 3.59785, 3.60213, 3.59787, 3.59783, 3.59783, 3.59783, 3.59783, 3.59783, 3.59783, 3.59783, 3.59783, 3.59783, 3.59783, 3.85507, 3.59783, 3.59783
3.36781, 2.83857, 3.88723, 3.61504, 2.19968, -1.04865, 3.63708, 0, 3.61505, 3.61506, 3.61934, 3.61507, 3.61504, 3.61504, 3.61504, 3.61504, 3.61504, 3.61504, 3.61504, 3.61504, 3.61504, 3.61504, 3.86082, 3.61504, 3.61504
3.37569, 1.61441, 3.88687, 3.63139, 1.90116, -2.27246, 3.64738, 0, 3.63139, 3.63141, 3.63569, 3.63142, 3.63139, 3.63139, 3.63139, 3.63139, 3.63139, 3.63139, 3.63139, 3.63139, 3.63139, 3.63139, 3.86652, 3.63139, 3.63139
3.38356, 4.38073, 3.88789, 3.64697, 2.52601, 0.492835, 3.65841, 0, 3.64697, 3.64698, 3.65127, 3.64699, 3.64697, 3.64697, 3.64697, 3.64697, 3.64697, 3.64697, 3.64697, 3.64697, 3.64697, 3.64697, 3.87208, 3.64697, 3.64697
3.39144, 5.44584, 3.88994, 3.66191, 2.72871, 1.55589, 3.66999, 0, 3.66192, 3.66193, 3.66621, 3.66194, 3.66191, 3.66191, 3.66191, 3.66191, 3.66191, 3.66191, 3.66191, 3.66191, 3.66191, 3.66191, 3.8775, 3.66191, 3.66191
3.39931, 4.54934, 3.89278, 3.67638, 2.55917, 0.65656, 3.68201, 0, 3.67639, 3.6764, 3.68068, 3.6764, 3.67638, 3.67638, 3.67638, 3.67638, 3.67638, 3.67638, 3.67638, 3.67638, 3.67638, 3.67638, 3.88279, 3.67638, 3.67638
3.40719, 0.853036, 3.89625, 3.69056, 1.68909, -3.04321, 3.69443, 0, 3.69057, 3.69058, 3.69486, 3.69058, 3.69056, 3.69056, 3.69056, 3.69056, 3.69056, 3.69056, 3.69056, 3.69056, 3.69056, 3.69056, 3.88802, 3.69056, 3.69056
3.41506, 4.14218, 3.90029, 3.70465, 2.47834, 0.241892, 3.70727, 0, 3.70465, 3.70466, 3.70895, 3.70467, 3.70465, 3.70465, 3.70465, 3.70465, 3.70465, 3.70465, 3.70465, 3.70465, 3.70465, 3.70465, 3.89331, 3.70465, 3.70465
3.42293, 2.13725, 3.9049, 3.71884, 2.03402, -1.76766, 3.7206, 0, 3.71885, 3.71886, 3.72315, 3.71887, 3.71884, 3.71884, 3.71884, 3.71884, 3.71884, 3.71884, 3.71884, 3.71884, 3.71884, 3.71885, 3.89879, 3.71884, 3.71884
3.43081, 1.72057, 3.91013, 3.73335, 1.92888, -2.18956, 3.73451, 0, 3.73336, 3.73337, 3.73766, 3.73338, 3.73335, 3.73335, 3.73335, 3.73335, 3.73335, 3.73335, 3.73335, 3.73335, 3.73335, 3.73335, 3.90461, 3.73335, 3.73335
3.43868, 1.26988, 3.91606, 3.74836, 1.80828, -2.64618, 3.74911, 0, 3.74837, 3.74838, 3.75266, 3.74838, 3.74836, 3.74836, 3.74836, 3.74836, 3.74836, 3.74836, 3.74836, 3.74836, 3.74836, 3.74836, 3.91094, 3.74836, 3.74836
3.44656, 7.1276, 3.92279, 3.76403, 3.02119, 3.20481, 3.76452, 0, 3.76404, 3.76405, 3.76833, 3.76406, 3.76403, 3.76403, 3.76403, 3.76403, 3.76403, 3.76403, 3.76403, 3.76403, 3.76403, 3.76403, 3.91795, 3.76403, 3.76403
3.45443, 5.12297, 3.93043, 3.78052, 2.66889, 1.19253, 3.78082, 0, 3.78052, 3.78053, 3.78482, 3.78054, 3.78052, 3.78052, 3.78052, 3.78052, 3.78052, 3.78052, 3.78052, 3.78052, 3.78052, 3.78052, 3.92577, 3.78052, 3.78052
3.46231, 8.60725, 3.93909, 3.79792, 3.25688, 4.66816, 3.79811, 0, 3.79793, 3.79794, 3.80222, 3.79795, 3.79792, 3.79792, 3.79792, 3.79792, 3.79792, 3.79792, 3.79792, 3.79792, 3.79792, 3.79792, 3.93454, 3.79792, 3.79792
3.47018, 4.12291, 3.94885, 3.81633, 2.47445, 0.174058, 3.81645, 0, 3.81634, 3.81635, 3.82064, 3.81636, 3.81633, 3.81633, 3.81633, 3.81633, 3.81633, 3.81633, 3.81633, 3.81633, 3.81633, 3.81633, 3.94437, 3.81633, 3.81633
3.47806, 2.87226, 3.95978, 3.8358, 2.20732, -1.08752, 3.83587, 0, 3.83581, 3.83582, 3.8401, 3.83583, 3.8358, 3.8358, 3.8358, 3.8358, 3.8358, 3.8358, 3.8358, 3.8358, 3.8358, 3.8358, 3.95535, 3.8358, 3.8358
3.48593, 3.87714, 3.97194, 3.85633, 2.42428, -0.0947976, 3.85638, 0, 3.85634, 3.85635, 3.86064, 3.85636, 3.85633, 3.85633, 3.85633, 3.85633, 3.85633, 3.85633, 3.85633, 3.85633, 3.85633, 3.85634, 3.96753, 3.85633, 3.85633
3.4938, 0.118088, 3.98533, 3.87793, 1.45537, -3.86724, 3.87795, 0, 3.87794, 3.87795, 3.88223, 3.87796, 3.87793, 3.87793, 3.87793, 3.87793, 3.87793, 3.87793, 3.87793, 3.87793, 3.87793, 3.87793, 3.98094, 3.87793, 3.87793
3.50168, 3.11319, 3.99996, 3.90054, 2.26124, -0.886769, 3.90056, 0, 3.90055, 3.90056, 3.90485, 3.90058, 3.90054, 3.90054, 3.90054, 3.90054, 3.90054, 3.90054, 3.90054, 3.90054, 3.90054, 3.90055, 3.99558, 3.90054, 3.90054
3.50955, 4.3347, 4.01582, 3.92413, 2.51688, 0.318883, 3.92414, 0, 3.92414, 3.92415, 3.92843, 3.92416, 3.92413, 3.92413, 3.92413, 3.92413, 3.92413, 3.92413, 3.92413, 3.92413, 3.92413, 3.92413, 4.01145, 3.92413, 3.92413
3.51743, 7.54486, 4.03287, 3.94861, 3.08948, 3.51199, 3.94862, 0, 3.94862, 3.94863, 3.95291, 3.94864, 3.94861, 3.94861, 3.94861, 3.94861, 3.94861, 3.94861, 3.94861, 3.94861, 3.94861, 3.94861, 4.02849, 3.94861, 3.94861
3.5253, 1.99758, 4.05105, 3.97391, 1.99939, -2.05347, 3.97391, 0, 3.97392, 3.97393, 3.97821, 3.97394, 3.97391, 3.97391, 3.97391, 3.97391, 3.97391, 3.97391, 3.97391, 3.97391, 3.97391, 3.97391, 4.04668, 3.97391, 3.97391
3.53318, 3.10354, 4.07031, 3.99994, 2.2591, -0.96677, 3.99994, 0, 3.99994, 3.99996, 4.00424, 3.99997, 3.99994, 3.99994, 3.99994, 3.99994, 3.99994, 3.99994, 3.99994, 3.99994, 3.99994, 3.99994, 4.06594, 3.99994, 3.99994
3.54105, 5.99523, 4.09058, 4.02661, 2.82758, 1.90465, 4.02661, 0, 4.02662, 4.02663, 4.03091, 4.02665, 4.02661, 4.02661, 4.02661, 4.02661, 4.02661, 4.02661, 4.02661, 4.02661, 4.02661, 4.02661, 4.08621, 4.02661, 4.02661
3.54893, 3.99516, 4.1118, 4.05384, 2.4485, -0.116641, 4.05384, 0, 4.05385, 4.05386, 4.05815, 4.05388, 4.05384, 4.05384, 4.05384, 4.05384, 4.05384, 4.05384, 4.05384, 4.05384, 4.05384, 4.05384, 4.10743, 4.05384, 4.05384
3.5568, 3.99523, 4.1339, 4.08156, 2.44852, -0.138673, 4.08156, 0, 4.08157, 4.08158, 4.08587, 4.0816, 4.08156, 4.08156, 4.08156, 4.08156, 4.08156, 4.08156, 4.08156, 4.08156, 4.08156, 4.08156, 4.12953, 4.08156, 4.08156
3.56467, 2.38049, 4.15681, 4.10969, 2.09296, -1.77632, 4.10969, 0, 4.1097, 4.10971, 4.11399, 4.10973, 4.10969, 4.10969, 4.10969, 4.10969, 4.10969, 4.10969, 4.10969, 4.10969, 4.10969, 4.10969, 4.15244, 4.10969, 4.10969
3.57255, 6.79765, 4.18047, 4.13817, 2.96608, 2.61718, 4.13817, 0, 4.13818, 4.13819, 4.14247, 4.13822, 4.13817, 4.13817, 4.13817, 4.13817, 4.13817, 4.13817, 4.13817, 4.13817, 4.13817, 4.13817, 4.1761, 4.13817, 4.13817
3.58042, 5.26526, 4.20482, 4.16695, 2.69542, 1.06044, 4.16695, 0, 4.16695, 4.16697, 4.17125, 4.16699, 4.16695, 4.16695, 4.16695, 4.16695, 4.16695, 4.16695, 4.16695, 4.16695, 4.16695, 4.16695, 4.20044, 4.16695, 4.16695
3.5883, 7.53721, 4.2298, 4.19597, 3.08824, 3.30741, 4.19597, 0, 4.19598, 4.19599, 4.20027, 4.19602, 4.19597, 4.19597, 4.19597, 4.19597, 4.19597, 4.19597, 4.19597, 4.19597, 4.19597, 4.19597, 4.22543, 4.19597, 4.19597
3.59617, 6.16865, 4.25537, 4.22521, 2.85808, 1.91328, 4.22521, 0, 4.22521, 4.22523, 4.22951, 4.22525, 4.22521, 4.22521, 4.22521, 4.22521, 4.22521, 4.22521, 4.22521, 4.22521, 4.22521, 4.22521, 4.25099, 4.22521, 4.22521
3.60405, 3.90613, 4.28147, 4.25462, 2.43025, -0.375346, 4.25462, 0, 4.25463, 4.25464, 4.25892, 4.25467, 4.25462, 4.25462, 4.25462, 4.25462, 4.25462, 4.25462, 4.25462, 4.25462, 4.25462, 4.25462, 4.27709, 4.25462, 4.25462
3.61192, 3.91078, 4.30807, 4.28419, 2.43121, -0.397288, 4.28419, 0, 4.2842, 4.28421, 4.2885, 4.28424, 4.28419, 4.28419, 4.28419, 4.28419, 4.28419, 4.28419, 4.28419, 4.28419, 4.28419, 4.28419, 4.30369, 4.28419, 4.28419
3.6198, 1.99523, 4.33513, 4.3139, 1.99881, -2.33989, 4.3139, 0, 4.31391, 4.31392, 4.31821, 4.31395, 4.3139, 4.3139, 4.3139, 4.3139, 4.3139, 4.3139, 4.3139, 4.3139, 4.3139, 4.3139, 4.33074, 4.3139, 4.3139
3.62767, 1.99517, 4.3626, 4.34374, 1.99879, -2.36744, 4.34374, 0, 4.34375, 4.34376, 4.34804, 4.34379, 4.34374, 4.34374, 4.34374, 4.34374, 4.34374, 4.34374, 4.34374, 4.34374, 4.34374, 4.34374, 4.35822, 4.34374, 4.34374
3.63555, 7.14447, 4.39047, 4.37369, 3.02398, 2.754, 4.37369, 0, 4.3737, 4.37371, 4.37799, 4.37374, 4.37369, 4.37369, 4.37369, 4.37369, 4.37369, 4.37369, 4.37369, 4.37369, 4.37369, 4.37369, 4.38609, 4.37369, 4.37369
3.64342, 5.91811, 4.4187, 4.40374, 2.81391, 1.49941, 4.40374, 0, 4.40375, 4.40376, 4.40805, 4.4038, 4.40374, 4.40374, 4.40374, 4.40374, 4.40374, 4.40374, 4.40374, 4.40374, 4.40374, 4.40374, 4.41431, 4.40374, 4.40374
3.65129, 8.8531, 4.44726, 4.4339, 3.2944, 4.40584, 4.4339, 0, 4.43391, 4.43392, 4.4382, 4.43396, 4.4339, 4.4339, 4.4339, 4.4339, 4.4339, 4.4339, 4.4339, 4.4339, 4.4339, 4.4339, 4.44287, 4.4339, 4.4339
3.65917, 4.06505, 4.47612, 4.46415, 2.46273, -0.411068, 4.46415, 0, 4.46416, 4.46417, 4.46846, 4.46421, 4.46415, 4.46415, 4.46415, 4.46415, 4.46415, 4.46415, 4.46415, 4.46415, 4.46415, 4.46416, 4.47173, 4.46415, 4.46415
3.66704, 3.93014, 4.50527, 4.49451, 2.43519, -0.575125, 4.49451, 0, 4.49452, 4.49453, 4.49881, 4.49457, 4.49451, 4.49451, 4.49451, 4.49451, 4.49451, 4.49451, 4.49451, 4.49451, 4.49451, 4.49451, 4.50088, 4.49451, 4.49451
3.67492, 3.12271, 4.53469, 4.52496, 2.26334, -1.41198, 4.52496, 0, 4.52497, 4.52498, 4.52926, 4.52502, 4.52496, 4.52496, 4.52496, 4.52496, 4.52496, 4.52496, 4.52496, 4.52496, 4.52496, 4.52496, 4.53029, 4.52496, 4.52496
3.68279, 8.05315, 4.56435, 4.5555, 3.17067, 3.48881, 4.5555, 0, 4.55551, 4.55552, 4.55981, 4.55557, 4.5555, 4.5555, 4.5555, 4.5555, 4.5555, 4.5555, 4.5555, 4.5555, 4.5555, 4.55551, 4.55995, 4.5555, 4.5555
3.69067, 7.81689, 4.59424, 4.58615, 3.13319, 3.22265, 4.58615, 0, 4.58616, 4.58617, 4.59045, 4.58622, 4.58615, 4.58615, 4.58615, 4.58615, 4.58615, 4.58615, 4.58615, 4.58615, 4.58615, 4.58615, 4.58984, 4.58615, 4.58615
3.69854, 4.94223, 4.62434, 4.61689, 2.63481, 0.317887, 4.61689, 0, 4.6169, 4.61691, 4.62119, 4.61696, 4.61689, 4.61689, 4.61689, 4.61689, 4.61689, 4.61689, 4.61689, 4.61689, 4.61689, 4.61689, 4.61994, 4.61689, 4.61689
3.70642, 1.10595, 4.65464, 4.64773, 1.76237, -3.5487, 4.64773, 0, 4.64774, 4.64775, 4.65204, 4.6478, 4.64773, 4.64773, 4.64773, 4.64773, 4.64773, 4.64773, 4.64773, 4.64773, 4.64773, 4.64774, 4.65024, 4.64773, 4.64773
3.71429, 4.14683, 4.68514, 4.67868, 2.47928, -0.538303, 4.67868, 0, 4.67869, 4.6787, 4.68298, 4.67875, 4.67868, 4.67868, 4.67868, 4.67868, 4.67868, 4.67868, 4.67868, 4.67868, 4.67868, 4.67868, 4.68073, 4.67868, 4.67868
3.72216, 5.8435, 4.71581, 4.70973, 2.80062, 1.12769, 4.70973, 0, 4.70974, 4.70975, 4.71403, 4.7098, 4.70973, 4.70973, 4.70973, 4.70973, 4.70973, 4.70973, 4.70973, 4.70973, 4.70973, 4.70973, 4.7114, 4.70973, 4.70973
3.73004, 3.99517, 4.74665, 4.74088, 2.4485, -0.751475, 4.74088, 0, 4.74089, 4.7409, 4.74518, 4.74095, 4.74088, 4.74088, 4.74088, 4.74088, 4.74088, 4.74088, 4.74088, 4.74088, 4.74088, 4.74088, 4.74224, 4.74088, 4.74088
