   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_126.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
12.0376, 3.50006, 3.59373, 3.24477, 2.34522, -0.0936635, 3.24477, 0, 3.59372, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477, 3.24477
12.0455, 1.99529, 3.53731, 3.23282, 1.99882, -1.54202, 3.23282, 0, 3.53731, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282, 3.23282
12.0534, 6.49219, 3.48405, 3.22051, 2.91414, 3.00814, 3.22051, 0, 3.48405, 3.22051, 3.22051, 3.22051, 3.22051, 3.22051, 3.22051, 3.22051, 3.22051, 3.22051, 3.22051, 3.22051, 3.22051, 3.22052, 3.22051, 3.22051, 3.22051
12.0612, 2.99331, 3.43447, 3.20824, 2.23457, -0.441166, 3.20824, 0, 3.43447, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824, 3.20824
12.0691, 4.5145, 3.39123, 3.19859, 2.55235, 1.12327, 3.19859, 0, 3.39123, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859, 3.19859
12.077, 2.49021, 3.35037, 3.18766, 2.11901, -0.860155, 3.18766, 0, 3.35036, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766, 3.18766
12.0849, 1.99777, 3.31198, 3.17568, 1.99944, -1.31421, 3.17568, 0, 3.31198, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568, 3.17568
12.0927, 5.45379, 3.27645, 3.16319, 2.73016, 2.17734, 3.16319, 0, 3.27645, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319, 3.16319
12.1006, 5.95563, 3.24407, 3.15072, 2.82057, 2.71156, 3.15072, 0, 3.24407, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072, 3.15072
12.1085, 4.58327, 3.21793, 3.14162, 2.56579, 1.36534, 3.14162, 0, 3.21793, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162, 3.14162
12.1164, 3.9539, 3.19276, 3.13088, 2.44006, 0.76114, 3.13088, 0, 3.19276, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088, 3.13088
12.1242, 5.5171, 3.16856, 3.11879, 2.74173, 2.34854, 3.11879, 0, 3.16856, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879, 3.11879
12.1321, 3.41574, 3.14574, 3.10603, 2.32717, 0.269999, 3.10603, 0, 3.14574, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603, 3.10603
12.14, 5.10354, 3.12472, 3.0933, 2.66525, 1.97881, 3.0933, 0, 3.12472, 3.0933, 3.0933, 3.0933, 3.0933, 3.0933, 3.0933, 3.0933, 3.0933, 3.0933, 3.0933, 3.0933, 3.0933, 3.09331, 3.0933, 3.0933, 3.0933
12.1479, 1.99758, 3.10951, 3.08485, 1.99939, -1.11193, 3.08485, 0, 3.1095, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485, 3.08485
12.1557, 1.46382, 3.0936, 3.0744, 1.86113, -1.62979, 3.0744, 0, 3.0936, 3.0744, 3.0744, 3.0744, 3.0744, 3.0744, 3.0744, 3.0744, 3.0744, 3.0744, 3.0744, 3.0744, 3.0744, 3.07441, 3.0744, 3.0744, 3.0744
12.1636, 5.06766, 3.07711, 3.06228, 2.65851, 1.99055, 3.06228, 0, 3.0771, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228, 3.06228
12.1715, 3.30669, 3.06069, 3.04934, 2.30363, 0.246002, 3.04934, 0, 3.06069, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934, 3.04934
12.1794, 2.69331, 3.04504, 3.03642, 2.1664, -0.351733, 3.03642, 0, 3.04504, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642, 3.03642
12.1872, 3.91301, 3.03502, 3.02851, 2.43167, 0.877995, 3.02851, 0, 3.03501, 3.02851, 3.02851, 3.02851, 3.02851, 3.02851, 3.02851, 3.02851, 3.02851, 3.02851, 3.02851, 3.02851, 3.02851, 3.02852, 3.02851, 3.02851, 3.02851
12.1951, 4.54114, 3.02316, 3.01831, 2.55757, 1.51798, 3.01831, 0, 3.02316, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831, 3.01831
12.203, 2.44933, 3.00973, 3.00612, 2.10934, -0.560396, 3.00612, 0, 3.00972, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612, 3.00612
12.2109, 4.54571, 2.99562, 2.99297, 2.55846, 1.55009, 2.99297, 0, 2.99562, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297, 2.99297
12.2187, 3.99765, 2.98178, 2.97985, 2.44901, 1.01586, 2.97985, 0, 2.98178, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985, 2.97985
12.2266, 2.55316, 2.97384, 2.97244, 2.13381, -0.420684, 2.97244, 0, 2.97384, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244, 2.97244
12.2345, 4.32602, 2.96347, 2.96247, 2.51516, 1.36255, 2.96247, 0, 2.96347, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247, 2.96247
12.2424, 4.55353, 2.95101, 2.95029, 2.55999, 1.60252, 2.95029, 0, 2.95101, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029, 2.95029
12.2502, 4.86942, 2.93755, 2.93704, 2.62096, 1.93188, 2.93704, 0, 2.93754, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704, 2.93704
12.2581, 6.55511, 2.92417, 2.92381, 2.92491, 3.63094, 2.92381, 0, 2.92417, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381, 2.92381
12.266, 3.12838, 2.91707, 2.91682, 2.26459, 0.21131, 2.91682, 0, 2.91707, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682, 2.91682
12.2739, 1.42751, 2.90722, 2.90704, 1.85135, -1.47971, 2.90704, 0, 2.90722, 2.90704, 2.90704, 2.90704, 2.90704, 2.90704, 2.90704, 2.90704, 2.90704, 2.90704, 2.90704, 2.90704, 2.90704, 2.90705, 2.90704, 2.90704, 2.90704
12.2817, 5.99504, 2.89502, 2.8949, 2.82755, 3.10002, 2.8949, 0, 2.89502, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949, 2.8949
12.2896, 2.99554, 2.88167, 2.88159, 2.23507, 0.113867, 2.88159, 0, 2.88167, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159, 2.88159
12.2975, 4.41784, 2.86837, 2.86831, 2.53335, 1.54948, 2.86831, 0, 2.86837, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831, 2.86831
12.3053, 3.15192, 2.8621, 2.86206, 2.26978, 0.289822, 2.86206, 0, 2.8621, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206, 2.86206
12.3132, 3.99772, 2.85265, 2.85263, 2.44902, 1.14506, 2.85263, 0, 2.85265, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263, 2.85263
12.3211, 3.58196, 2.84045, 2.84043, 2.36262, 0.741514, 2.84043, 0, 2.84044, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043, 2.84043
12.329, 4.82602, 2.82688, 2.82687, 2.61267, 1.99914, 2.82687, 0, 2.82688, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687, 2.82687
12.3368, 1.17398, 2.81335, 2.81334, 1.78157, -1.63937, 2.81334, 0, 2.81335, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334, 2.81334
12.3447, 2.4083, 2.81247, 2.81246, 2.0996, -0.404171, 2.81246, 0, 2.81247, 2.81246, 2.81246, 2.81246, 2.81246, 2.81246, 2.81246, 2.81246, 2.81246, 2.81246, 2.81246, 2.81246, 2.81246, 2.81247, 2.81246, 2.81246, 2.81246
12.3526, 0.997522, 2.81071, 2.81071, 1.73134, -1.81319, 2.81071, 0, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071, 2.81071
12.3605, 0.99772, 2.80876, 2.80876, 1.73139, -1.81104, 2.80876, 0, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876, 2.80876
12.3683, 3.39844, 2.80633, 2.80632, 2.32345, 0.592111, 2.80632, 0, 2.80633, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632, 2.80632
12.3762, 1.99529, 2.80239, 2.80238, 1.99882, -0.807099, 2.80238, 0, 2.80239, 2.80238, 2.80238, 2.80238, 2.80238, 2.80238, 2.80238, 2.80238, 2.80238, 2.80238, 2.80238, 2.80238, 2.80238, 2.80239, 2.80238, 2.80238, 2.80238
12.3841, 4.78786, 2.79707, 2.79707, 2.60535, 1.99078, 2.79707, 0, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707, 2.79707
12.392, 6.20248, 2.79107, 2.79107, 2.864, 3.41141, 2.79107, 0, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107, 2.79107
12.3998, 5.95254, 2.78508, 2.78507, 2.82002, 3.16746, 2.78507, 0, 2.78508, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507, 2.78507
12.4077, 9.03804, 2.77796, 2.77795, 3.32235, 6.26008, 2.77795, 0, 2.77796, 2.77795, 2.77795, 2.77795, 2.77795, 2.77795, 2.77795, 2.77795, 2.77795, 2.77795, 2.77795, 2.77795, 2.77795, 2.77796, 2.77795, 2.77795, 2.77795
12.4156, 2.60843, 2.77021, 2.77021, 2.14672, -0.161788, 2.77021, 0, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021, 2.77021
12.4235, 2.76603, 2.76248, 2.76247, 2.18312, 0.00354934, 2.76247, 0, 2.76248, 2.76247, 2.76247, 2.76247, 2.76247, 2.76247, 2.76247, 2.76247, 2.76247, 2.76247, 2.76247, 2.76247, 2.76247, 2.76248, 2.76247, 2.76247, 2.76247
12.4313, 3.61092, 2.75798, 2.75798, 2.36874, 0.852942, 2.75798, 0, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798, 2.75798
12.4392, 3.99504, 2.75097, 2.75096, 2.44848, 1.24408, 2.75096, 0, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096, 2.75096
12.4471, 6.37224, 2.74163, 2.74163, 2.89348, 3.63061, 2.74163, 0, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163, 2.74163
12.455, 4.61834, 2.73116, 2.73115, 2.57261, 1.88718, 2.73115, 0, 2.73116, 2.73115, 2.73115, 2.73115, 2.73115, 2.73115, 2.73115, 2.73115, 2.73115, 2.73115, 2.73115, 2.73115, 2.73115, 2.73116, 2.73115, 2.73115, 2.73115
12.4628, 4.62292, 2.72071, 2.7207, 2.5735, 1.90222, 2.7207, 0, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207, 2.7207
12.4707, 3.9976, 2.71733, 2.71732, 2.449, 1.28027, 2.71732, 0, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732, 2.71732
12.4786, 1.99757, 2.71072, 2.71072, 1.99939, -0.713153, 2.71072, 0, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072, 2.71072
12.4865, 3.72714, 2.70119, 2.70118, 2.39314, 1.02595, 2.70118, 0, 2.70119, 2.70118, 2.70118, 2.70118, 2.70118, 2.70118, 2.70118, 2.70118, 2.70118, 2.70118, 2.70118, 2.70118, 2.70118, 2.70119, 2.70118, 2.70118, 2.70118
12.4943, 4.63073, 2.69021, 2.6902, 2.57502, 1.94052, 2.6902, 0, 2.69021, 2.6902, 2.6902, 2.6902, 2.6902, 2.6902, 2.6902, 2.6902, 2.6902, 2.6902, 2.6902, 2.6902, 2.6902, 2.69021, 2.6902, 2.6902, 2.6902
12.5022, 2.35514, 2.67925, 2.67925, 2.0869, -0.324108, 2.67925, 0, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925, 2.67925
12.5101, 4.27732, 2.6765, 2.67649, 2.50546, 1.60083, 2.67649, 0, 2.6765, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649, 2.67649
12.518, 4.70855, 2.67015, 2.67015, 2.59009, 2.0384, 2.67015, 0, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015, 2.67015
12.5258, 6.99257, 2.66054, 2.66053, 2.99876, 4.33203, 2.66053, 0, 2.66054, 2.66053, 2.66053, 2.66053, 2.66053, 2.66053, 2.66053, 2.66053, 2.66053, 2.66053, 2.66053, 2.66053, 2.66053, 2.66054, 2.66053, 2.66053, 2.66053
12.5337, 4.34282, 2.64931, 2.64931, 2.5185, 1.69351, 2.64931, 0, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931, 2.64931
12.5416, 3.2946, 2.63811, 2.63811, 2.301, 0.656484, 2.63811, 0, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811, 2.63811
12.5495, 1.64944, 2.63657, 2.63656, 1.91035, -0.987124, 2.63656, 0, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656, 2.63656
12.5573, 1.99752, 2.63066, 2.63066, 1.99938, -0.633139, 2.63066, 0, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066, 2.63066
12.5652, 3.99777, 2.62083, 2.62082, 2.44903, 1.37694, 2.62082, 0, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082, 2.62082
12.5731, 0.997522, 2.60905, 2.60904, 1.73134, -1.61153, 2.60904, 0, 2.60905, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904, 2.60904
12.581, 4.33337, 2.59729, 2.59729, 2.51662, 1.73608, 2.59729, 0, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729, 2.59729
12.5888, 3.99537, 2.60254, 2.60254, 2.44855, 1.39283, 2.60254, 0, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254, 2.60254
12.5967, 2.33284, 2.60306, 2.60305, 2.08155, -0.270221, 2.60305, 0, 2.60306, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305, 2.60305
12.6046, 1.65725, 2.59922, 2.59922, 1.91239, -0.941973, 2.59922, 0, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922, 2.59922
12.6125, 2.66915, 2.59322, 2.59321, 2.16082, 0.0759289, 2.59321, 0, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321, 2.59321
12.6203, 1.64535, 2.58722, 2.58721, 1.90928, -0.941864, 2.58721, 0, 2.58722, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721, 2.58721
12.6282, 4.67138, 2.59089, 2.59089, 2.5829, 2.08048, 2.59089, 0, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089, 2.59089
12.6361, 2.99529, 2.5908, 2.5908, 2.23501, 0.40449, 2.5908, 0, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908, 2.5908
12.644, 3.31165, 2.58736, 2.58736, 2.3047, 0.72429, 2.58736, 0, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736, 2.58736
12.6518, 4.99268, 2.58226, 2.58225, 2.64437, 2.41042, 2.58225, 0, 2.58226, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225, 2.58225
12.6597, 5.30483, 2.57716, 2.57715, 2.70275, 2.72767, 2.57715, 0, 2.57716, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715, 2.57715
12.6676, 6.06183, 2.58014, 2.58014, 2.83934, 3.48169, 2.58014, 0, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014, 2.58014
12.6754, 2.99765, 2.57974, 2.57973, 2.23554, 0.417909, 2.57973, 0, 2.57974, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973, 2.57973
12.6833, 0.997646, 2.57636, 2.57635, 1.73137, -1.57871, 2.57635, 0, 2.57636, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635, 2.57635
12.6912, 2.99748, 2.5715, 2.57149, 2.23551, 0.425988, 2.57149, 0, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149, 2.57149
12.6991, 1.29731, 2.56664, 2.56663, 1.81585, -1.26933, 2.56663, 0, 2.56664, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56664, 2.56663, 2.56663, 2.56663
12.7069, 4.59009, 2.56907, 2.56907, 2.56712, 2.02101, 2.56907, 0, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907, 2.56907
12.7148, 5.69517, 2.56849, 2.56849, 2.77402, 3.12667, 2.56849, 0, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849, 2.56849
12.7227, 3.40781, 2.56526, 2.56525, 2.32547, 0.842549, 2.56525, 0, 2.56526, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525, 2.56525
12.7306, 3.28786, 2.5607, 2.56069, 2.29953, 0.727158, 2.56069, 0, 2.5607, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069, 2.56069
12.7384, 4.70731, 2.55614, 2.55614, 2.58985, 2.15117, 2.55614, 0, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614, 2.55614
12.7463, 1.71227, 2.55786, 2.55786, 1.92672, -0.845596, 2.55786, 0, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786, 2.55786
12.7542, 3, 2.55696, 2.55695, 2.23607, 0.443041, 2.55695, 0, 2.55696, 2.55695, 2.55695, 2.55695, 2.55695, 2.55695, 2.55695, 2.55695, 2.55695, 2.55695, 2.55695, 2.55695, 2.55695, 2.55696, 2.55695, 2.55695, 2.55695
12.7621, 1.56084, 2.55373, 2.55373, 1.88702, -0.992892, 2.55373, 0, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373, 2.55373
12.7699, 3.43916, 2.54935, 2.54935, 2.3322, 0.889805, 2.54935, 0, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935, 2.54935
