   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_822.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.003456, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00440306, 0, 2.0837e-16, 0, 1.41421, -2.0837e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83113e-19, 0, 0, 2.07732e-18, 0, 3.34432e-19, 0, 2.05575e-16, 0, 0, 0
0.0122621, 0, 3.49466e-16, 0, 1.41421, -3.49466e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.42389e-19, 0, 0, 3.54903e-18, 0, 5.7447e-19, 0, 3.447e-16, 0, 0, 0
0.0201212, 0, 5.82734e-16, 0, 1.41421, -5.82734e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07093e-18, 0, 0, 6.02893e-18, 0, 9.81624e-19, 0, 5.74653e-16, 0, 0, 0
0.0279802, 0, 9.66195e-16, 0, 1.41421, -9.66195e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77522e-18, 0, 0, 1.01843e-17, 0, 1.66871e-18, 0, 9.52566e-16, 0, 0, 0
0.0358393, 0, 1.593e-15, 0, 1.41421, -1.593e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92614e-18, 0, 0, 1.71088e-17, 0, 2.82233e-18, 0, 1.57015e-15, 0, 0, 0
0.0436983, 0, 2.61188e-15, 0, 1.41421, -2.61188e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.79647e-18, 0, 0, 2.85847e-17, 0, 4.74963e-18, 0, 2.57375e-15, 0, 0, 0
0.0515574, 0, 4.25895e-15, 0, 1.41421, -4.25895e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8191e-18, 0, 0, 4.75012e-17, 0, 7.95367e-18, 0, 4.19568e-15, 0, 0, 0
0.0594165, 0, 6.90696e-15, 0, 1.41421, -6.90696e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26772e-17, 0, 0, 7.85165e-17, 0, 1.32544e-17, 0, 6.80252e-15, 0, 0, 0
0.0672755, 0, 1.11412e-14, 0, 1.41421, -1.11412e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04431e-17, 0, 0, 1.29106e-16, 0, 2.19817e-17, 0, 1.09696e-14, 0, 0, 0
