   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_19.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0013896, 0, 5.86379e-18, 0, 1.41421, -5.86379e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50516e-19, 0, 0, 6.74806e-22, 0, 2.12342e-20, 0, 5.59136e-18, 0, 0, 0
0.00924367, 0, 1.0791e-17, 0, 1.41421, -1.0791e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60986e-19, 0, 0, 1.26199e-21, 0, 3.98061e-20, 0, 1.02889e-17, 0, 0, 0
0.0170977, 0, 1.97087e-17, 0, 1.41421, -1.97087e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.41886e-19, 0, 0, 2.34262e-21, 0, 7.40785e-20, 0, 1.87904e-17, 0, 0, 0
0.0249518, 0, 3.57308e-17, 0, 1.41421, -3.57308e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52618e-18, 0, 0, 4.3171e-21, 0, 1.36884e-19, 0, 3.40635e-17, 0, 0, 0
0.0328059, 0, 6.4311e-17, 0, 1.41421, -6.4311e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74673e-18, 0, 0, 7.89949e-21, 0, 2.51194e-19, 0, 6.13052e-17, 0, 0, 0
0.04066, 0, 1.14933e-16, 0, 1.41421, -1.14933e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90841e-18, 0, 0, 1.43545e-20, 0, 4.57867e-19, 0, 1.09553e-16, 0, 0, 0
0.0485141, 0, 2.03975e-16, 0, 1.41421, -2.03975e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.71036e-18, 0, 0, 2.59068e-20, 0, 8.291e-19, 0, 1.9441e-16, 0, 0, 0
0.0563681, 0, 3.5953e-16, 0, 1.41421, -3.5953e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53517e-17, 0, 0, 4.64451e-20, 0, 1.4917e-18, 0, 3.4264e-16, 0, 0, 0
0.0642222, 0, 6.29456e-16, 0, 1.41421, -6.29456e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68749e-17, 0, 0, 8.27203e-20, 0, 2.66697e-18, 0, 5.99831e-16, 0, 0, 0
0.0720763, 0, 1.09474e-15, 0, 1.41421, -1.09474e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67359e-17, 0, 0, 1.46379e-19, 0, 4.73887e-18, 0, 1.04312e-15, 0, 0, 0
0.0799304, 0, 1.89151e-15, 0, 1.41421, -1.89151e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07434e-17, 0, 0, 2.57384e-19, 0, 8.36953e-18, 0, 1.80214e-15, 0, 0, 0
0.0877844, 0, 3.24714e-15, 0, 1.41421, -3.24714e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38597e-16, 0, 0, 4.49742e-19, 0, 1.46943e-17, 0, 3.0934e-15, 0, 0, 0
0.0956385, 0, 5.53883e-15, 0, 1.41421, -5.53883e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36386e-16, 0, 0, 7.81019e-19, 0, 2.56484e-17, 0, 5.27601e-15, 0, 0, 0
0.103493, 0, 9.38835e-15, 0, 1.41421, -9.38835e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00631e-16, 0, 0, 1.34806e-18, 0, 4.4512e-17, 0, 8.94186e-15, 0, 0, 0
0.111347, 0, 1.58142e-14, 0, 1.41421, -1.58142e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7476e-16, 0, 0, 2.31281e-18, 0, 7.68145e-17, 0, 1.50603e-14, 0, 0, 0
0.119201, 0, 2.64737e-14, 0, 1.41421, -2.64737e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12944e-15, 0, 0, 3.94459e-18, 0, 1.31825e-16, 0, 2.52085e-14, 0, 0, 0
0.127055, 0, 4.40473e-14, 0, 1.41421, -4.40473e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87894e-15, 0, 0, 6.68846e-18, 0, 2.24994e-16, 0, 4.19367e-14, 0, 0, 0
0.134909, 0, 7.2842e-14, 0, 1.41421, -7.2842e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10682e-15, 0, 0, 1.12757e-17, 0, 3.81947e-16, 0, 6.93419e-14, 0, 0, 0
0.142763, 0, 1.19735e-13, 0, 1.41421, -1.19735e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10616e-15, 0, 0, 1.89012e-17, 0, 6.44942e-16, 0, 1.13965e-13, 0, 0, 0
0.150617, 0, 1.95641e-13, 0, 1.41421, -1.95641e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.34199e-15, 0, 0, 3.1506e-17, 0, 1.08332e-15, 0, 1.86184e-13, 0, 0, 0
0.158471, 0, 3.18319e-13, 0, 1.41421, -3.18319e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35708e-14, 0, 0, 5.23963e-17, 0, 1.81768e-15, 0, 3.02878e-13, 0, 0, 0
0.166325, 0, 5.13868e-13, 0, 1.41421, -5.13868e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19043e-14, 0, 0, 8.63589e-17, 0, 3.02106e-15, 0, 4.88857e-13, 0, 0, 0
0.174179, 0, 8.24704e-13, 0, 1.41421, -8.24704e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51487e-14, 0, 0, 1.41578e-16, 0, 4.99616e-15, 0, 7.84417e-13, 0, 0, 0
0.182033, 0, 1.31588e-12, 0, 1.41421, -1.31588e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60737e-14, 0, 0, 2.30893e-16, 0, 8.22203e-15, 0, 1.25135e-12, 0, 0, 0
0.189887, 0, 2.08745e-12, 0, 1.41421, -2.08745e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.8939e-14, 0, 0, 3.7462e-16, 0, 1.34654e-14, 0, 1.98467e-12, 0, 0, 0
0.197742, 0, 3.29239e-12, 0, 1.41421, -3.29239e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40256e-13, 0, 0, 6.04783e-16, 0, 2.19478e-14, 0, 3.12958e-12, 0, 0, 0
0.205596, 0, 5.16311e-12, 0, 1.41421, -5.16311e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19915e-13, 0, 0, 9.7159e-16, 0, 3.56065e-14, 0, 4.90662e-12, 0, 0, 0
0.21345, 0, 8.05058e-12, 0, 1.41421, -8.05058e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42854e-13, 0, 0, 1.55346e-15, 0, 5.75004e-14, 0, 7.64868e-12, 0, 0, 0
0.221304, 0, 1.24815e-11, 0, 1.41421, -1.24815e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31485e-13, 0, 0, 2.47241e-15, 0, 9.2439e-14, 0, 1.18551e-11, 0, 0, 0
0.229158, 0, 1.92417e-11, 0, 1.41421, -1.92417e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.19245e-13, 0, 0, 3.91757e-15, 0, 1.47954e-13, 0, 1.82705e-11, 0, 0, 0
0.237012, 0, 2.94959e-11, 0, 1.41421, -2.94959e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25571e-12, 0, 0, 6.18122e-15, 0, 2.35792e-13, 0, 2.79982e-11, 0, 0, 0
0.244866, 0, 4.49607e-11, 0, 1.41421, -4.49607e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91393e-12, 0, 0, 9.7137e-15, 0, 3.74208e-13, 0, 4.26628e-11, 0, 0, 0
0.25272, 0, 6.81501e-11, 0, 1.41421, -6.81501e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90094e-12, 0, 0, 1.52074e-14, 0, 5.91472e-13, 0, 6.46425e-11, 0, 0, 0
