   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_391.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00903853, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00119424, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00665004, 0, 5.14942e-17, 0, 1.41421, -5.14942e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7942e-19, 0, 0, 1.15588e-19, 0, 9.91351e-21, 0, 5.09893e-17, 0, 0
0.0144943, 0, 8.87127e-17, 0, 1.41421, -8.87127e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.53627e-19, 0, 0, 2.02291e-19, 0, 1.74712e-20, 0, 8.78393e-17, 0, 0
0.0223386, 0, 1.51895e-16, 0, 1.41421, -1.51895e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11911e-18, 0, 0, 3.51924e-19, 0, 3.06156e-20, 0, 1.50394e-16, 0, 0
0.0301829, 0, 2.58508e-16, 0, 1.41421, -2.58508e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90451e-18, 0, 0, 6.08659e-19, 0, 5.33505e-20, 0, 2.55942e-16, 0, 0
0.0380272, 0, 4.37332e-16, 0, 1.41421, -4.37332e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22181e-18, 0, 0, 1.04662e-18, 0, 9.24606e-20, 0, 4.32971e-16, 0, 0
0.0458715, 0, 7.35506e-16, 0, 1.41421, -7.35506e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.4182e-18, 0, 0, 1.7895e-18, 0, 1.59382e-19, 0, 7.28139e-16, 0, 0
0.0537158, 0, 1.23643e-15, 0, 1.41421, -1.23643e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.10781e-18, 0, 0, 3.06667e-18, 0, 2.75976e-19, 0, 1.22398e-15, 0, 0
0.06156, 0, 2.05428e-15, 0, 1.41421, -2.05428e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51316e-17, 0, 0, 5.18136e-18, 0, 4.70399e-19, 0, 2.0335e-15, 0, 0
0.0694043, 0, 3.39393e-15, 0, 1.41421, -3.39393e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4998e-17, 0, 0, 8.70709e-18, 0, 7.97754e-19, 0, 3.35942e-15, 0, 0
0.0772486, 0, 5.57592e-15, 0, 1.41421, -5.57592e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10674e-17, 0, 0, 1.45541e-17, 0, 1.3462e-18, 0, 5.51895e-15, 0, 0
0.0850929, 0, 9.1101e-15, 0, 1.41421, -9.1101e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.70937e-17, 0, 0, 2.41999e-17, 0, 2.26058e-18, 0, 9.01655e-15, 0, 0
0.0929372, 0, 1.48027e-14, 0, 1.41421, -1.48027e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09013e-16, 0, 0, 4.00295e-17, 0, 3.7777e-18, 0, 1.46499e-14, 0, 0
0.100781, 0, 2.39215e-14, 0, 1.41421, -2.39215e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76158e-16, 0, 0, 6.58738e-17, 0, 6.28288e-18, 0, 2.36732e-14, 0, 0
0.108626, 0, 3.84488e-14, 0, 1.41421, -3.84488e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8312e-16, 0, 0, 1.07854e-16, 0, 1.04001e-17, 0, 3.80474e-14, 0, 0
0.11647, 0, 6.14662e-14, 0, 1.41421, -6.14662e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.52587e-16, 0, 0, 1.75703e-16, 0, 1.71352e-17, 0, 6.08208e-14, 0, 0
0.124314, 0, 9.77383e-14, 0, 1.41421, -9.77383e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.19625e-16, 0, 0, 2.84817e-16, 0, 2.81019e-17, 0, 9.67058e-14, 0, 0
0.132159, 0, 1.5459e-13, 0, 1.41421, -1.5459e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13815e-15, 0, 0, 4.59436e-16, 0, 4.58807e-17, 0, 1.52946e-13, 0, 0
0.140003, 0, 2.43217e-13, 0, 1.41421, -2.43217e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79056e-15, 0, 0, 7.3754e-16, 0, 7.45717e-17, 0, 2.40615e-13, 0, 0
0.147847, 0, 3.80643e-13, 0, 1.41421, -3.80643e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80215e-15, 0, 0, 1.17837e-15, 0, 1.20668e-16, 0, 3.76542e-13, 0, 0
0.155691, 0, 5.92601e-13, 0, 1.41421, -5.92601e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.36229e-15, 0, 0, 1.87389e-15, 0, 1.94408e-16, 0, 5.86171e-13, 0, 0
0.163536, 0, 9.17774e-13, 0, 1.41421, -9.17774e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.75567e-15, 0, 0, 2.96634e-15, 0, 3.11859e-16, 0, 9.0774e-13, 0, 0
0.17138, 0, 1.41399e-12, 0, 1.41421, -1.41399e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04079e-14, 0, 0, 4.6747e-15, 0, 4.98144e-16, 0, 1.39841e-12, 0, 0
0.179224, 0, 2.16723e-12, 0, 1.41421, -2.16723e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59517e-14, 0, 0, 7.33478e-15, 0, 7.92376e-16, 0, 2.14315e-12, 0, 0
0.187069, 0, 3.30458e-12, 0, 1.41421, -3.30458e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43225e-14, 0, 0, 1.14596e-14, 0, 1.2552e-15, 0, 3.26754e-12, 0, 0
0.194913, 0, 5.01292e-12, 0, 1.41421, -5.01292e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.68958e-14, 0, 0, 1.78306e-14, 0, 1.98034e-15, 0, 4.95621e-12, 0, 0
0.202757, 0, 7.56541e-12, 0, 1.41421, -7.56541e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56826e-14, 0, 0, 2.76336e-14, 0, 3.11197e-15, 0, 7.47898e-12, 0, 0
0.210601, 0, 1.13592e-11, 0, 1.41421, -1.13592e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.36073e-14, 0, 0, 4.26634e-14, 0, 4.87128e-15, 0, 1.12281e-11, 0, 0
0.218446, 0, 1.69687e-11, 0, 1.41421, -1.69687e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24899e-13, 0, 0, 6.56303e-14, 0, 7.59626e-15, 0, 1.67706e-11, 0, 0
0.22629, 0, 2.52195e-11, 0, 1.41421, -2.52195e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.85642e-13, 0, 0, 1.00617e-13, 0, 1.18018e-14, 0, 2.49215e-11, 0, 0
0.234134, 0, 3.72924e-11, 0, 1.41421, -3.72924e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74534e-13, 0, 0, 1.53765e-13, 0, 1.82698e-14, 0, 3.68458e-11, 0, 0
0.241979, 0, 5.48663e-11, 0, 1.41421, -5.48663e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03958e-13, 0, 0, 2.34299e-13, 0, 2.81842e-14, 0, 5.41999e-11, 0, 0
0.249823, 0, 8.03158e-11, 7.00649e-45, 1.41421, -8.03158e-11, 0, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 7.00649e-45, 5.91427e-13, 7.00649e-45, 7.00649e-45, 3.56064e-13, 7.00649e-45, 4.33331e-14, 7.00649e-45, 7.9325e-11, 7.00649e-45, 7.00649e-45
0.257667, 0, 1.1698e-10, 1.35926e-43, 1.41421, -1.1698e-10, 0, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 1.35926e-43, 8.61592e-13, 1.35926e-43, 1.35926e-43, 5.39827e-13, 1.35926e-43, 6.64091e-14, 1.35926e-43, 1.15512e-10, 1.35926e-43, 1.35926e-43
0.265511, 0, 1.6953e-10, 1.97163e-42, 1.41421, -1.6953e-10, 0, 1.97163e-42, 1.97163e-42, 1.97163e-42, 1.97163e-42, 1.97163e-42, 1.97163e-42, 1.97163e-42, 1.97163e-42, 1.97163e-42, 1.97163e-42, 1.24896e-12, 1.97163e-42, 1.97163e-42, 8.16738e-13, 1.97163e-42, 1.01459e-13, 1.97163e-42, 1.67363e-10, 1.97163e-42, 1.97163e-42
