   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_397.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.386227, 0, 3.12678e-08, 5.89219e-29, 1.41421, -3.12678e-08, 0, 5.89219e-29, 5.89219e-29, 5.89219e-29, 5.89219e-29, 5.89219e-29, 5.89219e-29, 5.89219e-29, 5.89219e-29, 5.89219e-29, 2.56287e-10, 5.89219e-29, 5.89219e-29, 1.03386e-09, 5.89219e-29, 1.52774e-10, 5.89219e-29, 2.98249e-08, 5.89219e-29, 5.89219e-29
0.39408, 0, 4.1995e-08, 2.56637e-28, 1.41421, -4.1995e-08, 0, 2.56637e-28, 2.56637e-28, 2.56637e-28, 2.56637e-28, 2.56637e-28, 2.56637e-28, 2.56637e-28, 2.56637e-28, 2.56637e-28, 3.44227e-10, 2.56637e-28, 2.56637e-28, 1.56019e-09, 2.56637e-28, 2.24856e-10, 2.56637e-28, 3.98657e-08, 2.56637e-28, 2.56637e-28
0.401932, 0, 5.61805e-08, 1.05985e-27, 1.41421, -5.61805e-08, 0, 1.05985e-27, 1.05985e-27, 1.05985e-27, 1.05985e-27, 1.05985e-27, 1.05985e-27, 1.05985e-27, 1.05985e-27, 1.05985e-27, 4.60441e-10, 1.05985e-27, 1.05985e-27, 2.35114e-09, 1.05985e-27, 3.30195e-10, 1.05985e-27, 5.30387e-08, 1.05985e-27, 1.05985e-27
0.409785, 0, 7.48725e-08, 4.1611e-27, 1.41421, -7.48725e-08, 0, 4.1611e-27, 4.1611e-27, 4.1611e-27, 4.1611e-27, 4.1611e-27, 4.1611e-27, 4.1611e-27, 4.1611e-27, 4.1611e-27, 6.134e-10, 4.1611e-27, 4.1611e-27, 3.5367e-09, 4.1611e-27, 4.83692e-10, 4.1611e-27, 7.02387e-08, 4.1611e-27, 4.1611e-27
0.417637, 0, 9.94192e-08, 1.55708e-26, 1.41421, -9.94192e-08, 0, 1.55708e-26, 1.55708e-26, 1.55708e-26, 1.55708e-26, 1.55708e-26, 1.55708e-26, 1.55708e-26, 1.55708e-26, 1.55708e-26, 8.13931e-10, 1.55708e-26, 1.55708e-26, 5.30848e-09, 1.55708e-26, 7.06655e-10, 1.55708e-26, 9.25901e-08, 1.55708e-26, 1.55708e-26
0.42549, 0, 1.31552e-07, 5.56699e-26, 1.41421, -1.31552e-07, 0, 5.56699e-26, 5.56699e-26, 5.56699e-26, 5.56699e-26, 5.56699e-26, 5.56699e-26, 5.56699e-26, 5.56699e-26, 5.56699e-26, 1.07581e-09, 5.56699e-26, 5.56699e-26, 7.94748e-09, 5.56699e-26, 1.0294e-09, 5.56699e-26, 1.215e-07, 5.56699e-26, 5.56699e-26
0.433342, 0, 1.73492e-07, 1.91407e-25, 1.41421, -1.73492e-07, 0, 1.91407e-25, 1.91407e-25, 1.91407e-25, 1.91407e-25, 1.91407e-25, 1.91407e-25, 1.91407e-25, 1.91407e-25, 1.91407e-25, 1.41649e-09, 1.91407e-25, 1.91407e-25, 1.18637e-08, 1.91407e-25, 1.49485e-09, 1.91407e-25, 1.58717e-07, 1.91407e-25, 1.91407e-25
0.441195, 0, 2.28475e-07, 1.15211e-11, 1.41421, -2.28475e-07, 1.15211e-11, 1.15266e-11, 1.51619e-11, 1.1569e-11, 1.38494e-11, 5.25636e-11, 1.99597e-10, 2.1191e-11, 2.54707e-11, 9.75595e-11, 1.86959e-09, 1.35689e-11, 1.15868e-11, 1.76635e-08, 1.16624e-11, 2.17489e-09, 1.15212e-11, 2.06444e-07, 1.15211e-11, 2.23808e-11
0.449047, 0, 3.00164e-07, 3.56661e-11, 1.41421, -3.00164e-07, 3.56661e-11, 3.5683e-11, 4.67833e-11, 3.58123e-11, 4.27755e-11, 1.60988e-10, 6.09949e-10, 6.51929e-11, 7.8261e-11, 2.98382e-10, 2.46395e-09, 4.1919e-11, 3.58667e-11, 2.62081e-08, 3.81979e-11, 3.1551e-09, 3.56665e-11, 2.67349e-07, 3.56661e-11, 6.8826e-11
0.4569, 0, 3.93626e-07, 8.49482e-11, 1.41421, -3.93626e-07, 8.49482e-11, 8.49879e-11, 1.11153e-10, 8.52929e-11, 1.01706e-10, 3.80349e-10, 1.43861e-09, 1.54547e-10, 1.8535e-10, 7.04205e-10, 3.24685e-09, 9.96872e-11, 8.5421e-11, 3.87408e-08, 9.30672e-11, 4.56536e-09, 8.49491e-11, 3.44745e-07, 8.49482e-11, 1.63111e-10
0.464752, 0, 5.15645e-07, 1.83393e-10, 1.41421, -5.15645e-07, 1.83393e-10, 1.83478e-10, 2.39545e-10, 1.84132e-10, 2.19302e-10, 8.16386e-10, 3.08406e-09, 3.32531e-10, 3.98537e-10, 1.51035e-09, 4.28574e-09, 2.14976e-10, 1.84406e-10, 5.70417e-08, 2.03614e-10, 6.59171e-09, 1.83395e-10, 4.42738e-07, 1.83393e-10, 3.50881e-10
0.472605, 0, 6.75311e-07, 3.76422e-10, 1.41421, -6.75311e-07, 3.76422e-10, 3.76596e-10, 4.91065e-10, 3.7793e-10, 4.49736e-10, 1.66877e-09, 6.29857e-09, 6.8091e-10, 8.15671e-10, 3.08561e-09, 5.68001e-09, 4.40904e-10, 3.7849e-10, 8.3644e-08, 4.21623e-10, 9.50259e-09, 3.76426e-10, 5.66303e-07, 3.76422e-10, 7.18375e-10
0.480457, 0, 8.8516e-07, 7.48486e-10, 1.41421, -8.8516e-07, 7.48486e-10, 7.48831e-10, 9.75563e-10, 7.51474e-10, 8.93701e-10, 3.30828e-09, 1.24786e-08, 1.35159e-09, 1.61852e-09, 6.11464e-09, 7.58096e-09, 8.76207e-10, 7.52583e-10, 1.22136e-07, 8.43649e-10, 1.36951e-08, 7.48495e-10, 7.21584e-07, 7.48486e-10, 1.4258e-09
0.48831, 0, 1.16273e-06, 1.45398e-09, 1.41421, -1.16273e-06, 1.45398e-09, 1.45464e-09, 1.89378e-09, 1.45976e-09, 1.73523e-09, 6.41182e-09, 2.41731e-08, 2.62208e-09, 3.13907e-09, 1.18472e-08, 1.02254e-08, 1.70135e-09, 1.46191e-09, 1.77575e-07, 1.64674e-09, 1.9727e-08, 1.45399e-09, 9.16156e-07, 1.45398e-09, 2.76581e-09
0.496162, 0, 1.53313e-06, 2.77045e-09, 1.41421, -1.53313e-06, 2.77045e-09, 2.77172e-09, 3.60646e-09, 2.78145e-09, 3.30508e-09, 1.21946e-08, 4.59563e-08, 4.99086e-09, 5.97357e-09, 2.25266e-08, 1.39923e-08, 3.24067e-09, 2.78553e-09, 2.57057e-07, 3.15017e-09, 2.84309e-08, 2.77048e-09, 1.15943e-06, 2.77045e-09, 5.26406e-09
0.504015, 0, 2.03293e-06, 5.18843e-09, 1.41421, -2.03293e-06, 5.18843e-09, 5.1908e-09, 6.75082e-09, 5.20898e-09, 6.18757e-09, 2.2801e-08, 8.58973e-08, 9.33809e-09, 1.11747e-08, 4.21101e-08, 1.9496e-08, 6.0672e-09, 5.21662e-09, 3.70496e-07, 5.92004e-09, 4.10408e-08, 5.18848e-09, 1.4632e-06, 5.18843e-09, 9.84867e-09
0.511867, 0, 2.7167e-06, 9.56037e-09, 1.41421, -2.7167e-06, 9.56037e-09, 9.56473e-09, 1.24338e-08, 9.59816e-09, 1.13979e-08, 4.19516e-08, 1.57992e-07, 1.7192e-08, 2.05696e-08, 7.74629e-08, 2.77401e-08, 1.11765e-08, 9.61221e-09, 5.32017e-07, 1.09435e-08, 5.93963e-08, 9.56047e-09, 1.84248e-06, 9.56037e-09, 1.8131e-08
0.51972, 0, 3.66558e-06, 1.73426e-08, 1.41421, -3.66558e-06, 1.73426e-08, 1.73505e-08, 2.25453e-08, 1.7411e-08, 2.06697e-08, 7.59919e-08, 2.86101e-07, 3.11608e-08, 3.72765e-08, 1.40291e-07, 4.03646e-08, 2.02689e-08, 1.74364e-08, 7.60414e-07, 1.9913e-08, 8.62581e-08, 1.73428e-08, 2.31675e-06, 1.73426e-08, 3.28611e-08
0.527572, 0, 5.00329e-06, 3.09808e-08, 1.41421, -5.00329e-06, 3.09808e-08, 3.09949e-08, 4.02579e-08, 3.11029e-08, 3.69135e-08, 1.3556e-07, 5.10209e-07, 5.56204e-08, 6.65254e-08, 2.50212e-07, 6.00376e-08, 3.61988e-08, 3.11482e-08, 1.0824e-06, 3.56815e-08, 1.25787e-07, 3.09812e-08, 2.91169e-06, 3.09808e-08, 5.86521e-08
0.535425, 0, 6.91811e-06, 5.45132e-08, 1.41421, -6.91811e-06, 5.45132e-08, 5.45379e-08, 7.08063e-08, 5.47275e-08, 6.49326e-08, 2.38183e-07, 8.96175e-07, 9.77873e-08, 1.1694e-07, 4.39546e-07, 9.10658e-08, 6.36773e-08, 5.48071e-08, 1.53464e-06, 6.29779e-08, 1.84267e-07, 5.45137e-08, 3.66214e-06, 5.45132e-08, 1.03112e-07
0.543277, 0, 9.69671e-06, 9.44916e-08, 1.41421, -9.69671e-06, 9.44916e-08, 9.45344e-08, 1.22679e-07, 9.48624e-08, 1.12518e-07, 4.12248e-07, 1.5506e-06, 1.69358e-07, 2.02492e-07, 7.60613e-07, 1.40325e-07, 1.10346e-07, 9.50002e-08, 2.16756e-06, 1.09507e-07, 2.71183e-07, 9.44926e-08, 4.61618e-06, 9.44916e-08, 1.78569e-07
0.55113, 0, 1.37742e-05, 1.61365e-07, 1.41421, -1.37742e-05, 1.61365e-07, 1.61438e-07, 2.09406e-07, 1.61997e-07, 1.92087e-07, 7.02922e-07, 2.64303e-06, 2.8896e-07, 3.45432e-07, 1.29664e-06, 2.18653e-07, 1.88386e-07, 1.62232e-07, 3.05043e-06, 1.8761e-07, 4.008e-07, 1.61367e-07, 5.84135e-06, 1.61365e-07, 3.0466e-07
0.558982, 0, 1.98085e-05, 2.71513e-07, 1.41421, -1.98085e-05, 2.71513e-07, 2.71635e-07, 3.52178e-07, 2.72574e-07, 3.23098e-07, 1.18084e-06, 4.43847e-06, 4.85757e-07, 5.80578e-07, 2.17776e-06, 3.42899e-07, 3.16883e-07, 2.72968e-07, 4.2781e-06, 3.1672e-07, 5.94459e-07, 2.71516e-07, 7.43565e-06, 2.71513e-07, 5.12119e-07
0.566835, 0, 2.87796e-05, 4.50156e-07, 1.41421, -2.87796e-05, 4.50156e-07, 4.50358e-07, 5.83605e-07, 4.51911e-07, 5.35496e-07, 1.9545e-06, 7.34376e-06, 8.04591e-07, 9.61459e-07, 3.60375e-06, 5.38845e-07, 5.25215e-07, 4.52564e-07, 5.9802e-06, 5.26912e-07, 8.8383e-07, 4.50161e-07, 9.53688e-06, 4.50156e-07, 8.48203e-07
0.574687, 0, 4.21371e-05, 7.35456e-07, 1.41421, -4.21371e-05, 7.35456e-07, 7.35786e-07, 9.52984e-07, 7.38317e-07, 8.74565e-07, 3.18762e-06, 1.19724e-05, 1.3132e-06, 1.56891e-06, 5.87599e-06, 8.45331e-07, 8.57806e-07, 7.3938e-07, 8.3333e-06, 8.6392e-07, 1.31545e-06, 7.35463e-07, 1.23451e-05, 7.35456e-07, 1.38429e-06
0.58254, 0, 6.19967e-05, 1.18414e-06, 1.41421, -6.19967e-05, 1.18414e-06, 1.18467e-06, 1.53354e-06, 1.18874e-06, 1.40758e-06, 5.12288e-06, 1.92333e-05, 2.11214e-06, 2.52286e-06, 9.44102e-06, 1.3199e-06, 1.38066e-06, 1.19045e-06, 1.15773e-05, 1.39612e-06, 1.95697e-06, 1.18416e-06, 1.61486e-05, 1.18414e-06, 2.22632e-06
0.590393, 0, 9.14027e-05, 1.87903e-06, 1.41421, -9.14027e-05, 1.87903e-06, 1.87987e-06, 2.43208e-06, 1.88631e-06, 2.2327e-06, 8.11341e-06, 3.04478e-05, 3.3479e-06, 3.998e-06, 1.49483e-05, 2.04635e-06, 2.19009e-06, 1.88901e-06, 1.60368e-05, 2.22389e-06, 2.90539e-06, 1.87905e-06, 2.13606e-05, 1.87903e-06, 3.52864e-06
