   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_103.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0660791, 0, 1.753e-22, 0, 1.41421, -1.753e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37907e-24, 0, 0, 3.35332e-27, 1.90577e-26, 0, 1.73899e-22, 0, 0
0.0741107, 0, 4.51933e-22, 0, 1.41421, -4.51933e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5553e-24, 0, 0, 8.75608e-27, 5.02242e-26, 0, 4.48319e-22, 0, 0
0.0821424, 0, 1.14197e-21, 0, 1.41421, -1.14197e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.98368e-24, 0, 0, 2.2412e-26, 1.29553e-25, 0, 1.13283e-21, 0, 0
0.0901741, 0, 2.832e-21, 0, 1.41421, -2.832e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22789e-23, 0, 0, 5.63078e-26, 3.27613e-25, 0, 2.80934e-21, 0, 0
0.0982058, 0, 6.90067e-21, 0, 1.41421, -6.90067e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.42863e-23, 0, 0, 1.39019e-25, 8.13259e-25, 0, 6.84543e-21, 0, 0
0.106237, 0, 1.65475e-20, 0, 1.41421, -1.65475e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30176e-22, 0, 0, 3.37966e-25, 1.98597e-24, 0, 1.6415e-20, 0, 0
0.114269, 0, 3.9054e-20, 0, 1.41421, -3.9054e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07229e-22, 0, 0, 8.08747e-25, 4.76985e-24, 0, 3.87412e-20, 0, 0
0.122301, 0, 9.07878e-20, 0, 1.41421, -9.07878e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.14206e-22, 0, 0, 1.90651e-24, 1.12776e-23, 0, 9.00604e-20, 0, 0
0.130332, 0, 2.08024e-19, 0, 1.41421, -2.08024e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63647e-21, 0, 0, 4.43053e-24, 2.62691e-23, 0, 2.06356e-19, 0, 0
0.138364, 0, 4.7008e-19, 0, 1.41421, -4.7008e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69799e-21, 0, 0, 1.0156e-23, 6.03236e-23, 0, 4.66311e-19, 0, 0
0.146396, 0, 1.04816e-18, 0, 1.41421, -1.04816e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.24555e-21, 0, 0, 2.29756e-23, 1.36646e-22, 0, 1.03975e-18, 0, 0
0.154427, 0, 2.30713e-18, 0, 1.41421, -2.30713e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81495e-20, 0, 0, 5.13204e-23, 3.05491e-22, 0, 2.28863e-18, 0, 0
0.162459, 0, 5.01517e-18, 0, 1.41421, -5.01517e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94526e-20, 0, 0, 1.13234e-22, 6.74367e-22, 0, 4.97492e-18, 0, 0
0.170491, 0, 1.077e-17, 0, 1.41421, -1.077e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.47239e-20, 0, 0, 2.46878e-22, 1.47051e-21, 0, 1.06836e-17, 0, 0
0.178522, 0, 2.28563e-17, 0, 1.41421, -2.28563e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79801e-19, 0, 0, 5.32054e-22, 3.16866e-21, 0, 2.26728e-17, 0, 0
0.186554, 0, 4.79484e-17, 0, 1.41421, -4.79484e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7719e-19, 0, 0, 1.13377e-21, 6.74941e-21, 0, 4.75633e-17, 0, 0
0.194586, 0, 9.94572e-17, 0, 1.41421, -9.94572e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.82386e-19, 0, 0, 2.38952e-21, 1.42159e-20, 0, 9.86582e-17, 0, 0
0.202617, 0, 2.04029e-16, 0, 1.41421, -2.04029e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.605e-18, 0, 0, 4.98221e-21, 2.96156e-20, 0, 2.02389e-16, 0, 0
0.210649, 0, 4.14032e-16, 0, 1.41421, -4.14032e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25698e-18, 0, 0, 1.02792e-20, 6.10414e-20, 0, 4.10704e-16, 0, 0
0.218681, 0, 8.31277e-16, 0, 1.41421, -8.31277e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.53919e-18, 0, 0, 2.09901e-20, 1.24506e-19, 0, 8.24592e-16, 0, 0
0.226713, 0, 1.65161e-15, 0, 1.41421, -1.65161e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29922e-17, 0, 0, 4.24305e-20, 2.51372e-19, 0, 1.63832e-15, 0, 0
0.234744, 0, 3.24775e-15, 0, 1.41421, -3.24775e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55478e-17, 0, 0, 8.49224e-20, 5.02455e-19, 0, 3.22161e-15, 0, 0
0.242776, 0, 6.32176e-15, 0, 1.41421, -6.32176e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.97285e-17, 0, 0, 1.68316e-19, 9.94536e-19, 0, 6.27087e-15, 0, 0
0.250808, 0, 1.21824e-14, 0, 1.41421, -1.21824e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.58289e-17, 0, 0, 3.30435e-19, 1.94972e-18, 0, 1.20843e-14, 0, 0
0.258839, 0, 2.32444e-14, 0, 1.41421, -2.32444e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82843e-16, 0, 0, 6.42647e-19, 3.78642e-18, 0, 2.30571e-14, 0, 0
0.266871, 0, 4.39182e-14, 0, 1.41421, -4.39182e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45462e-16, 0, 0, 1.23839e-18, 7.28566e-18, 0, 4.35642e-14, 0, 0
0.274903, 0, 8.21775e-14, 0, 1.41421, -8.21775e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.46406e-16, 0, 0, 2.36492e-18, 1.38919e-17, 0, 8.15148e-14, 0, 0
0.282934, 0, 1.52294e-13, 0, 1.41421, -1.52294e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19793e-15, 0, 0, 4.47638e-18, 2.6253e-17, 0, 1.51065e-13, 0, 0
0.290966, 0, 2.79555e-13, 0, 1.41421, -2.79555e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19895e-15, 0, 0, 8.39983e-18, 4.91798e-17, 0, 2.77298e-13, 0, 0
0.298998, 0, 5.08322e-13, 0, 1.41421, -5.08322e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.99843e-15, 0, 0, 1.56292e-17, 9.13458e-17, 0, 5.04216e-13, 0, 0
0.307029, 0, 9.15646e-13, 0, 1.41421, -9.15646e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.2025e-15, 0, 0, 2.88421e-17, 1.68246e-16, 0, 9.08247e-13, 0, 0
0.315061, 0, 1.63402e-12, 0, 1.41421, -1.63402e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28536e-14, 0, 0, 5.28022e-17, 3.0735e-16, 0, 1.62081e-12, 0, 0
0.323093, 0, 2.88902e-12, 0, 1.41421, -2.88902e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27265e-14, 0, 0, 9.59258e-17, 5.56987e-16, 0, 2.86564e-12, 0, 0
0.331124, 0, 5.06094e-12, 0, 1.41421, -5.06094e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98144e-14, 0, 0, 1.72993e-16, 1.00157e-15, 0, 5.01995e-12, 0, 0
0.339156, 0, 8.78449e-12, 1.96182e-44, 1.41421, -8.78449e-12, 1.96182e-44, 0, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 1.96182e-44, 6.91135e-14, 1.96182e-44, 1.96182e-44, 3.09807e-16, 1.7875e-15, 1.96182e-44, 8.71328e-12, 1.96182e-44, 1.96182e-44
0.347188, 0, 1.51086e-11, 3.8816e-43, 1.41421, -1.51086e-11, 3.8816e-43, 0, 3.8816e-43, 3.8816e-43, 3.8816e-43, 3.8816e-43, 3.8816e-43, 3.8816e-43, 3.8816e-43, 3.8816e-43, 3.8816e-43, 1.18884e-13, 3.8816e-43, 3.8816e-43, 5.51196e-16, 3.16716e-15, 3.8816e-43, 1.4986e-11, 3.8816e-43, 3.8816e-43
0.355219, 0, 2.57498e-11, 6.16571e-42, 1.41421, -2.57498e-11, 6.16571e-42, 0, 6.16571e-42, 6.16571e-42, 6.16571e-42, 6.16571e-42, 6.16571e-42, 6.16571e-42, 6.16571e-42, 6.16571e-42, 6.16571e-42, 2.0265e-13, 6.16571e-42, 6.16571e-42, 9.74724e-16, 5.57312e-15, 6.16571e-42, 2.55406e-11, 6.16571e-42, 6.16571e-42
0.363251, 0, 4.34889e-11, 8.59851e-41, 1.41421, -4.34889e-11, 8.59851e-41, 0, 8.59851e-41, 8.59851e-41, 8.59851e-41, 8.59851e-41, 8.59851e-41, 8.59851e-41, 8.59851e-41, 8.59851e-41, 8.59851e-41, 3.42335e-13, 8.59851e-41, 8.59851e-41, 1.71414e-15, 9.74307e-15, 8.59851e-41, 4.31351e-11, 8.59851e-41, 8.59851e-41
0.371283, 0, 7.27873e-11, 1.06781e-39, 1.41421, -7.27873e-11, 1.06781e-39, 0, 1.06781e-39, 1.06781e-39, 1.06781e-39, 1.06781e-39, 1.06781e-39, 1.06781e-39, 1.06781e-39, 1.06781e-39, 1.06781e-39, 5.73138e-13, 1.06781e-39, 1.06781e-39, 2.99954e-15, 1.69299e-14, 1.06781e-39, 7.21943e-11, 1.06781e-39, 1.06781e-39
0.379314, 0, 1.20732e-10, 1.19044e-38, 1.41421, -1.20732e-10, 1.19044e-38, 0, 1.19044e-38, 1.19044e-38, 1.19044e-38, 1.19044e-38, 1.19044e-38, 1.19044e-38, 1.19044e-38, 1.19044e-38, 1.19044e-38, 9.51034e-13, 1.19044e-38, 1.19044e-38, 5.22607e-15, 2.92546e-14, 1.19044e-38, 1.19746e-10, 1.19044e-38, 1.19044e-38
0.387346, 0, 1.98498e-10, 4.19477e-37, 1.41421, -1.98498e-10, 4.19477e-37, 0, 4.19477e-37, 4.19477e-37, 4.19477e-37, 4.19477e-37, 4.19477e-37, 4.19477e-37, 4.19477e-37, 4.19477e-37, 4.19477e-37, 1.56445e-12, 4.19477e-37, 4.19477e-37, 9.09111e-15, 5.03871e-14, 4.19477e-37, 1.96874e-10, 4.19477e-37, 4.19477e-37
0.395378, 0, 3.23397e-10, 3.50532e-36, 1.41421, -3.23397e-10, 3.50532e-36, 0, 3.50532e-36, 3.50532e-36, 3.50532e-36, 3.50532e-36, 3.50532e-36, 3.50532e-36, 3.50532e-36, 3.50532e-36, 3.50532e-36, 2.55047e-12, 3.50532e-36, 3.50532e-36, 1.57326e-14, 8.6258e-14, 3.50532e-36, 3.20744e-10, 3.50532e-36, 3.50532e-36
0.403409, 0, 5.22222e-10, 2.68804e-35, 1.41421, -5.22222e-10, 2.68804e-35, 0, 2.68804e-35, 2.68804e-35, 2.68804e-35, 2.68804e-35, 2.68804e-35, 2.68804e-35, 2.68804e-35, 2.68804e-35, 2.68804e-35, 4.12185e-12, 2.68804e-35, 2.68804e-35, 2.71612e-14, 1.4712e-13, 2.68804e-35, 5.17926e-10, 2.68804e-35, 2.68804e-35
0.411441, 0, 8.35856e-10, 1.91141e-34, 1.41421, -8.35856e-10, 1.91141e-34, 0, 1.91141e-34, 1.91141e-34, 1.91141e-34, 1.91141e-34, 1.91141e-34, 1.91141e-34, 1.91141e-34, 1.91141e-34, 1.91141e-34, 6.60404e-12, 1.91141e-34, 1.91141e-34, 4.68084e-14, 2.50177e-13, 1.91141e-34, 8.28955e-10, 1.91141e-34, 1.91141e-34
0.419473, 0, 1.32612e-09, 1.34864e-33, 1.41421, -1.32612e-09, 1.34864e-33, 0, 1.34864e-33, 1.34864e-33, 1.34864e-33, 1.34864e-33, 1.34864e-33, 1.34864e-33, 1.34864e-33, 1.34864e-33, 1.34864e-33, 1.04908e-11, 1.34864e-33, 1.34864e-33, 8.05671e-14, 4.24477e-13, 1.34864e-33, 1.31513e-09, 1.34864e-33, 1.34864e-33
0.427504, 0, 2.08559e-09, 9.00979e-33, 1.41421, -2.08559e-09, 9.00979e-33, 0, 9.00979e-33, 9.00979e-33, 9.00979e-33, 9.00979e-33, 9.00979e-33, 9.00979e-33, 9.00979e-33, 9.00979e-33, 9.00979e-33, 1.65245e-11, 9.00979e-33, 9.00979e-33, 1.38558e-13, 7.19132e-13, 9.00979e-33, 2.06821e-09, 9.00979e-33, 9.00979e-33
0.435536, 0, 3.25156e-09, 5.62642e-32, 1.41421, -3.25156e-09, 5.62642e-32, 0, 5.62642e-32, 5.62642e-32, 5.62642e-32, 5.62642e-32, 5.62642e-32, 5.62642e-32, 5.62642e-32, 5.62642e-32, 5.62642e-32, 2.58115e-11, 5.62642e-32, 5.62642e-32, 2.38159e-13, 1.21735e-12, 5.62642e-32, 3.22429e-09, 5.62642e-32, 5.62642e-32
0.443568, 0, 5.02566e-09, 3.27954e-31, 1.41421, -5.02566e-09, 3.27954e-31, 0, 3.27954e-31, 3.27954e-31, 3.27954e-31, 3.27954e-31, 3.27954e-31, 3.27954e-31, 3.27954e-31, 3.27954e-31, 3.27954e-31, 3.99865e-11, 3.27954e-31, 3.27954e-31, 4.0918e-13, 2.06035e-12, 3.27954e-31, 4.98321e-09, 3.27954e-31, 3.27954e-31
0.451599, 0, 7.7012e-09, 1.78808e-30, 1.41421, -7.7012e-09, 1.78808e-30, 0, 1.78808e-30, 1.78808e-30, 1.78808e-30, 1.78808e-30, 1.78808e-30, 1.78808e-30, 1.78808e-30, 1.78808e-30, 1.78808e-30, 6.14442e-11, 1.78808e-30, 1.78808e-30, 7.02658e-13, 3.48807e-12, 1.78808e-30, 7.63556e-09, 1.78808e-30, 1.78808e-30
0.459631, 0, 1.17008e-08, 9.14774e-30, 1.41421, -1.17008e-08, 9.14774e-30, 0, 9.14774e-30, 9.14774e-30, 9.14774e-30, 9.14774e-30, 9.14774e-30, 9.14774e-30, 9.14774e-30, 9.14774e-30, 9.14774e-30, 9.36643e-11, 9.14774e-30, 9.14774e-30, 1.20574e-12, 5.90853e-12, 9.14774e-30, 1.16e-08, 9.14774e-30, 9.14774e-30
0.467663, 0, 1.76274e-08, 4.40589e-29, 1.41421, -1.76274e-08, 4.40589e-29, 0, 4.40589e-29, 4.40589e-29, 4.40589e-29, 4.40589e-29, 4.40589e-29, 4.40589e-29, 4.40589e-29, 4.40589e-29, 4.40589e-29, 1.41663e-10, 4.40589e-29, 4.40589e-29, 2.06669e-12, 1.00152e-11, 4.40589e-29, 1.74737e-08, 4.40589e-29, 4.40589e-29
0.475694, 0, 2.63337e-08, 2.00438e-28, 1.41421, -2.63337e-08, 2.00438e-28, 0, 2.00438e-28, 2.00438e-28, 2.00438e-28, 2.00438e-28, 2.00438e-28, 2.00438e-28, 2.00438e-28, 2.00438e-28, 2.00438e-28, 2.12614e-10, 2.00438e-28, 2.00438e-28, 3.53651e-12, 1.69847e-11, 2.00438e-28, 2.61006e-08, 2.00438e-28, 2.00438e-28
0.483726, 0, 3.90139e-08, 8.64065e-28, 1.41421, -3.90139e-08, 8.64065e-28, 0, 8.64065e-28, 8.64065e-28, 8.64065e-28, 8.64065e-28, 8.64065e-28, 8.64065e-28, 8.64065e-28, 8.64065e-28, 8.64065e-28, 3.16703e-10, 8.64065e-28, 8.64065e-28, 6.0379e-12, 2.88081e-11, 8.64065e-28, 3.86623e-08, 8.64065e-28, 8.64065e-28
0.491758, 0, 5.73249e-08, 3.54012e-27, 1.41421, -5.73249e-08, 3.54012e-27, 0, 3.54012e-27, 3.54012e-27, 3.54012e-27, 3.54012e-27, 3.54012e-27, 3.54012e-27, 3.54012e-27, 3.54012e-27, 3.54012e-27, 4.68285e-10, 3.54012e-27, 3.54012e-27, 1.02781e-11, 4.88391e-11, 3.54012e-27, 5.67975e-08, 3.54012e-27, 3.54012e-27
0.499789, 0, 8.35453e-08, 1.38239e-26, 1.41421, -8.35453e-08, 1.38239e-26, 0, 1.38239e-26, 1.38239e-26, 1.38239e-26, 1.38239e-26, 1.38239e-26, 4.58524e-14, 1.38239e-26, 1.38239e-26, 1.38239e-26, 6.87446e-10, 1.38239e-26, 1.38239e-26, 1.74317e-11, 8.26962e-11, 1.38239e-26, 8.27577e-08, 1.38239e-26, 1.38239e-26
0.507821, 0, 1.2078e-07, 5.15885e-26, 1.41421, -1.2078e-07, 5.15885e-26, 0, 5.15885e-26, 5.15885e-26, 5.15885e-26, 5.15885e-26, 5.15885e-26, 1.66702e-13, 5.15885e-26, 5.15885e-26, 5.15885e-26, 1.0021e-09, 5.15885e-26, 5.15885e-26, 2.94355e-11, 1.39725e-10, 5.15885e-26, 1.19608e-07, 5.15885e-26, 5.15885e-26
0.515853, 0, 1.73221e-07, 1.85631e-25, 1.41421, -1.73221e-07, 1.85631e-25, 0, 1.85631e-25, 1.85631e-25, 1.85631e-25, 1.85631e-25, 1.85631e-25, 4.75198e-13, 1.85631e-25, 1.85631e-25, 1.85631e-25, 1.45078e-09, 1.85631e-25, 1.85631e-25, 4.94549e-11, 2.35345e-10, 1.85631e-25, 1.71485e-07, 1.85631e-25, 1.85631e-25
0.523884, 0, 2.48232e-07, 4.45218e-10, 1.41421, -2.48232e-07, 4.46986e-10, 4.45218e-10, 4.45231e-10, 4.45268e-10, 4.45252e-10, 4.45352e-10, 4.45612e-10, 4.48527e-10, 4.51021e-10, 4.48804e-10, 1.70026e-09, 2.53157e-09, 4.46397e-10, 4.45254e-10, 5.27838e-10, 8.39981e-10, 4.45219e-10, 2.44386e-07, 4.45218e-10, 4.56837e-10
0.531916, 0, 3.54347e-07, 1.60489e-09, 1.41421, -3.54347e-07, 1.6113e-09, 1.60489e-09, 1.60494e-09, 1.60508e-09, 1.60502e-09, 1.60538e-09, 1.60632e-09, 1.61547e-09, 1.62592e-09, 1.61788e-09, 6.15118e-09, 4.58563e-09, 1.60917e-09, 1.60502e-09, 1.74208e-09, 2.26366e-09, 1.6049e-09, 3.45925e-07, 1.60489e-09, 1.64698e-09
0.539948, 0, 5.05657e-07, 4.54591e-09, 1.41421, -5.05657e-07, 4.56412e-09, 4.54591e-09, 4.54604e-09, 4.54643e-09, 4.54625e-09, 4.54729e-09, 4.54996e-09, 4.57461e-09, 4.60567e-09, 4.58283e-09, 1.74689e-08, 8.77717e-09, 4.55805e-09, 4.54628e-09, 4.77217e-09, 5.6385e-09, 4.54592e-09, 4.86902e-07, 4.54591e-09, 4.66554e-09
0.547979, 0, 7.25079e-07, 1.18108e-08, 1.41421, -7.25079e-07, 1.18582e-08, 1.18108e-08, 1.18112e-08, 1.18122e-08, 1.18117e-08, 1.18144e-08, 1.18214e-08, 1.18835e-08, 1.19664e-08, 1.19069e-08, 4.54547e-08, 1.77795e-08, 1.18424e-08, 1.18118e-08, 1.21813e-08, 1.36102e-08, 1.18108e-08, 6.82564e-07, 1.18108e-08, 1.21223e-08
0.556011, 0, 1.05262e-06, 2.92696e-08, 1.41421, -1.05262e-06, 2.93872e-08, 2.92696e-08, 2.92705e-08, 2.92729e-08, 2.92718e-08, 2.92785e-08, 2.92958e-08, 2.94462e-08, 2.96556e-08, 2.95081e-08, 1.12753e-07, 3.76371e-08, 2.9348e-08, 2.9272e-08, 2.98718e-08, 3.22098e-08, 2.92696e-08, 9.55409e-07, 2.92696e-08, 3.00424e-08
0.564043, 0, 1.56219e-06, 7.00834e-08, 1.41421, -1.56219e-06, 7.03653e-08, 7.00834e-08, 7.00854e-08, 7.00914e-08, 7.00887e-08, 7.01047e-08, 7.01461e-08, 7.05196e-08, 7.10086e-08, 7.0655e-08, 2.70159e-07, 8.17421e-08, 7.02713e-08, 7.00891e-08, 7.10547e-08, 7.48526e-08, 7.00835e-08, 1.34036e-06, 7.00834e-08, 7.19356e-08
0.572074, 0, 2.39561e-06, 1.62892e-07, 1.41421, -2.39561e-06, 1.63548e-07, 1.62892e-07, 1.62897e-07, 1.62911e-07, 1.62904e-07, 1.62942e-07, 1.63038e-07, 1.63937e-07, 1.65044e-07, 1.64222e-07, 6.28278e-07, 1.79039e-07, 1.63329e-07, 1.62905e-07, 1.64446e-07, 1.70553e-07, 1.62892e-07, 1.89469e-06, 1.62892e-07, 1.672e-07
0.580106, 0, 3.83019e-06, 3.68191e-07, 1.41421, -3.83019e-06, 3.69674e-07, 3.68191e-07, 3.68202e-07, 3.68233e-07, 3.68219e-07, 3.68303e-07, 3.68521e-07, 3.71039e-07, 3.73059e-07, 3.71199e-07, 1.42086e-06, 3.90419e-07, 3.6918e-07, 3.68221e-07, 3.70657e-07, 3.80381e-07, 3.68191e-07, 2.71714e-06, 3.68191e-07, 3.77936e-07
0.588138, 0, 6.40724e-06, 8.09971e-07, 1.41421, -6.40724e-06, 8.13237e-07, 8.09971e-07, 8.09995e-07, 8.10064e-07, 8.10033e-07, 8.10219e-07, 8.10698e-07, 8.16943e-07, 8.20687e-07, 8.16593e-07, 3.12731e-06, 8.40391e-07, 8.12149e-07, 8.10037e-07, 8.13855e-07, 8.29183e-07, 8.09973e-07, 3.98396e-06, 8.09971e-07, 8.31424e-07
0.596169, 0, 1.11733e-05, 1.73481e-06, 1.41421, -1.11733e-05, 1.74181e-06, 1.73481e-06, 1.73486e-06, 1.73501e-06, 1.73494e-06, 1.73534e-06, 1.73637e-06, 1.75102e-06, 1.75778e-06, 1.749e-06, 6.70165e-06, 1.7762e-06, 1.73948e-06, 1.73495e-06, 1.74087e-06, 1.76479e-06, 1.73481e-06, 6.01536e-06, 1.73481e-06, 1.78079e-06
0.604201, 0, 2.01133e-05, 3.61834e-06, 1.41421, -2.01133e-05, 3.63295e-06, 3.61834e-06, 3.61845e-06, 3.61876e-06, 3.61862e-06, 3.61945e-06, 3.62159e-06, 3.65486e-06, 3.66628e-06, 3.64796e-06, 1.39855e-05, 3.67433e-06, 3.62808e-06, 3.61864e-06, 3.62773e-06, 3.66467e-06, 3.61835e-06, 9.39454e-06, 3.61834e-06, 3.71432e-06
0.612233, 0, 3.69054e-05, 7.3505e-06, 1.41421, -3.69054e-05, 7.3802e-06, 7.3505e-06, 7.35072e-06, 7.35135e-06, 7.35107e-06, 7.35275e-06, 7.35711e-06, 7.43042e-06, 7.44797e-06, 7.41072e-06, 2.84274e-05, 7.42582e-06, 7.3703e-06, 7.3511e-06, 7.36493e-06, 7.42141e-06, 7.35051e-06, 1.51745e-05, 7.3505e-06, 7.54562e-06
0.620264, 0, 6.81874e-05, 1.45455e-05, 1.41421, -6.81874e-05, 1.46043e-05, 1.45455e-05, 1.45459e-05, 1.45472e-05, 1.45466e-05, 1.45499e-05, 1.45586e-05, 1.47173e-05, 1.47385e-05, 1.46648e-05, 5.62879e-05, 1.46463e-05, 1.45847e-05, 1.45467e-05, 1.45675e-05, 1.4653e-05, 1.45455e-05, 2.5224e-05, 1.45455e-05, 1.49319e-05
0.628296, 0, 0.000125601, 2.80413e-05, 1.41421, -0.000125601, 2.81548e-05, 2.80413e-05, 2.80421e-05, 2.80445e-05, 2.80435e-05, 2.80499e-05, 2.80666e-05, 2.84039e-05, 2.84138e-05, 2.82714e-05, 0.000108585, 2.81755e-05, 2.8117e-05, 2.80436e-05, 2.80746e-05, 2.8203e-05, 2.80414e-05, 4.27859e-05, 2.80413e-05, 2.87869e-05
