   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_616.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0137347, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00585694, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00202082, 0, 1.09119e-14, 0, 1.41421, -1.09119e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81797e-17, 0, 0, 3.40208e-17, 0, 9.17233e-18, 0, 1.08106e-14, 0, 0, 0
0.00989857, 0, 1.70963e-14, 0, 1.41421, -1.70963e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.11453e-17, 0, 0, 5.43106e-17, 0, 1.47986e-17, 0, 1.6936e-14, 0, 0, 0
0.0177763, 0, 2.66614e-14, 0, 1.41421, -2.66614e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42127e-16, 0, 0, 8.63105e-17, 0, 2.37757e-17, 0, 2.64091e-14, 0, 0, 0
0.0256541, 0, 4.1387e-14, 0, 1.41421, -4.1387e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20608e-16, 0, 0, 1.36554e-16, 0, 3.80398e-17, 0, 4.09918e-14, 0, 0, 0
0.0335318, 0, 6.3953e-14, 0, 1.41421, -6.3953e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40862e-16, 0, 0, 2.15095e-16, 0, 6.06106e-17, 0, 6.33364e-14, 0, 0, 0
0.0414096, 0, 9.83758e-14, 0, 1.41421, -9.83758e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24283e-16, 0, 0, 3.37336e-16, 0, 9.61795e-17, 0, 9.7418e-14, 0, 0, 0
0.0492873, 0, 1.50647e-13, 0, 1.41421, -1.50647e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.02778e-16, 0, 0, 5.26776e-16, 0, 1.52004e-16, 0, 1.49165e-13, 0, 0, 0
0.0571651, 0, 2.29661e-13, 0, 1.41421, -2.29661e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22372e-15, 0, 0, 8.19113e-16, 0, 2.39263e-16, 0, 2.27379e-13, 0, 0, 0
0.0650429, 0, 3.48565e-13, 0, 1.41421, -3.48565e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8571e-15, 0, 0, 1.26836e-15, 0, 3.75148e-16, 0, 3.45064e-13, 0, 0, 0
0.0729206, 0, 5.26695e-13, 0, 1.41421, -5.26695e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80587e-15, 0, 0, 1.95588e-15, 0, 5.85901e-16, 0, 5.21347e-13, 0, 0, 0
0.0807984, 0, 7.92363e-13, 0, 1.41421, -7.92363e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22076e-15, 0, 0, 3.00384e-15, 0, 9.11496e-16, 0, 7.84227e-13, 0, 0, 0
0.0886761, 0, 1.18683e-12, 0, 1.41421, -1.18683e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3214e-15, 0, 0, 4.59487e-15, 0, 1.41258e-15, 0, 1.1745e-12, 0, 0, 0
0.0965539, 0, 1.76996e-12, 0, 1.41421, -1.76996e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.42637e-15, 0, 0, 7.00116e-15, 0, 2.18078e-15, 0, 1.75135e-12, 0, 0, 0
0.104432, 0, 2.62817e-12, 0, 1.41421, -2.62817e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39957e-14, 0, 0, 1.06271e-14, 0, 3.35407e-15, 0, 2.60019e-12, 0, 0, 0
0.112309, 0, 3.8857e-12, 0, 1.41421, -3.8857e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06904e-14, 0, 0, 1.60707e-14, 0, 5.13938e-15, 0, 3.8438e-12, 0, 0, 0
0.120187, 0, 5.72029e-12, 0, 1.41421, -5.72029e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04564e-14, 0, 0, 2.42143e-14, 0, 7.84603e-15, 0, 5.65777e-12, 0, 0, 0
0.128065, 0, 8.38504e-12, 0, 1.41421, -8.38504e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46406e-14, 0, 0, 3.63557e-14, 0, 1.19346e-14, 0, 8.29211e-12, 0, 0, 0
0.135943, 0, 1.22389e-11, 0, 1.41421, -1.22389e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.51526e-14, 0, 0, 5.43991e-14, 0, 1.80887e-14, 0, 1.21012e-11, 0, 0, 0
0.14382, 0, 1.7788e-11, 0, 1.41421, -1.7788e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.46869e-14, 0, 0, 8.11305e-14, 0, 2.73195e-14, 0, 1.75849e-11, 0, 0, 0
0.151698, 0, 2.5744e-11, 0, 1.41421, -2.5744e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37029e-13, 0, 0, 1.20619e-13, 0, 4.11178e-14, 0, 2.54452e-11, 0, 0, 0
0.159576, 0, 3.71013e-11, 0, 1.41421, -3.71013e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97472e-13, 0, 0, 1.78793e-13, 0, 6.16744e-14, 0, 3.66634e-11, 0, 0, 0
0.167454, 0, 5.32445e-11, 0, 1.41421, -5.32445e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83386e-13, 0, 0, 2.64284e-13, 0, 9.21995e-14, 0, 5.26046e-11, 0, 0, 0
0.175331, 0, 7.60919e-11, 0, 1.41421, -7.60919e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04983e-13, 0, 0, 3.89633e-13, 0, 1.37383e-13, 0, 7.51599e-11, 0, 0, 0
0.183209, 0, 1.08289e-10, 0, 1.41421, -1.08289e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.76352e-13, 0, 0, 5.73052e-13, 0, 2.04055e-13, 0, 1.06936e-10, 0, 0, 0
