   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_56.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00398196, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0118245, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.019667, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0275095, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.035352, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0431945, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.051037, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0588796, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0667221, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0745646, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0824071, 0, 6.98491e-30, 0, 1.41421, -6.98491e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97695e-32, 0, 0, 1.0773e-34, 6.97227e-36, 0, 6.94502e-30, 0, 0, 0
0.0902496, 0, 7.52766e-29, 0, 1.41421, -7.52766e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.28589e-31, 0, 0, 1.16099e-33, 1.45294e-33, 0, 7.48454e-29, 0, 0, 0
0.0980921, 0, 5.09168e-28, 0, 1.41421, -5.09168e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.89893e-30, 0, 0, 7.85281e-33, 1.51927e-32, 0, 5.06246e-28, 0, 0, 0
0.105935, 0, 2.75284e-27, 0, 1.41421, -2.75284e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56731e-29, 0, 0, 4.24976e-32, 1.0147e-31, 0, 2.73702e-27, 0, 0, 0
0.113777, 0, 1.2964e-26, 0, 1.41421, -1.2964e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.38093e-29, 0, 0, 2.00716e-31, 5.44526e-31, 0, 1.28895e-26, 0, 0, 0
0.12162, 0, 5.54187e-26, 0, 1.41421, -5.54187e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15519e-28, 0, 0, 8.61856e-31, 2.55091e-30, 0, 5.50997e-26, 0, 0, 0
0.129462, 0, 2.2009e-25, 0, 1.41421, -2.2009e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25305e-27, 0, 0, 3.44163e-30, 1.08597e-29, 0, 2.18823e-25, 0, 0, 0
0.137305, 0, 8.23821e-25, 0, 1.41421, -8.23821e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.69029e-27, 0, 0, 1.29621e-29, 4.2988e-29, 0, 8.19074e-25, 0, 0, 0
0.145147, 0, 2.93457e-24, 0, 1.41421, -2.93457e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67074e-26, 0, 0, 4.64803e-29, 1.60484e-28, 0, 2.91765e-24, 0, 0, 0
0.15299, 0, 1.00162e-23, 0, 1.41421, -1.00162e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.70252e-26, 0, 0, 1.59761e-28, 5.70421e-28, 0, 9.95841e-24, 0, 0, 0
0.160832, 0, 3.29235e-23, 0, 1.41421, -3.29235e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87443e-25, 0, 0, 5.29e-28, 1.9434e-27, 0, 3.27336e-23, 0, 0, 0
0.168675, 0, 1.04626e-22, 0, 1.41421, -1.04626e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.95667e-25, 0, 0, 1.69395e-27, 6.37826e-27, 0, 1.04022e-22, 0, 0, 0
0.176517, 0, 3.22433e-22, 0, 1.41421, -3.22433e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8357e-24, 0, 0, 5.26181e-27, 2.02436e-26, 0, 3.20572e-22, 0, 0, 0
0.18436, 0, 9.65999e-22, 0, 1.41421, -9.65999e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49969e-24, 0, 0, 1.58941e-26, 6.23217e-26, 0, 9.60421e-22, 0, 0, 0
0.192202, 0, 2.8193e-21, 0, 1.41421, -2.8193e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6051e-23, 0, 0, 4.67831e-26, 1.86564e-25, 0, 2.80302e-21, 0, 0, 0
0.200045, 0, 8.02916e-21, 0, 1.41421, -8.02916e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5712e-23, 0, 0, 1.34412e-25, 5.44169e-25, 0, 7.98277e-21, 0, 0, 0
0.207887, 0, 2.23456e-20, 0, 1.41421, -2.23456e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27219e-22, 0, 0, 3.77497e-25, 1.54916e-24, 0, 2.22164e-20, 0, 0, 0
0.21573, 0, 6.34584e-20, 0, 1.41421, -6.34584e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.61283e-22, 0, 0, 1.08646e-24, 4.52916e-24, 0, 6.30915e-20, 0, 0, 0
0.223572, 0, 1.68338e-19, 0, 1.41421, -1.68338e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.58385e-22, 0, 0, 2.91018e-24, 1.22588e-23, 0, 1.67365e-19, 0, 0, 0
