   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_501.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0100375, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0021634, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00571071, 0, 1.27347e-16, 0, 1.41421, -1.27347e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.90359e-20, 0, 2.00104e-17, 0, 1.07278e-16, 0, 0, 0
0.0135848, 0, 2.20767e-16, 0, 1.41421, -2.20767e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03757e-19, 0, 3.53616e-17, 0, 1.85301e-16, 0, 0, 0
0.0214589, 0, 3.80347e-16, 0, 1.41421, -3.80347e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81228e-19, 0, 6.21239e-17, 0, 3.18042e-16, 0, 0, 0
0.0293331, 0, 6.51291e-16, 0, 1.41421, -6.51291e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14615e-19, 0, 1.08514e-16, 0, 5.42463e-16, 0, 0, 0
0.0372072, 0, 1.10856e-15, 0, 1.41421, -1.10856e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.42903e-19, 0, 1.88478e-16, 0, 9.19539e-16, 0, 0, 0
0.0450813, 0, 1.87574e-15, 0, 1.41421, -1.87574e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.31305e-19, 0, 3.25558e-16, 0, 1.54925e-15, 0, 0, 0
0.0529554, 0, 3.1554e-15, 0, 1.41421, -3.1554e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58827e-18, 0, 5.59283e-16, 0, 2.59453e-15, 0, 0, 0
0.0608295, 0, 5.2776e-15, 0, 1.41421, -5.2776e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.69312e-18, 0, 9.55667e-16, 0, 4.31923e-15, 0, 0, 0
