   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_732.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00454398, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0033179, 0, 2.7014e-20, 0, 1.41421, -2.7014e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44643e-25, 0, 5.83067e-21, 0, 2.11829e-20, 0, 0, 0
0.0111798, 0, 5.64955e-20, 0, 1.41421, -5.64955e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.42507e-25, 0, 1.23551e-20, 0, 4.41395e-20, 0, 0, 0
0.0190417, 0, 1.16815e-19, 0, 1.41421, -1.16815e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97526e-24, 0, 2.58821e-20, 0, 9.09313e-20, 0, 0, 0
0.0269036, 0, 2.38912e-19, 0, 1.41421, -2.38912e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.0947e-24, 0, 5.36272e-20, 0, 1.85281e-19, 0, 0, 0
0.0347655, 0, 4.8351e-19, 0, 1.41421, -4.8351e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.39955e-24, 0, 1.09951e-19, 0, 3.7355e-19, 0, 0, 0
0.0426273, 0, 9.68629e-19, 0, 1.41421, -9.68629e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7056e-23, 0, 2.23159e-19, 0, 7.45452e-19, 0, 0, 0
0.0504892, 0, 1.92147e-18, 0, 1.41421, -1.92147e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42949e-23, 0, 4.48521e-19, 0, 1.47291e-18, 0, 0, 0
0.0583511, 0, 3.77538e-18, 0, 1.41421, -3.77538e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83025e-23, 0, 8.92986e-19, 0, 2.88233e-18, 0, 0, 0
0.066213, 0, 7.34948e-18, 0, 1.41421, -7.34948e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34777e-22, 0, 1.76169e-18, 0, 5.58765e-18, 0, 0, 0
0.0740749, 0, 1.41783e-17, 0, 1.41421, -1.41783e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63555e-22, 0, 3.44474e-18, 0, 1.07333e-17, 0, 0, 0
0.0819368, 0, 2.71121e-17, 0, 1.41421, -2.71121e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10854e-22, 0, 6.67777e-18, 0, 2.04338e-17, 0, 0, 0
0.0897987, 0, 5.13993e-17, 0, 1.41421, -5.13993e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.81707e-22, 0, 1.28367e-17, 0, 3.85616e-17, 0, 0, 0
0.0976606, 0, 9.66253e-17, 0, 1.41421, -9.66253e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87071e-21, 0, 2.44747e-17, 0, 7.21487e-17, 0, 0, 0
0.105522, 0, 1.80152e-16, 0, 1.41421, -1.80152e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53546e-21, 0, 4.62921e-17, 0, 1.33857e-16, 0, 0, 0
0.113384, 0, 3.33176e-16, 0, 1.41421, -3.33176e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.62778e-21, 0, 8.68766e-17, 0, 2.46293e-16, 0, 0, 0
0.121246, 0, 6.11302e-16, 0, 1.41421, -6.11302e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23263e-20, 0, 1.618e-16, 0, 4.4949e-16, 0, 0, 0
0.129108, 0, 1.11289e-15, 0, 1.41421, -1.11289e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2746e-20, 0, 2.99094e-16, 0, 8.1377e-16, 0, 0, 0
0.13697, 0, 2.01054e-15, 0, 1.41421, -2.01054e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16518e-20, 0, 5.48848e-16, 0, 1.46165e-15, 0, 0, 0
0.144832, 0, 3.60492e-15, 0, 1.41421, -3.60492e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.56956e-20, 0, 9.99944e-16, 0, 2.6049e-15, 0, 0, 0
0.152694, 0, 6.41578e-15, 0, 1.41421, -6.41578e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36541e-19, 0, 1.80899e-15, 0, 4.60666e-15, 0, 0, 0
0.160556, 0, 1.13351e-14, 0, 1.41421, -1.13351e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44487e-19, 0, 3.25004e-15, 0, 8.0848e-15, 0, 0, 0
