   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_547.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00213858, 0, 3.83284e-15, 0, 1.41421, -3.83284e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44656e-17, 0, 0, 2.75271e-17, 0, 1.79354e-18, 0, 3.77905e-15, 0, 0, 0
0.00999153, 0, 6.10471e-15, 0, 1.41421, -6.10471e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89615e-17, 0, 0, 4.46589e-17, 0, 2.93852e-18, 0, 6.01815e-15, 0, 0, 0
0.0178445, 0, 9.67533e-15, 0, 1.41421, -9.67533e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.17405e-17, 0, 0, 7.21042e-17, 0, 4.7929e-18, 0, 9.53669e-15, 0, 0, 0
0.0256974, 0, 1.52595e-14, 0, 1.41421, -1.52595e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.73593e-17, 0, 0, 1.15865e-16, 0, 7.78289e-18, 0, 1.50385e-14, 0, 0, 0
0.0335504, 0, 2.39503e-14, 0, 1.41421, -2.39503e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52784e-16, 0, 0, 1.85314e-16, 0, 1.25829e-17, 0, 2.35996e-14, 0, 0, 0
0.0414033, 0, 3.74105e-14, 0, 1.41421, -3.74105e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3861e-16, 0, 0, 2.95023e-16, 0, 2.02553e-17, 0, 3.68566e-14, 0, 0, 0
0.0492563, 0, 5.81575e-14, 0, 1.41421, -5.81575e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70875e-16, 0, 0, 4.6754e-16, 0, 3.24665e-17, 0, 5.72866e-14, 0, 0, 0
0.0571092, 0, 8.99834e-14, 0, 1.41421, -8.99834e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73733e-16, 0, 0, 7.37602e-16, 0, 5.1819e-17, 0, 8.86202e-14, 0, 0, 0
0.0649621, 0, 1.38573e-13, 0, 1.41421, -1.38573e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.83383e-16, 0, 0, 1.15849e-15, 0, 8.23606e-17, 0, 1.36449e-13, 0, 0, 0
0.0728151, 0, 2.12407e-13, 0, 1.41421, -2.12407e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35382e-15, 0, 0, 1.81156e-15, 0, 1.30365e-16, 0, 2.09111e-13, 0, 0, 0
0.080668, 0, 3.24074e-13, 0, 1.41421, -3.24074e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06517e-15, 0, 0, 2.82054e-15, 0, 2.05507e-16, 0, 3.18983e-13, 0, 0, 0
0.088521, 0, 4.92173e-13, 0, 1.41421, -4.92173e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13578e-15, 0, 0, 4.37277e-15, 0, 3.22652e-16, 0, 4.84341e-13, 0, 0, 0
0.0963739, 0, 7.44046e-13, 0, 1.41421, -7.44046e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.73963e-15, 0, 0, 6.7508e-15, 0, 5.04542e-16, 0, 7.32051e-13, 0, 0, 0
0.104227, 0, 1.1197e-12, 0, 1.41421, -1.1197e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.13116e-15, 0, 0, 1.03791e-14, 0, 7.85842e-16, 0, 1.1014e-12, 0, 0, 0
0.11208, 0, 1.67738e-12, 0, 1.41421, -1.67738e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06808e-14, 0, 0, 1.58938e-14, 0, 1.21918e-15, 0, 1.64959e-12, 0, 0, 0
0.119933, 0, 2.50151e-12, 0, 1.41421, -2.50151e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59252e-14, 0, 0, 2.42428e-14, 0, 1.88414e-15, 0, 2.45946e-12, 0, 0, 0
0.127786, 0, 3.71381e-12, 0, 1.41421, -3.71381e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36381e-14, 0, 0, 3.68356e-14, 0, 2.90064e-15, 0, 3.65043e-12, 0, 0, 0
0.135639, 0, 5.48898e-12, 0, 1.41421, -5.48898e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49295e-14, 0, 0, 5.57603e-14, 0, 4.44866e-15, 0, 5.39384e-12, 0, 0, 0
0.143492, 0, 8.07658e-12, 0, 1.41421, -8.07658e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.13851e-14, 0, 0, 8.41026e-14, 0, 6.79743e-15, 0, 7.9343e-12, 0, 0, 0
0.151345, 0, 1.18314e-11, 0, 1.41421, -1.18314e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.52578e-14, 0, 0, 1.26408e-13, 0, 1.03482e-14, 0, 1.16194e-11, 0, 0, 0
0.159197, 0, 1.72553e-11, 0, 1.41421, -1.72553e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09735e-13, 0, 0, 1.89359e-13, 0, 1.56969e-14, 0, 1.69405e-11, 0, 0, 0
0.16705, 0, 2.5055e-11, 0, 1.41421, -2.5055e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59303e-13, 0, 0, 2.82754e-13, 0, 2.37257e-14, 0, 2.45892e-11, 0, 0, 0
0.174903, 0, 3.62211e-11, 0, 1.41421, -3.62211e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30248e-13, 0, 0, 4.2094e-13, 0, 3.57367e-14, 0, 3.55341e-11, 0, 0, 0
0.182756, 0, 5.21351e-11, 0, 1.41421, -5.21351e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31338e-13, 0, 0, 6.2489e-13, 0, 5.36452e-14, 0, 5.11252e-11, 0, 0, 0
0.190609, 0, 7.47151e-11, 0, 1.41421, -7.47151e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74741e-13, 0, 0, 9.25226e-13, 0, 8.02604e-14, 0, 7.32349e-11, 0, 0, 0
0.198462, 0, 1.06611e-10, 0, 1.41421, -1.06611e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.77266e-13, 0, 0, 1.36663e-12, 0, 1.19691e-13, 0, 1.04448e-10, 0, 0, 0
0.206315, 0, 1.51469e-10, 0, 1.41421, -1.51469e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.62027e-13, 0, 0, 2.01424e-12, 0, 1.77931e-13, 0, 1.48315e-10, 0, 0, 0
0.214168, 0, 2.1428e-10, 0, 1.41421, -2.1428e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36067e-12, 0, 0, 2.9631e-12, 0, 2.63702e-13, 0, 2.09693e-10, 0, 0, 0
0.222021, 0, 3.01889e-10, 4.62428e-44, 1.41421, -3.01889e-10, 0, 4.62428e-44, 4.62428e-44, 4.62428e-44, 4.62428e-44, 4.62428e-44, 4.62428e-44, 4.62428e-44, 4.62428e-44, 4.62428e-44, 4.62428e-44, 1.91657e-12, 4.62428e-44, 4.62428e-44, 4.36048e-12, 4.62428e-44, 3.9018e-13, 4.62428e-44, 2.95222e-10, 4.62428e-44, 4.62428e-44, 4.62428e-44
0.229874, 0, 4.23445e-10, 7.86128e-43, 1.41421, -4.23445e-10, 0, 7.86128e-43, 7.86128e-43, 7.86128e-43, 7.86128e-43, 7.86128e-43, 7.86128e-43, 7.86128e-43, 7.86128e-43, 7.86128e-43, 7.86128e-43, 2.6877e-12, 7.86128e-43, 7.86128e-43, 6.3953e-12, 7.86128e-43, 5.74873e-13, 7.86128e-43, 4.13787e-10, 7.86128e-43, 7.86128e-43, 7.86128e-43
0.237727, 0, 5.91442e-10, 1.12636e-41, 1.41421, -5.91442e-10, 0, 1.12636e-41, 1.12636e-41, 1.12636e-41, 1.12636e-41, 1.12636e-41, 1.12636e-41, 1.12636e-41, 1.12636e-41, 1.12636e-41, 1.12636e-41, 3.7532e-12, 1.12636e-41, 1.12636e-41, 9.36922e-12, 1.12636e-41, 8.44654e-13, 1.12636e-41, 5.77475e-10, 1.12636e-41, 1.12636e-41, 1.12636e-41
0.24558, 0, 8.22631e-10, 1.42875e-40, 1.41421, -8.22631e-10, 0, 1.42875e-40, 1.42875e-40, 1.42875e-40, 1.42875e-40, 1.42875e-40, 1.42875e-40, 1.42875e-40, 1.42875e-40, 1.42875e-40, 1.42875e-40, 5.21916e-12, 1.42875e-40, 1.42875e-40, 1.37144e-11, 1.42875e-40, 1.23775e-12, 1.42875e-40, 8.0246e-10, 1.42875e-40, 1.42875e-40, 1.42875e-40
0.253433, 0, 1.13944e-09, 1.62479e-39, 1.41421, -1.13944e-09, 0, 1.62479e-39, 1.62479e-39, 1.62479e-39, 1.62479e-39, 1.62479e-39, 1.62479e-39, 1.62479e-39, 1.62479e-39, 1.62479e-39, 1.62479e-39, 7.22749e-12, 1.62479e-39, 1.62479e-39, 2.00631e-11, 1.62479e-39, 1.80917e-12, 1.62479e-39, 1.11034e-09, 1.62479e-39, 1.62479e-39, 1.62479e-39
0.261286, 0, 1.57174e-09, 1.66731e-38, 1.41421, -1.57174e-09, 0, 1.66731e-38, 1.66731e-38, 1.66731e-38, 1.66731e-38, 1.66731e-38, 1.66731e-38, 1.66731e-38, 1.66731e-38, 1.66731e-38, 1.66731e-38, 9.96727e-12, 1.66731e-38, 1.66731e-38, 2.93404e-11, 1.66731e-38, 2.63794e-12, 1.66731e-38, 1.52979e-09, 1.66731e-38, 1.66731e-38, 1.66731e-38
0.269139, 0, 2.1592e-09, 1.55201e-37, 1.41421, -2.1592e-09, 0, 1.55201e-37, 1.55201e-37, 1.55201e-37, 1.55201e-37, 1.55201e-37, 1.55201e-37, 1.55201e-37, 1.55201e-37, 1.55201e-37, 1.55201e-37, 1.36892e-11, 1.55201e-37, 1.55201e-37, 4.2902e-11, 1.55201e-37, 3.83736e-12, 1.55201e-37, 2.09877e-09, 1.55201e-37, 1.55201e-37, 1.55201e-37
0.276992, 0, 2.95423e-09, 1.31656e-36, 1.41421, -2.95423e-09, 0, 1.31656e-36, 1.31656e-36, 1.31656e-36, 1.31656e-36, 1.31656e-36, 1.31656e-36, 1.31656e-36, 1.31656e-36, 1.31656e-36, 1.31656e-36, 1.87246e-11, 1.31656e-36, 1.31656e-36, 6.27353e-11, 1.31656e-36, 5.56963e-12, 1.31656e-36, 2.8672e-09, 1.31656e-36, 1.31656e-36, 1.31656e-36
0.284845, 0, 4.02583e-09, 1.02354e-35, 1.41421, -4.02583e-09, 0, 1.02354e-35, 1.02354e-35, 1.02354e-35, 1.02354e-35, 1.02354e-35, 1.02354e-35, 1.02354e-35, 1.02354e-35, 1.02354e-35, 1.02354e-35, 2.55087e-11, 1.02354e-35, 1.02354e-35, 9.17552e-11, 1.02354e-35, 8.06652e-12, 1.02354e-35, 3.9005e-09, 1.02354e-35, 1.02354e-35, 1.02354e-35
0.292698, 0, 5.46444e-09, 7.32747e-35, 1.41421, -5.46444e-09, 0, 7.32747e-35, 7.32747e-35, 7.32747e-35, 7.32747e-35, 7.32747e-35, 7.32747e-35, 7.32747e-35, 7.32747e-35, 7.32747e-35, 7.32747e-35, 3.4612e-11, 7.32747e-35, 7.32747e-35, 1.34239e-10, 7.32747e-35, 1.16586e-11, 7.32747e-35, 5.28393e-09, 7.32747e-35, 7.32747e-35, 7.32747e-35
0.30055, 0, 7.38824e-09, 4.84794e-34, 1.41421, -7.38824e-09, 0, 4.84794e-34, 4.84794e-34, 4.84794e-34, 4.84794e-34, 4.84794e-34, 4.84794e-34, 4.84794e-34, 4.84794e-34, 4.84794e-34, 4.84794e-34, 4.67783e-11, 4.84794e-34, 4.84794e-34, 1.96461e-10, 4.84794e-34, 1.68167e-11, 4.84794e-34, 7.12819e-09, 4.84794e-34, 4.84794e-34, 4.84794e-34
0.308403, 0, 9.95103e-09, 3.21531e-33, 1.41421, -9.95103e-09, 0, 3.21531e-33, 3.21531e-33, 3.21531e-33, 3.21531e-33, 3.21531e-33, 3.21531e-33, 3.21531e-33, 3.21531e-33, 3.21531e-33, 3.21531e-33, 6.29739e-11, 3.21531e-33, 3.21531e-33, 2.87622e-10, 3.21531e-33, 2.42098e-11, 3.21531e-33, 9.57622e-09, 3.21531e-33, 3.21531e-33, 3.21531e-33
