   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_83.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00122671, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00664178, 0, 6.73614e-19, 0, 1.41421, -6.73614e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.61825e-21, 0, 0, 9.62039e-24, 8.53573e-23, 0, 6.67901e-19, 0, 0
0.0145103, 0, 1.34329e-18, 0, 1.41421, -1.34329e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12036e-20, 0, 0, 1.95927e-23, 1.74469e-22, 0, 1.33189e-18, 0, 0
0.0223788, 0, 2.58593e-18, 0, 1.41421, -2.58593e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.15677e-20, 0, 0, 3.83013e-23, 3.41967e-22, 0, 2.56398e-18, 0, 0
0.0302473, 0, 4.93464e-18, 0, 1.41421, -4.93464e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11568e-20, 0, 0, 7.42318e-23, 6.64516e-22, 0, 4.89275e-18, 0, 0
0.0381157, 0, 9.33643e-18, 0, 1.41421, -9.33643e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.78692e-20, 0, 0, 1.42667e-22, 1.28054e-21, 0, 9.25714e-18, 0, 0
0.0459842, 0, 1.75177e-17, 0, 1.41421, -1.75177e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46103e-19, 0, 0, 2.71957e-22, 2.44766e-21, 0, 1.73689e-17, 0, 0
0.0538527, 0, 3.26003e-17, 0, 1.41421, -3.26003e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71897e-19, 0, 0, 5.14286e-22, 4.64166e-21, 0, 3.23232e-17, 0, 0
0.0617212, 0, 6.0185e-17, 0, 1.41421, -6.0185e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.0196e-19, 0, 0, 9.64971e-22, 8.73476e-21, 0, 5.96733e-17, 0, 0
0.0695897, 0, 1.10241e-16, 0, 1.41421, -1.10241e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.19435e-19, 0, 0, 1.79679e-21, 1.63142e-20, 0, 1.09303e-16, 0, 0
0.0774582, 0, 2.00374e-16, 0, 1.41421, -2.00374e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67117e-18, 0, 0, 3.32062e-21, 3.02478e-20, 0, 1.9867e-16, 0, 0
