   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_830.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.334118, 0, 7.91378e-10, 8.74482e-38, 1.41421, -7.91378e-10, 8.74482e-38, 0, 8.74482e-38, 8.74482e-38, 8.74482e-38, 8.74482e-38, 8.74482e-38, 8.74482e-38, 8.74482e-38, 8.74482e-38, 8.74482e-38, 8.74482e-38, 5.66133e-12, 8.74482e-38, 8.74482e-38, 8.74482e-38, 3.1947e-10, 8.74482e-38, 4.66246e-10, 8.74482e-38, 8.74482e-38, 8.74482e-38
0.34198, 0, 1.21931e-09, 8.04266e-37, 1.41421, -1.21931e-09, 8.04266e-37, 0, 8.04266e-37, 8.04266e-37, 8.04266e-37, 8.04266e-37, 8.04266e-37, 8.04266e-37, 8.04266e-37, 8.04266e-37, 8.04266e-37, 8.04266e-37, 8.50947e-12, 8.04266e-37, 8.04266e-37, 8.04266e-37, 5.1052e-10, 8.04266e-37, 7.00283e-10, 8.04266e-37, 8.04266e-37, 8.04266e-37
0.349842, 0, 1.87107e-09, 6.76624e-36, 1.41421, -1.87107e-09, 6.76624e-36, 0, 6.76624e-36, 6.76624e-36, 6.76624e-36, 6.76624e-36, 6.76624e-36, 6.76624e-36, 6.76624e-36, 6.76624e-36, 6.76624e-36, 6.76624e-36, 1.27076e-11, 6.76624e-36, 6.76624e-36, 6.76624e-36, 8.13548e-10, 6.76624e-36, 1.04482e-09, 6.76624e-36, 6.76624e-36, 6.76624e-36
0.357705, 0, 2.86064e-09, 5.22737e-35, 1.41421, -2.86064e-09, 5.22737e-35, 0, 5.22737e-35, 5.22737e-35, 5.22737e-35, 5.22737e-35, 5.22737e-35, 5.22737e-35, 5.22737e-35, 5.22737e-35, 5.22737e-35, 5.22737e-35, 1.88548e-11, 5.22737e-35, 5.22737e-35, 5.22737e-35, 1.29321e-09, 5.22737e-35, 1.54858e-09, 5.22737e-35, 5.22737e-35, 5.22737e-35
0.365567, 0, 4.35907e-09, 3.72513e-34, 1.41421, -4.35907e-09, 3.72513e-34, 0, 3.72513e-34, 3.72513e-34, 3.72513e-34, 3.72513e-34, 3.72513e-34, 3.72513e-34, 3.72513e-34, 3.72513e-34, 3.72513e-34, 3.72513e-34, 2.7798e-11, 3.72513e-34, 3.72513e-34, 3.72513e-34, 2.0511e-09, 3.72513e-34, 2.28017e-09, 3.72513e-34, 3.72513e-34, 3.72513e-34
0.373429, 0, 6.62296e-09, 2.49751e-33, 1.41421, -6.62296e-09, 2.49751e-33, 0, 2.49751e-33, 2.49751e-33, 2.49751e-33, 2.49751e-33, 2.49751e-33, 2.49751e-33, 2.49751e-33, 2.49751e-33, 2.49751e-33, 2.49751e-33, 4.07255e-11, 2.49751e-33, 2.49751e-33, 2.49751e-33, 3.24675e-09, 2.49751e-33, 3.33549e-09, 2.49751e-33, 2.49751e-33, 2.49751e-33
0.381292, 0, 1.00372e-08, 1.41647e-32, 1.41421, -1.00372e-08, 1.41647e-32, 0, 1.41647e-32, 1.41647e-32, 1.41647e-32, 1.41647e-32, 1.41647e-32, 1.41647e-32, 1.41647e-32, 1.41647e-32, 1.41647e-32, 1.41647e-32, 5.92944e-11, 1.41647e-32, 1.41647e-32, 1.41647e-32, 5.13027e-09, 1.41647e-32, 4.84762e-09, 1.41647e-32, 1.41647e-32, 1.41647e-32
0.389154, 0, 1.51791e-08, 8.21955e-32, 1.41421, -1.51791e-08, 8.21955e-32, 0, 8.21955e-32, 8.21955e-32, 8.21955e-32, 8.21955e-32, 8.21955e-32, 8.21955e-32, 8.21955e-32, 8.21955e-32, 8.21955e-32, 8.21955e-32, 8.58005e-11, 8.21955e-32, 8.21955e-32, 8.21955e-32, 8.0934e-09, 8.21955e-32, 6.9999e-09, 8.21955e-32, 8.21955e-32, 8.21955e-32
0.397016, 0, 2.29151e-08, 4.25161e-31, 1.41421, -2.29151e-08, 4.25161e-31, 0, 4.25161e-31, 4.25161e-31, 4.25161e-31, 4.25161e-31, 4.25161e-31, 4.25161e-31, 4.25161e-31, 4.25161e-31, 4.25161e-31, 4.25161e-31, 1.23405e-10, 4.25161e-31, 4.25161e-31, 4.25161e-31, 1.27486e-08, 4.25161e-31, 1.00431e-08, 4.25161e-31, 4.25161e-31, 4.25161e-31
0.404878, 0, 3.45457e-08, 2.16475e-30, 1.41421, -3.45457e-08, 2.16475e-30, 0, 2.16475e-30, 2.16475e-30, 2.16475e-30, 2.16475e-30, 2.16475e-30, 2.16475e-30, 2.16475e-30, 2.16475e-30, 2.16475e-30, 2.16475e-30, 1.76435e-10, 2.16475e-30, 2.16475e-30, 2.16475e-30, 2.00513e-08, 2.16475e-30, 1.4318e-08, 2.16475e-30, 2.16475e-30, 2.16475e-30
0.412741, 0, 5.20233e-08, 1.05434e-29, 1.41421, -5.20233e-08, 1.05434e-29, 0, 1.05434e-29, 1.05434e-29, 1.05434e-29, 1.05434e-29, 1.05434e-29, 1.05434e-29, 1.05434e-29, 1.05434e-29, 1.05434e-29, 1.05434e-29, 2.50775e-10, 1.05434e-29, 1.05434e-29, 1.05434e-29, 3.14887e-08, 1.05434e-29, 2.02839e-08, 1.05434e-29, 1.05434e-29, 1.05434e-29
0.420603, 0, 7.82779e-08, 4.87838e-29, 1.41421, -7.82779e-08, 4.87838e-29, 0, 4.87838e-29, 4.87838e-29, 4.87838e-29, 4.87838e-29, 4.87838e-29, 4.87838e-29, 4.87838e-29, 4.87838e-29, 4.87838e-29, 4.87838e-29, 3.54388e-10, 4.87838e-29, 4.87838e-29, 4.87838e-29, 4.93675e-08, 4.87838e-29, 2.8556e-08, 4.87838e-29, 4.87838e-29, 4.87838e-29
0.428465, 0, 1.17704e-07, 2.18798e-28, 1.41421, -1.17704e-07, 2.18798e-28, 0, 2.18798e-28, 2.18798e-28, 2.18798e-28, 2.18798e-28, 2.18798e-28, 2.18798e-28, 2.18798e-28, 2.18798e-28, 2.18798e-28, 2.18798e-28, 4.97981e-10, 2.18798e-28, 2.18798e-28, 2.18798e-28, 7.72534e-08, 2.18798e-28, 3.99527e-08, 2.18798e-28, 2.18798e-28, 2.18798e-28
0.436327, 0, 1.76884e-07, 9.40048e-28, 1.41421, -1.76884e-07, 9.40048e-28, 0, 9.40048e-28, 9.40048e-28, 9.40048e-28, 9.40048e-28, 9.40048e-28, 9.40048e-28, 9.40048e-28, 9.40048e-28, 9.40048e-28, 9.40048e-28, 6.95879e-10, 9.40048e-28, 9.40048e-28, 9.40048e-28, 1.20633e-07, 9.40048e-28, 5.55547e-08, 9.40048e-28, 9.40048e-28, 9.40048e-28
0.44419, 0, 2.65655e-07, 3.8519e-27, 1.41421, -2.65655e-07, 3.8519e-27, 0, 3.8519e-27, 3.8519e-27, 3.8519e-27, 3.8519e-27, 3.8519e-27, 3.8519e-27, 3.8519e-27, 3.8519e-27, 3.8519e-27, 3.8519e-27, 9.67144e-10, 3.8519e-27, 3.8519e-27, 3.8519e-27, 1.87908e-07, 3.8519e-27, 7.67798e-08, 3.8519e-27, 3.8519e-27, 3.8519e-27
0.452052, 0, 3.9868e-07, 1.50663e-26, 1.41421, -3.9868e-07, 1.50663e-26, 0, 1.50663e-26, 1.50663e-26, 1.50663e-26, 1.50663e-26, 1.50663e-26, 1.50663e-26, 1.50663e-26, 1.50663e-26, 1.50663e-26, 1.50663e-26, 1.337e-09, 1.50663e-26, 1.50663e-26, 1.50663e-26, 2.91868e-07, 1.50663e-26, 1.05475e-07, 1.50663e-26, 1.50663e-26, 1.50663e-26
0.459914, 0, 5.97737e-07, 5.63172e-26, 1.41421, -5.97737e-07, 5.63172e-26, 0, 5.63172e-26, 5.63172e-26, 5.63172e-26, 5.63172e-26, 5.63172e-26, 5.63172e-26, 5.21292e-14, 5.63172e-26, 5.63172e-26, 5.63172e-26, 1.83868e-09, 5.63172e-26, 5.63172e-26, 5.63172e-26, 4.51868e-07, 5.63172e-26, 1.4403e-07, 5.63172e-26, 5.63172e-26, 5.63172e-26
0.467777, 0, 8.95025e-07, 2.01515e-25, 1.41421, -8.95025e-07, 2.01515e-25, 0, 2.01515e-25, 2.01515e-25, 2.01515e-25, 2.01515e-25, 2.01515e-25, 2.01515e-25, 1.71092e-13, 2.01515e-25, 2.01515e-25, 2.01515e-25, 2.5157e-09, 2.01515e-25, 2.01515e-25, 2.01515e-25, 6.9699e-07, 2.01515e-25, 1.95519e-07, 2.01515e-25, 2.01515e-25, 2.01515e-25
0.475639, 0, 1.33791e-06, 6.97409e-25, 1.41421, -1.33791e-06, 6.97409e-25, 0, 6.97409e-25, 6.97409e-25, 6.97409e-25, 6.97409e-25, 6.97409e-25, 6.97409e-25, 4.35163e-13, 6.97409e-25, 6.97409e-25, 6.97409e-25, 3.42481e-09, 6.97409e-25, 6.97409e-25, 6.97409e-25, 1.07062e-06, 6.97409e-25, 2.63865e-07, 6.97409e-25, 6.97409e-25, 6.97409e-25
0.483501, 0, 1.99671e-06, 7.28367e-11, 1.41421, -1.99671e-06, 1.07761e-10, 7.28367e-11, 7.28469e-11, 1.07999e-10, 3.61607e-10, 8.54209e-11, 2.97173e-10, 2.14666e-10, 7.62552e-11, 1.5867e-10, 7.95507e-11, 1.88929e-10, 4.71257e-09, 7.62971e-11, 7.29508e-11, 7.28699e-11, 1.63702e-06, 7.2837e-11, 3.54162e-07, 7.28367e-11, 7.28367e-11, 8.44396e-11
0.491363, 0, 2.97235e-06, 2.31736e-10, 1.41421, -2.97235e-06, 3.45819e-10, 2.31736e-10, 2.3177e-10, 3.46596e-10, 1.17501e-09, 2.72843e-10, 9.6454e-10, 6.95026e-10, 2.41833e-10, 5.12113e-10, 2.53668e-10, 6.10955e-10, 6.48719e-09, 2.4304e-10, 2.32109e-10, 2.32614e-10, 2.49046e-06, 2.31737e-10, 4.72718e-07, 2.31736e-10, 2.31736e-10, 2.69638e-10
0.499226, 0, 4.41151e-06, 5.77244e-10, 1.41421, -4.41151e-06, 8.66215e-10, 5.77244e-10, 5.77329e-10, 8.68184e-10, 2.96656e-09, 6.81367e-10, 2.43343e-09, 1.75076e-09, 6.01932e-10, 1.28744e-09, 6.32797e-10, 1.5378e-09, 8.97127e-09, 6.05876e-10, 5.78188e-10, 5.80009e-10, 3.76806e-06, 5.77247e-10, 6.27646e-07, 5.77244e-10, 5.77244e-10, 6.73248e-10
0.507088, 0, 6.52505e-06, 1.3183e-09, 1.41421, -6.52505e-06, 1.98496e-09, 1.3183e-09, 1.3185e-09, 1.9895e-09, 6.83046e-09, 1.55851e-09, 5.60053e-09, 4.0256e-09, 1.37418e-09, 2.95672e-09, 1.44646e-09, 3.53431e-09, 1.25298e-08, 1.38435e-09, 1.32048e-09, 1.32543e-09, 5.66764e-06, 1.31831e-09, 8.291e-07, 1.3183e-09, 1.3183e-09, 1.53978e-09
0.51495, 0, 9.61409e-06, 2.87926e-09, 1.41421, -9.61409e-06, 4.34408e-09, 2.87926e-09, 2.87969e-09, 4.35406e-09, 1.49909e-08, 3.40707e-09, 1.22884e-08, 8.82789e-09, 3.00037e-09, 6.47929e-09, 3.16087e-09, 7.74842e-09, 1.77854e-08, 3.0244e-09, 2.88405e-09, 2.89605e-09, 8.47159e-06, 2.87928e-09, 1.09001e-06, 2.87926e-09, 2.87926e-09, 3.36592e-09
0.522812, 0, 1.41248e-05, 6.10231e-09, 1.41421, -1.41248e-05, 9.2187e-09, 6.10231e-09, 6.10323e-09, 9.23994e-09, 3.18698e-08, 7.22522e-09, 2.61203e-08, 1.8758e-08, 6.38107e-09, 1.37613e-08, 6.70142e-09, 1.64614e-08, 2.5831e-08, 6.41109e-09, 6.1125e-09, 6.13977e-09, 1.25981e-05, 6.10234e-09, 1.42691e-06, 6.10231e-09, 6.10231e-09, 7.13767e-09
0.530675, 0, 2.06455e-05, 1.26204e-08, 1.41421, -2.06455e-05, 1.9084e-08, 1.26204e-08, 1.26223e-08, 1.9128e-08, 6.60639e-08, 1.49494e-08, 5.41391e-08, 3.88691e-08, 1.32456e-08, 2.85057e-08, 1.3863e-08, 3.41059e-08, 3.86151e-08, 1.32608e-08, 1.26415e-08, 1.2701e-08, 1.85922e-05, 1.26204e-08, 1.86126e-06, 1.26204e-08, 1.26204e-08, 1.47678e-08
0.538537, 0, 3.00439e-05, 2.55318e-08, 1.41421, -3.00439e-05, 3.86407e-08, 2.55318e-08, 2.55357e-08, 3.873e-08, 1.33921e-07, 3.02553e-08, 1.09736e-07, 7.87669e-08, 2.73414e-08, 5.77489e-08, 2.80519e-08, 6.91065e-08, 5.96312e-08, 2.68307e-08, 2.55747e-08, 2.57004e-08, 2.72511e-05, 2.5532e-08, 2.42142e-06, 2.55318e-08, 2.55318e-08, 2.9887e-08
0.546399, 0, 4.35274e-05, 5.05879e-08, 1.41421, -4.35274e-05, 7.6622e-08, 5.05879e-08, 5.05956e-08, 7.67994e-08, 2.65847e-07, 5.99686e-08, 2.17816e-07, 1.56312e-07, 5.48841e-08, 1.14571e-07, 5.55928e-08, 1.37127e-07, 9.51229e-08, 5.31674e-08, 5.0673e-08, 5.09321e-08, 3.96663e-05, 5.05882e-08, 3.14588e-06, 5.05879e-08, 5.05879e-08, 5.92372e-08
0.554262, 0, 6.27894e-05, 9.82254e-08, 1.41421, -6.27894e-05, 1.48891e-07, 9.82254e-08, 9.82403e-08, 1.49236e-07, 5.17149e-07, 1.16481e-07, 4.23674e-07, 3.03979e-07, 1.07647e-07, 2.22745e-07, 1.07966e-07, 2.66642e-07, 1.56137e-07, 1.03245e-07, 9.83909e-08, 9.89131e-08, 5.73364e-05, 9.82259e-08, 4.0884e-06, 9.82254e-08, 9.82254e-08, 1.15058e-07
0.562124, 0, 9.02035e-05, 1.86965e-07, 1.41421, -9.02035e-05, 2.83627e-07, 1.86965e-07, 1.86994e-07, 2.84286e-07, 9.86202e-07, 2.21795e-07, 8.07868e-07, 5.7951e-07, 2.06721e-07, 4.24528e-07, 2.05548e-07, 5.08276e-07, 2.6195e-07, 1.96543e-07, 1.87281e-07, 1.88311e-07, 8.23071e-05, 1.86966e-07, 5.32625e-06, 1.86965e-07, 1.86965e-07, 2.19079e-07
0.569986, 0, 0.000129098, 3.48938e-07, 1.41421, -0.000129098, 5.29769e-07, 3.48938e-07, 3.48991e-07, 5.31001e-07, 1.84411e-06, 4.14096e-07, 1.51049e-06, 1.08329e-06, 3.89069e-07, 7.93358e-07, 3.83702e-07, 9.50031e-07, 4.45619e-07, 3.66855e-07, 3.49529e-07, 3.51521e-07, 0.000117356, 3.4894e-07, 6.97369e-06, 3.48938e-07, 3.48938e-07, 4.09015e-07
0.577848, 0, 0.000184149, 6.38642e-07, 1.41421, -0.000184149, 9.70414e-07, 6.38642e-07, 6.38739e-07, 9.72674e-07, 3.38185e-06, 7.58187e-07, 2.76976e-06, 1.98597e-06, 7.18295e-07, 1.45402e-06, 7.02423e-07, 1.74147e-06, 7.62786e-07, 6.71514e-07, 6.39726e-07, 6.43502e-07, 0.000166243, 6.38645e-07, 9.20277e-06, 6.38642e-07, 6.38642e-07, 7.48866e-07
