   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_676.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00631589, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00155077, 0, 1.75667e-17, 0, 1.41421, -1.75667e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75614e-21, 0, 2.46505e-18, 0, 1.50999e-17, 0, 0, 0
0.00941743, 0, 3.19247e-17, 0, 1.41421, -3.19247e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23965e-21, 0, 4.5593e-18, 0, 2.73622e-17, 0, 0, 0
0.0172841, 0, 5.76e-17, 0, 1.41421, -5.76e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.93318e-21, 0, 8.37434e-18, 0, 4.92197e-17, 0, 0, 0
0.0251508, 0, 1.0319e-16, 0, 1.41421, -1.0319e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07892e-20, 0, 1.52775e-17, 0, 8.79016e-17, 0, 0, 0
0.0330174, 0, 1.83583e-16, 0, 1.41421, -1.83583e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94836e-20, 0, 2.76867e-17, 0, 1.55877e-16, 0, 0, 0
0.0408841, 0, 3.24387e-16, 0, 1.41421, -3.24387e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49446e-20, 0, 4.98507e-17, 0, 2.74502e-16, 0, 0, 0
0.0487507, 0, 5.69353e-16, 0, 1.41421, -5.69353e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.22546e-20, 0, 8.91885e-17, 0, 4.80102e-16, 0, 0, 0
0.0566174, 0, 9.92742e-16, 0, 1.41421, -9.92742e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10178e-19, 0, 1.58577e-16, 0, 8.34055e-16, 0, 0, 0
0.0644841, 0, 1.71977e-15, 0, 1.41421, -1.71977e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93729e-19, 0, 2.8023e-16, 0, 1.43934e-15, 0, 0, 0
0.0723507, 0, 2.96023e-15, 0, 1.41421, -2.96023e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.38465e-19, 0, 4.92243e-16, 0, 2.46765e-15, 0, 0, 0
0.0802174, 0, 5.06342e-15, 0, 1.41421, -5.06342e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.87607e-19, 0, 8.59566e-16, 0, 4.20327e-15, 0, 0, 0
0.0880841, 0, 8.6072e-15, 0, 1.41421, -8.6072e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0138e-18, 0, 1.4923e-15, 0, 7.11389e-15, 0, 0, 0
0.0959507, 0, 1.45416e-14, 0, 1.41421, -1.45416e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73839e-18, 0, 2.57599e-15, 0, 1.19639e-14, 0, 0, 0
0.103817, 0, 2.44192e-14, 0, 1.41421, -2.44192e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96286e-18, 0, 4.42167e-15, 0, 1.99945e-14, 0, 0, 0
0.111684, 0, 4.07614e-14, 0, 1.41421, -4.07614e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.01975e-18, 0, 7.5477e-15, 0, 3.32087e-14, 0, 0, 0
0.119551, 0, 6.76387e-14, 0, 1.41421, -6.76387e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.45451e-18, 0, 1.28133e-14, 0, 5.48169e-14, 0, 0, 0
0.127417, 0, 1.11584e-13, 0, 1.41421, -1.11584e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41569e-17, 0, 2.16351e-14, 0, 8.99345e-14, 0, 0, 0
0.135284, 0, 1.83017e-13, 0, 1.41421, -1.83017e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35693e-17, 0, 3.63358e-14, 0, 1.46657e-13, 0, 0, 0
0.143151, 0, 2.98465e-13, 0, 1.41421, -2.98465e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9018e-17, 0, 6.07048e-14, 0, 2.37722e-13, 0, 0, 0
