   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_128.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.000235106, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00762694, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.015489, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.023351, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0312131, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0390751, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0469372, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0547992, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0626613, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0705233, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0783854, 0, 5.32393e-30, 0, 1.41421, -5.32393e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70567e-32, 0, 0, 5.94708e-35, 4.81225e-36, 0, 5.29681e-30, 0, 0, 0
0.0862475, 0, 5.77546e-29, 0, 1.41421, -5.77546e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9351e-31, 0, 0, 6.45138e-34, 7.76416e-34, 0, 5.74596e-29, 0, 0, 0
0.0941095, 0, 3.93237e-28, 0, 1.41421, -3.93237e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99843e-30, 0, 0, 4.39256e-33, 8.3331e-33, 0, 3.91226e-28, 0, 0, 0
0.101972, 0, 2.14011e-27, 0, 1.41421, -2.14011e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0876e-29, 0, 0, 2.39054e-32, 5.67846e-32, 0, 2.12915e-27, 0, 0, 0
0.109834, 0, 1.01445e-26, 0, 1.41421, -1.01445e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.15538e-29, 0, 0, 1.13469e-31, 3.09666e-31, 0, 1.00925e-26, 0, 0, 0
0.117696, 0, 4.3647e-26, 0, 1.41421, -4.3647e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21811e-28, 0, 0, 4.89489e-31, 1.47063e-30, 0, 4.34232e-26, 0, 0, 0
0.125558, 0, 1.74448e-25, 0, 1.41421, -1.74448e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.86528e-28, 0, 0, 1.96339e-30, 6.33696e-30, 0, 1.73553e-25, 0, 0, 0
0.13342, 0, 6.57093e-25, 0, 1.41421, -6.57093e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33928e-27, 0, 0, 7.42692e-30, 2.53604e-29, 0, 6.53721e-25, 0, 0, 0
0.141282, 0, 2.35518e-24, 0, 1.41421, -2.35518e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19688e-26, 0, 0, 2.67458e-29, 9.56373e-29, 0, 2.34309e-24, 0, 0, 0
0.149144, 0, 8.08781e-24, 0, 1.41421, -8.08781e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11013e-26, 0, 0, 9.23166e-29, 3.43169e-28, 0, 8.04627e-24, 0, 0, 0
0.157006, 0, 2.67449e-23, 0, 1.41421, -2.67449e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35914e-25, 0, 0, 3.06939e-28, 1.17972e-27, 0, 2.66075e-23, 0, 0, 0
0.164868, 0, 8.54957e-23, 0, 1.41421, -8.54957e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34477e-25, 0, 0, 9.86857e-28, 3.90528e-27, 0, 8.50564e-23, 0, 0, 0
0.17273, 0, 2.65016e-22, 0, 1.41421, -2.65016e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34677e-24, 0, 0, 3.07759e-27, 1.24975e-26, 0, 2.63653e-22, 0, 0, 0
0.180592, 0, 7.9855e-22, 0, 1.41421, -7.9855e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.05811e-24, 0, 0, 9.33253e-27, 3.87822e-26, 0, 7.94444e-22, 0, 0, 0
0.188454, 0, 2.3438e-21, 0, 1.41421, -2.3438e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19108e-23, 0, 0, 2.75745e-26, 1.16995e-25, 0, 2.33175e-21, 0, 0, 0
0.196316, 0, 6.71229e-21, 0, 1.41421, -6.71229e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41107e-23, 0, 0, 7.95206e-26, 3.4381e-25, 0, 6.67776e-21, 0, 0, 0
0.204178, 0, 1.87835e-20, 0, 1.41421, -1.87835e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.54545e-23, 0, 0, 2.24152e-25, 9.85906e-25, 0, 1.86868e-20, 0, 0, 0
0.21204, 0, 5.1425e-20, 0, 1.41421, -5.1425e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61333e-22, 0, 0, 6.18357e-25, 2.76281e-24, 0, 5.11603e-20, 0, 0, 0
0.219902, 0, 1.37888e-19, 0, 1.41421, -1.37888e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.0072e-22, 0, 0, 1.67121e-24, 7.5754e-24, 0, 1.37178e-19, 0, 0, 0
0.227764, 0, 3.62435e-19, 0, 1.41421, -3.62435e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84182e-21, 0, 0, 4.42922e-24, 2.03454e-23, 0, 3.60568e-19, 0, 0, 0
