   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_17.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00175068, 0, 1.26287e-18, 0, 1.41421, -1.26287e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.38708e-20, 0, 0, 1.52697e-22, 0, 3.1823e-21, 0, 1.20566e-18, 0, 0, 0
0.00960355, 0, 2.41963e-18, 0, 1.41421, -2.41963e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03211e-19, 0, 0, 2.97266e-22, 0, 6.20727e-21, 0, 2.30991e-18, 0, 0, 0
0.0174564, 0, 4.59538e-18, 0, 1.41421, -4.59538e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96009e-19, 0, 0, 5.73691e-22, 0, 1.20032e-20, 0, 4.3868e-18, 0, 0, 0
0.0253093, 0, 8.65335e-18, 0, 1.41421, -8.65335e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69077e-19, 0, 0, 1.09785e-21, 0, 2.30176e-20, 0, 8.26015e-18, 0, 0, 0
0.0331621, 0, 1.61597e-17, 0, 1.41421, -1.61597e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.892e-19, 0, 0, 2.08378e-21, 0, 4.37829e-20, 0, 1.54247e-17, 0, 0, 0
0.041015, 0, 2.99339e-17, 0, 1.41421, -2.99339e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27659e-18, 0, 0, 3.92368e-21, 0, 8.26303e-20, 0, 2.85708e-17, 0, 0, 0
0.0488679, 0, 5.50111e-17, 0, 1.41421, -5.50111e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34592e-18, 0, 0, 7.33091e-21, 0, 1.54761e-19, 0, 5.25031e-17, 0, 0, 0
0.0567207, 0, 1.00317e-16, 0, 1.41421, -1.00317e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27773e-18, 0, 0, 1.35934e-20, 0, 2.87719e-19, 0, 9.5738e-17, 0, 0, 0
0.0645736, 0, 1.81553e-16, 0, 1.41421, -1.81553e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74133e-18, 0, 0, 2.50194e-20, 0, 5.31055e-19, 0, 1.73255e-16, 0, 0, 0
0.0724265, 0, 3.26138e-16, 0, 1.41421, -3.26138e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39055e-17, 0, 0, 4.57166e-20, 0, 9.73322e-19, 0, 3.11213e-16, 0, 0, 0
0.0802793, 0, 5.81601e-16, 0, 1.41421, -5.81601e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47961e-17, 0, 0, 8.29433e-20, 0, 1.7717e-18, 0, 5.5495e-16, 0, 0, 0
0.0881322, 0, 1.02974e-15, 0, 1.41421, -1.02974e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.38992e-17, 0, 0, 1.49436e-19, 0, 3.20337e-18, 0, 9.8249e-16, 0, 0, 0
0.0959851, 0, 1.81034e-15, 0, 1.41421, -1.81034e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.71716e-17, 0, 0, 2.67394e-19, 0, 5.75401e-18, 0, 1.72715e-15, 0, 0, 0
0.103838, 0, 3.16056e-15, 0, 1.41421, -3.16056e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34719e-16, 0, 0, 4.75242e-19, 0, 1.02692e-17, 0, 3.01509e-15, 0, 0, 0
0.111691, 0, 5.47998e-15, 0, 1.41421, -5.47998e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33566e-16, 0, 0, 8.39056e-19, 0, 1.82123e-17, 0, 5.22736e-15, 0, 0, 0
0.119544, 0, 9.43724e-15, 0, 1.41421, -9.43724e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02198e-16, 0, 0, 1.47171e-18, 0, 3.20995e-17, 0, 9.00147e-15, 0, 0, 0
0.127397, 0, 1.61433e-14, 0, 1.41421, -1.61433e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8794e-16, 0, 0, 2.56476e-18, 0, 5.62325e-17, 0, 1.53966e-14, 0, 0, 0
0.135249, 0, 2.7432e-14, 0, 1.41421, -2.7432e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1689e-15, 0, 0, 4.44136e-18, 0, 9.79214e-17, 0, 2.61607e-14, 0, 0, 0
0.143102, 0, 4.63088e-14, 0, 1.41421, -4.63088e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97307e-15, 0, 0, 7.64304e-18, 0, 1.69515e-16, 0, 4.41585e-14, 0, 0, 0
0.150955, 0, 7.76672e-14, 0, 1.41421, -7.76672e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30884e-15, 0, 0, 1.30717e-17, 0, 2.91757e-16, 0, 7.40535e-14, 0, 0, 0
0.158808, 0, 1.29421e-13, 0, 1.41421, -1.29421e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.51315e-15, 0, 0, 2.22205e-17, 0, 4.99285e-16, 0, 1.23386e-13, 0, 0, 0
0.166661, 0, 2.14282e-13, 0, 1.41421, -2.14282e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.12718e-15, 0, 0, 3.7546e-17, 0, 8.49631e-16, 0, 2.04267e-13, 0, 0, 0
0.174514, 0, 3.52534e-13, 0, 1.41421, -3.52534e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50144e-14, 0, 0, 6.30673e-17, 0, 1.43781e-15, 0, 3.36019e-13, 0, 0, 0
0.182367, 0, 5.76327e-13, 0, 1.41421, -5.76327e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45432e-14, 0, 0, 1.0532e-16, 0, 2.41997e-15, 0, 5.49259e-13, 0, 0, 0
0.190219, 0, 9.36283e-13, 0, 1.41421, -9.36283e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9868e-14, 0, 0, 1.74877e-16, 0, 4.0513e-15, 0, 8.92189e-13, 0, 0, 0
0.198072, 0, 1.51158e-12, 0, 1.41421, -1.51158e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.43584e-14, 0, 0, 2.88741e-16, 0, 6.7466e-15, 0, 1.44019e-12, 0, 0, 0
0.205925, 0, 2.42526e-12, 0, 1.41421, -2.42526e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0325e-13, 0, 0, 4.74123e-16, 0, 1.11768e-14, 0, 2.31035e-12, 0, 0, 0
0.213778, 0, 3.86721e-12, 0, 1.41421, -3.86721e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64623e-13, 0, 0, 7.74341e-16, 0, 1.84219e-14, 0, 3.68339e-12, 0, 0, 0
0.221631, 0, 6.12867e-12, 0, 1.41421, -6.12867e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60869e-13, 0, 0, 1.2581e-15, 0, 3.02115e-14, 0, 5.83633e-12, 0, 0, 0
0.229484, 0, 9.65895e-12, 0, 1.41421, -9.65895e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11114e-13, 0, 0, 2.03779e-15, 0, 4.94136e-14, 0, 9.19638e-12, 0, 0, 0
0.237337, 0, 1.51201e-11, 0, 1.41421, -1.51201e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.43528e-13, 0, 0, 3.27788e-15, 0, 8.02445e-14, 0, 1.43931e-11, 0, 0, 0
