   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_57.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00967028, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00176208, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00614612, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0140543, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0219625, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0298707, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0377789, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0456871, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0535953, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0615035, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0694117, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0773199, 0, 3.08428e-30, 0, 1.41421, -3.08428e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64804e-32, 0, 0, 5.34718e-35, 1.37837e-35, 0, 3.05774e-30, 0, 0
0.0852281, 0, 3.38987e-29, 0, 1.41421, -3.38987e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91014e-31, 0, 0, 5.87643e-34, 3.21569e-33, 0, 3.36038e-29, 0, 0
0.0931363, 0, 2.33852e-28, 0, 1.41421, -2.33852e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.00748e-30, 0, 0, 4.05369e-33, 3.40571e-32, 0, 2.31807e-28, 0, 0
0.101045, 0, 1.2894e-27, 0, 1.41421, -1.2894e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10684e-29, 0, 0, 2.23846e-32, 2.30893e-31, 0, 1.27808e-27, 0, 0
0.108953, 0, 6.19158e-27, 0, 1.41421, -6.19158e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31478e-29, 0, 0, 1.07889e-31, 1.25933e-30, 0, 6.13707e-27, 0, 0
0.116861, 0, 2.69822e-26, 0, 1.41421, -2.69822e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31607e-28, 0, 0, 4.72679e-31, 5.99987e-30, 0, 2.67441e-26, 0, 0
0.124769, 0, 1.09211e-25, 0, 1.41421, -1.09211e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.37424e-28, 0, 0, 1.92536e-30, 2.59841e-29, 0, 1.08246e-25, 0, 0
0.132677, 0, 4.1651e-25, 0, 1.41421, -4.1651e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5751e-27, 0, 0, 7.39438e-30, 1.04639e-28, 0, 4.12823e-25, 0, 0
0.140586, 0, 1.51127e-24, 0, 1.41421, -1.51127e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29718e-26, 0, 0, 2.70296e-29, 3.97376e-28, 0, 1.49788e-24, 0, 0
0.148494, 0, 5.25277e-24, 0, 1.41421, -5.25277e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50859e-26, 0, 0, 9.46784e-29, 1.43658e-27, 0, 5.20615e-24, 0, 0
0.156402, 0, 1.75776e-23, 0, 1.41421, -1.75776e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50872e-25, 0, 0, 3.19385e-28, 4.97717e-27, 0, 1.74214e-23, 0, 0
0.16431, 0, 5.6852e-23, 0, 1.41421, -5.6852e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87967e-25, 0, 0, 1.04163e-27, 1.66083e-26, 0, 5.63464e-23, 0, 0
0.172218, 0, 1.78272e-22, 0, 1.41421, -1.78272e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53011e-24, 0, 0, 3.29443e-27, 5.35827e-26, 0, 1.76685e-22, 0, 0
0.180127, 0, 5.4331e-22, 0, 1.41421, -5.4331e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.66321e-24, 0, 0, 1.01296e-26, 1.67647e-25, 0, 5.38469e-22, 0, 0
0.188035, 0, 1.61261e-21, 0, 1.41421, -1.61261e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38409e-23, 0, 0, 3.03421e-26, 5.09926e-25, 0, 1.59823e-21, 0, 0
0.195943, 0, 4.6695e-21, 0, 1.41421, -4.6695e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00776e-23, 0, 0, 8.86919e-26, 1.51092e-24, 0, 4.62783e-21, 0, 0
0.203851, 0, 1.32099e-20, 0, 1.41421, -1.32099e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13378e-22, 0, 0, 2.53361e-25, 4.36855e-24, 0, 1.30919e-20, 0, 0
0.211759, 0, 3.65556e-20, 0, 1.41421, -3.65556e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13746e-22, 0, 0, 7.08198e-25, 1.2343e-23, 0, 3.62288e-20, 0, 0
0.219668, 0, 9.90589e-20, 0, 1.41421, -9.90589e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.50188e-22, 0, 0, 1.93908e-24, 3.41211e-23, 0, 9.81727e-20, 0, 0
0.227576, 0, 2.63098e-19, 0, 1.41421, -2.63098e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25806e-21, 0, 0, 5.20556e-24, 9.23866e-23, 0, 2.60743e-19, 0, 0
0.235484, 0, 6.85455e-19, 0, 1.41421, -6.85455e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.88294e-21, 0, 0, 1.37129e-23, 2.45235e-22, 0, 6.79314e-19, 0, 0
0.243392, 0, 1.75301e-18, 0, 1.41421, -1.75301e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50451e-20, 0, 0, 3.54729e-23, 6.38694e-22, 0, 1.73729e-18, 0, 0
0.2513, 0, 4.40354e-18, 0, 1.41421, -4.40354e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7793e-20, 0, 0, 9.01669e-23, 1.63325e-21, 0, 4.36402e-18, 0, 0
0.259209, 0, 1.0871e-17, 0, 1.41421, -1.0871e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.32989e-20, 0, 0, 2.25333e-22, 4.10331e-21, 0, 1.07734e-17, 0, 0
0.267117, 0, 2.6388e-17, 0, 1.41421, -2.6388e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26469e-19, 0, 0, 5.53933e-22, 1.01341e-20, 0, 2.61508e-17, 0, 0
0.275025, 0, 6.30083e-17, 0, 1.41421, -6.30083e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.40749e-19, 0, 0, 1.34012e-21, 2.46164e-20, 0, 6.24416e-17, 0, 0
0.282933, 0, 1.4965e-16, 0, 1.41421, -1.4965e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28431e-18, 0, 0, 3.23433e-21, 5.96276e-20, 0, 1.48303e-16, 0, 0
0.290841, 0, 3.45608e-16, 0, 1.41421, -3.45608e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96599e-18, 0, 0, 7.57421e-21, 1.40037e-19, 0, 3.42494e-16, 0, 0
0.29875, 0, 7.8614e-16, 0, 1.41421, -7.8614e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7465e-18, 0, 0, 1.74796e-20, 3.23949e-19, 0, 7.79052e-16, 0, 0
0.306658, 0, 1.76173e-15, 0, 1.41421, -1.76173e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51185e-17, 0, 0, 3.9764e-20, 7.3838e-19, 0, 1.74583e-15, 0, 0
0.314566, 0, 3.8905e-15, 0, 1.41421, -3.8905e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33862e-17, 0, 0, 8.91931e-20, 1.65876e-18, 0, 3.85536e-15, 0, 0
