   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_398.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0167979, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00894105, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00108417, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00677272, 0, 9.40265e-17, 0, 1.41421, -9.40265e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.13542e-19, 0, 0, 5.35671e-19, 0, 8.2871e-20, 0, 9.24944e-17, 0, 0
0.0146296, 0, 1.59832e-16, 0, 1.41421, -1.59832e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55271e-18, 0, 0, 9.25907e-19, 0, 1.44166e-19, 0, 1.57209e-16, 0, 0
0.0224865, 0, 2.70057e-16, 0, 1.41421, -2.70057e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62319e-18, 0, 0, 1.59107e-18, 0, 2.49416e-19, 0, 2.65593e-16, 0, 0
0.0303434, 0, 4.5359e-16, 0, 1.41421, -4.5359e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40538e-18, 0, 0, 2.71832e-18, 0, 4.29172e-19, 0, 4.46037e-16, 0, 0
0.0382002, 0, 7.57393e-16, 0, 1.41421, -7.57393e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35505e-18, 0, 0, 4.61788e-18, 0, 7.34568e-19, 0, 7.44685e-16, 0, 0
0.0460571, 0, 1.25737e-15, 0, 1.41421, -1.25737e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22087e-17, 0, 0, 7.80101e-18, 0, 1.25074e-18, 0, 1.23611e-15, 0, 0
0.053914, 0, 2.07546e-15, 0, 1.41421, -2.07546e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01493e-17, 0, 0, 1.31056e-17, 0, 2.1187e-18, 0, 2.04008e-15, 0, 0
0.0617709, 0, 3.40647e-15, 0, 1.41421, -3.40647e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30666e-17, 0, 0, 2.18973e-17, 0, 3.57092e-18, 0, 3.34793e-15, 0, 0
0.0696278, 0, 5.5598e-15, 0, 1.41421, -5.5598e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3961e-17, 0, 0, 3.63901e-17, 0, 5.98866e-18, 0, 5.46346e-15, 0, 0
0.0774847, 0, 9.02407e-15, 0, 1.41421, -9.02407e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.75704e-17, 0, 0, 6.01551e-17, 0, 9.99429e-18, 0, 8.86635e-15, 0, 0
0.0853416, 0, 1.45665e-14, 0, 1.41421, -1.45665e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41332e-16, 0, 0, 9.89215e-17, 0, 1.65988e-17, 0, 1.43096e-14, 0, 0
0.0931984, 0, 2.3385e-14, 0, 1.41421, -2.3385e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26858e-16, 0, 0, 1.61833e-16, 0, 2.74364e-17, 0, 2.29689e-14, 0, 0
0.101055, 0, 3.73395e-14, 0, 1.41421, -3.73395e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62171e-16, 0, 0, 2.63407e-16, 0, 4.51371e-17, 0, 3.66688e-14, 0, 0
