   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_689.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0124324, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00455766, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00331702, 0, 7.56291e-14, 0, 1.41421, -7.56291e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29926e-16, 0, 0, 1.03757e-16, 0, 4.28816e-15, 0, 7.11073e-14, 0, 0, 0
0.0111917, 0, 1.15679e-13, 0, 1.41421, -1.15679e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98346e-16, 0, 0, 1.61389e-16, 0, 6.76671e-15, 0, 1.08552e-13, 0, 0, 0
0.0190664, 0, 1.7619e-13, 0, 1.41421, -1.7619e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01492e-16, 0, 0, 2.50008e-16, 0, 1.06363e-14, 0, 1.65002e-13, 0, 0, 0
0.0269411, 0, 2.67231e-13, 0, 1.41421, -2.67231e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56317e-16, 0, 0, 3.85723e-16, 0, 1.66541e-14, 0, 2.49735e-13, 0, 0, 0
0.0348158, 0, 4.03631e-13, 0, 1.41421, -4.03631e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.87717e-16, 0, 0, 5.92737e-16, 0, 2.5977e-14, 0, 3.76373e-13, 0, 0, 0
0.0426905, 0, 6.0714e-13, 0, 1.41421, -6.0714e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03209e-15, 0, 0, 9.0727e-16, 0, 4.0368e-14, 0, 5.64833e-13, 0, 0, 0
0.0505652, 0, 9.0952e-13, 0, 1.41421, -9.0952e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54239e-15, 0, 0, 1.38332e-15, 0, 6.24967e-14, 0, 8.44097e-13, 0, 0, 0
0.0584399, 0, 1.35696e-12, 0, 1.41421, -1.35696e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29538e-15, 0, 0, 2.10107e-15, 0, 9.63973e-14, 0, 1.25616e-12, 0, 0, 0
0.0663145, 0, 2.01633e-12, 0, 1.41421, -2.01633e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4018e-15, 0, 0, 3.17922e-15, 0, 1.4814e-13, 0, 1.86161e-12, 0, 0, 0
0.0741892, 0, 2.98409e-12, 0, 1.41421, -2.98409e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.02067e-15, 0, 0, 4.79292e-15, 0, 2.26829e-13, 0, 2.74745e-12, 0, 0, 0
0.0820639, 0, 4.39873e-12, 0, 1.41421, -4.39873e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.37944e-15, 0, 0, 7.19965e-15, 0, 3.46063e-13, 0, 4.03809e-12, 0, 0, 0
0.0899386, 0, 6.45831e-12, 0, 1.41421, -6.45831e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08019e-14, 0, 0, 1.07766e-14, 0, 5.26088e-13, 0, 5.91064e-12, 0, 0, 0
0.0978133, 0, 9.44491e-12, 0, 1.41421, -9.44491e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57472e-14, 0, 0, 1.60749e-14, 0, 7.9694e-13, 0, 8.61615e-12, 0, 0, 0
0.105688, 0, 1.37586e-11, 0, 1.41421, -1.37586e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28632e-14, 0, 0, 2.38973e-14, 0, 1.20302e-12, 0, 1.25088e-11, 0, 0, 0
0.113563, 0, 1.99646e-11, 0, 1.41421, -1.99646e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30603e-14, 0, 0, 3.54105e-14, 0, 1.80976e-12, 0, 1.80864e-11, 0, 0, 0
0.121437, 0, 2.88582e-11, 0, 1.41421, -2.88582e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76126e-14, 0, 0, 5.23053e-14, 0, 2.71324e-12, 0, 2.60451e-11, 0, 0, 0
0.129312, 0, 4.15537e-11, 0, 1.41421, -4.15537e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82948e-14, 0, 0, 7.7027e-14, 0, 4.05409e-12, 0, 3.73543e-11, 0, 0, 0
0.137187, 0, 5.96066e-11, 0, 1.41421, -5.96066e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.75688e-14, 0, 0, 1.13106e-13, 0, 6.03754e-12, 0, 5.33584e-11, 0, 0, 0
0.145061, 0, 8.51799e-11, 0, 1.41421, -8.51799e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38835e-13, 0, 0, 1.65629e-13, 0, 8.96216e-12, 0, 7.59132e-11, 0, 0, 0
0.152936, 0, 1.21269e-10, 0, 1.41421, -1.21269e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96769e-13, 0, 0, 2.41918e-13, 0, 1.3261e-11, 0, 1.0757e-10, 0, 0, 0
0.160811, 0, 1.72009e-10, 0, 1.41421, -1.72009e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77773e-13, 0, 0, 3.52499e-13, 0, 1.95603e-11, 0, 1.51818e-10, 0, 0, 0
0.168685, 0, 2.43081e-10, 0, 1.41421, -2.43081e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90578e-13, 0, 0, 5.12496e-13, 0, 2.87636e-11, 0, 2.13415e-10, 0, 0, 0
0.17656, 0, 3.42271e-10, 0, 1.41421, -3.42271e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47037e-13, 0, 0, 7.43624e-13, 0, 4.21704e-11, 0, 2.9881e-10, 0, 0, 0
0.184435, 0, 4.80202e-10, 0, 1.41421, -4.80202e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.63174e-13, 0, 0, 1.07707e-12, 0, 6.16453e-11, 0, 4.16717e-10, 0, 0, 0
0.19231, 0, 6.71327e-10, 0, 1.41421, -6.71327e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06056e-12, 0, 0, 1.5576e-12, 0, 8.98577e-11, 0, 5.78851e-10, 0, 0, 0
0.200184, 0, 9.35235e-10, 0, 1.41421, -9.35235e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46813e-12, 0, 0, 2.24956e-12, 0, 1.3062e-10, 0, 8.00898e-10, 0, 0, 0
0.208059, 0, 1.2984e-09, 0, 1.41421, -1.2984e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02448e-12, 0, 0, 3.24543e-12, 0, 1.89363e-10, 0, 1.10377e-09, 0, 0, 0
0.215934, 0, 1.79692e-09, 3.91383e-42, 1.41421, -1.79692e-09, 0, 3.91383e-42, 3.91383e-42, 3.91383e-42, 3.91383e-42, 3.91383e-42, 3.91383e-42, 3.91383e-42, 3.91383e-42, 3.91383e-42, 3.91383e-42, 3.91383e-42, 2.78125e-12, 3.91383e-42, 3.91383e-42, 4.68755e-12, 3.91383e-42, 2.74128e-10, 3.91383e-42, 1.51533e-09, 3.91383e-42, 3.91383e-42, 3.91383e-42
0.223808, 0, 2.47795e-09, 5.37426e-41, 1.41421, -2.47795e-09, 0, 5.37426e-41, 5.37426e-41, 5.37426e-41, 5.37426e-41, 5.37426e-41, 5.37426e-41, 5.37426e-41, 5.37426e-41, 5.37426e-41, 5.37426e-41, 5.37426e-41, 3.80592e-12, 5.37426e-41, 5.37426e-41, 6.75287e-12, 5.37426e-41, 3.95366e-10, 5.37426e-41, 2.07202e-09, 5.37426e-41, 5.37426e-41, 5.37426e-41
0.231683, 0, 3.40595e-09, 6.56109e-40, 1.41421, -3.40595e-09, 0, 6.56109e-40, 6.56109e-40, 6.56109e-40, 6.56109e-40, 6.56109e-40, 6.56109e-40, 6.56109e-40, 6.56109e-40, 6.56109e-40, 6.56109e-40, 6.56109e-40, 5.18836e-12, 6.56109e-40, 6.56109e-40, 9.72434e-12, 6.56109e-40, 5.68843e-10, 6.56109e-40, 2.82219e-09, 6.56109e-40, 6.56109e-40, 6.56109e-40
0.239558, 0, 4.66661e-09, 7.18918e-39, 1.41421, -4.66661e-09, 0, 7.18918e-39, 7.18918e-39, 7.18918e-39, 7.18918e-39, 7.18918e-39, 7.18918e-39, 7.18918e-39, 7.18918e-39, 7.18918e-39, 7.18918e-39, 7.18918e-39, 7.04636e-12, 7.18918e-39, 7.18918e-39, 1.40007e-11, 7.18918e-39, 8.16531e-10, 7.18918e-39, 3.82903e-09, 7.18918e-39, 7.18918e-39, 7.18918e-39
0.247432, 0, 6.3741e-09, 7.12003e-38, 1.41421, -6.3741e-09, 0, 7.12003e-38, 7.12003e-38, 7.12003e-38, 7.12003e-38, 7.12003e-38, 7.12003e-38, 7.12003e-38, 7.12003e-38, 7.12003e-38, 7.12003e-38, 7.12003e-38, 9.53404e-12, 7.12003e-38, 7.12003e-38, 2.01576e-11, 7.12003e-38, 1.16944e-09, 7.12003e-38, 5.17497e-09, 7.12003e-38, 7.12003e-38, 7.12003e-38
0.255307, 0, 8.68017e-09, 6.4052e-37, 1.41421, -8.68017e-09, 0, 6.4052e-37, 6.4052e-37, 6.4052e-37, 6.4052e-37, 6.4052e-37, 6.4052e-37, 6.4052e-37, 6.4052e-37, 6.4052e-37, 6.4052e-37, 6.4052e-37, 1.28522e-11, 6.4052e-37, 6.4052e-37, 2.90263e-11, 6.4052e-37, 1.67126e-09, 6.4052e-37, 6.96703e-09, 6.4052e-37, 6.4052e-37, 6.4052e-37
