   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_260.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0261326, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0182334, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0103343, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00243516, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00546398, 0, 1.44616e-13, 0, 1.41421, -1.44616e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.71199e-16, 0, 0, 2.02073e-16, 0, 6.18987e-15, 0, 1.37253e-13, 0, 0, 0
0.0133631, 0, 2.18813e-13, 0, 1.41421, -2.18813e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46742e-15, 0, 0, 3.11234e-16, 0, 9.65457e-15, 0, 2.0738e-13, 0, 0, 0
0.0212623, 0, 3.29728e-13, 0, 1.41421, -3.29728e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20802e-15, 0, 0, 4.77483e-16, 0, 1.50017e-14, 0, 3.12041e-13, 0, 0, 0
0.0291614, 0, 4.94855e-13, 0, 1.41421, -4.94855e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30873e-15, 0, 0, 7.29693e-16, 0, 2.3224e-14, 0, 4.67592e-13, 0, 0, 0
0.0370605, 0, 7.39687e-13, 0, 1.41421, -7.39687e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.93787e-15, 0, 0, 1.11085e-15, 0, 3.58202e-14, 0, 6.97818e-13, 0, 0, 0
0.0449597, 0, 1.10123e-12, 0, 1.41421, -1.10123e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.33922e-15, 0, 0, 1.68472e-15, 0, 5.50458e-14, 0, 1.03716e-12, 0, 0, 0
0.0528588, 0, 1.63298e-12, 0, 1.41421, -1.63298e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08642e-14, 0, 0, 2.54553e-15, 0, 8.42826e-14, 0, 1.53528e-12, 0, 0, 0
0.060758, 0, 2.41191e-12, 0, 1.41421, -2.41191e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60175e-14, 0, 0, 3.83205e-15, 0, 1.28583e-13, 0, 2.26348e-12, 0, 0, 0
0.0686571, 0, 3.54839e-12, 0, 1.41421, -3.54839e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35205e-14, 0, 0, 5.74834e-15, 0, 1.95467e-13, 0, 3.32365e-12, 0, 0, 0
0.0765563, 0, 5.19996e-12, 0, 1.41421, -5.19996e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44001e-14, 0, 0, 8.59257e-15, 0, 2.9609e-13, 0, 4.86088e-12, 0, 0, 0
0.0844554, 0, 7.5906e-12, 0, 1.41421, -7.5906e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.01121e-14, 0, 0, 1.27999e-14, 0, 4.46943e-13, 0, 7.08075e-12, 0, 0, 0
0.0923545, 0, 1.10375e-11, 0, 1.41421, -1.10375e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.27114e-14, 0, 0, 1.90035e-14, 0, 6.72318e-13, 0, 1.02735e-11, 0, 0, 0
