   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_149.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00381705, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0040631, 0, 3.25625e-19, 0, 1.41421, -3.25625e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.01137e-22, 0, 0, 7.46456e-24, 3.70158e-21, 0, 3.21215e-19, 0, 0
0.0119432, 0, 6.43788e-19, 0, 1.41421, -6.43788e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38592e-21, 0, 0, 1.49674e-23, 7.45177e-21, 0, 6.34936e-19, 0, 0
0.0198234, 0, 1.26051e-18, 0, 1.41421, -1.26051e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71299e-21, 0, 0, 2.97268e-23, 1.48571e-20, 0, 1.24291e-18, 0, 0
0.0277036, 0, 2.44493e-18, 0, 1.41421, -2.44493e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.26103e-21, 0, 0, 5.84982e-23, 2.93475e-20, 0, 2.41026e-18, 0, 0
0.0355837, 0, 4.69909e-18, 0, 1.41421, -4.69909e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01093e-20, 0, 0, 1.14091e-22, 5.74519e-20, 0, 4.63142e-18, 0, 0
0.0434639, 0, 8.95153e-18, 0, 1.41421, -8.95153e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92532e-20, 0, 0, 2.20589e-22, 1.11497e-19, 0, 8.82056e-18, 0, 0
0.051344, 0, 1.6905e-17, 0, 1.41421, -1.6905e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6351e-20, 0, 0, 4.22903e-22, 2.14566e-19, 0, 1.66536e-17, 0, 0
0.0592242, 0, 3.16558e-17, 0, 1.41421, -3.16558e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.80531e-20, 0, 0, 8.04107e-22, 4.0955e-19, 0, 3.11774e-17, 0, 0
0.0671043, 0, 5.8789e-17, 0, 1.41421, -5.8789e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26351e-19, 0, 0, 1.51666e-21, 7.75533e-19, 0, 5.78856e-17, 0, 0
0.0749845, 0, 1.08296e-16, 0, 1.41421, -1.08296e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32689e-19, 0, 0, 2.83813e-21, 1.45723e-18, 0, 1.06603e-16, 0, 0
0.0828646, 0, 1.97909e-16, 0, 1.41421, -1.97909e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.25119e-19, 0, 0, 5.27017e-21, 2.71752e-18, 0, 1.94762e-16, 0, 0
0.0907448, 0, 3.58859e-16, 0, 1.41421, -3.58859e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.70622e-19, 0, 0, 9.71237e-21, 5.03056e-18, 0, 3.53049e-16, 0, 0
0.0986249, 0, 6.45712e-16, 0, 1.41421, -6.45712e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38619e-18, 0, 0, 1.77661e-20, 9.24545e-18, 0, 6.35063e-16, 0, 0
0.106505, 0, 1.15308e-15, 0, 1.41421, -1.15308e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47461e-18, 0, 0, 3.22612e-20, 1.68723e-17, 0, 1.1337e-15, 0, 0
0.114385, 0, 2.0438e-15, 0, 1.41421, -2.0438e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.38468e-18, 0, 0, 5.81625e-20, 3.05789e-17, 0, 2.00877e-15, 0, 0
0.122265, 0, 3.59593e-15, 0, 1.41421, -3.59593e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.71186e-18, 0, 0, 1.04117e-19, 5.50462e-17, 0, 3.53307e-15, 0, 0
0.130146, 0, 6.2809e-15, 0, 1.41421, -6.2809e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34651e-17, 0, 0, 1.85082e-19, 9.84343e-17, 0, 6.16882e-15, 0, 0
0.138026, 0, 1.0892e-14, 0, 1.41421, -1.0892e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33412e-17, 0, 0, 3.26743e-19, 1.74877e-16, 0, 1.06934e-14, 0, 0
0.145906, 0, 1.87542e-14, 0, 1.41421, -1.87542e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.01733e-17, 0, 0, 5.72932e-19, 3.08701e-16, 0, 1.84048e-14, 0, 0
0.153786, 0, 3.20649e-14, 0, 1.41421, -3.20649e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.86561e-17, 0, 0, 9.97909e-19, 5.41512e-16, 0, 3.14537e-14, 0, 0
0.161666, 0, 5.44412e-14, 0, 1.41421, -5.44412e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16514e-16, 0, 0, 1.72668e-18, 9.44036e-16, 0, 5.33789e-14, 0, 0
0.169546, 0, 9.17953e-14, 0, 1.41421, -9.17953e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96364e-16, 0, 0, 2.96826e-18, 1.63577e-15, 0, 8.99602e-14, 0, 0
0.177426, 0, 1.53721e-13, 0, 1.41421, -1.53721e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28666e-16, 0, 0, 5.06995e-18, 2.81742e-15, 0, 1.5057e-13, 0, 0
0.185307, 0, 2.55677e-13, 0, 1.41421, -2.55677e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46359e-16, 0, 0, 8.60511e-18, 4.82406e-15, 0, 2.50298e-13, 0, 0
0.193187, 0, 4.22391e-13, 0, 1.41421, -4.22391e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.02099e-16, 0, 0, 1.45145e-17, 8.21194e-15, 0, 4.13262e-13, 0, 0
0.201067, 0, 6.93961e-13, 0, 1.41421, -6.93961e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48115e-15, 0, 0, 2.43919e-17, 1.39444e-14, 0, 6.78512e-13, 0, 0
0.208947, 0, 1.13106e-12, 0, 1.41421, -1.13106e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41254e-15, 0, 0, 4.06391e-17, 2.34663e-14, 0, 1.10514e-12, 0, 0
0.216827, 0, 1.83134e-12, 0, 1.41421, -1.83134e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90362e-15, 0, 0, 6.73128e-17, 3.92747e-14, 0, 1.78809e-12, 0, 0
0.224707, 0, 2.9458e-12, 0, 1.41421, -2.9458e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.27474e-15, 0, 0, 1.1086e-16, 6.53806e-14, 0, 2.87404e-12, 0, 0
0.232588, 0, 4.70769e-12, 0, 1.41421, -4.70769e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00202e-14, 0, 0, 1.81568e-16, 1.08268e-13, 0, 4.58922e-12, 0, 0
