   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_232.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0593214, 0, 9.04061e-18, 0, 1.41421, -9.04061e-18, 0, 0, 0, 0, 0, 0, 0, 6.09086e-20, 0, 0, 9.21112e-23, 3.4865e-21, 0, 8.97612e-18, 0, 0
0.0674039, 0, 2.21316e-17, 0, 1.41421, -2.21316e-17, 0, 0, 0, 0, 0, 0, 0, 1.49104e-19, 0, 0, 2.31501e-22, 8.84017e-21, 0, 2.19734e-17, 0, 0
0.0754864, 0, 5.18102e-17, 0, 1.41421, -5.18102e-17, 0, 0, 0, 0, 0, 0, 0, 3.49048e-19, 0, 0, 5.53146e-22, 2.12647e-20, 0, 5.14394e-17, 0, 0
0.0835689, 0, 1.19109e-16, 0, 1.41421, -1.19109e-16, 0, 0, 0, 0, 0, 0, 0, 8.02432e-19, 0, 0, 1.29844e-21, 5.02566e-20, 0, 1.18255e-16, 0, 0
0.0916514, 0, 2.6906e-16, 0, 1.41421, -2.6906e-16, 0, 0, 0, 0, 0, 0, 0, 1.81263e-18, 0, 0, 2.99595e-21, 1.16764e-19, 0, 2.67127e-16, 0, 0
0.0997339, 0, 5.97545e-16, 0, 1.41421, -5.97545e-16, 0, 0, 0, 0, 0, 0, 0, 4.02554e-18, 0, 0, 6.7986e-21, 2.66857e-19, 0, 5.93246e-16, 0, 0
0.107816, 0, 1.30536e-15, 0, 1.41421, -1.30536e-15, 0, 0, 0, 0, 0, 0, 0, 8.79383e-18, 0, 0, 1.51811e-20, 6.00289e-19, 0, 1.29595e-15, 0, 0
0.115899, 0, 2.80627e-15, 0, 1.41421, -2.80627e-15, 0, 0, 0, 0, 0, 0, 0, 1.89048e-17, 0, 0, 3.33728e-20, 1.32982e-18, 0, 2.786e-15, 0, 0
0.123981, 0, 5.98627e-15, 0, 1.41421, -5.98627e-15, 0, 0, 0, 0, 0, 0, 0, 4.03266e-17, 0, 0, 7.3064e-20, 2.94001e-18, 0, 5.94294e-15, 0, 0
0.132064, 0, 1.247e-14, 0, 1.41421, -1.247e-14, 0, 0, 0, 0, 0, 0, 0, 8.40026e-17, 0, 0, 1.55733e-19, 6.32043e-18, 0, 1.23795e-14, 0, 0
0.140146, 0, 2.55962e-14, 0, 1.41421, -2.55962e-14, 0, 0, 0, 0, 0, 0, 0, 1.72423e-16, 0, 0, 3.27221e-19, 1.34015e-17, 0, 2.541e-14, 0, 0
0.148229, 0, 5.17886e-14, 0, 1.41421, -5.17886e-14, 0, 0, 0, 0, 0, 0, 0, 3.48856e-16, 0, 0, 6.78017e-19, 2.80376e-17, 0, 5.14111e-14, 0, 0
0.156311, 0, 1.0332e-13, 0, 1.41421, -1.0332e-13, 0, 0, 0, 0, 0, 0, 0, 6.95968e-16, 0, 0, 1.38587e-18, 5.78994e-17, 0, 1.02565e-13, 0, 0
0.164394, 0, 2.03311e-13, 0, 1.41421, -2.03311e-13, 0, 0, 0, 0, 0, 0, 0, 1.36948e-15, 0, 0, 2.79526e-18, 1.18062e-16, 0, 2.01821e-13, 0, 0
0.172476, 0, 3.94718e-13, 0, 1.41421, -3.94718e-13, 0, 0, 0, 0, 0, 0, 0, 2.65871e-15, 0, 0, 5.56513e-18, 2.37791e-16, 0, 3.91816e-13, 0, 0
0.180559, 0, 7.56277e-13, 0, 1.41421, -7.56277e-13, 0, 0, 0, 0, 0, 0, 0, 5.09396e-15, 0, 0, 1.09397e-17, 4.73229e-16, 0, 7.50699e-13, 0, 0
0.188641, 0, 1.43338e-12, 0, 1.41421, -1.43338e-12, 0, 0, 0, 0, 0, 0, 0, 9.65437e-15, 0, 0, 2.13166e-17, 9.35387e-16, 0, 1.42276e-12, 0, 0
0.196724, 0, 2.67627e-12, 0, 1.41421, -2.67627e-12, 0, 0, 0, 0, 0, 0, 0, 1.80253e-14, 0, 0, 4.08744e-17, 1.81841e-15, 0, 2.65638e-12, 0, 0
0.204806, 0, 4.93511e-12, 0, 1.41421, -4.93511e-12, 0, 0, 0, 0, 0, 0, 0, 3.32385e-14, 0, 0, 7.74525e-17, 3.4959e-15, 0, 4.89829e-12, 0, 0
0.212889, 0, 8.99002e-12, 0, 1.41421, -8.99002e-12, 0, 0, 0, 0, 0, 0, 0, 6.05475e-14, 0, 0, 1.45073e-16, 6.64829e-15, 0, 8.92268e-12, 0, 0
0.220971, 0, 1.61813e-11, 0, 1.41421, -1.61813e-11, 0, 0, 0, 0, 0, 0, 0, 1.08979e-13, 0, 0, 2.68669e-16, 1.25101e-14, 0, 1.60595e-11, 0, 0
0.229054, 0, 2.87833e-11, 0, 1.41421, -2.87833e-11, 0, 0, 0, 0, 0, 0, 0, 1.9385e-13, 0, 0, 4.9209e-16, 2.32971e-14, 0, 2.85656e-11, 0, 0
0.237136, 0, 5.06091e-11, 0, 1.41421, -5.06091e-11, 0, 0, 0, 0, 0, 0, 0, 3.40842e-13, 0, 0, 8.91646e-16, 4.2948e-14, 0, 5.02244e-11, 0, 0
0.245219, 0, 8.80229e-11, 0, 1.41421, -8.80229e-11, 0, 0, 0, 0, 0, 0, 0, 5.92831e-13, 0, 0, 1.6012e-15, 7.85546e-14, 0, 8.73499e-11, 0, 0
0.253301, 0, 1.51296e-10, 0, 1.41421, -1.51296e-10, 0, 0, 0, 0, 0, 0, 0, 1.019e-12, 0, 0, 2.84204e-15, 1.41994e-13, 0, 1.50132e-10, 0, 0
0.261384, 0, 2.57193e-10, 0, 1.41421, -2.57193e-10, 0, 0, 0, 0, 0, 0, 0, 1.73235e-12, 0, 0, 4.99535e-15, 2.54258e-13, 0, 2.55202e-10, 0, 0
0.269466, 0, 4.32485e-10, 0, 1.41421, -4.32485e-10, 0, 0, 0, 0, 0, 0, 0, 2.9133e-12, 0, 0, 8.69791e-15, 4.5112e-13, 0, 4.29111e-10, 0, 0
0.277549, 0, 7.19505e-10, 0, 1.41421, -7.19505e-10, 0, 0, 0, 0, 0, 0, 0, 4.84739e-12, 0, 0, 1.50092e-14, 7.93292e-13, 0, 7.13849e-10, 0, 0
0.285631, 0, 1.18446e-09, 0, 1.41421, -1.18446e-09, 0, 0, 0, 0, 0, 0, 0, 7.98135e-12, 0, 0, 2.56798e-14, 1.38296e-12, 0, 1.17507e-09, 0, 0
0.293714, 0, 1.92974e-09, 0, 1.41421, -1.92974e-09, 0, 0, 0, 0, 0, 0, 0, 1.30067e-11, 0, 0, 4.3585e-14, 2.39082e-12, 0, 1.91429e-09, 0, 0
0.301796, 0, 3.11198e-09, 0, 1.41421, -3.11198e-09, 0, 0, 0, 0, 0, 0, 0, 2.09826e-11, 0, 0, 7.34234e-14, 4.09986e-12, 0, 3.08683e-09, 0, 0
0.309878, 0, 4.96887e-09, 6.48801e-42, 1.41421, -4.96887e-09, 6.48801e-42, 0, 6.48801e-42, 6.48801e-42, 6.48801e-42, 6.48801e-42, 6.48801e-42, 3.35187e-11, 6.48801e-42, 6.48801e-42, 1.23003e-13, 6.98432e-12, 6.48801e-42, 4.92824e-09, 6.48801e-42, 6.48801e-42
0.317961, 0, 7.8545e-09, 1.1075e-40, 1.41421, -7.8545e-09, 1.1075e-40, 0, 1.1075e-40, 1.1075e-40, 1.1075e-40, 1.1075e-40, 1.1075e-40, 5.30159e-11, 1.1075e-40, 1.1075e-40, 2.04539e-13, 1.17965e-11, 1.1075e-40, 7.78948e-09, 1.1075e-40, 1.1075e-40
0.326043, 0, 1.22954e-08, 1.66027e-39, 1.41421, -1.22954e-08, 1.66027e-39, 0, 1.66027e-39, 1.66027e-39, 1.66027e-39, 1.66027e-39, 1.66027e-39, 8.30538e-11, 1.66027e-39, 1.66027e-39, 3.38259e-13, 1.97837e-11, 1.66027e-39, 1.21922e-08, 1.66027e-39, 1.66027e-39
0.334126, 0, 1.90633e-08, 2.21539e-38, 1.41421, -1.90633e-08, 2.21539e-38, 0, 2.21539e-38, 2.21539e-38, 2.21539e-38, 2.21539e-38, 2.21539e-38, 1.28892e-10, 2.21539e-38, 2.21539e-38, 5.56748e-13, 3.29571e-11, 2.21539e-38, 1.89009e-08, 2.21539e-38, 2.21539e-38
0.342208, 0, 2.92784e-08, 2.6503e-37, 1.41421, -2.92784e-08, 2.6503e-37, 0, 2.6503e-37, 2.6503e-37, 2.6503e-37, 2.6503e-37, 2.6503e-37, 1.98195e-10, 2.6503e-37, 2.6503e-37, 9.12706e-13, 5.45565e-11, 2.6503e-37, 2.90247e-08, 2.6503e-37, 2.6503e-37
0.350291, 0, 4.45511e-08, 2.85897e-36, 1.41421, -4.45511e-08, 2.85897e-36, 0, 2.85897e-36, 2.85897e-36, 2.85897e-36, 2.85897e-36, 2.85897e-36, 3.02025e-10, 2.85897e-36, 2.85897e-36, 1.4914e-12, 8.97778e-11, 2.85897e-36, 4.41578e-08, 2.85897e-36, 2.85897e-36
0.358373, 0, 6.71734e-08, 2.79686e-35, 1.41421, -6.71734e-08, 2.79686e-35, 0, 2.79686e-35, 2.79686e-35, 2.79686e-35, 2.79686e-35, 2.79686e-35, 4.56207e-10, 2.79686e-35, 2.79686e-35, 2.43081e-12, 1.46921e-10, 2.79686e-35, 6.65678e-08, 2.79686e-35, 2.79686e-35
0.366456, 0, 1.00376e-07, 2.4949e-34, 1.41421, -1.00376e-07, 2.4949e-34, 0, 2.4949e-34, 2.4949e-34, 2.4949e-34, 2.4949e-34, 2.4949e-34, 6.83191e-10, 2.4949e-34, 2.4949e-34, 3.95445e-12, 2.39198e-10, 2.4949e-34, 9.94497e-08, 2.4949e-34, 2.4949e-34
0.374538, 0, 1.48674e-07, 6.32607e-33, 1.41421, -1.48674e-07, 6.32607e-33, 0, 6.32607e-33, 6.32607e-33, 6.32607e-33, 6.32607e-33, 6.32607e-33, 1.0146e-09, 6.32607e-33, 6.32607e-33, 6.43184e-12, 3.8783e-10, 6.32607e-33, 1.47265e-07, 6.32607e-33, 6.32607e-33
0.382621, 0, 2.183e-07, 4.83728e-32, 1.41421, -2.183e-07, 4.83728e-32, 0, 4.83728e-32, 4.83728e-32, 4.83728e-32, 4.83728e-32, 4.83728e-32, 1.49443e-09, 4.83728e-32, 4.83728e-32, 1.04389e-11, 6.25534e-10, 4.83728e-32, 2.1617e-07, 4.83728e-32, 4.83728e-32
0.390703, 0, 3.17811e-07, 3.46974e-31, 1.41421, -3.17811e-07, 3.46974e-31, 0, 3.46974e-31, 3.46974e-31, 3.46974e-31, 3.46974e-31, 3.46974e-31, 2.18375e-09, 3.46974e-31, 3.46974e-31, 1.69297e-11, 1.00464e-09, 3.46974e-31, 3.14605e-07, 3.46974e-31, 3.46974e-31
0.398786, 0, 4.58825e-07, 2.31522e-30, 1.41421, -4.58825e-07, 2.31522e-30, 0, 2.31522e-30, 2.31522e-30, 2.31522e-30, 2.31522e-30, 2.31522e-30, 3.16648e-09, 2.31522e-30, 2.31522e-30, 2.7438e-11, 1.60696e-09, 2.31522e-30, 4.54024e-07, 2.31522e-30, 2.31522e-30
0.406868, 0, 6.5699e-07, 1.43774e-29, 1.41421, -6.5699e-07, 1.43774e-29, 0, 1.43774e-29, 1.43774e-29, 1.43774e-29, 1.43774e-29, 1.43774e-29, 4.55722e-09, 1.43774e-29, 1.43774e-29, 4.44336e-11, 2.56025e-09, 1.43774e-29, 6.49829e-07, 1.43774e-29, 1.43774e-29
0.414951, 0, 9.33199e-07, 8.33259e-29, 1.41421, -9.33199e-07, 8.33259e-29, 0, 8.33259e-29, 8.33259e-29, 8.33259e-29, 8.33259e-29, 8.33259e-29, 6.51139e-09, 8.33259e-29, 8.33259e-29, 7.188e-11, 4.06304e-09, 8.33259e-29, 9.22553e-07, 8.33259e-29, 8.33259e-29
0.423033, 0, 1.31511e-06, 4.52173e-28, 1.41421, -1.31511e-06, 4.52173e-28, 0, 4.52173e-28, 4.52173e-28, 4.52173e-28, 4.52173e-28, 4.52173e-28, 9.23846e-09, 4.52173e-28, 4.52173e-28, 1.16107e-10, 6.42224e-09, 4.52173e-28, 1.29934e-06, 4.52173e-28, 4.52173e-28
0.431116, 0, 1.83907e-06, 2.30529e-27, 1.41421, -1.83907e-06, 2.30529e-27, 0, 2.30529e-27, 2.30529e-27, 2.30529e-27, 2.30529e-27, 2.30529e-27, 1.30191e-08, 2.30529e-27, 2.30529e-27, 1.87172e-10, 1.01094e-08, 2.30529e-27, 1.81575e-06, 2.30529e-27, 2.30529e-27
0.439198, 0, 2.55243e-06, 2.07883e-26, 1.41421, -2.55243e-06, 2.07883e-26, 0, 2.07883e-26, 2.07883e-26, 2.07883e-26, 2.07883e-26, 2.07883e-26, 1.82271e-08, 2.07883e-26, 2.07883e-26, 3.01075e-10, 1.58468e-08, 2.07883e-26, 2.51805e-06, 2.07883e-26, 2.07883e-26
0.447281, 0, 3.51638e-06, 9.02544e-26, 1.41421, -3.51638e-06, 9.02544e-26, 0, 9.02544e-26, 9.02544e-26, 9.02544e-26, 9.02544e-26, 9.02544e-26, 2.5357e-08, 9.02544e-26, 9.02544e-26, 4.82481e-10, 2.472e-08, 9.02544e-26, 3.46582e-06, 9.02544e-26, 9.02544e-26
0.455363, 0, 4.80949e-06, 3.72543e-25, 1.41421, -4.80949e-06, 3.72543e-25, 0, 3.72543e-25, 3.72543e-25, 3.72543e-25, 3.72543e-25, 3.72543e-25, 3.50602e-08, 3.72543e-25, 3.72543e-25, 7.70161e-10, 3.83689e-08, 3.72543e-25, 4.73529e-06, 3.72543e-25, 3.72543e-25
0.463446, 0, 6.53187e-06, 1.4663e-24, 1.41421, -6.53187e-06, 1.4663e-24, 0, 1.4663e-24, 1.4663e-24, 1.4663e-24, 1.4663e-24, 1.4663e-24, 4.81892e-08, 1.4663e-24, 1.4663e-24, 1.22377e-09, 5.92335e-08, 1.4663e-24, 6.42322e-06, 1.4663e-24, 1.4663e-24
0.471528, 0, 8.81227e-06, 5.58212e-24, 1.41421, -8.81227e-06, 7.94487e-11, 0, 2.72988e-13, 5.19373e-13, 2.94684e-12, 4.75403e-11, 1.45581e-10, 6.58544e-08, 4.89898e-12, 5.42359e-14, 1.93449e-09, 9.09138e-08, 6.14905e-15, 8.65215e-06, 5.58212e-24, 1.13272e-09
0.479611, 0, 1.18302e-05, 1.93162e-08, 1.41421, -1.18302e-05, 1.95959e-08, 1.93162e-08, 1.93171e-08, 1.9318e-08, 1.93266e-08, 1.94836e-08, 1.98288e-08, 1.08808e-07, 1.93334e-08, 1.93164e-08, 2.23568e-08, 1.57988e-07, 1.93162e-08, 1.15941e-05, 1.93162e-08, 2.33048e-08
0.487693, 0, 1.57982e-05, 6.75139e-08, 1.41421, -1.57982e-05, 6.82728e-08, 6.75139e-08, 6.75165e-08, 6.75188e-08, 6.7542e-08, 6.7968e-08, 6.89045e-08, 1.88462e-07, 6.75607e-08, 6.75144e-08, 7.22636e-08, 2.77629e-07, 6.75139e-08, 1.54489e-05, 6.75139e-08, 7.83341e-08
0.495776, 0, 2.10109e-05, 1.81817e-07, 1.41421, -2.10109e-05, 1.83679e-07, 1.81817e-07, 1.81824e-07, 1.8183e-07, 1.81886e-07, 1.82932e-07, 1.85229e-07, 3.44404e-07, 1.81932e-07, 1.81819e-07, 1.89188e-07, 4.97946e-07, 1.81818e-07, 2.04917e-05, 1.81817e-07, 2.08366e-07
0.503858, 0, 2.78736e-05, 4.43241e-07, 1.41421, -2.78736e-05, 4.47562e-07, 4.43241e-07, 4.43256e-07, 4.4327e-07, 4.43402e-07, 4.45827e-07, 4.51159e-07, 6.60648e-07, 4.43508e-07, 4.43244e-07, 4.54598e-07, 9.15395e-07, 4.43242e-07, 2.70958e-05, 4.43241e-07, 5.04844e-07
0.511941, 0, 3.69886e-05, 1.03442e-06, 1.41421, -3.69886e-05, 1.04412e-06, 1.03442e-06, 1.03446e-06, 1.03449e-06, 1.03478e-06, 1.04023e-06, 1.0522e-06, 1.32363e-06, 1.03502e-06, 1.03443e-06, 1.0518e-06, 1.73475e-06, 1.03443e-06, 3.58091e-05, 1.03442e-06, 1.1727e-06
0.520023, 0, 4.92192e-05, 2.28205e-06, 1.41421, -4.92192e-05, 2.30295e-06, 2.28205e-06, 2.28213e-06, 2.28219e-06, 2.28283e-06, 2.29456e-06, 2.32035e-06, 2.66478e-06, 2.28334e-06, 2.28207e-06, 2.30843e-06, 3.31213e-06, 2.28206e-06, 4.74081e-05, 2.28205e-06, 2.57999e-06
0.528106, 0, 6.6e-05, 4.89236e-06, 1.41421, -6.6e-05, 4.93618e-06, 4.89236e-06, 4.89251e-06, 4.89265e-06, 4.89399e-06, 4.91858e-06, 4.97266e-06, 5.39628e-06, 4.89506e-06, 4.89239e-06, 4.9321e-06, 6.39531e-06, 4.89236e-06, 6.31734e-05, 4.89236e-06, 5.51714e-06
0.536188, 0, 8.96746e-05, 1.02096e-05, 1.41421, -8.96746e-05, 1.02991e-05, 1.02096e-05, 1.02099e-05, 1.02102e-05, 1.02129e-05, 1.02632e-05, 1.03736e-05, 1.08697e-05, 1.02151e-05, 1.02097e-05, 1.0269e-05, 1.23848e-05, 1.02096e-05, 8.51865e-05, 1.02096e-05, 1.1486e-05
0.544271, 0, 0.00012419, 2.07603e-05, 1.41421, -0.00012419, 2.09387e-05, 2.07603e-05, 2.0761e-05, 2.07615e-05, 2.0767e-05, 2.0867e-05, 2.10871e-05, 2.16209e-05, 2.07713e-05, 2.07605e-05, 2.08485e-05, 2.38829e-05, 2.07604e-05, 0.000116946, 2.07603e-05, 2.33026e-05
0.552353, 0, 0.000176249, 4.11639e-05, 1.41421, -0.000176249, 4.15103e-05, 4.11639e-05, 4.11651e-05, 4.11662e-05, 4.11767e-05, 4.13712e-05, 4.17987e-05, 4.22801e-05, 4.11852e-05, 4.11641e-05, 4.12937e-05, 4.56106e-05, 4.11639e-05, 0.00016439, 4.11639e-05, 4.61034e-05
0.560436, 0, 0.000257189, 7.96342e-05, 1.41421, -0.000257189, 8.02912e-05, 7.96342e-05, 7.96364e-05, 7.96385e-05, 7.96586e-05, 8.00273e-05, 8.08381e-05, 8.10752e-05, 7.96747e-05, 7.96346e-05, 7.98238e-05, 8.59171e-05, 7.96342e-05, 0.000237583, 7.96342e-05, 8.90014e-05
0.568518, 0, 0.00038599, 0.000150385, 1.41421, -0.00038599, 0.000151601, 0.000150385, 0.000150389, 0.000150393, 0.00015043, 0.000151113, 0.000152614, 0.000152236, 0.00015046, 0.000150386, 0.00015066, 0.000159195, 0.000150385, 0.000353399, 0.000150385, 0.000167731
0.5766, 0, 0.000593955, 0.000277365, 1.41421, -0.000593955, 0.000279566, 0.000277365, 0.000277373, 0.00027738, 0.000277447, 0.000278682, 0.000281398, 0.000279734, 0.000277501, 0.000277367, 0.000277761, 0.000289634, 0.000277365, 0.000539749, 0.000277365, 0.000308746
0.584683, 0, 0.000931461, 0.000499799, 1.41421, -0.000931461, 0.000503691, 0.000499799, 0.000499812, 0.000499824, 0.000499943, 0.000502128, 0.00050693, 0.000502817, 0.000500039, 0.000499802, 0.000500365, 0.00051677, 0.000499799, 0.000841647, 0.000499799, 0.000555281
0.592765, 0, 0.00147816, 0.000880341, 1.41421, -0.00147816, 0.000887068, 0.000880341, 0.000880364, 0.000880385, 0.00088059, 0.000884366, 0.000892668, 0.00088417, 0.000880755, 0.000880345, 0.000881145, 0.000903679, 0.000880341, 0.00133045, 0.000880341, 0.000976257
0.600848, 0, 0.00235684, 0.00151634, 1.41421, -0.00235684, 0.00152772, 0.00151634, 0.00151638, 0.00151641, 0.00151676, 0.00152315, 0.00153719, 0.00152118, 0.00151704, 0.00151635, 0.00151748, 0.00154827, 0.00151634, 0.00211646, 0.00151634, 0.00167854
0.60893, 0, 0.00375232, 0.00255514, 1.41421, -0.00375232, 0.00257397, 0.00255514, 0.00255521, 0.00255526, 0.00255584, 0.00256641, 0.00258964, 0.00256124, 0.0025563, 0.00255515, 0.00255673, 0.00259862, 0.00255514, 0.00336608, 0.00255514, 0.00282357
0.617013, 0, 0.00593602, 0.00421391, 1.41421, -0.00593602, 0.00424441, 0.00421391, 0.00421402, 0.00421411, 0.00421504, 0.00423216, 0.0042698, 0.00422157, 0.00421579, 0.00421393, 0.00421614, 0.00427289, 0.00421391, 0.00532427, 0.00421391, 0.0046488
0.625095, 0, 0.00929638, 0.00680427, 1.41421, -0.00929638, 0.00685267, 0.00680427, 0.00680444, 0.00680459, 0.00680607, 0.00683324, 0.00689296, 0.00681388, 0.00680726, 0.00680431, 0.00680736, 0.00688403, 0.00680428, 0.0083425, 0.00680427, 0.00749436
0.633178, 0, 0.0143756, 0.0107617, 1.41421, -0.0143756, 0.0108369, 0.0107617, 0.0107619, 0.0107622, 0.0107645, 0.0108067, 0.0108995, 0.0107737, 0.0107663, 0.0107617, 0.0107659, 0.0108692, 0.0107617, 0.0129124, 0.0107617, 0.0118346
0.64126, 0, 0.021911, 0.0166784, 1.41421, -0.021911, 0.016793, 0.0166784, 0.0166787, 0.0166791, 0.0166826, 0.016747, 0.0168885, 0.0166933, 0.0166854, 0.0166784, 0.0166842, 0.016823, 0.0166784, 0.0197043, 0.0166784, 0.0183135
0.649343, 0, 0.0328793, 0.025338, 1.41421, -0.0328793, 0.0255094, 0.025338, 0.0253386, 0.0253391, 0.0253443, 0.0254405, 0.025652, 0.0253566, 0.0253486, 0.0253381, 0.0253461, 0.0255321, 0.025338, 0.0296082, 0.025338, 0.0277816
0.657425, 0, 0.0485413, 0.0377493, 1.41421, -0.0485413, 0.0380006, 0.0377493, 0.0377502, 0.037751, 0.0377586, 0.0378997, 0.0382097, 0.0377724, 0.0377648, 0.0377495, 0.0377604, 0.038009, 0.0377494, 0.0437758, 0.0377493, 0.0413317
0.665508, 0, 0.0704814, 0.0551743, 1.41421, -0.0704814, 0.0555357, 0.0551743, 0.0551755, 0.0551767, 0.0551877, 0.0553906, 0.0558366, 0.0552029, 0.0551966, 0.0551746, 0.0551893, 0.0555204, 0.0551743, 0.0636579, 0.0551743, 0.0603286
0.67359, 0, 0.100637, 0.0791449, 1.41421, -0.100637, 0.0796554, 0.0791449, 0.0791467, 0.0791483, 0.0791639, 0.0794504, 0.0800804, 0.0791802, 0.0791764, 0.0791453, 0.0791653, 0.0796043, 0.079145, 0.0910333, 0.0791449, 0.086426
0.681673, 0, 0.141312, 0.111466, 1.41421, -0.141312, 0.112174, 0.111466, 0.111468, 0.11147, 0.111492, 0.111889, 0.112763, 0.111509, 0.111509, 0.111466, 0.111493, 0.112072, 0.111466, 0.128025, 0.111466, 0.121568
0.689755, 0.969114, 0.195174, 0.154191, 1.72311, 0.77394, 0.155156, 0.154191, 0.154194, 0.154197, 0.154227, 0.154769, 0.15596, 0.154244, 0.15425, 0.154192, 0.154228, 0.154986, 0.154191, 0.177098, 0.154191, 0.167965
0.697838, 1.03089, 0.265219, 0.20958, 1.74094, 0.765667, 0.210874, 0.20958, 0.209585, 0.209589, 0.209628, 0.210354, 0.211951, 0.209645, 0.20966, 0.209581, 0.20963, 0.210616, 0.20958, 0.241029, 0.20958, 0.228041
0.70592, 0, 0.354717, 0.28002, 1.41421, -0.354717, 0.281725, 0.28002, 0.280026, 0.280031, 0.280084, 0.28104, 0.283144, 0.280098, 0.280125, 0.280021, 0.280086, 0.281356, 0.28002, 0.322868, 0.28002, 0.304355
0.714003, 1, 0.467125, 0.367915, 1.73205, 0.532875, 0.370125, 0.367915, 0.367923, 0.36793, 0.367997, 0.369237, 0.371964, 0.368009, 0.368051, 0.367917, 0.368002, 0.369622, 0.367915, 0.425854, 0.367915, 0.399476
0.722085, 1.91893, 0.605994, 0.475557, 1.97963, 1.31294, 0.478376, 0.475557, 0.475567, 0.475575, 0.475662, 0.477244, 0.480723, 0.475669, 0.475731, 0.475559, 0.475672, 0.477715, 0.475557, 0.553334, 0.475557, 0.515852
0.730168, 1.03812, 0.774845, 0.604969, 1.74302, 0.263273, 0.608511, 0.604969, 0.604981, 0.604992, 0.605101, 0.607088, 0.611458, 0.605102, 0.605187, 0.604972, 0.60512, 0.607666, 0.604969, 0.708659, 0.604969, 0.655638
0.73825, 1.95225, 0.977056, 0.757738, 1.98803, 0.97519, 0.76212, 0.757738, 0.757753, 0.757766, 0.7579, 0.76036, 0.765768, 0.757894, 0.758007, 0.757741, 0.757933, 0.761066, 0.757738, 0.89508, 0.757738, 0.820519
0.746333, 1.0907, 1.21577, 0.934856, 1.75804, -0.125061, 0.940201, 0.934856, 0.934874, 0.934891, 0.935054, 0.938054, 0.94465, 0.935039, 0.935185, 0.93486, 0.935109, 0.938912, 0.934857, 1.11566, 0.934856, 1.01155
0.754415, 1, 1.49378, 1.13657, 1.73205, -0.49378, 1.143, 1.13657, 1.1366, 1.13662, 1.13681, 1.14042, 1.14835, 1.13678, 1.13697, 1.13658, 1.1369, 1.14145, 1.13657, 1.37319, 1.13657, 1.229
