   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_684.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00495638, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00290732, 0, 1.56297e-23, 0, 1.41421, -1.56297e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.08234e-29, 0, 2.47627e-24, 0, 1.31533e-23, 0, 0, 0
0.010771, 0, 4.14126e-23, 0, 1.41421, -4.14126e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43307e-28, 0, 6.70653e-24, 0, 3.47058e-23, 0, 0, 0
0.0186347, 0, 1.07147e-22, 0, 1.41421, -1.07147e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.36642e-28, 0, 1.77049e-23, 0, 8.9441e-23, 0, 0, 0
0.0264984, 0, 2.71231e-22, 0, 1.41421, -2.71231e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63024e-27, 0, 4.56652e-23, 0, 2.25564e-22, 0, 0, 0
0.0343621, 0, 6.72851e-22, 0, 1.41421, -6.72851e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09181e-27, 0, 1.15292e-22, 0, 5.57555e-22, 0, 0, 0
0.0422258, 0, 1.638e-21, 0, 1.41421, -1.638e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00804e-26, 0, 2.85382e-22, 0, 1.35261e-21, 0, 0, 0
0.0500895, 0, 3.91769e-21, 0, 1.41421, -3.91769e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44024e-26, 0, 6.93513e-22, 0, 3.22415e-21, 0, 0, 0
0.0579532, 0, 9.21518e-21, 0, 1.41421, -9.21518e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81056e-26, 0, 1.65644e-21, 0, 7.55869e-21, 0, 0, 0
0.0658169, 0, 2.1336e-20, 0, 1.41421, -2.1336e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36209e-25, 0, 3.89238e-21, 0, 1.74435e-20, 0, 0, 0
0.0736806, 0, 4.8662e-20, 0, 1.41421, -4.8662e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14579e-25, 0, 9.00633e-21, 0, 3.96554e-20, 0, 0, 0
0.0815443, 0, 1.0944e-19, 0, 1.41421, -1.0944e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.16692e-25, 0, 2.05473e-20, 0, 8.88921e-20, 0, 0, 0
0.089408, 0, 2.4275e-19, 0, 1.41421, -2.4275e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61058e-24, 0, 4.62212e-20, 0, 1.96527e-19, 0, 0, 0
0.0972717, 0, 5.31346e-19, 0, 1.41421, -5.31346e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57208e-24, 0, 1.02583e-19, 0, 4.28759e-19, 0, 0, 0
