   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_849.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.035711, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0278189, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0199269, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0120348, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00414275, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00374931, 0, 1.54925e-14, 0, 1.41421, -1.54925e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96586e-16, 0, 0, 7.23397e-17, 0, 1.68902e-17, 0, 1.52067e-14, 0, 0
0.0116414, 0, 2.37042e-14, 0, 1.41421, -2.37042e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00749e-16, 0, 0, 1.12781e-16, 0, 2.667e-17, 0, 2.3264e-14, 0, 0
0.0195334, 0, 3.61128e-14, 0, 1.41421, -3.61128e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.58127e-16, 0, 0, 1.75111e-16, 0, 4.19496e-17, 0, 3.54376e-14, 0, 0
0.0274255, 0, 5.47822e-14, 0, 1.41421, -5.47822e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.9488e-16, 0, 0, 2.70787e-16, 0, 6.57294e-17, 0, 5.37508e-14, 0, 0
0.0353176, 0, 8.27515e-14, 0, 1.41421, -8.27515e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04952e-15, 0, 0, 4.17065e-16, 0, 1.02597e-16, 0, 8.11823e-14, 0, 0
0.0432096, 0, 1.24474e-13, 0, 1.41421, -1.24474e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57846e-15, 0, 0, 6.39825e-16, 0, 1.59539e-16, 0, 1.22096e-13, 0, 0
0.0511017, 0, 1.86448e-13, 0, 1.41421, -1.86448e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36404e-15, 0, 0, 9.77741e-16, 0, 2.47172e-16, 0, 1.82859e-13, 0, 0
0.0589938, 0, 2.78116e-13, 0, 1.41421, -2.78116e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.52584e-15, 0, 0, 1.48839e-15, 0, 3.81523e-16, 0, 2.7272e-13, 0, 0
0.0668859, 0, 4.13132e-13, 0, 1.41421, -4.13132e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.23677e-15, 0, 0, 2.25715e-15, 0, 5.86741e-16, 0, 4.05051e-13, 0, 0
0.0747779, 0, 6.11161e-13, 0, 1.41421, -6.11161e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74586e-15, 0, 0, 3.41027e-15, 0, 8.99067e-16, 0, 5.99106e-13, 0, 0
0.08267, 0, 9.00398e-13, 0, 1.41421, -9.00398e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.141e-14, 0, 0, 5.13403e-15, 0, 1.37268e-15, 0, 8.82482e-13, 0, 0
0.090562, 0, 1.32109e-12, 0, 1.41421, -1.32109e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67388e-14, 0, 0, 7.70169e-15, 0, 2.08831e-15, 0, 1.29457e-12, 0, 0
0.0984541, 0, 1.93045e-12, 0, 1.41421, -1.93045e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44561e-14, 0, 0, 1.15135e-14, 0, 3.16581e-15, 0, 1.89132e-12, 0, 0
0.106346, 0, 2.80943e-12, 0, 1.41421, -2.80943e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.55864e-14, 0, 0, 1.71541e-14, 0, 4.78249e-15, 0, 2.75191e-12, 0, 0
0.114238, 0, 4.07208e-12, 0, 1.41421, -4.07208e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.1573e-14, 0, 0, 2.54748e-14, 0, 7.19981e-15, 0, 3.98783e-12, 0, 0
0.12213, 0, 5.87841e-12, 0, 1.41421, -5.87841e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.44401e-14, 0, 0, 3.77127e-14, 0, 1.0802e-14, 0, 5.75546e-12, 0, 0
0.130022, 0, 8.45192e-12, 0, 1.41421, -8.45192e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07015e-13, 0, 0, 5.56617e-14, 0, 1.61519e-14, 0, 8.27309e-12, 0, 0
0.137914, 0, 1.21034e-11, 0, 1.41421, -1.21034e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5323e-13, 0, 0, 8.19179e-14, 0, 2.40713e-14, 0, 1.18442e-11, 0, 0
0.145807, 0, 1.72633e-11, 0, 1.41421, -1.72633e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18528e-13, 0, 0, 1.20233e-13, 0, 3.57567e-14, 0, 1.68888e-11, 0, 0
0.153699, 0, 2.45249e-11, 0, 1.41421, -2.45249e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10416e-13, 0, 0, 1.7602e-13, 0, 5.29442e-14, 0, 2.39856e-11, 0, 0
0.161591, 0, 3.4703e-11, 0, 1.41421, -3.4703e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.39197e-13, 0, 0, 2.57086e-13, 0, 7.81467e-14, 0, 3.39286e-11, 0, 0
0.169483, 0, 4.89109e-11, 0, 1.41421, -4.89109e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.18956e-13, 0, 0, 3.74679e-13, 0, 1.1499e-13, 0, 4.78023e-11, 0, 0
0.177375, 0, 6.86643e-11, 0, 1.41421, -6.86643e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.68867e-13, 0, 0, 5.45e-13, 0, 1.68694e-13, 0, 6.70818e-11, 0, 0
0.185267, 0, 9.60172e-11, 0, 1.41421, -9.60172e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21492e-12, 0, 0, 7.91387e-13, 0, 2.4675e-13, 0, 9.37642e-11, 0, 0
0.193159, 0, 1.33742e-10, 0, 1.41421, -1.33742e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69218e-12, 0, 0, 1.14746e-12, 0, 3.59886e-13, 0, 1.30542e-10, 0, 0
0.201051, 0, 1.85562e-10, 0, 1.41421, -1.85562e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3478e-12, 0, 0, 1.6617e-12, 0, 5.2343e-13, 0, 1.81029e-10, 0, 0
0.208943, 0, 2.56464e-10, 2.24208e-44, 1.41421, -2.56464e-10, 0, 2.24208e-44, 2.24208e-44, 2.24208e-44, 2.24208e-44, 2.24208e-44, 2.24208e-44, 2.24208e-44, 2.24208e-44, 2.24208e-44, 2.24208e-44, 2.24208e-44, 3.2449e-12, 2.24208e-44, 2.24208e-44, 2.404e-12, 2.24208e-44, 7.59229e-13, 2.24208e-44, 2.50056e-10, 2.24208e-44, 2.24208e-44
0.216835, 0, 3.5309e-10, 4.25995e-43, 1.41421, -3.5309e-10, 0, 4.25995e-43, 4.25995e-43, 4.25995e-43, 4.25995e-43, 4.25995e-43, 4.25995e-43, 4.25995e-43, 4.25995e-43, 4.25995e-43, 4.25995e-43, 4.25995e-43, 4.46758e-12, 4.25995e-43, 4.25995e-43, 3.47533e-12, 4.25995e-43, 1.09836e-12, 4.25995e-43, 3.44048e-10, 4.25995e-43, 4.25995e-43
0.224727, 0, 4.84256e-10, 6.21616e-42, 1.41421, -4.84256e-10, 0, 6.21616e-42, 6.21616e-42, 6.21616e-42, 6.21616e-42, 6.21616e-42, 6.21616e-42, 6.21616e-42, 6.21616e-42, 6.21616e-42, 6.21616e-42, 6.21616e-42, 6.12754e-12, 6.21616e-42, 6.21616e-42, 5.02155e-12, 6.21616e-42, 1.58494e-12, 6.21616e-42, 4.71522e-10, 6.21616e-42, 6.21616e-42
0.232619, 0, 6.61613e-10, 8.25757e-41, 1.41421, -6.61613e-10, 0, 8.25757e-41, 8.25757e-41, 8.25757e-41, 8.25757e-41, 8.25757e-41, 8.25757e-41, 8.25757e-41, 8.25757e-41, 8.25757e-41, 8.25757e-41, 8.25757e-41, 8.37245e-12, 8.25757e-41, 8.25757e-41, 7.25366e-12, 8.25757e-41, 2.28146e-12, 8.25757e-41, 6.43705e-10, 8.25757e-41, 8.25757e-41
0.240511, 0, 9.00501e-10, 9.84339e-40, 1.41421, -9.00501e-10, 0, 9.84339e-40, 9.84339e-40, 9.84339e-40, 9.84339e-40, 9.84339e-40, 9.84339e-40, 9.84339e-40, 9.84339e-40, 9.84339e-40, 9.84339e-40, 9.84339e-40, 1.13968e-11, 9.84339e-40, 9.84339e-40, 1.04771e-11, 9.84339e-40, 3.27631e-12, 9.84339e-40, 8.7535e-10, 9.84339e-40, 9.84339e-40
0.248403, 0, 1.22103e-09, 1.0566e-38, 1.41421, -1.22103e-09, 0, 1.0566e-38, 1.0566e-38, 1.0566e-38, 1.0566e-38, 1.0566e-38, 1.0566e-38, 1.0566e-38, 1.0566e-38, 1.0566e-38, 1.0566e-38, 1.0566e-38, 1.54557e-11, 1.0566e-38, 1.0566e-38, 1.51346e-11, 1.0566e-38, 4.69424e-12, 1.0566e-38, 1.18574e-09, 1.0566e-38, 1.0566e-38
0.256295, 0, 1.64946e-09, 1.02559e-37, 1.41421, -1.64946e-09, 0, 1.02559e-37, 1.02559e-37, 1.02559e-37, 1.02559e-37, 1.02559e-37, 1.02559e-37, 1.02559e-37, 1.02559e-37, 1.02559e-37, 1.02559e-37, 1.02559e-37, 2.08825e-11, 1.02559e-37, 1.02559e-37, 2.18679e-11, 1.02559e-37, 6.71105e-12, 1.02559e-37, 1.6e-09, 1.02559e-37, 1.02559e-37
0.264188, 0, 2.21997e-09, 9.04907e-37, 1.41421, -2.21997e-09, 0, 9.04907e-37, 9.04907e-37, 9.04907e-37, 9.04907e-37, 9.04907e-37, 9.04907e-37, 9.04907e-37, 9.04907e-37, 9.04907e-37, 9.04907e-37, 9.04907e-37, 2.81111e-11, 9.04907e-37, 9.04907e-37, 3.1608e-11, 9.04907e-37, 9.57405e-12, 9.04907e-37, 2.15067e-09, 9.04907e-37, 9.04907e-37
0.27208, 0, 2.97684e-09, 7.29614e-36, 1.41421, -2.97684e-09, 0, 7.29614e-36, 7.29614e-36, 7.29614e-36, 7.29614e-36, 7.29614e-36, 7.29614e-36, 7.29614e-36, 7.29614e-36, 7.29614e-36, 7.29614e-36, 7.29614e-36, 3.77042e-11, 7.29614e-36, 7.29614e-36, 4.57056e-11, 7.29614e-36, 1.36306e-11, 7.29614e-36, 2.8798e-09, 7.29614e-36, 7.29614e-36
0.279972, 0, 3.97726e-09, 5.40263e-35, 1.41421, -3.97726e-09, 0, 5.40263e-35, 5.40263e-35, 5.40263e-35, 5.40263e-35, 5.40263e-35, 5.40263e-35, 5.40263e-35, 5.40263e-35, 5.40263e-35, 5.40263e-35, 5.40263e-35, 5.03886e-11, 5.40263e-35, 5.40263e-35, 6.61195e-11, 5.40263e-35, 1.93675e-11, 5.40263e-35, 3.84139e-09, 5.40263e-35, 5.40263e-35
