   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_698.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.000689226, 0, 4.9686e-15, 0, 1.41421, -4.9686e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96387e-17, 0, 0, 3.50342e-17, 0, 1.45702e-18, 0, 4.90247e-15, 0, 0, 0
0.00854368, 0, 7.84198e-15, 0, 1.41421, -7.84198e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67726e-17, 0, 0, 5.62983e-17, 0, 2.36508e-18, 0, 7.73654e-15, 0, 0, 0
0.0163981, 0, 1.23195e-14, 0, 1.41421, -1.23195e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34676e-17, 0, 0, 9.00623e-17, 0, 3.82306e-18, 0, 1.21521e-14, 0, 0, 0
0.0242526, 0, 1.9264e-14, 0, 1.41421, -1.9264e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14865e-16, 0, 0, 1.43435e-16, 0, 6.15432e-18, 0, 1.89996e-14, 0, 0, 0
0.0321071, 0, 2.99853e-14, 0, 1.41421, -2.99853e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78766e-16, 0, 0, 2.27435e-16, 0, 9.86673e-18, 0, 2.95692e-14, 0, 0, 0
0.0399615, 0, 4.6461e-14, 0, 1.41421, -4.6461e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76949e-16, 0, 0, 3.59061e-16, 0, 1.57545e-17, 0, 4.58092e-14, 0, 0, 0
0.047816, 0, 7.16641e-14, 0, 1.41421, -7.16641e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27115e-16, 0, 0, 5.64431e-16, 0, 2.5055e-17, 0, 7.06475e-14, 0, 0, 0
0.0556704, 0, 1.10042e-13, 0, 1.41421, -1.10042e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.55742e-16, 0, 0, 8.83495e-16, 0, 3.96874e-17, 0, 1.08463e-13, 0, 0, 0
0.0635249, 0, 1.68218e-13, 0, 1.41421, -1.68218e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00225e-15, 0, 0, 1.37712e-15, 0, 6.26187e-17, 0, 1.65776e-13, 0, 0, 0
0.0713793, 0, 2.56008e-13, 0, 1.41421, -2.56008e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52505e-15, 0, 0, 2.13767e-15, 0, 9.84186e-17, 0, 2.52247e-13, 0, 0, 0
0.0792338, 0, 3.87892e-13, 0, 1.41421, -3.87892e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3103e-15, 0, 0, 3.30467e-15, 0, 1.5409e-16, 0, 3.82123e-13, 0, 0, 0
0.0870883, 0, 5.85133e-13, 0, 1.41421, -5.85133e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48447e-15, 0, 0, 5.08821e-15, 0, 2.40331e-16, 0, 5.7632e-13, 0, 0, 0
0.0949427, 0, 8.78806e-13, 0, 1.41421, -8.78806e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.23236e-15, 0, 0, 7.80328e-15, 0, 3.73421e-16, 0, 8.65397e-13, 0, 0, 0
0.102797, 0, 1.31412e-12, 0, 1.41421, -1.31412e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.82278e-15, 0, 0, 1.19212e-14, 0, 5.78041e-16, 0, 1.29379e-12, 0, 0, 0
0.110652, 0, 1.95652e-12, 0, 1.41421, -1.95652e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16448e-14, 0, 0, 1.81431e-14, 0, 8.91464e-16, 0, 1.92584e-12, 0, 0, 0
0.118506, 0, 2.90037e-12, 0, 1.41421, -2.90037e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72592e-14, 0, 0, 2.75099e-14, 0, 1.36979e-15, 0, 2.85423e-12, 0, 0, 0
0.126361, 0, 4.28101e-12, 0, 1.41421, -4.28101e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54702e-14, 0, 0, 4.1562e-14, 0, 2.09713e-15, 0, 4.21188e-12, 0, 0, 0
0.134215, 0, 6.29174e-12, 0, 1.41421, -6.29174e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74262e-14, 0, 0, 6.25721e-14, 0, 3.1992e-15, 0, 6.18854e-12, 0, 0, 0
0.142069, 0, 9.20728e-12, 0, 1.41421, -9.20728e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47588e-14, 0, 0, 9.38843e-14, 0, 4.86314e-15, 0, 9.05377e-12, 0, 0, 0
0.149924, 0, 1.34164e-11, 0, 1.41421, -1.34164e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.97768e-14, 0, 0, 1.40408e-13, 0, 7.36679e-15, 0, 1.31889e-11, 0, 0, 0
0.157778, 0, 1.94666e-11, 0, 1.41421, -1.94666e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15731e-13, 0, 0, 2.09334e-13, 0, 1.11211e-14, 0, 1.91305e-11, 0, 0, 0
0.165633, 0, 2.81256e-11, 0, 1.41421, -2.81256e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67177e-13, 0, 0, 3.11178e-13, 0, 1.67321e-14, 0, 2.76305e-11, 0, 0, 0
0.173487, 0, 4.04644e-11, 0, 1.41421, -4.04644e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40474e-13, 0, 0, 4.6129e-13, 0, 2.50908e-14, 0, 3.97376e-11, 0, 0, 0
0.181342, 0, 5.79714e-11, 0, 1.41421, -5.79714e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44451e-13, 0, 0, 6.8206e-13, 0, 3.75033e-14, 0, 5.69074e-11, 0, 0, 0
0.189196, 0, 8.27046e-11, 0, 1.41421, -8.27046e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.91319e-13, 0, 0, 1.00611e-12, 0, 5.58787e-14, 0, 8.11513e-11, 0, 0, 0
0.197051, 0, 1.17497e-10, 0, 1.41421, -1.17497e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97882e-13, 0, 0, 1.48094e-12, 0, 8.29999e-14, 0, 1.15235e-10, 0, 0, 0
0.204905, 0, 1.66231e-10, 0, 1.41421, -1.66231e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.87167e-13, 0, 0, 2.17573e-12, 0, 1.22913e-13, 0, 1.62946e-10, 0, 0, 0
0.21276, 0, 2.34205e-10, 0, 1.41421, -2.34205e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39058e-12, 0, 0, 3.19124e-12, 0, 1.81488e-13, 0, 2.29442e-10, 0, 0, 0
0.220614, 0, 3.28612e-10, 3.64338e-44, 1.41421, -3.28612e-10, 0, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 3.64338e-44, 1.95079e-12, 3.64338e-44, 3.64338e-44, 4.67427e-12, 3.64338e-44, 2.67217e-13, 3.64338e-44, 3.2172e-10, 3.64338e-44, 3.64338e-44, 3.64338e-44
0.228468, 0, 4.59184e-10, 6.60012e-43, 1.41421, -4.59184e-10, 0, 6.60012e-43, 6.60012e-43, 6.60012e-43, 6.60012e-43, 6.60012e-43, 6.60012e-43, 6.60012e-43, 6.60012e-43, 6.60012e-43, 6.60012e-43, 2.72544e-12, 6.60012e-43, 6.60012e-43, 6.83887e-12, 6.60012e-43, 3.92362e-13, 6.60012e-43, 4.49227e-10, 6.60012e-43, 6.60012e-43, 6.60012e-43
0.236323, 0, 6.39018e-10, 9.58488e-42, 1.41421, -6.39018e-10, 0, 9.58488e-42, 9.58488e-42, 9.58488e-42, 9.58488e-42, 9.58488e-42, 9.58488e-42, 9.58488e-42, 9.58488e-42, 9.58488e-42, 9.58488e-42, 3.79218e-12, 9.58488e-42, 9.58488e-42, 9.99739e-12, 9.58488e-42, 5.74589e-13, 9.58488e-42, 6.24654e-10, 9.58488e-42, 9.58488e-42, 9.58488e-42
0.244177, 0, 8.85676e-10, 1.23439e-40, 1.41421, -8.85676e-10, 0, 1.23439e-40, 1.23439e-40, 1.23439e-40, 1.23439e-40, 1.23439e-40, 1.23439e-40, 1.23439e-40, 1.23439e-40, 1.23439e-40, 1.23439e-40, 5.25502e-12, 1.23439e-40, 1.23439e-40, 1.46061e-11, 1.23439e-40, 8.39304e-13, 1.23439e-40, 8.64975e-10, 1.23439e-40, 1.23439e-40, 1.23439e-40
0.252032, 0, 1.2226e-09, 1.4233e-39, 1.41421, -1.2226e-09, 0, 1.4233e-39, 1.4233e-39, 1.4233e-39, 1.4233e-39, 1.4233e-39, 1.4233e-39, 1.4233e-39, 1.4233e-39, 1.4233e-39, 1.4233e-39, 7.25281e-12, 1.4233e-39, 1.4233e-39, 2.13321e-11, 1.4233e-39, 1.22297e-12, 1.4233e-39, 1.19279e-09, 1.4233e-39, 1.4233e-39, 1.4233e-39
0.259886, 0, 1.68095e-09, 1.4799e-38, 1.41421, -1.68095e-09, 0, 1.4799e-38, 1.4799e-38, 1.4799e-38, 1.4799e-38, 1.4799e-38, 1.4799e-38, 1.4799e-38, 1.4799e-38, 1.4799e-38, 1.4799e-38, 9.97e-12, 1.4799e-38, 1.4799e-38, 3.11519e-11, 1.4799e-38, 1.77783e-12, 1.4799e-38, 1.63805e-09, 1.4799e-38, 1.4799e-38, 1.4799e-38
0.267741, 0, 2.30199e-09, 1.39422e-37, 1.41421, -2.30199e-09, 0, 1.39422e-37, 1.39422e-37, 1.39422e-37, 1.39422e-37, 1.39422e-37, 1.39422e-37, 1.39422e-37, 1.39422e-37, 1.39422e-37, 1.39422e-37, 1.36507e-11, 1.39422e-37, 1.39422e-37, 4.5496e-11, 1.39422e-37, 2.57859e-12, 1.39422e-37, 2.24026e-09, 1.39422e-37, 1.39422e-37, 1.39422e-37
0.275595, 0, 3.14009e-09, 1.19622e-36, 1.41421, -3.14009e-09, 0, 1.19622e-36, 1.19622e-36, 1.19622e-36, 1.19622e-36, 1.19622e-36, 1.19622e-36, 1.19622e-36, 1.19622e-36, 1.19622e-36, 1.19622e-36, 1.86164e-11, 1.19622e-36, 1.19622e-36, 6.64613e-11, 1.19622e-36, 3.73194e-12, 1.19622e-36, 3.05128e-09, 1.19622e-36, 1.19622e-36, 1.19622e-36
