   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_439.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00749039, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000378101, 0, 2.81323e-17, 0, 1.41421, -2.81323e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1493e-21, 0, 2.44603e-18, 0, 2.56832e-17, 0, 0, 0
0.00824659, 0, 5.08238e-17, 0, 1.41421, -5.08238e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.77967e-21, 0, 4.5038e-18, 0, 4.63143e-17, 0, 0, 0
0.0161151, 0, 9.11532e-17, 0, 1.41421, -9.11532e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05303e-20, 0, 8.23499e-18, 0, 8.29077e-17, 0, 0, 0
0.0239836, 0, 1.62324e-16, 0, 1.41421, -1.62324e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90501e-20, 0, 1.4955e-17, 0, 1.4735e-16, 0, 0, 0
0.0318521, 0, 2.87054e-16, 0, 1.41421, -2.87054e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42242e-20, 0, 2.6979e-17, 0, 2.60041e-16, 0, 0, 0
0.0397206, 0, 5.04159e-16, 0, 1.41421, -5.04159e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.10676e-20, 0, 4.83551e-17, 0, 4.55742e-16, 0, 0, 0
0.047589, 0, 8.79526e-16, 0, 1.41421, -8.79526e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08239e-19, 0, 8.61198e-17, 0, 7.93298e-16, 0, 0, 0
0.0554575, 0, 1.52425e-15, 0, 1.41421, -1.52425e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90593e-19, 0, 1.52427e-16, 0, 1.37163e-15, 0, 0, 0
0.063326, 0, 2.62443e-15, 0, 1.41421, -2.62443e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33447e-19, 0, 2.68152e-16, 0, 2.35595e-15, 0, 0, 0
0.0711945, 0, 4.48984e-15, 0, 1.41421, -4.48984e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.79681e-19, 0, 4.68928e-16, 0, 4.02033e-15, 0, 0, 0
0.079063, 0, 7.63277e-15, 0, 1.41421, -7.63277e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00146e-18, 0, 8.15245e-16, 0, 6.81653e-15, 0, 0, 0
0.0869315, 0, 1.28952e-14, 0, 1.41421, -1.28952e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.71951e-18, 0, 1.4092e-15, 0, 1.14843e-14, 0, 0, 0
0.0948, 0, 2.16523e-14, 0, 1.41421, -2.16523e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93452e-18, 0, 2.42214e-15, 0, 1.92272e-14, 0, 0, 0
