   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_574.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00596869, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00189631, 0, 6.17922e-22, 0, 1.41421, -6.17922e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4521e-27, 0, 1.39041e-22, 0, 4.78879e-22, 0, 0
0.00976131, 0, 1.43351e-21, 0, 1.41421, -1.43351e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40663e-27, 0, 3.26264e-22, 0, 1.10724e-21, 0, 0
0.0176263, 0, 3.27452e-21, 0, 1.41421, -3.27452e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8697e-27, 0, 7.5378e-22, 0, 2.52073e-21, 0, 0
0.0254913, 0, 7.37115e-21, 0, 1.41421, -7.37115e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79166e-26, 0, 1.7161e-21, 0, 5.65503e-21, 0, 0
0.0333563, 0, 1.63636e-20, 0, 1.41421, -1.63636e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02291e-26, 0, 3.85294e-21, 0, 1.25106e-20, 0, 0
0.0412213, 0, 3.5847e-20, 0, 1.41421, -3.5847e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.91424e-26, 0, 8.53646e-21, 0, 2.73105e-20, 0, 0
0.0490863, 0, 7.75361e-20, 0, 1.41421, -7.75361e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95046e-25, 0, 1.86748e-20, 0, 5.8861e-20, 0, 0
0.0569513, 0, 1.65673e-19, 0, 1.41421, -1.65673e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21619e-25, 0, 4.03607e-20, 0, 1.25312e-19, 0, 0
0.0648163, 0, 3.49853e-19, 0, 1.41421, -3.49853e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.00794e-25, 0, 8.62153e-20, 0, 2.63637e-19, 0, 0
0.0726813, 0, 7.30446e-19, 0, 1.41421, -7.30446e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90298e-24, 0, 1.82106e-19, 0, 5.48338e-19, 0, 0
0.0805463, 0, 1.50839e-18, 0, 1.41421, -1.50839e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97652e-24, 0, 3.80487e-19, 0, 1.12789e-18, 0, 0
0.0884113, 0, 3.0818e-18, 0, 1.41421, -3.0818e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.22197e-24, 0, 7.86663e-19, 0, 2.29513e-18, 0, 0
0.0962763, 0, 6.23154e-18, 0, 1.41421, -6.23154e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68262e-23, 0, 1.60994e-18, 0, 4.62158e-18, 0, 0
0.104141, 0, 1.24739e-17, 0, 1.41421, -1.24739e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40917e-23, 0, 3.26232e-18, 0, 9.21152e-18, 0, 0
0.112006, 0, 2.47248e-17, 0, 1.41421, -2.47248e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.84029e-23, 0, 6.54725e-18, 0, 1.81775e-17, 0, 0
0.119871, 0, 4.85389e-17, 0, 1.41421, -4.85389e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35945e-22, 0, 1.30172e-17, 0, 3.55215e-17, 0, 0
0.127736, 0, 9.43986e-17, 0, 1.41421, -9.43986e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67676e-22, 0, 2.5645e-17, 0, 6.87533e-17, 0, 0
0.135601, 0, 1.81904e-16, 0, 1.41421, -1.81904e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22265e-22, 0, 5.00734e-17, 0, 1.31831e-16, 0, 0
0.143466, 0, 3.47379e-16, 0, 1.41421, -3.47379e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00993e-21, 0, 9.6921e-17, 0, 2.50457e-16, 0, 0
0.151331, 0, 6.57536e-16, 0, 1.41421, -6.57536e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93587e-21, 0, 1.86002e-16, 0, 4.71531e-16, 0, 0
