   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_0.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.00246894, 0, 8.95435e-18, 0, 1.41421, -8.95435e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74369e-19, 0, 0, 6.56502e-22, 0, 1.58198e-20, 0, 8.56351e-18, 0, 0, 0
0.0103203, 0, 1.63338e-17, 0, 1.41421, -1.63338e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82868e-19, 0, 0, 1.21763e-21, 0, 2.94044e-20, 0, 1.56203e-17, 0, 0, 0
0.0181716, 0, 2.95774e-17, 0, 1.41421, -2.95774e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2365e-18, 0, 0, 2.24212e-21, 0, 5.4272e-20, 0, 2.82844e-17, 0, 0, 0
0.0260229, 0, 5.31766e-17, 0, 1.41421, -5.31766e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.223e-18, 0, 0, 4.0996e-21, 0, 9.94879e-20, 0, 5.085e-17, 0, 0, 0
0.0338743, 0, 9.49351e-17, 0, 1.41421, -9.49351e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96852e-18, 0, 0, 7.44427e-21, 0, 1.81162e-19, 0, 9.0778e-17, 0, 0, 0
0.0417256, 0, 1.68319e-16, 0, 1.41421, -1.68319e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.03587e-18, 0, 0, 1.34264e-20, 0, 3.27741e-19, 0, 1.60942e-16, 0, 0, 0
0.0495769, 0, 2.96408e-16, 0, 1.41421, -2.96408e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23896e-17, 0, 0, 2.40554e-20, 0, 5.89151e-19, 0, 2.83405e-16, 0, 0, 0
0.0574283, 0, 5.18492e-16, 0, 1.41421, -5.18492e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16715e-17, 0, 0, 4.28179e-20, 0, 1.05247e-18, 0, 4.95725e-16, 0, 0, 0
0.0652796, 0, 9.01015e-16, 0, 1.41421, -9.01015e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76582e-17, 0, 0, 7.57266e-20, 0, 1.86868e-18, 0, 8.61413e-16, 0, 0, 0
0.0731309, 0, 1.55561e-15, 0, 1.41421, -1.55561e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5014e-17, 0, 0, 1.33084e-19, 0, 3.29804e-18, 0, 1.48717e-15, 0, 0, 0
0.0809822, 0, 2.6686e-15, 0, 1.41421, -2.6686e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11524e-16, 0, 0, 2.3243e-19, 0, 5.78651e-18, 0, 2.55105e-15, 0, 0, 0
0.0888336, 0, 4.54896e-15, 0, 1.41421, -4.54896e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90096e-16, 0, 0, 4.03452e-19, 0, 1.0094e-17, 0, 4.34837e-15, 0, 0, 0
