   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_130.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00974762, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00184533, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00605695, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0139592, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0218615, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0297638, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0376661, 0, 8.41433e-30, 0, 1.41421, -8.41433e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.88546e-32, 0, 0, 1.53654e-34, 1.73444e-35, 0, 8.34531e-30, 0, 0, 0
0.0455684, 0, 8.20742e-29, 0, 1.41421, -8.20742e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.71586e-31, 0, 0, 1.49869e-33, 3.52621e-33, 0, 8.13976e-29, 0, 0, 0
0.0534707, 0, 5.03835e-28, 0, 1.41421, -5.03835e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12262e-30, 0, 0, 9.19993e-33, 3.33486e-32, 0, 4.9967e-28, 0, 0, 0
0.0613729, 0, 2.47998e-27, 0, 1.41421, -2.47998e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02921e-29, 0, 0, 4.53443e-32, 2.0215e-31, 0, 2.45944e-27, 0, 0, 0
0.0692752, 0, 1.06681e-26, 0, 1.41421, -1.06681e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.72891e-29, 0, 0, 1.95784e-31, 9.88165e-31, 0, 1.05796e-26, 0, 0, 0
0.0771775, 0, 4.17974e-26, 0, 1.41421, -4.17974e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41995e-28, 0, 0, 7.71361e-31, 4.23199e-30, 0, 4.14504e-26, 0, 0, 0
0.0850798, 0, 1.52652e-25, 0, 1.41421, -1.52652e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24902e-27, 0, 0, 2.83615e-30, 1.65287e-29, 0, 1.51383e-25, 0, 0, 0
0.0929821, 0, 5.27198e-25, 0, 1.41421, -5.27198e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.31358e-27, 0, 0, 9.86787e-30, 6.02352e-29, 0, 5.22814e-25, 0, 0, 0
0.100884, 0, 1.73828e-24, 0, 1.41421, -1.73828e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42226e-26, 0, 0, 3.27931e-29, 2.07722e-28, 0, 1.72381e-24, 0, 0, 0
0.108787, 0, 5.50888e-24, 0, 1.41421, -5.50888e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50736e-26, 0, 0, 1.04779e-28, 6.84231e-28, 0, 5.46301e-24, 0, 0, 0
0.116689, 0, 1.68639e-23, 0, 1.41421, -1.68639e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3798e-25, 0, 0, 3.23462e-28, 2.16712e-27, 0, 1.67235e-23, 0, 0, 0
0.124591, 0, 5.00545e-23, 0, 1.41421, -5.00545e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09542e-25, 0, 0, 9.68406e-28, 6.63193e-27, 0, 4.96373e-23, 0, 0, 0
0.132493, 0, 1.44479e-22, 0, 1.41421, -1.44479e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18211e-24, 0, 0, 2.82009e-27, 1.96831e-26, 0, 1.43275e-22, 0, 0, 0
0.140396, 0, 4.06522e-22, 0, 1.41421, -4.06522e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32611e-24, 0, 0, 8.00716e-27, 5.68231e-26, 0, 4.03132e-22, 0, 0, 0
0.148298, 0, 1.11719e-21, 0, 1.41421, -1.11719e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.14067e-24, 0, 0, 2.22103e-26, 1.5994e-25, 0, 1.10787e-21, 0, 0, 0
0.1562, 0, 3.0036e-21, 0, 1.41421, -3.0036e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45749e-23, 0, 0, 6.02841e-26, 4.39779e-25, 0, 2.97853e-21, 0, 0, 0
0.164103, 0, 7.91093e-21, 0, 1.41421, -7.91093e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.47255e-23, 0, 0, 1.60334e-25, 1.18323e-24, 0, 7.84486e-21, 0, 0, 0
0.172005, 0, 2.04358e-20, 0, 1.41421, -2.04358e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67201e-22, 0, 0, 4.18345e-25, 3.11926e-24, 0, 2.02651e-20, 0, 0, 0
0.179907, 0, 5.18293e-20, 0, 1.41421, -5.18293e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24053e-22, 0, 0, 1.07195e-24, 8.0667e-24, 0, 5.13961e-20, 0, 0, 0
0.187809, 0, 1.29167e-19, 0, 1.41421, -1.29167e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05681e-21, 0, 0, 2.69978e-24, 2.04851e-23, 0, 1.28087e-19, 0, 0, 0
0.195712, 0, 3.16562e-19, 0, 1.41421, -3.16562e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59001e-21, 0, 0, 6.68856e-24, 5.11284e-23, 0, 3.13914e-19, 0, 0, 0
0.203614, 0, 7.63449e-19, 0, 1.41421, -7.63449e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.24628e-21, 0, 0, 1.6311e-23, 1.25516e-22, 0, 7.57061e-19, 0, 0, 0
0.211516, 0, 1.81289e-18, 0, 1.41421, -1.81289e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48324e-20, 0, 0, 3.91775e-23, 3.0328e-22, 0, 1.79772e-18, 0, 0, 0
0.219419, 0, 4.24092e-18, 0, 1.41421, -4.24092e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46975e-20, 0, 0, 9.27321e-23, 7.21696e-22, 0, 4.20541e-18, 0, 0, 0
0.227321, 0, 9.95492e-18, 0, 1.41421, -9.95492e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.14467e-20, 0, 0, 2.21028e-22, 1.72949e-21, 0, 9.87152e-18, 0, 0, 0
0.235223, 0, 2.25752e-17, 0, 1.41421, -2.25752e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84699e-19, 0, 0, 5.07424e-22, 3.98671e-21, 0, 2.2386e-17, 0, 0, 0
0.243125, 0, 5.05109e-17, 0, 1.41421, -5.05109e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13254e-19, 0, 0, 1.1498e-21, 9.06658e-21, 0, 5.00874e-17, 0, 0, 0
0.251028, 0, 1.11539e-16, 0, 1.41421, -1.11539e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.12547e-19, 0, 0, 2.57238e-21, 2.03495e-20, 0, 1.10603e-16, 0, 0, 0
0.25893, 0, 2.43145e-16, 0, 1.41421, -2.43145e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98926e-18, 0, 0, 5.68372e-21, 4.50901e-20, 0, 2.41105e-16, 0, 0, 0
0.266832, 0, 5.23369e-16, 0, 1.41421, -5.23369e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.28183e-18, 0, 0, 1.24058e-20, 9.86617e-20, 0, 5.18976e-16, 0, 0, 0
0.274735, 0, 1.11262e-15, 0, 1.41421, -1.11262e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.10254e-18, 0, 0, 2.67557e-20, 2.13241e-19, 0, 1.10327e-15, 0, 0, 0
0.282637, 0, 2.33647e-15, 0, 1.41421, -2.33647e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91149e-17, 0, 0, 5.70293e-20, 4.55359e-19, 0, 2.31685e-15, 0, 0, 0
0.290539, 0, 4.84759e-15, 0, 1.41421, -4.84759e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9658e-17, 0, 0, 1.20158e-19, 9.60927e-19, 0, 4.80685e-15, 0, 0, 0
0.298441, 0, 9.9383e-15, 0, 1.41421, -9.9383e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.13037e-17, 0, 0, 2.50319e-19, 2.00436e-18, 0, 9.85474e-15, 0, 0, 0
0.306344, 0, 2.01361e-14, 0, 1.41421, -2.01361e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64727e-16, 0, 0, 5.15695e-19, 4.13324e-18, 0, 1.99667e-14, 0, 0, 0
0.314246, 0, 4.03245e-14, 0, 1.41421, -4.03245e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29877e-16, 0, 0, 1.05084e-18, 8.42782e-18, 0, 3.99852e-14, 0, 0, 0
0.322148, 0, 7.98263e-14, 0, 1.41421, -7.98263e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.53012e-16, 0, 0, 2.11843e-18, 1.69952e-17, 0, 7.91541e-14, 0, 0, 0
