   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_758.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.000245331, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00760999, 0, 4.13941e-17, 0, 1.41421, -4.13941e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54649e-19, 0, 0, 1.9619e-19, 0, 4.9234e-21, 0, 4.09383e-17, 0, 0, 0
0.0154653, 0, 7.25933e-17, 0, 1.41421, -7.25933e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46545e-19, 0, 0, 3.49671e-19, 0, 8.8104e-21, 0, 7.17882e-17, 0, 0, 0
0.0233206, 0, 1.26487e-16, 0, 1.41421, -1.26487e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.77996e-19, 0, 0, 6.19294e-19, 0, 1.56707e-20, 0, 1.25074e-16, 0, 0, 0
0.031176, 0, 2.18992e-16, 0, 1.41421, -2.18992e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34686e-18, 0, 0, 1.09003e-18, 0, 2.77079e-20, 0, 2.16527e-16, 0, 0, 0
0.0390313, 0, 3.7678e-16, 0, 1.41421, -3.7678e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31711e-18, 0, 0, 1.90689e-18, 0, 4.87071e-20, 0, 3.72507e-16, 0, 0, 0
0.0468866, 0, 6.44263e-16, 0, 1.41421, -6.44263e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96171e-18, 0, 0, 3.31594e-18, 0, 8.51342e-20, 0, 6.369e-16, 0, 0, 0
0.0547419, 0, 1.09494e-15, 0, 1.41421, -1.09494e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.73238e-18, 0, 0, 5.73215e-18, 0, 1.47974e-19, 0, 1.08232e-15, 0, 0, 0
0.0625972, 0, 1.8497e-15, 0, 1.41421, -1.8497e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13721e-17, 0, 0, 9.85138e-18, 0, 2.55791e-19, 0, 1.82822e-15, 0, 0, 0
0.0704526, 0, 3.10619e-15, 0, 1.41421, -3.10619e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90952e-17, 0, 0, 1.68337e-17, 0, 4.39787e-19, 0, 3.06982e-15, 0, 0, 0
