   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_628.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00598763, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00187754, 0, 1.67685e-19, 0, 1.41421, -1.67685e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89909e-22, 0, 0, 1.21106e-24, 0, 3.91242e-20, 0, 1.28369e-19, 0, 0
0.00974271, 0, 3.36966e-19, 0, 1.41421, -3.36966e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80047e-22, 0, 0, 2.46466e-24, 0, 7.969e-20, 0, 2.56894e-19, 0, 0
0.0176079, 0, 6.70335e-19, 0, 1.41421, -6.70335e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.52852e-22, 0, 0, 4.96551e-24, 0, 1.60686e-19, 0, 5.08892e-19, 0, 0
0.025473, 0, 1.32057e-18, 0, 1.41421, -1.32057e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47675e-21, 0, 0, 9.90685e-24, 0, 3.20872e-19, 0, 9.98209e-19, 0, 0
0.0333382, 0, 2.57711e-18, 0, 1.41421, -2.57711e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86921e-21, 0, 0, 1.958e-23, 0, 6.34779e-19, 0, 1.93944e-18, 0, 0
0.0412034, 0, 4.98353e-18, 0, 1.41421, -4.98353e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.52329e-21, 0, 0, 3.83462e-23, 0, 1.24449e-18, 0, 3.73348e-18, 0, 0
0.0490686, 0, 9.55177e-18, 0, 1.41421, -9.55177e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05371e-20, 0, 0, 7.44349e-23, 0, 2.41859e-18, 0, 7.12257e-18, 0, 0
0.0569337, 0, 1.81502e-17, 0, 1.41421, -1.81502e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99266e-20, 0, 0, 1.43246e-22, 0, 4.66072e-18, 0, 1.34694e-17, 0, 0
0.0647989, 0, 3.41999e-17, 0, 1.41421, -3.41999e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73614e-20, 0, 0, 2.73359e-22, 0, 8.90782e-18, 0, 2.52545e-17, 0, 0
0.0726641, 0, 6.39151e-17, 0, 1.41421, -6.39151e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94661e-20, 0, 0, 5.17387e-22, 0, 1.68894e-17, 0, 4.69557e-17, 0, 0
0.0805293, 0, 1.18494e-16, 0, 1.41421, -1.18494e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28102e-19, 0, 0, 9.71421e-22, 0, 3.17738e-17, 0, 8.65908e-17, 0, 0
0.0883944, 0, 2.17959e-16, 0, 1.41421, -2.17959e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34337e-19, 0, 0, 1.80959e-21, 0, 5.93226e-17, 0, 1.584e-16, 0, 0
0.0962596, 0, 3.97844e-16, 0, 1.41421, -3.97844e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.25293e-19, 0, 0, 3.34505e-21, 0, 1.09937e-16, 0, 2.87478e-16, 0, 0
0.104125, 0, 7.20727e-16, 0, 1.41421, -7.20727e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.65873e-19, 0, 0, 6.13668e-21, 0, 2.02261e-16, 0, 5.17694e-16, 0, 0
0.11199, 0, 1.29601e-15, 0, 1.41421, -1.29601e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36866e-18, 0, 0, 1.11745e-20, 0, 3.69482e-16, 0, 9.25153e-16, 0, 0
0.119855, 0, 2.31357e-15, 0, 1.41421, -2.31357e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42748e-18, 0, 0, 2.01996e-20, 0, 6.70262e-16, 0, 1.64086e-15, 0, 0
0.12772, 0, 4.10057e-15, 0, 1.41421, -4.10057e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27343e-18, 0, 0, 3.62509e-20, 0, 1.20761e-15, 0, 2.88864e-15, 0, 0
0.135585, 0, 7.2167e-15, 0, 1.41421, -7.2167e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.46792e-18, 0, 0, 6.45956e-20, 0, 2.16119e-15, 0, 5.04798e-15, 0, 0
0.143451, 0, 1.26129e-14, 0, 1.41421, -1.26129e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29557e-17, 0, 0, 1.14298e-19, 0, 3.84235e-15, 0, 8.75751e-15, 0, 0
0.151316, 0, 2.18936e-14, 0, 1.41421, -2.18936e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2315e-17, 0, 0, 2.00854e-19, 0, 6.78709e-15, 0, 1.5084e-14, 0, 0
0.159181, 0, 3.77471e-14, 0, 1.41421, -3.77471e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.81625e-17, 0, 0, 3.50565e-19, 0, 1.19124e-14, 0, 2.57962e-14, 0, 0
0.167046, 0, 6.46482e-14, 0, 1.41421, -6.46482e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.48053e-17, 0, 0, 6.07776e-19, 0, 2.07774e-14, 0, 4.38054e-14, 0, 0
0.174911, 0, 1.09995e-13, 0, 1.41421, -1.09995e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09281e-16, 0, 0, 1.04676e-18, 0, 3.6016e-14, 0, 7.38686e-14, 0, 0
0.182776, 0, 1.85939e-13, 0, 1.41421, -1.85939e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83005e-16, 0, 0, 1.79109e-18, 0, 6.20517e-14, 0, 1.23702e-13, 0, 0
0.190642, 0, 3.12308e-13, 0, 1.41421, -3.12308e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04363e-16, 0, 0, 3.04511e-18, 0, 1.06269e-13, 0, 2.05731e-13, 0, 0
0.198507, 0, 5.21269e-13, 0, 1.41421, -5.21269e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.02748e-16, 0, 0, 5.14454e-18, 0, 1.80938e-13, 0, 3.39823e-13, 0, 0
0.206372, 0, 8.64646e-13, 0, 1.41421, -8.64646e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.24823e-16, 0, 0, 8.63772e-18, 0, 3.06299e-13, 0, 5.57514e-13, 0, 0
0.214237, 0, 1.4278e-12, 0, 1.41421, -1.4278e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34544e-15, 0, 0, 1.4448e-17, 0, 5.17056e-13, 0, 9.09379e-13, 0, 0
0.222102, 0, 2.33932e-12, 0, 1.41421, -2.33932e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17761e-15, 0, 0, 2.39651e-17, 0, 8.6534e-13, 0, 1.47178e-12, 0, 0
0.229967, 0, 3.81013e-12, 0, 1.41421, -3.81013e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50114e-15, 0, 0, 3.95237e-17, 0, 1.44039e-12, 0, 2.3662e-12, 0, 0
0.237833, 0, 6.1696e-12, 0, 1.41421, -6.1696e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59203e-15, 0, 0, 6.48197e-17, 0, 2.3849e-12, 0, 3.77905e-12, 0, 0
0.245698, 0, 9.93326e-12, 0, 1.41421, -9.93326e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.87314e-15, 0, 0, 1.05732e-16, 0, 3.92838e-12, 0, 5.99589e-12, 0, 0
0.253563, 0, 1.59035e-11, 0, 1.41421, -1.59035e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39878e-14, 0, 0, 1.71573e-16, 0, 6.43834e-12, 0, 9.45101e-12, 0, 0
0.261428, 0, 2.5323e-11, 0, 1.41421, -2.5323e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19077e-14, 0, 0, 2.77029e-16, 0, 1.05006e-11, 0, 1.48002e-11, 0, 0
0.269293, 0, 4.0107e-11, 0, 1.41421, -4.0107e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40909e-14, 0, 0, 4.45195e-16, 0, 1.70455e-11, 0, 2.30269e-11, 0, 0
0.277159, 0, 6.3194e-11, 0, 1.41421, -6.3194e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27096e-14, 0, 0, 7.12271e-16, 0, 2.7545e-11, 0, 3.55956e-11, 0, 0
0.285024, 0, 9.90725e-11, 1.70958e-43, 1.41421, -9.90725e-11, 1.70958e-43, 0, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 1.70958e-43, 8.09777e-14, 1.70958e-43, 1.70958e-43, 1.13486e-15, 1.70958e-43, 4.43192e-11, 1.70958e-43, 5.46712e-11, 1.70958e-43, 1.70958e-43
0.292889, 0, 1.54574e-10, 2.96515e-42, 1.41421, -1.54574e-10, 2.96515e-42, 0, 2.96515e-42, 2.96515e-42, 2.96515e-42, 2.96515e-42, 2.96515e-42, 2.96515e-42, 2.96515e-42, 2.96515e-42, 2.96515e-42, 2.96515e-42, 1.23619e-13, 2.96515e-42, 2.96515e-42, 1.80131e-15, 2.96515e-42, 7.10158e-11, 2.96515e-42, 8.3433e-11, 2.96515e-42, 2.96515e-42
0.300754, 0, 2.40059e-10, 4.26667e-41, 1.41421, -2.40059e-10, 4.26667e-41, 0, 4.26667e-41, 4.26667e-41, 4.26667e-41, 4.26667e-41, 4.26667e-41, 4.26667e-41, 4.26667e-41, 4.26667e-41, 4.26667e-41, 4.26667e-41, 1.87526e-13, 4.26667e-41, 4.26667e-41, 2.84932e-15, 4.26667e-41, 1.13352e-10, 4.26667e-41, 1.26516e-10, 4.26667e-41, 4.26667e-41
0.308619, 0, 3.71187e-10, 5.4531e-40, 1.41421, -3.71187e-10, 5.4531e-40, 0, 5.4531e-40, 5.4531e-40, 5.4531e-40, 5.4531e-40, 5.4531e-40, 5.4531e-40, 5.4531e-40, 5.4531e-40, 5.4531e-40, 5.4531e-40, 2.82694e-13, 5.4531e-40, 5.4531e-40, 4.49335e-15, 5.4531e-40, 1.80269e-10, 5.4531e-40, 1.90631e-10, 5.4531e-40, 5.4531e-40
0.316484, 0, 5.71576e-10, 6.22706e-39, 1.41421, -5.71576e-10, 6.22706e-39, 0, 6.22706e-39, 6.22706e-39, 6.22706e-39, 6.22706e-39, 6.22706e-39, 6.22706e-39, 6.22706e-39, 6.22706e-39, 6.22706e-39, 6.22706e-39, 4.23514e-13, 6.22706e-39, 6.22706e-39, 7.06725e-15, 6.22706e-39, 2.85717e-10, 6.22706e-39, 2.85428e-10, 6.22706e-39, 6.22706e-39
0.32435, 0, 8.76752e-10, 6.42772e-38, 1.41421, -8.76752e-10, 6.42772e-38, 0, 6.42772e-38, 6.42772e-38, 6.42772e-38, 6.42772e-38, 6.42772e-38, 6.42772e-38, 6.42772e-38, 6.42772e-38, 6.42772e-38, 6.42772e-38, 6.30574e-13, 6.42772e-38, 6.42772e-38, 1.10907e-14, 6.42772e-38, 4.51427e-10, 6.42772e-38, 4.24683e-10, 6.42772e-38, 6.42772e-38
0.332215, 0, 1.34008e-09, 6.01976e-37, 1.41421, -1.34008e-09, 6.01976e-37, 0, 6.01976e-37, 6.01976e-37, 6.01976e-37, 6.01976e-37, 6.01976e-37, 6.01976e-37, 6.01976e-37, 6.01976e-37, 6.01976e-37, 6.01976e-37, 9.33133e-13, 6.01976e-37, 6.01976e-37, 1.73733e-14, 6.01976e-37, 7.11194e-10, 6.01976e-37, 6.27934e-10, 6.01976e-37, 6.01976e-37
0.34008, 0, 2.04159e-09, 5.15265e-36, 1.41421, -2.04159e-09, 5.15265e-36, 0, 5.15265e-36, 5.15265e-36, 5.15265e-36, 5.15265e-36, 5.15265e-36, 5.15265e-36, 5.15265e-36, 5.15265e-36, 5.15265e-36, 5.15265e-36, 1.3725e-12, 5.15265e-36, 5.15265e-36, 2.71762e-14, 5.15265e-36, 1.1175e-09, 5.15265e-36, 9.22692e-10, 5.15265e-36, 5.15265e-36
0.347945, 0, 3.10124e-09, 4.04543e-35, 1.41421, -3.10124e-09, 4.04543e-35, 0, 4.04543e-35, 4.04543e-35, 4.04543e-35, 4.04543e-35, 4.04543e-35, 4.04543e-35, 4.04543e-35, 4.04543e-35, 4.04543e-35, 4.04543e-35, 2.00663e-12, 4.04543e-35, 4.04543e-35, 4.24662e-14, 4.04543e-35, 1.75176e-09, 4.04543e-35, 1.34743e-09, 4.04543e-35, 4.04543e-35
0.35581, 0, 4.69865e-09, 2.92619e-34, 1.41421, -4.69865e-09, 2.92619e-34, 0, 2.92619e-34, 2.92619e-34, 2.92619e-34, 2.92619e-34, 2.92619e-34, 2.92619e-34, 2.92619e-34, 2.92619e-34, 2.92619e-34, 2.92619e-34, 2.91634e-12, 2.92619e-34, 2.92619e-34, 6.63122e-14, 2.92619e-34, 2.74008e-09, 2.92619e-34, 1.95559e-09, 2.92619e-34, 2.92619e-34
0.363675, 0, 7.10282e-09, 1.95729e-33, 1.41421, -7.10282e-09, 1.95729e-33, 0, 1.95729e-33, 1.95729e-33, 1.95729e-33, 1.95729e-33, 1.95729e-33, 1.95729e-33, 1.95729e-33, 1.95729e-33, 1.95729e-33, 1.95729e-33, 4.21356e-12, 1.95729e-33, 1.95729e-33, 1.03504e-13, 1.95729e-33, 4.2776e-09, 1.95729e-33, 2.8209e-09, 1.95729e-33, 1.95729e-33
0.371541, 0, 1.07165e-08, 1.11793e-32, 1.41421, -1.07165e-08, 1.11793e-32, 0, 1.11793e-32, 1.11793e-32, 1.11793e-32, 1.11793e-32, 1.11793e-32, 1.11793e-32, 1.11793e-32, 1.11793e-32, 1.11793e-32, 1.11793e-32, 6.0525e-12, 1.11793e-32, 1.11793e-32, 1.61519e-13, 1.11793e-32, 6.66587e-09, 1.11793e-32, 4.04439e-09, 1.11793e-32, 1.11793e-32
0.379406, 0, 1.61425e-08, 6.57147e-32, 1.41421, -1.61425e-08, 6.57147e-32, 0, 6.57147e-32, 6.57147e-32, 6.57147e-32, 6.57147e-32, 6.57147e-32, 6.57147e-32, 6.57147e-32, 6.57147e-32, 6.57147e-32, 6.57147e-32, 8.64424e-12, 6.57147e-32, 6.57147e-32, 2.52029e-13, 6.57147e-32, 1.037e-08, 6.57147e-32, 5.76353e-09, 6.57147e-32, 6.57147e-32
0.387271, 0, 2.42833e-08, 3.43656e-31, 1.41421, -2.42833e-08, 3.43656e-31, 0, 3.43656e-31, 3.43656e-31, 3.43656e-31, 3.43656e-31, 3.43656e-31, 3.43656e-31, 3.43656e-31, 3.43656e-31, 3.43656e-31, 3.43656e-31, 1.22761e-11, 3.43656e-31, 3.43656e-31, 3.93232e-13, 3.43656e-31, 1.61064e-08, 3.43656e-31, 8.16419e-09, 3.43656e-31, 3.43656e-31
0.395136, 0, 3.64893e-08, 1.77112e-30, 1.41421, -3.64893e-08, 1.77112e-30, 0, 1.77112e-30, 1.77112e-30, 1.77112e-30, 1.77112e-30, 1.77112e-30, 1.77112e-30, 1.77112e-30, 1.77112e-30, 1.77112e-30, 1.77112e-30, 1.73368e-11, 1.77112e-30, 1.77112e-30, 6.13473e-13, 1.77112e-30, 2.49754e-08, 1.77112e-30, 1.14959e-08, 1.77112e-30, 1.77112e-30
0.403001, 0, 5.478e-08, 8.72337e-30, 1.41421, -5.478e-08, 8.72337e-30, 0, 8.72337e-30, 8.72337e-30, 8.72337e-30, 8.72337e-30, 8.72337e-30, 8.72337e-30, 8.72337e-30, 8.72337e-30, 8.72337e-30, 8.72337e-30, 2.435e-11, 8.72337e-30, 8.72337e-30, 9.56814e-13, 8.72337e-30, 3.8663e-08, 8.72337e-30, 1.60917e-08, 8.72337e-30, 8.72337e-30
0.410866, 0, 8.21723e-08, 4.06551e-29, 1.41421, -8.21723e-08, 4.06551e-29, 0, 4.06551e-29, 4.06551e-29, 4.06551e-29, 4.06551e-29, 4.06551e-29, 4.06551e-29, 4.06551e-29, 4.06551e-29, 4.06551e-29, 4.06551e-29, 3.4016e-11, 4.06551e-29, 4.06551e-29, 1.49157e-12, 4.06551e-29, 5.9744e-08, 4.06551e-29, 2.23928e-08, 4.06551e-29, 4.06551e-29
