   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_816.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.168485, 0, 3.68082e-13, 0, 1.41421, -3.68082e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66933e-15, 0, 0, 1.53028e-15, 0, 0, 3.63882e-13, 0, 0, 0
0.176392, 0, 5.88752e-13, 0, 1.41421, -5.88752e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26933e-15, 0, 0, 2.50128e-15, 0, 0, 5.81982e-13, 0, 0, 0
0.1843, 0, 9.36241e-13, 0, 1.41421, -9.36241e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.78869e-15, 0, 0, 4.0672e-15, 0, 0, 9.25385e-13, 0, 0, 0
0.192208, 0, 1.48021e-12, 0, 1.41421, -1.48021e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07323e-14, 0, 0, 6.57988e-15, 0, 0, 1.4629e-12, 0, 0, 0
0.200116, 0, 2.32675e-12, 0, 1.41421, -2.32675e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68693e-14, 0, 0, 1.05926e-14, 0, 0, 2.29929e-12, 0, 0, 0
0.208023, 0, 3.63648e-12, 0, 1.41421, -3.63648e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.63636e-14, 0, 0, 1.69705e-14, 0, 0, 3.59314e-12, 0, 0, 0
0.215931, 0, 5.65098e-12, 0, 1.41421, -5.65098e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09666e-14, 0, 0, 2.70621e-14, 0, 0, 5.58296e-12, 0, 0, 0
0.223839, 0, 8.73156e-12, 0, 1.41421, -8.73156e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.32972e-14, 0, 0, 4.29616e-14, 0, 0, 8.62531e-12, 0, 0, 0
0.231746, 0, 1.34151e-11, 0, 1.41421, -1.34151e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.72477e-14, 0, 0, 6.79097e-14, 0, 0, 1.32499e-11, 0, 0, 0
0.239654, 0, 2.04944e-11, 0, 1.41421, -2.04944e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48567e-13, 0, 0, 1.06907e-13, 0, 0, 2.02389e-11, 0, 0, 0
0.247562, 0, 3.11336e-11, 0, 1.41421, -3.11336e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25698e-13, 0, 0, 1.67653e-13, 0, 0, 3.07402e-11, 0, 0, 0
0.255469, 0, 4.70309e-11, 0, 1.41421, -4.70309e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40961e-13, 0, 0, 2.61971e-13, 0, 0, 4.6428e-11, 0, 0, 0
0.263377, 0, 7.06491e-11, 0, 1.41421, -7.06491e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12229e-13, 0, 0, 4.07999e-13, 0, 0, 6.97289e-11, 0, 0, 0
0.271285, 0, 1.05538e-10, 2.38221e-44, 1.41421, -1.05538e-10, 0, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 7.65276e-13, 2.38221e-44, 2.38221e-44, 6.33521e-13, 2.38221e-44, 2.38221e-44, 1.04139e-10, 2.38221e-44, 2.38221e-44, 2.38221e-44
0.279193, 0, 1.56782e-10, 4.7504e-43, 1.41421, -1.56782e-10, 0, 4.7504e-43, 4.7504e-43, 4.7504e-43, 4.7504e-43, 4.7504e-43, 4.7504e-43, 4.7504e-43, 4.7504e-43, 4.7504e-43, 4.7504e-43, 1.13705e-12, 4.7504e-43, 4.7504e-43, 9.81078e-13, 4.7504e-43, 4.7504e-43, 1.54664e-10, 4.7504e-43, 4.7504e-43, 4.7504e-43
0.2871, 0, 2.31623e-10, 6.99108e-42, 1.41421, -2.31623e-10, 0, 6.99108e-42, 6.99108e-42, 6.99108e-42, 6.99108e-42, 6.99108e-42, 6.99108e-42, 6.99108e-42, 6.99108e-42, 6.99108e-42, 6.99108e-42, 1.68019e-12, 6.99108e-42, 6.99108e-42, 1.51578e-12, 6.99108e-42, 6.99108e-42, 2.28427e-10, 6.99108e-42, 6.99108e-42, 6.99108e-42
0.295008, 0, 3.40309e-10, 9.39248e-41, 1.41421, -3.40309e-10, 0, 9.39248e-41, 9.39248e-41, 9.39248e-41, 9.39248e-41, 9.39248e-41, 9.39248e-41, 9.39248e-41, 9.39248e-41, 9.39248e-41, 9.39248e-41, 2.46927e-12, 9.39248e-41, 9.39248e-41, 2.33733e-12, 9.39248e-41, 9.39248e-41, 3.35503e-10, 9.39248e-41, 9.39248e-41, 9.39248e-41
0.302916, 0, 4.9726e-10, 1.13157e-39, 1.41421, -4.9726e-10, 0, 1.13157e-39, 1.13157e-39, 1.13157e-39, 1.13157e-39, 1.13157e-39, 1.13157e-39, 1.13157e-39, 1.13157e-39, 1.13157e-39, 1.13157e-39, 3.60935e-12, 1.13157e-39, 1.13157e-39, 3.59844e-12, 1.13157e-39, 1.13157e-39, 4.90052e-10, 1.13157e-39, 1.13157e-39, 1.13157e-39
0.310823, 0, 7.2264e-10, 1.22747e-38, 1.41421, -7.2264e-10, 0, 1.22747e-38, 1.22747e-38, 1.22747e-38, 1.22747e-38, 1.22747e-38, 1.22747e-38, 1.22747e-38, 1.22747e-38, 1.22747e-38, 1.22747e-38, 5.24747e-12, 1.22747e-38, 1.22747e-38, 5.53323e-12, 1.22747e-38, 1.22747e-38, 7.11859e-10, 1.22747e-38, 1.22747e-38, 1.22747e-38
0.318731, 0, 1.04449e-09, 1.20382e-37, 1.41421, -1.04449e-09, 0, 1.20382e-37, 1.20382e-37, 1.20382e-37, 1.20382e-37, 1.20382e-37, 1.20382e-37, 1.20382e-37, 1.20382e-37, 1.20382e-37, 1.20382e-37, 7.58845e-12, 1.20382e-37, 1.20382e-37, 8.50096e-12, 1.20382e-37, 1.20382e-37, 1.0284e-09, 1.20382e-37, 1.20382e-37, 1.20382e-37
0.326639, 0, 1.50166e-09, 4.10444e-36, 1.41421, -1.50166e-09, 0, 4.10444e-36, 4.10444e-36, 4.10444e-36, 4.10444e-36, 4.10444e-36, 4.10444e-36, 4.10444e-36, 4.10444e-36, 4.10444e-36, 4.10444e-36, 1.09167e-11, 4.10444e-36, 4.10444e-36, 1.3078e-11, 4.10444e-36, 4.10444e-36, 1.47767e-09, 4.10444e-36, 4.10444e-36, 4.10444e-36
0.334546, 0, 2.14722e-09, 3.07216e-35, 1.41421, -2.14722e-09, 0, 3.07216e-35, 3.07216e-35, 3.07216e-35, 3.07216e-35, 3.07216e-35, 3.07216e-35, 3.07216e-35, 3.07216e-35, 3.07216e-35, 3.07216e-35, 1.56209e-11, 3.07216e-35, 3.07216e-35, 2.00756e-11, 3.07216e-35, 3.07216e-35, 2.11152e-09, 3.07216e-35, 3.07216e-35, 3.07216e-35
0.342454, 0, 3.05399e-09, 2.10475e-34, 1.41421, -3.05399e-09, 0, 2.10475e-34, 2.10475e-34, 2.10475e-34, 2.10475e-34, 2.10475e-34, 2.10475e-34, 2.10475e-34, 2.10475e-34, 2.10475e-34, 2.10475e-34, 2.22363e-11, 2.10475e-34, 2.10475e-34, 3.08168e-11, 2.10475e-34, 2.10475e-34, 3.00093e-09, 2.10475e-34, 2.10475e-34, 2.10475e-34
0.350362, 0, 4.32081e-09, 1.43037e-33, 1.41421, -4.32081e-09, 0, 1.43037e-33, 1.43037e-33, 1.43037e-33, 1.43037e-33, 1.43037e-33, 1.43037e-33, 1.43037e-33, 1.43037e-33, 1.43037e-33, 1.43037e-33, 3.14909e-11, 1.43037e-33, 1.43037e-33, 4.73127e-11, 1.43037e-33, 1.43037e-33, 4.24201e-09, 1.43037e-33, 1.43037e-33, 1.43037e-33
0.35827, 0, 6.08121e-09, 9.29856e-33, 1.41421, -6.08121e-09, 0, 9.29856e-33, 9.29856e-33, 9.29856e-33, 9.29856e-33, 9.29856e-33, 9.29856e-33, 9.29856e-33, 9.29856e-33, 9.29856e-33, 9.29856e-33, 4.43708e-11, 9.29856e-33, 9.29856e-33, 7.26583e-11, 9.29856e-33, 9.29856e-33, 5.96418e-09, 9.29856e-33, 9.29856e-33, 9.29856e-33
0.366177, 0, 8.51457e-09, 5.66565e-32, 1.41421, -8.51457e-09, 0, 5.66565e-32, 5.66565e-32, 5.66565e-32, 5.66565e-32, 5.66565e-32, 5.66565e-32, 5.66565e-32, 5.66565e-32, 5.66565e-32, 5.66565e-32, 6.22051e-11, 5.66565e-32, 5.66565e-32, 1.11615e-10, 5.66565e-32, 5.66565e-32, 8.34075e-09, 5.66565e-32, 5.66565e-32, 5.66565e-32
0.374085, 0, 1.18607e-08, 3.22995e-31, 1.41421, -1.18607e-08, 0, 3.22995e-31, 3.22995e-31, 3.22995e-31, 3.22995e-31, 3.22995e-31, 3.22995e-31, 3.22995e-31, 3.22995e-31, 3.22995e-31, 3.22995e-31, 8.67763e-11, 3.22995e-31, 3.22995e-31, 1.71503e-10, 3.22995e-31, 3.22995e-31, 1.16024e-08, 3.22995e-31, 3.22995e-31, 3.22995e-31
0.381993, 0, 1.64385e-08, 1.72307e-30, 1.41421, -1.64385e-08, 0, 1.72307e-30, 1.72307e-30, 1.72307e-30, 1.72307e-30, 1.72307e-30, 1.72307e-30, 1.72307e-30, 1.72307e-30, 1.72307e-30, 1.72307e-30, 1.20463e-10, 1.72307e-30, 1.72307e-30, 2.63556e-10, 1.72307e-30, 1.72307e-30, 1.60544e-08, 1.72307e-30, 1.72307e-30, 1.72307e-30
0.3899, 0, 2.26696e-08, 8.62295e-30, 1.41421, -2.26696e-08, 0, 8.62295e-30, 8.62295e-30, 8.62295e-30, 8.62295e-30, 8.62295e-30, 8.62295e-30, 8.62295e-30, 8.62295e-30, 8.62295e-30, 8.62295e-30, 1.66423e-10, 8.62295e-30, 8.62295e-30, 4.04981e-10, 8.62295e-30, 8.62295e-30, 2.20982e-08, 8.62295e-30, 8.62295e-30, 8.62295e-30
0.397808, 0, 3.11094e-08, 4.06264e-29, 1.41421, -3.11094e-08, 0, 4.06264e-29, 4.06264e-29, 4.06264e-29, 4.06264e-29, 4.06264e-29, 4.06264e-29, 4.06264e-29, 4.06264e-29, 4.06264e-29, 4.06264e-29, 2.28831e-10, 4.06264e-29, 4.06264e-29, 6.22076e-10, 4.06264e-29, 4.06264e-29, 3.02585e-08, 4.06264e-29, 4.06264e-29, 4.06264e-29
0.405716, 0, 4.24859e-08, 1.80811e-28, 1.41421, -4.24859e-08, 0, 1.80811e-28, 1.80811e-28, 1.80811e-28, 1.80811e-28, 1.80811e-28, 1.80811e-28, 1.80811e-28, 1.80811e-28, 1.80811e-28, 1.80811e-28, 3.13181e-10, 1.80811e-28, 1.80811e-28, 9.549e-10, 1.80811e-28, 1.80811e-28, 4.12178e-08, 1.80811e-28, 1.80811e-28, 1.80811e-28
0.413623, 0, 5.77488e-08, 7.62196e-28, 1.41421, -5.77488e-08, 0, 7.62196e-28, 7.62196e-28, 7.62196e-28, 7.62196e-28, 7.62196e-28, 7.62196e-28, 7.62196e-28, 7.62196e-28, 7.62196e-28, 7.62196e-28, 4.26665e-10, 7.62196e-28, 7.62196e-28, 1.46426e-09, 7.62196e-28, 7.62196e-28, 5.58578e-08, 7.62196e-28, 7.62196e-28, 7.62196e-28
0.421531, 0, 7.81325e-08, 3.05142e-27, 1.41421, -7.81325e-08, 0, 3.05142e-27, 3.05142e-27, 3.05142e-27, 3.05142e-27, 3.05142e-27, 3.05142e-27, 3.05142e-27, 3.05142e-27, 3.05142e-27, 3.05142e-27, 5.78666e-10, 3.05142e-27, 3.05142e-27, 2.24207e-09, 3.05142e-27, 3.05142e-27, 7.53118e-08, 3.05142e-27, 3.05142e-27, 3.05142e-27
0.429439, 0, 1.05235e-07, 1.1633e-26, 1.41421, -1.05235e-07, 0, 1.1633e-26, 1.1633e-26, 1.1633e-26, 1.1633e-26, 1.1633e-26, 1.1633e-26, 2.32163e-13, 1.1633e-26, 1.1633e-26, 1.1633e-26, 7.81363e-10, 1.1633e-26, 1.1633e-26, 3.4267e-09, 1.1633e-26, 1.1633e-26, 1.01027e-07, 1.1633e-26, 1.1633e-26, 1.1633e-26
0.437347, 0, 1.41119e-07, 4.23388e-26, 1.41421, -1.41119e-07, 0, 4.23388e-26, 4.23388e-26, 4.23388e-26, 4.23388e-26, 4.23388e-26, 4.23388e-26, 8.65853e-13, 4.23388e-26, 4.23388e-26, 4.23388e-26, 1.0505e-09, 4.23388e-26, 4.23388e-26, 5.22533e-09, 4.23388e-26, 4.23388e-26, 1.34843e-07, 4.23388e-26, 4.23388e-26, 4.23388e-26
0.445254, 0, 1.88436e-07, 1.47734e-25, 1.41421, -1.88436e-07, 0, 1.47734e-25, 1.47734e-25, 1.47734e-25, 1.47734e-25, 1.47734e-25, 1.47734e-25, 2.20625e-12, 1.47734e-25, 1.47734e-25, 1.47734e-25, 1.40635e-09, 1.47734e-25, 1.47734e-25, 7.94661e-09, 1.47734e-25, 1.47734e-25, 1.7908e-07, 1.47734e-25, 1.47734e-25, 1.47734e-25
0.453162, 0, 2.51354e-07, 5.00161e-25, 1.41421, -2.51354e-07, 0, 5.06648e-15, 2.74723e-12, 3.79713e-12, 4.03654e-11, 4.19554e-10, 1.76868e-12, 2.2713e-11, 2.53318e-11, 1.81174e-11, 1.91471e-10, 1.87494e-09, 3.40768e-12, 2.11976e-13, 1.20479e-08, 1.38232e-13, 6.99457e-16, 2.36682e-07, 5.00161e-25, 5.00161e-25, 1.97924e-11
0.46107, 0, 3.34386e-07, 5.07213e-11, 1.41421, -3.34386e-07, 5.07213e-11, 5.07372e-11, 5.93455e-11, 6.26414e-11, 1.77439e-10, 1.36781e-09, 5.62736e-11, 1.17023e-10, 1.30244e-10, 1.07596e-10, 6.51797e-10, 2.54014e-09, 6.14189e-11, 5.13867e-11, 1.82545e-08, 5.28549e-11, 5.07235e-11, 3.11344e-07, 5.07213e-11, 5.07213e-11, 1.12855e-10
0.468977, 0, 4.44032e-07, 1.58584e-10, 1.41421, -4.44032e-07, 1.58584e-10, 1.58623e-10, 1.79554e-10, 1.87568e-10, 4.66696e-10, 3.36107e-09, 1.72085e-10, 3.15895e-10, 3.51943e-10, 2.96875e-10, 1.62009e-09, 3.45054e-09, 1.84595e-10, 1.60202e-10, 2.75589e-08, 1.65902e-10, 1.58589e-10, 4.07629e-07, 1.58584e-10, 1.58584e-10, 3.09661e-10
0.476885, 0, 5.89354e-07, 3.84505e-10, 1.41421, -5.89354e-07, 3.84505e-10, 3.84591e-10, 4.30954e-10, 4.48706e-10, 1.06699e-09, 7.4782e-09, 4.14409e-10, 7.28563e-10, 8.12806e-10, 6.90828e-10, 3.62183e-09, 4.72047e-09, 4.42121e-10, 3.88089e-10, 4.14572e-08, 4.03526e-10, 3.84517e-10, 5.31297e-07, 3.84505e-10, 3.84505e-10, 7.19149e-10
0.484793, 0, 7.83154e-07, 8.50027e-10, 1.41421, -7.83154e-07, 8.50027e-10, 8.50208e-10, 9.48152e-10, 9.85652e-10, 2.29179e-09, 1.58355e-08, 9.13201e-10, 1.57074e-09, 1.75482e-09, 1.49714e-09, 7.68891e-09, 6.53873e-09, 9.71742e-10, 8.57599e-10, 6.21447e-08, 8.94158e-10, 8.50052e-10, 6.89454e-07, 8.50027e-10, 8.50027e-10, 1.55697e-09
0.4927, 0, 1.04424e-06, 1.79302e-09, 1.41421, -1.04424e-06, 1.79302e-09, 1.79339e-09, 1.99414e-09, 2.07101e-09, 4.74818e-09, 3.25087e-08, 1.9225e-09, 3.26013e-09, 3.64756e-09, 3.11939e-09, 1.58106e-08, 9.22758e-09, 2.0425e-09, 1.80854e-09, 9.28376e-08, 1.88928e-09, 1.79307e-09, 8.91005e-07, 1.79302e-09, 1.79302e-09, 3.24202e-09
0.500608, 0, 1.4014e-06, 3.67133e-09, 1.41421, -1.4014e-06, 3.67133e-09, 3.67207e-09, 4.07424e-09, 4.22822e-09, 9.59135e-09, 6.52035e-08, 3.93073e-09, 6.92553e-09, 7.3865e-09, 6.32844e-09, 3.17525e-08, 1.33503e-08, 4.1711e-09, 3.70242e-09, 1.3824e-07, 3.8732e-09, 3.67143e-09, 1.14714e-06, 3.67133e-09, 3.67133e-09, 6.5741e-09
0.508516, 0, 1.89996e-06, 7.34886e-09, 1.41421, -1.89996e-06, 7.34886e-09, 7.35032e-09, 8.14032e-09, 8.44279e-09, 1.89778e-08, 1.28219e-07, 7.85841e-09, 1.50943e-08, 1.46468e-08, 1.25683e-08, 6.25102e-08, 1.9902e-08, 8.33059e-09, 7.40993e-09, 2.05231e-07, 7.76029e-09, 7.34906e-09, 1.47205e-06, 7.34886e-09, 7.34886e-09, 1.30509e-08
0.516424, 0, 2.61342e-06, 1.44262e-08, 1.41421, -2.61342e-06, 1.44262e-08, 1.4429e-08, 1.5953e-08, 1.65366e-08, 3.68603e-08, 2.47604e-07, 1.54092e-08, 3.35194e-08, 2.8505e-08, 2.44954e-08, 1.20841e-07, 3.06456e-08, 1.63201e-08, 1.4544e-08, 3.03879e-07, 1.52457e-08, 1.44266e-08, 1.88403e-06, 1.44262e-08, 1.44262e-08, 2.54263e-08
0.524331, 0, 3.65822e-06, 2.78136e-08, 1.41421, -3.65822e-06, 2.78136e-08, 2.7819e-08, 3.07085e-08, 3.18149e-08, 7.03489e-08, 4.69921e-07, 2.96774e-08, 6.94999e-08, 5.45071e-08, 4.69049e-08, 2.29577e-07, 4.86916e-08, 3.14045e-08, 2.8037e-08, 4.49123e-07, 2.94139e-08, 2.78144e-08, 2.40712e-06, 2.78136e-08, 2.78136e-08, 4.867e-08
0.532239, 0, 5.22631e-06, 5.27044e-08, 1.41421, -5.22631e-06, 5.27044e-08, 5.27143e-08, 5.81009e-08, 6.01633e-08, 1.31996e-07, 8.76857e-07, 5.61787e-08, 1.38539e-07, 1.02465e-07, 8.82933e-08, 4.2882e-07, 7.94794e-08, 5.93983e-08, 5.31208e-08, 6.62398e-07, 5.57729e-08, 5.27058e-08, 3.07369e-06, 5.27044e-08, 5.27044e-08, 9.15836e-08
0.540147, 0, 7.63354e-06, 9.81935e-08, 1.41421, -7.63354e-06, 9.81935e-08, 9.82117e-08, 1.08087e-07, 1.11867e-07, 2.43553e-07, 1.60905e-06, 1.04563e-07, 2.69358e-07, 1.89416e-07, 1.63436e-07, 7.87698e-07, 1.32405e-07, 1.10465e-07, 9.89568e-08, 9.75631e-07, 1.03977e-07, 9.8196e-08, 3.9285e-06, 9.81935e-08, 9.81935e-08, 1.69468e-07
0.548054, 0, 1.13931e-05, 1.79909e-07, 1.41421, -1.13931e-05, 1.79909e-07, 1.79942e-07, 1.97746e-07, 2.04563e-07, 4.41999e-07, 2.90405e-06, 1.91393e-07, 5.10358e-07, 3.44386e-07, 2.97543e-07, 1.42311e-06, 2.23465e-07, 2.02035e-07, 1.81285e-07, 1.4357e-06, 1.90628e-07, 1.79913e-07, 5.03505e-06, 1.79909e-07, 1.79909e-07, 3.08419e-07
0.555962, 0, 1.73438e-05, 3.24192e-07, 1.41421, -1.73438e-05, 3.24192e-07, 3.24251e-07, 3.55827e-07, 3.67917e-07, 7.89008e-07, 5.15544e-06, 3.44559e-07, 9.53747e-07, 6.15892e-07, 5.32817e-07, 2.52901e-06, 3.79447e-07, 3.63432e-07, 3.26633e-07, 2.11159e-06, 3.43738e-07, 3.242e-07, 6.48542e-06, 3.24192e-07, 3.24192e-07, 5.52105e-07
0.56387, 0, 2.68303e-05, 5.74618e-07, 1.41421, -2.68303e-05, 5.74618e-07, 5.7472e-07, 6.29808e-07, 6.509e-07, 1.38553e-06, 9.00312e-06, 6.1015e-07, 1.7581e-06, 1.08351e-06, 9.38581e-07, 4.42111e-06, 6.44472e-07, 6.43076e-07, 5.78877e-07, 3.10487e-06, 6.0969e-07, 5.74633e-07, 8.41546e-06, 5.74618e-07, 5.74618e-07, 9.72232e-07
0.571777, 0, 4.19872e-05, 1.00186e-06, 1.41421, -4.19872e-05, 1.00186e-06, 1.00204e-06, 1.09658e-06, 1.13278e-06, 2.39357e-06, 1.54671e-05, 1.06284e-06, 3.19683e-06, 1.87524e-06, 1.62651e-06, 7.60333e-06, 1.08988e-06, 1.11935e-06, 1.00917e-06, 4.56463e-06, 1.0638e-06, 1.00189e-06, 1.1029e-05, 1.00186e-06, 1.00186e-06, 1.68426e-06
0.579685, 0, 6.61489e-05, 1.71835e-06, 1.41421, -6.61489e-05, 1.71835e-06, 1.71865e-06, 1.87828e-06, 1.9394e-06, 4.06817e-06, 2.61421e-05, 1.82131e-06, 5.73413e-06, 3.193e-06, 2.77303e-06, 1.28645e-05, 1.82889e-06, 1.91673e-06, 1.73069e-06, 6.70896e-06, 1.82601e-06, 1.71839e-06, 1.46281e-05, 1.71835e-06, 1.71835e-06, 2.87054e-06
