   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_856.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.294615, 0, 5.22895e-16, 0, 1.41421, -5.22895e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96432e-18, 0, 0, 6.53318e-19, 0, 2.61693e-20, 0, 5.20251e-16, 0, 0, 0
0.302527, 0, 1.17361e-15, 0, 1.41421, -1.17361e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40871e-18, 0, 0, 1.48389e-18, 0, 5.98762e-20, 0, 1.16766e-15, 0, 0, 0
0.310439, 0, 2.59566e-15, 0, 1.41421, -2.59566e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.75051e-18, 0, 0, 3.32313e-18, 0, 1.35015e-19, 0, 2.58245e-15, 0, 0, 0
0.31835, 0, 5.6582e-15, 0, 1.41421, -5.6582e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12543e-17, 0, 0, 7.3398e-18, 0, 3.00117e-19, 0, 5.6293e-15, 0, 0, 0
0.326262, 0, 1.21591e-14, 0, 1.41421, -1.21591e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5673e-17, 0, 0, 1.5993e-17, 0, 6.578e-19, 0, 1.20968e-14, 0, 0, 0
0.334174, 0, 2.57629e-14, 0, 1.41421, -2.57629e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.67699e-17, 0, 0, 3.43866e-17, 0, 1.42198e-18, 0, 2.56303e-14, 0, 0, 0
0.342085, 0, 5.383e-14, 0, 1.41421, -5.383e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02189e-16, 0, 0, 7.29763e-17, 0, 3.03239e-18, 0, 5.35518e-14, 0, 0, 0
0.349997, 0, 1.10932e-13, 0, 1.41421, -1.10932e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16659e-16, 0, 0, 1.52908e-16, 0, 6.38071e-18, 0, 1.10356e-13, 0, 0, 0
0.357909, 0, 2.25504e-13, 0, 1.41421, -2.25504e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.46967e-16, 0, 0, 3.16425e-16, 0, 1.32506e-17, 0, 2.24328e-13, 0, 0, 0
0.36582, 0, 4.52241e-13, 0, 1.41421, -4.52241e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69853e-15, 0, 0, 6.4693e-16, 0, 2.71631e-17, 0, 4.49869e-13, 0, 0, 0
0.373732, 0, 8.94855e-13, 1.26117e-44, 1.41421, -8.94855e-13, 0, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 3.36085e-15, 1.26117e-44, 1.26117e-44, 1.30727e-15, 1.26117e-44, 5.49801e-17, 1.26117e-44, 8.90132e-13, 1.26117e-44, 1.26117e-44, 1.26117e-44
0.381644, 0, 1.74725e-12, 2.52234e-43, 1.41421, -1.74725e-12, 0, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 2.52234e-43, 6.56222e-15, 2.52234e-43, 2.52234e-43, 2.6122e-15, 2.52234e-43, 1.09904e-16, 2.52234e-43, 1.73796e-12, 2.52234e-43, 2.52234e-43, 2.52234e-43
0.389555, 0, 3.3668e-12, 3.92924e-42, 1.41421, -3.3668e-12, 0, 3.92924e-42, 3.92924e-42, 3.92924e-42, 3.92924e-42, 3.92924e-42, 3.92924e-42, 3.92924e-42, 3.92924e-42, 3.92924e-42, 1.26451e-14, 3.92924e-42, 3.92924e-42, 5.16441e-15, 3.92924e-42, 2.17028e-16, 3.92924e-42, 3.34878e-12, 3.92924e-42, 3.92924e-42, 3.92924e-42
0.397467, 0, 6.40308e-12, 5.52756e-41, 1.41421, -6.40308e-12, 0, 5.52756e-41, 5.52756e-41, 5.52756e-41, 5.52756e-41, 5.52756e-41, 5.52756e-41, 5.52756e-41, 5.52756e-41, 5.52756e-41, 2.40498e-14, 5.52756e-41, 5.52756e-41, 1.01088e-14, 5.52756e-41, 4.23483e-16, 5.52756e-41, 6.3685e-12, 5.52756e-41, 5.52756e-41, 5.52756e-41
0.405378, 0, 1.20201e-11, 6.97411e-40, 1.41421, -1.20201e-11, 0, 6.97411e-40, 6.97411e-40, 6.97411e-40, 6.97411e-40, 6.97411e-40, 6.97411e-40, 6.97411e-40, 6.97411e-40, 6.97411e-40, 4.51508e-14, 6.97411e-40, 6.97411e-40, 1.96056e-14, 6.97411e-40, 8.16811e-16, 6.97411e-40, 1.19545e-11, 6.97411e-40, 6.97411e-40, 6.97411e-40
0.41329, 0, 2.2275e-11, 7.92615e-39, 1.41421, -2.2275e-11, 0, 7.92615e-39, 7.92615e-39, 7.92615e-39, 7.92615e-39, 7.92615e-39, 7.92615e-39, 7.92615e-39, 7.92615e-39, 7.92615e-39, 8.36816e-14, 7.92615e-39, 7.92615e-39, 3.77097e-14, 7.92615e-39, 1.55789e-15, 7.92615e-39, 2.21521e-11, 7.92615e-39, 7.92615e-39, 7.92615e-39
0.421202, 0, 4.0753e-11, 8.15037e-38, 1.41421, -4.0753e-11, 0, 8.15037e-38, 8.15037e-38, 8.15037e-38, 8.15037e-38, 8.15037e-38, 8.15037e-38, 8.15037e-38, 8.15037e-38, 8.15037e-38, 1.53128e-13, 8.15037e-38, 8.15037e-38, 7.20045e-14, 8.15037e-38, 2.93959e-15, 8.15037e-38, 4.05249e-11, 8.15037e-38, 8.15037e-38, 8.15037e-38
0.429113, 0, 7.3616e-11, 7.62139e-37, 1.41421, -7.3616e-11, 0, 7.62139e-37, 7.62139e-37, 7.62139e-37, 7.62139e-37, 7.62139e-37, 7.62139e-37, 7.62139e-37, 7.62139e-37, 7.62139e-37, 2.76687e-13, 7.62139e-37, 7.62139e-37, 1.36644e-13, 7.62139e-37, 5.49043e-15, 7.62139e-37, 7.31972e-11, 7.62139e-37, 7.62139e-37, 7.62139e-37
0.437025, 0, 1.31311e-10, 6.51608e-36, 1.41421, -1.31311e-10, 0, 6.51608e-36, 6.51608e-36, 6.51608e-36, 6.51608e-36, 6.51608e-36, 6.51608e-36, 6.51608e-36, 6.51608e-36, 6.51608e-36, 4.93726e-13, 6.51608e-36, 6.51608e-36, 2.58028e-13, 6.51608e-36, 1.01575e-14, 6.51608e-36, 1.30549e-10, 6.51608e-36, 6.51608e-36, 6.51608e-36
0.444937, 0, 2.31304e-10, 5.11979e-35, 1.41421, -2.31304e-10, 0, 5.11979e-35, 5.11979e-35, 5.11979e-35, 5.11979e-35, 5.11979e-35, 5.11979e-35, 5.11979e-35, 5.11979e-35, 5.11979e-35, 8.70162e-13, 5.11979e-35, 5.11979e-35, 4.85434e-13, 5.11979e-35, 1.86284e-14, 5.11979e-35, 2.29929e-10, 5.11979e-35, 5.11979e-35, 5.11979e-35
0.452848, 0, 4.02407e-10, 3.68078e-34, 1.41421, -4.02407e-10, 0, 3.68078e-34, 3.68078e-34, 3.68078e-34, 3.68078e-34, 3.68078e-34, 3.68078e-34, 3.68078e-34, 3.68078e-34, 3.68078e-34, 1.51493e-12, 3.68078e-34, 3.68078e-34, 9.10954e-13, 3.68078e-34, 3.38983e-14, 3.68078e-34, 3.99947e-10, 3.68078e-34, 3.68078e-34, 3.68078e-34
0.46076, 0, 6.91506e-10, 2.59664e-33, 1.41421, -6.91506e-10, 0, 2.59664e-33, 2.59664e-33, 2.59664e-33, 2.59664e-33, 2.59664e-33, 2.59664e-33, 2.59664e-33, 2.59664e-33, 2.59664e-33, 2.60573e-12, 2.59664e-33, 2.59664e-33, 1.70698e-12, 2.59664e-33, 6.12745e-14, 2.59664e-33, 6.87132e-10, 2.59664e-33, 2.59664e-33, 2.59664e-33
0.468672, 0, 1.17387e-09, 1.75798e-32, 1.41421, -1.17387e-09, 0, 1.75798e-32, 1.75798e-32, 1.75798e-32, 1.75798e-32, 1.75798e-32, 1.75798e-32, 1.75798e-32, 1.75798e-32, 1.75798e-32, 4.42874e-12, 1.75798e-32, 1.75798e-32, 3.19662e-12, 1.75798e-32, 1.10161e-13, 1.75798e-32, 1.16613e-09, 1.75798e-32, 1.75798e-32, 1.75798e-32
0.476583, 0, 1.96875e-09, 1.12121e-31, 1.41421, -1.96875e-09, 0, 1.12121e-31, 1.12121e-31, 1.12121e-31, 1.12121e-31, 1.12121e-31, 1.12121e-31, 1.12121e-31, 1.12121e-31, 1.12121e-31, 7.43919e-12, 1.12121e-31, 1.12121e-31, 5.98563e-12, 1.12121e-31, 1.97257e-13, 1.12121e-31, 1.95513e-09, 1.12121e-31, 1.12121e-31, 1.12121e-31
0.484495, 0, 3.2626e-09, 6.71219e-31, 1.41421, -3.2626e-09, 0, 6.71219e-31, 6.71219e-31, 6.71219e-31, 6.71219e-31, 6.71219e-31, 6.71219e-31, 6.71219e-31, 6.71219e-31, 6.71219e-31, 1.23524e-11, 6.71219e-31, 6.71219e-31, 1.12085e-11, 6.71219e-31, 3.52327e-13, 6.71219e-31, 3.23868e-09, 6.71219e-31, 6.71219e-31, 6.71219e-31
0.492406, 0, 5.34316e-09, 3.76957e-30, 1.41421, -5.34316e-09, 0, 3.76957e-30, 3.76957e-30, 3.76957e-30, 3.76957e-30, 3.76957e-30, 3.76957e-30, 3.76957e-30, 3.76957e-30, 3.76957e-30, 2.0279e-11, 3.76957e-30, 3.76957e-30, 2.09846e-11, 3.76957e-30, 6.28673e-13, 3.76957e-30, 5.30126e-09, 3.76957e-30, 3.76957e-30, 3.76957e-30
0.500318, 0, 8.64884e-09, 1.9898e-29, 1.41421, -8.64884e-09, 0, 1.9898e-29, 1.9898e-29, 1.9898e-29, 1.9898e-29, 1.9898e-29, 1.9898e-29, 1.9898e-29, 1.9898e-29, 1.9898e-29, 3.29243e-11, 1.9898e-29, 1.9898e-29, 3.92549e-11, 1.9898e-29, 1.12223e-12, 1.9898e-29, 8.57554e-09, 1.9898e-29, 1.9898e-29, 1.9898e-29
0.50823, 0, 1.38392e-08, 9.90237e-29, 1.41421, -1.38392e-08, 0, 9.90237e-29, 9.90237e-29, 9.90237e-29, 9.90237e-29, 9.90237e-29, 9.90237e-29, 9.90237e-29, 9.90237e-29, 9.90237e-29, 5.28771e-11, 9.90237e-29, 9.90237e-29, 7.33024e-11, 9.90237e-29, 2.00642e-12, 9.90237e-29, 1.3711e-08, 9.90237e-29, 9.90237e-29, 9.90237e-29
0.516141, 0, 2.18945e-08, 4.66178e-28, 1.41421, -2.18945e-08, 0, 4.66178e-28, 4.66178e-28, 4.66178e-28, 4.66178e-28, 4.66178e-28, 4.66178e-28, 4.66178e-28, 4.66178e-28, 4.66178e-28, 8.40268e-11, 4.66178e-28, 4.66178e-28, 1.36482e-10, 4.66178e-28, 3.59588e-12, 4.66178e-28, 2.16704e-08, 4.66178e-28, 4.66178e-28, 4.66178e-28
0.524053, 0, 3.42538e-08, 2.08165e-27, 1.41421, -3.42538e-08, 0, 2.08165e-27, 2.08165e-27, 2.08165e-27, 2.08165e-27, 2.08165e-27, 2.08165e-27, 2.08165e-27, 2.08165e-27, 2.08165e-27, 1.32156e-10, 2.08165e-27, 2.08165e-27, 2.53053e-10, 2.08165e-27, 6.46195e-12, 2.08165e-27, 3.38622e-08, 2.08165e-27, 2.08165e-27, 2.08165e-27
0.531965, 0, 5.30056e-08, 1.24156e-26, 1.41421, -5.30056e-08, 0, 1.24156e-26, 1.24156e-26, 1.24156e-26, 1.24156e-26, 1.24156e-26, 1.24156e-26, 1.24156e-26, 1.24156e-26, 1.24156e-26, 2.05779e-10, 1.24156e-26, 1.24156e-26, 4.66845e-10, 1.24156e-26, 1.16484e-11, 1.24156e-26, 5.23214e-08, 1.24156e-26, 1.24156e-26, 1.24156e-26
0.539876, 0, 8.1144e-08, 4.85034e-26, 1.41421, -8.1144e-08, 0, 4.85034e-26, 4.85034e-26, 4.85034e-26, 4.85034e-26, 4.85034e-26, 4.85034e-26, 4.85034e-26, 4.85034e-26, 4.85034e-26, 3.17305e-10, 4.85034e-26, 4.85034e-26, 8.55001e-10, 4.85034e-26, 2.10179e-11, 4.85034e-26, 7.99507e-08, 4.85034e-26, 4.85034e-26, 4.85034e-26
0.547788, 0, 1.22918e-07, 1.81882e-25, 1.41421, -1.22918e-07, 0, 1.81882e-25, 1.81882e-25, 1.81882e-25, 1.81882e-25, 1.81882e-25, 1.81882e-25, 1.81882e-25, 1.81882e-25, 1.81882e-25, 4.84667e-10, 1.81882e-25, 1.81882e-25, 1.55367e-09, 1.81882e-25, 3.7942e-11, 1.81882e-25, 1.20842e-07, 1.81882e-25, 1.81882e-25, 1.81882e-25
0.5557, 0, 1.84493e-07, 6.60023e-25, 1.41421, -1.84493e-07, 0, 2.09789e-15, 1.24748e-12, 5.59351e-15, 1.10295e-12, 1.61007e-11, 9.52968e-11, 6.14591e-12, 1.60328e-11, 3.66145e-11, 7.33546e-10, 9.04981e-13, 7.22175e-14, 2.79858e-09, 1.25182e-13, 6.84182e-11, 1.22057e-16, 1.80708e-07, 6.60023e-25, 6.60023e-25, 1.07607e-11
0.563611, 0, 2.7439e-07, 1.64282e-11, 1.41421, -2.7439e-07, 1.64282e-11, 1.64368e-11, 2.15301e-11, 1.64511e-11, 2.0939e-11, 8.22766e-11, 4.06172e-10, 4.15636e-11, 8.19988e-11, 1.66174e-10, 1.11678e-09, 2.01294e-11, 1.67235e-11, 5.00991e-09, 1.84926e-11, 1.39446e-10, 1.64287e-11, 2.67417e-07, 1.64282e-11, 1.64282e-11, 6.04373e-11
0.571523, 0, 4.04818e-07, 6.78102e-11, 1.41421, -4.04818e-07, 6.78102e-11, 6.78379e-11, 8.42797e-11, 6.7884e-11, 8.23715e-11, 2.80374e-10, 1.32594e-09, 1.4895e-10, 2.79478e-10, 5.51202e-10, 1.70409e-09, 7.97579e-11, 6.87636e-11, 8.8875e-09, 7.67197e-11, 2.8795e-10, 6.78118e-11, 3.917e-07, 6.78102e-11, 6.78102e-11, 2.09875e-10
0.579434, 0, 5.93565e-07, 2.19891e-10, 1.41421, -5.93565e-07, 2.19891e-10, 2.19973e-10, 2.68537e-10, 2.20109e-10, 2.62901e-10, 8.47742e-10, 3.93601e-09, 4.59553e-10, 8.45094e-10, 1.64768e-09, 2.6325e-09, 2.55181e-10, 2.22707e-10, 1.56332e-08, 2.49734e-10, 6.11251e-10, 2.19896e-10, 5.68132e-07, 2.19891e-10, 2.19891e-10, 6.39509e-10
0.587346, 0, 8.67441e-07, 6.50719e-10, 1.41421, -8.67441e-07, 6.50719e-10, 6.50948e-10, 7.86944e-10, 6.5133e-10, 7.71161e-10, 2.40891e-09, 1.10571e-08, 1.32185e-09, 2.4015e-09, 4.64902e-09, 4.17846e-09, 7.49543e-10, 6.58605e-10, 2.72951e-08, 7.4076e-10, 1.34087e-09, 6.50732e-10, 8.16364e-07, 6.50719e-10, 6.50719e-10, 1.82579e-09
0.595258, 0, 1.26918e-06, 1.82329e-09, 1.41421, -1.26918e-06, 1.82329e-09, 1.8239e-09, 2.18891e-09, 1.82493e-09, 2.14655e-09, 6.54217e-09, 2.97534e-08, 3.62457e-09, 6.52227e-09, 1.25545e-08, 6.93939e-09, 2.08853e-09, 1.84445e-09, 4.73774e-08, 2.07866e-09, 3.02936e-09, 1.82332e-09, 1.16303e-06, 1.82329e-09, 1.82329e-09, 4.9771e-09
0.603169, 0, 1.87135e-06, 4.89383e-09, 1.41421, -1.87135e-06, 4.89383e-09, 4.89542e-09, 5.83791e-09, 4.89806e-09, 5.72853e-09, 1.70786e-08, 7.70132e-08, 9.54498e-09, 1.70272e-08, 3.26032e-08, 1.22537e-08, 5.57871e-09, 4.94848e-09, 8.19227e-08, 5.58532e-09, 6.97939e-09, 4.89392e-09, 1.64472e-06, 4.89383e-09, 4.89383e-09, 1.30374e-08
0.611081, 0, 2.80469e-06, 1.26353e-08, 1.41421, -2.80469e-06, 1.26353e-08, 1.26392e-08, 1.49841e-08, 1.26458e-08, 1.4712e-08, 4.29506e-08, 1.92065e-07, 2.42072e-08, 4.28227e-08, 8.15751e-08, 2.31387e-08, 1.43392e-08, 1.27713e-08, 1.41469e-07, 1.44342e-08, 1.61994e-08, 1.26355e-08, 2.313e-06, 1.26353e-08, 1.26353e-08, 3.28962e-08
0.618993, 0, 4.31448e-06, 3.14336e-08, 1.41421, -4.31448e-06, 3.14336e-08, 3.1443e-08, 3.70683e-08, 3.14588e-08, 3.64155e-08, 1.04159e-07, 4.6188e-07, 5.91941e-08, 1.03852e-07, 1.96818e-07, 4.6306e-08, 3.55213e-08, 3.17598e-08, 2.44613e-07, 3.59426e-08, 3.74515e-08, 3.14341e-08, 3.24349e-06, 3.14336e-08, 3.14336e-08, 8.00388e-08
0.626904, 0, 6.87015e-06, 7.54119e-08, 1.41421, -6.87015e-06, 7.54119e-08, 7.54338e-08, 8.84523e-08, 7.54704e-08, 8.69414e-08, 2.43718e-07, 1.07158e-06, 1.39657e-07, 2.43008e-07, 4.58156e-07, 9.63095e-08, 8.4872e-08, 7.61668e-08, 4.24603e-07, 8.63158e-08, 8.54491e-08, 7.54132e-08, 4.5527e-06, 7.54119e-08, 7.54119e-08, 1.87898e-07
0.634816, 0, 1.13687e-05, 1.74563e-07, 1.41421, -1.13687e-05, 1.74563e-07, 1.74612e-07, 2.03687e-07, 1.74693e-07, 2.00313e-07, 5.5046e-07, 2.39943e-06, 3.18049e-07, 5.48875e-07, 1.02939e-06, 2.03709e-07, 1.95691e-07, 1.76249e-07, 7.40752e-07, 2.00023e-07, 1.91101e-07, 1.74566e-07, 6.42891e-06, 1.74563e-07, 1.74563e-07, 4.2579e-07
0.642728, 0, 1.94988e-05, 3.9004e-07, 1.41421, -1.94988e-05, 3.9004e-07, 3.90146e-07, 4.52838e-07, 3.90322e-07, 4.45562e-07, 1.20054e-06, 5.18721e-06, 6.99421e-07, 1.19712e-06, 2.23319e-06, 4.30405e-07, 4.35596e-07, 3.93676e-07, 1.29933e-06, 4.47475e-07, 4.16972e-07, 3.90046e-07, 9.18789e-06, 3.9004e-07, 3.9004e-07, 9.31727e-07
0.650639, 0, 3.43583e-05, 8.41527e-07, 1.41421, -3.43583e-05, 8.41527e-07, 8.41747e-07, 9.72288e-07, 8.42113e-07, 9.57138e-07, 2.5292e-06, 1.08305e-05, 1.48574e-06, 2.52208e-06, 4.67945e-06, 8.97059e-07, 9.36387e-07, 8.49097e-07, 2.28862e-06, 9.6676e-07, 8.84908e-07, 8.4154e-07, 1.33702e-05, 8.41527e-07, 8.41527e-07, 1.96946e-06
