   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_432.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00267773, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00518102, 0, 1.95061e-24, 0, 1.41421, -1.95061e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22327e-30, 0, 1.52492e-25, 0, 1.79811e-24, 0, 0, 0
0.0130398, 0, 5.57081e-24, 0, 1.41421, -5.57081e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21103e-29, 0, 4.52916e-25, 0, 5.11788e-24, 0, 0, 0
0.0208985, 0, 1.54452e-23, 0, 1.41421, -1.54452e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.3732e-29, 0, 1.30033e-24, 0, 1.41449e-23, 0, 0, 0
0.0287573, 0, 4.16966e-23, 0, 1.41421, -4.16966e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.15324e-29, 0, 3.62304e-24, 0, 3.80735e-23, 0, 0, 0
0.036616, 0, 1.09869e-22, 0, 1.41421, -1.09869e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42528e-28, 0, 9.8268e-24, 0, 1.00042e-22, 0, 0, 0
0.0444748, 0, 2.83115e-22, 0, 1.41421, -2.83115e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28683e-28, 0, 2.60098e-23, 0, 2.57104e-22, 0, 0, 0
0.0523335, 0, 7.14613e-22, 0, 1.41421, -7.14613e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59691e-27, 0, 6.73163e-23, 0, 6.47295e-22, 0, 0, 0
0.0601923, 0, 1.76928e-21, 0, 1.41421, -1.76928e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.98008e-27, 0, 1.70643e-22, 0, 1.59863e-21, 0, 0, 0
0.068051, 0, 4.30173e-21, 0, 1.41421, -4.30173e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.74461e-27, 0, 4.24287e-22, 0, 3.87744e-21, 0, 0, 0
