   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_390.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00796963, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000121126, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00772738, 0, 3.46018e-15, 0, 1.41421, -3.46018e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59916e-17, 0, 0, 1.18891e-17, 0, 0, 3.4323e-15, 0, 0, 0
0.0155759, 0, 5.50523e-15, 0, 1.41421, -5.50523e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.54414e-17, 0, 0, 1.92622e-17, 0, 0, 5.46053e-15, 0, 0, 0
0.0234244, 0, 8.71616e-15, 0, 1.41421, -8.71616e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02775e-17, 0, 0, 3.106e-17, 0, 0, 8.64483e-15, 0, 0, 0
0.0312729, 0, 1.37331e-14, 0, 1.41421, -1.37331e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.34564e-17, 0, 0, 4.98503e-17, 0, 0, 1.36197e-14, 0, 0, 0
0.0391214, 0, 2.15337e-14, 0, 1.41421, -2.15337e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.94942e-17, 0, 0, 7.96399e-17, 0, 0, 2.13546e-14, 0, 0, 0
0.0469699, 0, 3.36044e-14, 0, 1.41421, -3.36044e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55255e-16, 0, 0, 1.26652e-16, 0, 0, 3.33225e-14, 0, 0, 0
0.0548184, 0, 5.21935e-14, 0, 1.41421, -5.21935e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.41121e-16, 0, 0, 2.00511e-16, 0, 0, 5.17518e-14, 0, 0, 0
0.0626669, 0, 8.06848e-14, 0, 1.41421, -8.06848e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72718e-16, 0, 0, 3.16032e-16, 0, 0, 7.99961e-14, 0, 0, 0
0.0705154, 0, 1.24147e-13, 0, 1.41421, -1.24147e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.73449e-16, 0, 0, 4.9592e-16, 0, 0, 1.23078e-13, 0, 0, 0
0.0783639, 0, 1.90135e-13, 0, 1.41421, -1.90135e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.78194e-16, 0, 0, 7.7483e-16, 0, 0, 1.88482e-13, 0, 0, 0
0.0862124, 0, 2.89856e-13, 0, 1.41421, -2.89856e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33869e-15, 0, 0, 1.20543e-15, 0, 0, 2.87312e-13, 0, 0, 0
0.0940609, 0, 4.39853e-13, 0, 1.41421, -4.39853e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03131e-15, 0, 0, 1.86742e-15, 0, 0, 4.35955e-13, 0, 0, 0
0.101909, 0, 6.64426e-13, 0, 1.41421, -6.64426e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06821e-15, 0, 0, 2.88095e-15, 0, 0, 6.58477e-13, 0, 0, 0
0.109758, 0, 9.99099e-13, 0, 1.41421, -9.99099e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.61337e-15, 0, 0, 4.42644e-15, 0, 0, 9.90059e-13, 0, 0, 0
0.117606, 0, 1.49556e-12, 0, 1.41421, -1.49556e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.90537e-15, 0, 0, 6.77413e-15, 0, 0, 1.48188e-12, 0, 0, 0
0.125455, 0, 2.22864e-12, 0, 1.41421, -2.22864e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02896e-14, 0, 0, 1.03267e-14, 0, 0, 2.20803e-12, 0, 0, 0
0.133303, 0, 3.30617e-12, 0, 1.41421, -3.30617e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52638e-14, 0, 0, 1.56824e-14, 0, 0, 3.27522e-12, 0, 0, 0
0.141152, 0, 4.88277e-12, 0, 1.41421, -4.88277e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25415e-14, 0, 0, 2.37278e-14, 0, 0, 4.8365e-12, 0, 0, 0
0.149, 0, 7.17911e-12, 0, 1.41421, -7.17911e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31415e-14, 0, 0, 3.57725e-14, 0, 0, 7.11019e-12, 0, 0, 0
0.156849, 0, 1.05086e-11, 0, 1.41421, -1.05086e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85105e-14, 0, 0, 5.37456e-14, 0, 0, 1.04064e-11, 0, 0, 0
