   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_73.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00640929, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00148206, 0, 6.13598e-19, 0, 1.41421, -6.13598e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.4852e-21, 0, 0, 1.75617e-23, 2.67788e-23, 0, 6.06068e-19, 0, 0, 0
0.00937342, 0, 1.18991e-18, 0, 1.41421, -1.18991e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45156e-20, 0, 0, 3.45228e-23, 5.29763e-23, 0, 1.17531e-18, 0, 0, 0
0.0172648, 0, 2.28693e-18, 0, 1.41421, -2.28693e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78979e-20, 0, 0, 6.72716e-23, 1.03873e-22, 0, 2.25886e-18, 0, 0, 0
0.0251561, 0, 4.35712e-18, 0, 1.41421, -4.35712e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31517e-20, 0, 0, 1.29972e-22, 2.01917e-22, 0, 4.30364e-18, 0, 0, 0
0.0330475, 0, 8.23091e-18, 0, 1.41421, -8.23091e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00407e-19, 0, 0, 2.49031e-22, 3.89237e-22, 0, 8.12986e-18, 0, 0, 0
0.0409388, 0, 1.54199e-17, 0, 1.41421, -1.54199e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88104e-19, 0, 0, 4.73298e-22, 7.44263e-22, 0, 1.52306e-17, 0, 0, 0
0.0488302, 0, 2.86537e-17, 0, 1.41421, -2.86537e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49539e-19, 0, 0, 8.92434e-22, 1.41192e-21, 0, 2.83018e-17, 0, 0, 0
0.0567215, 0, 5.28221e-17, 0, 1.41421, -5.28221e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.44364e-19, 0, 0, 1.66976e-21, 2.658e-21, 0, 5.21734e-17, 0, 0, 0
0.0646129, 0, 9.6617e-17, 0, 1.41421, -9.6617e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1786e-18, 0, 0, 3.10052e-21, 4.96645e-21, 0, 9.54303e-17, 0, 0, 0
0.0725043, 0, 1.75369e-16, 0, 1.41421, -1.75369e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13927e-18, 0, 0, 5.71459e-21, 9.21212e-21, 0, 1.73215e-16, 0, 0, 0
0.0803956, 0, 3.15915e-16, 0, 1.41421, -3.15915e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85375e-18, 0, 0, 1.0456e-20, 1.69657e-20, 0, 3.12034e-16, 0, 0, 0
