   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_138.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00288666, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00498801, 0, 1.10128e-18, 0, 1.41421, -1.10128e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.98493e-21, 0, 0, 1.33972e-23, 1.17614e-20, 0, 1.08252e-18, 0, 0
0.0128627, 0, 2.11397e-18, 0, 1.41421, -2.11397e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34054e-20, 0, 0, 2.60962e-23, 2.29836e-20, 0, 2.07756e-18, 0, 0
0.0207374, 0, 4.02295e-18, 0, 1.41421, -4.02295e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55058e-20, 0, 0, 5.04025e-23, 4.45328e-20, 0, 3.95286e-18, 0, 0
0.028612, 0, 7.59134e-18, 0, 1.41421, -7.59134e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81198e-20, 0, 0, 9.65446e-23, 8.55763e-20, 0, 7.45755e-18, 0, 0
0.0364867, 0, 1.42076e-17, 0, 1.41421, -1.42076e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.00394e-20, 0, 0, 1.83453e-22, 1.63151e-19, 0, 1.39542e-17, 0, 0
0.0443614, 0, 2.63763e-17, 0, 1.41421, -2.63763e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67121e-19, 0, 0, 3.45853e-22, 3.08629e-19, 0, 2.59002e-17, 0, 0
0.052236, 0, 4.85821e-17, 0, 1.41421, -4.85821e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07747e-19, 0, 0, 6.47009e-22, 5.79411e-19, 0, 4.76943e-17, 0, 0
0.0601107, 0, 8.87916e-17, 0, 1.41421, -8.87916e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.62324e-19, 0, 0, 1.20129e-21, 1.07975e-18, 0, 8.71483e-17, 0, 0
0.0679854, 0, 1.6105e-16, 0, 1.41421, -1.6105e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01969e-18, 0, 0, 2.21397e-21, 1.99766e-18, 0, 1.58031e-16, 0, 0
0.0758601, 0, 2.89935e-16, 0, 1.41421, -2.89935e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83526e-18, 0, 0, 4.05079e-21, 3.6699e-18, 0, 2.84426e-16, 0, 0
0.0837347, 0, 5.18132e-16, 0, 1.41421, -5.18132e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27884e-18, 0, 0, 7.35878e-21, 6.69561e-18, 0, 5.08151e-16, 0, 0
0.0916094, 0, 9.19244e-16, 0, 1.41421, -9.19244e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.81552e-18, 0, 0, 1.32747e-20, 1.21337e-17, 0, 9.01282e-16, 0, 0
0.0994841, 0, 1.61925e-15, 0, 1.41421, -1.61925e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0241e-17, 0, 0, 2.37816e-20, 2.18433e-17, 0, 1.58714e-15, 0, 0
0.107359, 0, 2.83224e-15, 0, 1.41421, -2.83224e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79071e-17, 0, 0, 4.23154e-20, 3.90683e-17, 0, 2.77522e-15, 0, 0
0.115233, 0, 4.91945e-15, 0, 1.41421, -4.91945e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10936e-17, 0, 0, 7.47895e-20, 6.94324e-17, 0, 4.81885e-15, 0, 0
0.123108, 0, 8.48615e-15, 0, 1.41421, -8.48615e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36187e-17, 0, 0, 1.31312e-19, 1.22626e-16, 0, 8.30978e-15, 0, 0
