   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_140.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
13.3764, 2.09244, 2.25306, 2.03912, 2.02298, -0.16062, 2.03912, 0, 2.25306, 2.03912, 2.03912, 2.03912, 2.03912, 2.03912, 2.03912, 2.03912, 2.03912, 2.03912, 2.03912, 2.03912, 2.03912, 2.03913, 2.03912, 2.03912, 2.03912
13.3843, 4.99765, 2.22875, 2.02916, 2.64531, 2.76889, 2.02916, 0, 2.22875, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916, 2.02916
13.3922, 3.99765, 2.20325, 2.01797, 2.44901, 1.79439, 2.01797, 0, 2.20325, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797, 2.01797
13.4, 2.08278, 2.178, 2.00681, 2.02059, -0.0952251, 2.00681, 0, 2.178, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681, 2.00681
13.4079, 2.07816, 2.15964, 2.00218, 2.01945, -0.0814817, 2.00218, 0, 2.15964, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218, 2.00218
13.4158, 2.75133, 2.13906, 1.9948, 2.17975, 0.612275, 1.9948, 0, 2.13905, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948, 1.9948
13.4237, 1.23383, 2.11658, 1.98492, 1.79829, -0.882753, 1.98492, 0, 2.11658, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492, 1.98492
13.4315, 2.99294, 2.09358, 1.97381, 2.23449, 0.899359, 1.97381, 0, 2.09358, 1.97381, 1.97381, 1.97381, 1.97381, 1.97381, 1.97381, 1.97381, 1.97381, 1.97381, 1.97381, 1.97381, 1.97381, 1.97382, 1.97381, 1.97381, 1.97381
13.4394, 2.84647, 2.07136, 1.96274, 2.20147, 0.77511, 1.96274, 0, 2.07136, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274, 1.96274
13.4473, 2.20979, 2.05632, 1.95805, 2.05178, 0.153469, 1.95805, 0, 2.05632, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805, 1.95805
13.4552, 5.85376, 2.03935, 1.95064, 2.80246, 3.81442, 1.95064, 0, 2.03934, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064, 1.95064
13.463, 4.92914, 2.02066, 1.94072, 2.63233, 2.90848, 1.94072, 0, 2.02065, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072, 1.94072
13.4709, 2.06097, 2.00151, 1.92957, 2.01518, 0.0594604, 1.92957, 0, 2.0015, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957, 1.92957
13.4788, 5.87311, 1.98312, 1.91845, 2.80591, 3.88999, 1.91845, 0, 1.98311, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845, 1.91845
13.4867, 0.0587361, 1.97196, 1.91388, 1.43483, -1.91323, 1.91388, 0, 1.97196, 1.91388, 1.91388, 1.91388, 1.91388, 1.91388, 1.91388, 1.91388, 1.91388, 1.91388, 1.91388, 1.91388, 1.91388, 1.91389, 1.91388, 1.91388, 1.91388
13.4945, 0.997522, 1.95871, 1.90657, 1.73134, -0.961186, 1.90657, 0, 1.95871, 1.90657, 1.90657, 1.90657, 1.90657, 1.90657, 1.90657, 1.90657, 1.90657, 1.90657, 1.90657, 1.90657, 1.90657, 1.90658, 1.90657, 1.90657, 1.90657
13.5024, 2.0518, 1.94353, 1.89675, 2.01291, 0.108271, 1.89675, 0, 1.94352, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675, 1.89675
13.5103, 2.14969, 1.92764, 1.8857, 2.03708, 0.222047, 1.8857, 0, 1.92764, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857, 1.8857
13.5182, 6.79132, 1.91227, 1.87467, 2.96502, 4.87905, 1.87467, 0, 1.91227, 1.87467, 1.87467, 1.87467, 1.87467, 1.87467, 1.87467, 1.87467, 1.87467, 1.87467, 1.87467, 1.87467, 1.87467, 1.87468, 1.87467, 1.87467, 1.87467
13.526, 2.99765, 1.90375, 1.87007, 2.23554, 1.0939, 1.87007, 0, 1.90375, 1.87007, 1.87007, 1.87007, 1.87007, 1.87007, 1.87007, 1.87007, 1.87007, 1.87007, 1.87007, 1.87007, 1.87007, 1.87008, 1.87007, 1.87007, 1.87007
13.5339, 3.086, 1.89289, 1.86275, 2.25522, 1.1931, 1.86275, 0, 1.89289, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275, 1.86275
13.5418, 3.90905, 1.87987, 1.85292, 2.43085, 2.02917, 1.85292, 0, 1.87987, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292, 1.85292
13.5497, 2.0373, 1.86593, 1.84186, 2.0093, 0.171366, 1.84186, 0, 1.86593, 1.84186, 1.84186, 1.84186, 1.84186, 1.84186, 1.84186, 1.84186, 1.84186, 1.84186, 1.84186, 1.84186, 1.84186, 1.84187, 1.84186, 1.84186, 1.84186
13.5575, 2.92094, 1.8523, 1.83084, 2.21832, 1.06865, 1.83084, 0, 1.85229, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084, 1.83084
13.5654, 4, 1.84541, 1.82632, 2.44949, 2.15459, 1.82632, 0, 1.8454, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632, 1.82632
13.5733, 4, 1.83603, 1.81909, 2.44949, 2.16397, 1.81909, 0, 1.83602, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909, 1.81909
13.5812, 0.0297398, 1.82436, 1.80937, 1.42469, -1.79462, 1.80937, 0, 1.82435, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937, 1.80937
13.589, 1.99752, 1.81165, 1.79843, 1.99938, 0.185873, 1.79843, 0, 1.81165, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843, 1.79843
13.5969, 0.972739, 1.79914, 1.78753, 1.72416, -0.826402, 1.78753, 0, 1.79914, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753, 1.78753
13.6048, 1.11276, 1.79313, 1.78297, 1.7643, -0.68037, 1.78297, 0, 1.79313, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297, 1.78297
13.6127, 6.90743, 1.7846, 1.77574, 2.98453, 5.12284, 1.77574, 0, 1.7846, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574, 1.77574
13.6205, 1.01549, 1.77374, 1.76605, 1.73652, -0.758253, 1.76605, 0, 1.77374, 1.76605, 1.76605, 1.76605, 1.76605, 1.76605, 1.76605, 1.76605, 1.76605, 1.76605, 1.76605, 1.76605, 1.76605, 1.76606, 1.76605, 1.76605, 1.76605
13.6284, 2.97968, 1.7618, 1.75517, 2.23152, 1.21787, 1.75517, 0, 1.7618, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517, 1.75517
13.6363, 2.98464, 1.75001, 1.74431, 2.23263, 1.23462, 1.74431, 0, 1.75001, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431, 1.74431
13.6442, 2, 1.74465, 1.73978, 2, 0.255349, 1.73978, 0, 1.74465, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978, 1.73978
13.652, 1.01611, 1.73677, 1.73263, 1.73669, -0.720661, 1.73263, 0, 1.73677, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263, 1.73263
13.6599, 1.98389, 1.72657, 1.72307, 1.99597, 0.257322, 1.72307, 0, 1.72657, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307, 1.72307
13.6678, 1, 1.71527, 1.71233, 1.73205, -0.71527, 1.71233, 0, 1.71527, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233, 1.71233
13.6757, 1, 1.70408, 1.70162, 1.73205, -0.704078, 1.70162, 0, 1.70408, 1.70162, 1.70162, 1.70162, 1.70162, 1.70162, 1.70162, 1.70162, 1.70162, 1.70162, 1.70162, 1.70162, 1.70162, 1.70163, 1.70162, 1.70162, 1.70162
13.6835, 3, 1.69907, 1.69703, 2.23607, 1.30093, 1.69703, 0, 1.69907, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703, 1.69703
13.6914, 1.99603, 1.69158, 1.68989, 1.99901, 0.304459, 1.68989, 0, 1.69157, 1.68989, 1.68989, 1.68989, 1.68989, 1.68989, 1.68989, 1.68989, 1.68989, 1.68989, 1.68989, 1.68989, 1.68989, 1.6899, 1.68989, 1.68989, 1.68989
13.6993, 0.997522, 1.68179, 1.68041, 1.73134, -0.684271, 1.68041, 0, 1.68179, 1.68041, 1.68041, 1.68041, 1.68041, 1.68041, 1.68041, 1.68041, 1.68041, 1.68041, 1.68041, 1.68041, 1.68041, 1.68042, 1.68041, 1.68041, 1.68041
13.7072, 2.98005, 1.67091, 1.66978, 2.2316, 1.30914, 1.66978, 0, 1.67091, 1.66978, 1.66978, 1.66978, 1.66978, 1.66978, 1.66978, 1.66978, 1.66978, 1.66978, 1.66978, 1.66978, 1.66978, 1.66979, 1.66978, 1.66978, 1.66978
13.715, 1.02639, 1.6601, 1.65919, 1.73965, -0.633706, 1.65919, 0, 1.6601, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919, 1.65919
13.7229, 3.98637, 1.65533, 1.6546, 2.44671, 2.33104, 1.6546, 0, 1.65533, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546, 1.6546
13.7308, 3.99777, 1.64812, 1.64753, 2.44903, 2.34965, 1.64753, 0, 1.64811, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753, 1.64753
13.7387, 0.997522, 1.63865, 1.63818, 1.73134, -0.641128, 1.63818, 0, 1.63865, 1.63818, 1.63818, 1.63818, 1.63818, 1.63818, 1.63818, 1.63818, 1.63818, 1.63818, 1.63818, 1.63818, 1.63818, 1.63819, 1.63818, 1.63818, 1.63818
13.7465, 3.9974, 1.62809, 1.62772, 2.44896, 2.36931, 1.62772, 0, 1.62809, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772, 1.62772
13.7544, 2.97459, 1.61758, 1.61729, 2.23038, 1.35701, 1.61729, 0, 1.61758, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729, 1.61729
13.7623, 1.02069, 1.61288, 1.61265, 1.73801, -0.592185, 1.61265, 0, 1.61288, 1.61265, 1.61265, 1.61265, 1.61265, 1.61265, 1.61265, 1.61265, 1.61265, 1.61265, 1.61265, 1.61265, 1.61265, 1.61266, 1.61265, 1.61265, 1.61265
13.7702, 0.0256506, 1.6058, 1.60562, 1.42325, -1.58015, 1.60562, 0, 1.6058, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562, 1.60562
13.778, 2.93928, 1.59652, 1.59639, 2.22245, 1.34276, 1.59639, 0, 1.59652, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639, 1.59639
13.7859, 0.0607187, 1.58618, 1.58608, 1.43552, -1.52546, 1.58608, 0, 1.58618, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608, 1.58608
13.7938, 2.96456, 1.57588, 1.5758, 2.22813, 1.38868, 1.5758, 0, 1.57587, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758, 1.5758
13.8017, 1.03544, 1.5712, 1.57114, 1.74225, -0.535761, 1.57114, 0, 1.5712, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114, 1.57114
13.8095, 1, 1.56422, 1.56417, 1.73205, -0.564218, 1.56417, 0, 1.56422, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417, 1.56417
13.8174, 3.95737, 1.55511, 1.55508, 2.44077, 2.40226, 1.55508, 0, 1.55511, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508, 1.55508
13.8253, 2.04263, 1.54497, 1.54494, 2.01063, 0.497659, 1.54494, 0, 1.54497, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494, 1.54494
13.8332, 2.90533, 1.53486, 1.53484, 2.2148, 1.37047, 1.53484, 0, 1.53486, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484, 1.53484
13.841, 1.99504, 1.53033, 1.53031, 1.99876, 0.464716, 1.53031, 0, 1.53033, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031, 1.53031
13.8489, 0.0996283, 1.52347, 1.52346, 1.44901, -1.42385, 1.52346, 0, 1.52347, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346, 1.52346
13.8568, 5.83606, 1.51448, 1.51447, 2.7993, 4.32158, 1.51447, 0, 1.51448, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447, 1.51447
13.8647, 2.16394, 1.50444, 1.50443, 2.04057, 0.659503, 1.50443, 0, 1.50444, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443, 1.50443
13.8725, 0, 1.49443, 1.49442, 1.41421, -1.49443, 1.49442, 0, 1.49443, 1.49442, 1.49442, 1.49442, 1.49442, 1.49442, 1.49442, 1.49442, 1.49442, 1.49442, 1.49442, 1.49442, 1.49442, 1.49443, 1.49442, 1.49442, 1.49442
13.8804, 1, 1.49072, 1.49072, 1.73205, -0.490723, 1.49072, 0, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072, 1.49072
13.8883, 2, 1.48422, 1.48422, 2, 0.515775, 1.48422, 0, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422, 1.48422
13.8962, 0.933342, 1.47516, 1.47516, 1.7127, -0.541818, 1.47516, 0, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516, 1.47516
13.904, 2.85922, 1.46484, 1.46483, 2.20436, 1.39439, 1.46483, 0, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483, 1.46483
13.9119, 2.13594, 1.45455, 1.45455, 2.0337, 0.681387, 1.45455, 0, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455, 1.45455
13.9198, 0.997646, 1.45633, 1.45633, 1.73137, -0.458689, 1.45633, 0, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633, 1.45633
13.9277, 0.997522, 1.45567, 1.45567, 1.73134, -0.458147, 1.45567, 0, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567, 1.45567
13.9355, 2.99765, 1.45271, 1.45271, 2.23554, 1.54494, 1.45271, 0, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271, 1.45271
13.9434, 2.07869, 1.44861, 1.4486, 2.01958, 0.63008, 1.4486, 0, 1.4486, 1.4486, 1.4486, 1.4486, 1.4486, 1.4486, 1.4486, 1.4486, 1.4486, 1.4486, 1.4486, 1.4486, 1.4486, 1.44861, 1.4486, 1.4486, 1.4486
13.9513, 0, 1.44451, 1.44451, 1.41421, -1.44451, 1.44451, 0, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451, 1.44451
13.9592, 2.82803, 1.44194, 1.44194, 2.19728, 1.38608, 1.44194, 0, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194, 1.44194
13.967, 1.99527, 1.43861, 1.43861, 1.99882, 0.556657, 1.43861, 0, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861, 1.43861
13.9749, 1.1767, 1.43465, 1.43465, 1.78233, -0.257944, 1.43465, 0, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465, 1.43465
13.9828, 3.62776, 1.42981, 1.42981, 2.37229, 2.19794, 1.42981, 0, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981, 1.42981
13.9907, 0.372243, 1.42427, 1.42427, 1.54021, -1.05203, 1.42427, 0, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427, 1.42427
13.9985, 5.70595, 1.41802, 1.41802, 2.77596, 4.28793, 1.41802, 0, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802, 1.41802
14.0064, 0.294052, 1.41124, 1.41124, 1.51461, -1.11719, 1.41124, 0, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124, 1.41124
14.0143, 1.89715, 1.40405, 1.40404, 1.97412, 0.493103, 1.40404, 0, 1.40404, 1.40404, 1.40404, 1.40404, 1.40404, 1.40404, 1.40404, 1.40404, 1.40404, 1.40404, 1.40404, 1.40404, 1.40404, 1.40405, 1.40404, 1.40404, 1.40404
14.0222, 2.78686, 1.3965, 1.3965, 2.18789, 1.39036, 1.3965, 0, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965, 1.3965
14.03, 3.10087, 1.38864, 1.38864, 2.25851, 1.71222, 1.38864, 0, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864, 1.38864
14.0379, 3.99504, 1.38056, 1.38056, 2.44848, 2.61448, 1.38056, 0, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056, 1.38056
14.0458, 3.88253, 1.37218, 1.37218, 2.42539, 2.51035, 1.37218, 0, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218, 1.37218
14.0537, 0.337546, 1.36356, 1.36356, 1.5289, -1.02601, 1.36356, 0, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356, 1.36356
14.0615, 3.88278, 1.35478, 1.35478, 2.42544, 2.52799, 1.35478, 0, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478, 1.35478
14.0694, 1.11722, 1.34592, 1.34591, 1.76557, -0.228691, 1.34591, 0, 1.34591, 1.34591, 1.34591, 1.34591, 1.34591, 1.34591, 1.34591, 1.34591, 1.34591, 1.34591, 1.34591, 1.34591, 1.34591, 1.34592, 1.34591, 1.34591, 1.34591
14.0773, 1.87794, 1.33702, 1.33702, 1.96925, 0.540922, 1.33702, 0, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702, 1.33702
14.0852, 0.122057, 1.32816, 1.32815, 1.45673, -1.2061, 1.32815, 0, 1.32815, 1.32815, 1.32815, 1.32815, 1.32815, 1.32815, 1.32815, 1.32815, 1.32815, 1.32815, 1.32815, 1.32815, 1.32815, 1.32816, 1.32815, 1.32815, 1.32815
14.093, 2, 1.31961, 1.31961, 2, 0.680387, 1.31961, 0, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961, 1.31961
14.1009, 0, 1.31085, 1.31085, 1.41421, -1.31085, 1.31085, 0, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085, 1.31085
14.1088, 1.86828, 1.30188, 1.30188, 1.96679, 0.566393, 1.30188, 0, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188, 1.30188
