   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_153.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0020158, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00585543, 0, 2.0124e-18, 0, 1.41421, -2.0124e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18007e-21, 0, 0, 3.44993e-23, 8.32953e-22, 0, 2.00635e-18, 0, 0, 0
0.0137267, 0, 3.7684e-18, 0, 1.41421, -3.7684e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.70007e-21, 0, 0, 6.55746e-23, 1.58801e-21, 0, 3.75705e-18, 0, 0, 0
0.0215979, 0, 7.00127e-18, 0, 1.41421, -7.00127e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80215e-20, 0, 0, 1.23681e-22, 3.00434e-21, 0, 6.98012e-18, 0, 0, 0
0.0294691, 0, 1.29077e-17, 0, 1.41421, -1.29077e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.32246e-20, 0, 0, 2.31525e-22, 5.64157e-21, 0, 1.28686e-17, 0, 0, 0
0.0373404, 0, 2.36182e-17, 0, 1.41421, -2.36182e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07929e-20, 0, 0, 4.30219e-22, 1.0517e-20, 0, 2.35464e-17, 0, 0, 0
0.0452116, 0, 4.28973e-17, 0, 1.41421, -4.28973e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10416e-19, 0, 0, 7.93683e-22, 1.94672e-20, 0, 4.27666e-17, 0, 0, 0
0.0530829, 0, 7.735e-17, 0, 1.41421, -7.735e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99094e-19, 0, 0, 1.4539e-21, 3.57858e-20, 0, 7.71136e-17, 0, 0, 0
0.0609541, 0, 1.38481e-16, 0, 1.41421, -1.38481e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56439e-19, 0, 0, 2.6449e-21, 6.53402e-20, 0, 1.38057e-16, 0, 0, 0
0.0688253, 0, 2.4619e-16, 0, 1.41421, -2.4619e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.33665e-19, 0, 0, 4.77886e-21, 1.18516e-19, 0, 2.45433e-16, 0, 0, 0
0.0766966, 0, 4.34655e-16, 0, 1.41421, -4.34655e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11874e-18, 0, 0, 8.57691e-21, 2.13581e-19, 0, 4.33314e-16, 0, 0, 0
0.0845678, 0, 7.62179e-16, 0, 1.41421, -7.62179e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96172e-18, 0, 0, 1.52923e-20, 3.82466e-19, 0, 7.59819e-16, 0, 0, 0
0.092439, 0, 1.32753e-15, 0, 1.41421, -1.32753e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41681e-18, 0, 0, 2.70891e-20, 6.80645e-19, 0, 1.32341e-15, 0, 0, 0
0.10031, 0, 2.29691e-15, 0, 1.41421, -2.29691e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.91173e-18, 0, 0, 4.768e-20, 1.20391e-18, 0, 2.28975e-15, 0, 0, 0
0.108182, 0, 3.94811e-15, 0, 1.41421, -3.94811e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01614e-17, 0, 0, 8.33938e-20, 2.11673e-18, 0, 3.93575e-15, 0, 0, 0
