   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_577.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
3.99546, 22.0507, 48.22, 24.1363, 4.90415, -26.1692, 24.1363, 0, 24.1363, 24.1471, 24.2334, 24.1708, 24.2001, 24.1887, 47.9131, 24.1363, 24.1363, 24.1363, 24.1363, 24.1363, 24.1363, 24.1363, 24.1363, 24.1363, 24.1363, 24.1363, 24.1363, 24.1363, 24.1844, 24.1363
4.00332, 27.7729, 48.8032, 24.2196, 5.45645, -21.0304, 24.2196, 0, 24.2196, 24.2304, 24.3167, 24.2618, 24.2877, 24.2729, 48.4787, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2196, 24.2725, 24.2196
4.01118, 28.9666, 49.0748, 24.2992, 5.56477, -20.1082, 24.2992, 0, 24.2992, 24.31, 24.3963, 24.3505, 24.3729, 24.3534, 48.7301, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.2992, 24.3567, 24.2992
4.01905, 25.3789, 49.0289, 24.3756, 5.23249, -23.65, 24.3756, 0, 24.3756, 24.3865, 24.4727, 24.4377, 24.4563, 24.4308, 48.6614, 24.3756, 24.3756, 24.3756, 24.3756, 24.3756, 24.3756, 24.3756, 24.3756, 24.3756, 24.3756, 24.3756, 24.3756, 24.3756, 24.4373, 24.3756
4.02691, 35.4573, 48.6722, 24.4496, 6.12024, -13.2149, 24.4496, 0, 24.4496, 24.4604, 24.5467, 24.5241, 24.5389, 24.5056, 48.2791, 24.4496, 24.4496, 24.4496, 24.4496, 24.4496, 24.4496, 24.4496, 24.4496, 24.4496, 24.4496, 24.4496, 24.4496, 24.4496, 24.5148, 24.4496
4.03477, 23.012, 48.0238, 24.5217, 5.0012, -25.0118, 24.5217, 0, 24.5217, 24.5326, 24.6188, 24.6105, 24.6218, 24.5787, 47.6019, 24.5217, 24.5217, 24.5217, 24.5217, 24.5217, 24.5217, 24.5217, 24.5217, 24.5217, 24.5217, 24.5217, 24.5217, 24.5217, 24.5898, 24.5217
4.04264, 31.016, 47.1135, 24.5929, 5.74596, -16.0974, 24.5929, 0, 24.5929, 24.6037, 24.69, 24.6978, 24.706, 24.6508, 46.6594, 24.5929, 24.5929, 24.5929, 24.5929, 24.5929, 24.5929, 24.5929, 24.5929, 24.5929, 24.5929, 24.5929, 24.5929, 24.5929, 24.663, 24.5929
4.0505, 24.189, 45.9799, 24.6639, 5.11752, -21.7908, 24.6639, 0, 24.6639, 24.6747, 24.761, 24.7867, 24.7927, 24.7227, 45.4901, 24.6639, 24.6639, 24.6639, 24.6639, 24.6639, 24.6639, 24.6639, 24.6639, 24.6639, 24.6639, 24.6639, 24.6639, 24.6639, 24.7352, 24.6639
4.05836, 34.9758, 44.6681, 24.7355, 6.08078, -9.69226, 24.7355, 0, 24.7355, 24.7463, 24.8326, 24.8779, 24.883, 24.7953, 44.1388, 24.7355, 24.7355, 24.7355, 24.7355, 24.7355, 24.7355, 24.7355, 24.7355, 24.7355, 24.7355, 24.7355, 24.7355, 24.7355, 24.8071, 24.7355
4.06623, 35.5534, 43.2273, 24.8085, 6.12809, -7.67389, 24.8085, 0, 24.8085, 24.8194, 24.9056, 24.9719, 24.9781, 24.8693, 42.6547, 24.8085, 24.8085, 24.8085, 24.8085, 24.8085, 24.8085, 24.8085, 24.8085, 24.8085, 24.8085, 24.8085, 24.8085, 24.8085, 24.8795, 24.8085
4.07409, 35.0217, 41.7078, 24.8836, 6.08454, -6.68608, 24.8836, 0, 24.8836, 24.8945, 24.9807, 25.0692, 25.0787, 24.9453, 41.0881, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.8836, 24.953, 24.8836
4.08195, 20.6131, 40.1578, 24.9614, 4.75532, -19.5447, 24.9614, 0, 24.9614, 24.9723, 25.0585, 25.17, 25.1857, 25.0241, 39.4874, 24.9614, 24.9614, 24.9614, 24.9614, 24.9614, 24.9614, 24.9614, 24.9614, 24.9614, 24.9614, 24.9614, 24.9614, 24.9614, 25.0284, 24.9614
4.08982, 20.7833, 38.6227, 25.0424, 4.77318, -17.8394, 25.0424, 0, 25.0424, 25.0533, 25.1395, 25.2742, 25.2997, 25.1061, 37.8982, 25.0424, 25.0424, 25.0424, 25.0424, 25.0424, 25.0424, 25.0424, 25.0424, 25.0424, 25.0424, 25.0424, 25.0424, 25.0424, 25.1063, 25.0424
4.09768, 20.0477, 37.1415, 25.127, 4.6955, -17.0938, 25.127, 0, 25.127, 25.1378, 25.2241, 25.3817, 25.4209, 25.1916, 36.3602, 25.127, 25.127, 25.127, 25.127, 25.127, 25.127, 25.127, 25.127, 25.127, 25.127, 25.127, 25.127, 25.127, 25.1871, 25.127
4.10555, 18.1255, 35.7467, 25.2154, 4.48614, -17.6212, 25.2154, 0, 25.2154, 25.2263, 25.3125, 25.4922, 25.5495, 25.281, 34.9065, 25.2154, 25.2154, 25.2154, 25.2154, 25.2154, 25.2154, 25.2154, 25.2154, 25.2154, 25.2154, 25.2154, 25.2154, 25.2154, 25.2712, 25.2154
4.11341, 22.4624, 34.4632, 25.3078, 4.94595, -12.0008, 25.3078, 0, 25.3078, 25.3187, 25.4049, 25.6052, 25.6851, 25.3744, 33.5629, 25.3078, 25.3078, 25.3078, 25.3078, 25.3078, 25.3078, 25.3078, 25.3078, 25.3078, 25.3078, 25.3078, 25.3078, 25.3078, 25.359, 25.3078
4.12127, 16.1996, 33.3079, 25.4042, 4.2661, -17.1082, 25.4042, 0, 25.4042, 25.4151, 25.5014, 25.72, 25.8272, 25.4718, 32.3473, 25.4042, 25.4042, 25.4042, 25.4042, 25.4042, 25.4042, 25.4042, 25.4042, 25.4042, 25.4042, 25.4042, 25.4042, 25.4042, 25.4505, 25.4042
4.12914, 17.4539, 32.2903, 25.5046, 4.41065, -14.8365, 25.5046, 0, 25.5046, 25.5155, 25.6017, 25.836, 25.9749, 25.5732, 31.2707, 25.5046, 25.5046, 25.5046, 25.5046, 25.5046, 25.5046, 25.5046, 25.5046, 25.5046, 25.5046, 25.5046, 25.5046, 25.5046, 25.546, 25.5046
4.137, 9.99058, 31.4135, 25.6088, 3.46274, -21.4229, 25.6088, 0, 25.6088, 25.6196, 25.7059, 25.9525, 26.1271, 25.6784, 30.3373, 25.6088, 25.6088, 25.6088, 25.6088, 25.6088, 25.6088, 25.6088, 25.6088, 25.6088, 25.6088, 25.6088, 25.6088, 25.6088, 25.6453, 25.6088
4.14486, 12.075, 30.6744, 25.7165, 3.75166, -18.5994, 25.7165, 0, 25.7165, 25.7273, 25.8136, 26.0688, 26.2826, 25.7872, 29.5456, 25.7165, 25.7165, 25.7165, 25.7165, 25.7165, 25.7165, 25.7165, 25.7165, 25.7165, 25.7165, 25.7165, 25.7165, 25.7165, 25.7483, 25.7165
4.15273, 10.0793, 30.0657, 25.8276, 3.47553, -19.9864, 25.8276, 0, 25.8276, 25.8384, 25.9247, 26.1845, 26.4397, 25.8994, 28.8895, 25.8276, 25.8276, 25.8276, 25.8276, 25.8276, 25.8276, 25.8276, 25.8276, 25.8276, 25.8276, 25.8276, 25.8276, 25.8276, 25.8549, 25.8276
4.16059, 7.99528, 29.5764, 25.9416, 3.16153, -21.5812, 25.9416, 0, 25.9416, 25.9525, 26.0388, 26.2989, 26.597, 26.0147, 28.3596, 25.9416, 25.9416, 25.9416, 25.9416, 25.9416, 25.9416, 25.9416, 25.9416, 25.9416, 25.9416, 25.9416, 25.9416, 25.9416, 25.9649, 25.9416
4.16845, 17.3538, 29.1936, 26.0584, 4.3993, -11.8398, 26.0584, 0, 26.0584, 26.0693, 26.1555, 26.4118, 26.7529, 26.1327, 27.9441, 26.0584, 26.0584, 26.0584, 26.0584, 26.0584, 26.0584, 26.0584, 26.0584, 26.0584, 26.0584, 26.0584, 26.0584, 26.0584, 26.0779, 26.0584
4.17632, 7.73055, 28.9033, 26.1776, 3.11938, -21.1728, 26.1776, 0, 26.1776, 26.1885, 26.2747, 26.523, 26.9058, 26.2534, 27.6299, 26.1776, 26.1776, 26.1776, 26.1776, 26.1776, 26.1776, 26.1776, 26.1776, 26.1776, 26.1776, 26.1776, 26.1776, 26.1776, 26.1937, 26.1776
4.18418, 10.8046, 28.6913, 26.2989, 3.57835, -17.8867, 26.2989, 0, 26.2989, 26.3097, 26.396, 26.6325, 27.0543, 26.3765, 27.4036, 26.2989, 26.2989, 26.2989, 26.2989, 26.2989, 26.2989, 26.2989, 26.2989, 26.2989, 26.2989, 26.2989, 26.2989, 26.2989, 26.3121, 26.2989
4.19204, 8.09182, 28.544, 26.422, 3.17676, -20.4522, 26.422, 0, 26.422, 26.4329, 26.5192, 26.7404, 27.1974, 26.5019, 27.2519, 26.422, 26.422, 26.422, 26.422, 26.422, 26.422, 26.422, 26.422, 26.422, 26.422, 26.422, 26.422, 26.422, 26.4327, 26.422
4.19991, 5.99517, 28.4492, 26.5467, 2.82757, -22.4541, 26.5467, 0, 26.5467, 26.5576, 26.6438, 26.847, 27.3339, 26.6296, 27.1624, 26.5467, 26.5467, 26.5467, 26.5467, 26.5467, 26.5467, 26.5467, 26.5467, 26.5467, 26.5467, 26.5467, 26.5467, 26.5467, 26.5552, 26.5467
4.20777, 13.8913, 28.3963, 26.6728, 3.98639, -14.505, 26.6728, 0, 26.6728, 26.6836, 26.7699, 26.9526, 27.4635, 26.76, 27.1239, 26.6728, 26.6728, 26.6728, 26.6728, 26.6728, 26.6728, 26.6728, 26.6728, 26.6728, 26.6728, 26.6728, 26.6728, 26.6728, 26.6794, 26.6728
4.21563, 7.09905, 28.3765, 26.7999, 3.01646, -21.2775, 26.7999, 0, 26.8, 26.8108, 26.8971, 27.0577, 27.5856, 26.8934, 27.1265, 26.7999, 26.7999, 26.7999, 26.7999, 26.7999, 26.7999, 26.7999, 26.7999, 26.7999, 26.7999, 26.7999, 26.7999, 26.7999, 26.8051, 26.7999
4.2235, 4.99517, 28.3832, 26.9281, 2.64484, -23.388, 26.9281, 0, 26.9281, 26.939, 27.0253, 27.1628, 27.7006, 27.0307, 27.1616, 26.9281, 26.9281, 26.9281, 26.9281, 26.9281, 26.9281, 26.9281, 26.9281, 26.9281, 26.9281, 26.9281, 26.9281, 26.9281, 26.9321, 26.9281
4.23136, 11.662, 28.4118, 27.0572, 3.69621, -16.7498, 27.0572, 0, 27.0572, 27.068, 27.1543, 27.2682, 27.8086, 27.1734, 27.222, 27.0572, 27.0572, 27.0572, 27.0572, 27.0572, 27.0572, 27.0572, 27.0572, 27.0572, 27.0572, 27.0572, 27.0572, 27.0572, 27.0602, 27.0572
4.23922, 11.1016, 28.46, 27.1869, 3.61961, -17.3584, 27.1869, 0, 27.1869, 27.1977, 27.284, 27.3746, 27.9104, 27.3235, 27.3019, 27.1869, 27.1869, 27.1869, 27.1869, 27.1869, 27.1869, 27.1869, 27.1869, 27.1869, 27.1869, 27.1869, 27.1869, 27.1869, 27.1892, 27.1869
4.24709, 6.99033, 28.5276, 27.3173, 2.99839, -21.5373, 27.3173, 0, 27.3173, 27.3281, 27.4145, 27.4823, 28.0068, 27.4841, 27.3966, 27.3173, 27.3173, 27.3173, 27.3173, 27.3173, 27.3173, 27.3173, 27.3173, 27.3173, 27.3173, 27.3173, 27.3173, 27.3173, 27.319, 27.3173
4.25495, 7.22677, 28.617, 27.4483, 3.03756, -21.3903, 27.4483, 0, 27.4483, 27.4591, 27.5454, 27.5917, 28.0991, 27.6596, 27.5022, 27.4483, 27.4483, 27.4483, 27.4483, 27.4483, 27.4483, 27.4483, 27.4483, 27.4483, 27.4483, 27.4483, 27.4483, 27.4483, 27.4495, 27.4483
4.26281, 5.63331, 28.7331, 27.5797, 2.76284, -23.0998, 27.5797, 0, 27.5797, 27.5906, 27.6769, 27.703, 28.1883, 27.8561, 27.616, 27.5797, 27.5797, 27.5797, 27.5797, 27.5797, 27.5797, 27.5797, 27.5797, 27.5797, 27.5797, 27.5797, 27.5797, 27.5797, 27.5806, 27.5797
4.27068, 7.11118, 28.8834, 27.7117, 3.01847, -21.7722, 27.7117, 0, 27.7117, 27.7225, 27.8089, 27.8165, 28.2757, 28.0819, 27.7358, 27.7117, 27.7117, 27.7117, 27.7117, 27.7117, 27.7117, 27.7117, 27.7117, 27.7117, 27.7117, 27.7117, 27.7117, 27.7117, 27.7123, 27.7117
4.27854, 5.99009, 29.0789, 27.8441, 2.82667, -23.0888, 27.8441, 0, 27.8441, 27.8549, 27.9413, 27.9322, 28.3625, 28.3479, 27.8599, 27.8441, 27.8441, 27.8441, 27.8441, 27.8441, 27.8441, 27.8441, 27.8441, 27.8441, 27.8441, 27.8441, 27.8441, 27.8441, 27.8445, 27.8441
4.2864, 10.9904, 29.3339, 27.9768, 3.60422, -18.3436, 27.9768, 0, 27.9768, 27.9876, 28.0742, 28.0502, 28.4498, 28.6688, 27.9871, 27.9768, 27.9768, 27.9768, 27.9768, 27.9768, 27.9768, 27.9768, 27.9768, 27.9768, 27.9768, 27.9768, 27.9768, 27.9768, 27.9771, 27.9768
4.29427, 7.25102, 29.6675, 28.1099, 3.04155, -22.4164, 28.1099, 0, 28.1099, 28.1208, 28.2074, 28.1704, 28.5388, 29.063, 28.1165, 28.1099, 28.1099, 28.1099, 28.1099, 28.1099, 28.1099, 28.1099, 28.1099, 28.1099, 28.1099, 28.1099, 28.1099, 28.1099, 28.1102, 28.1099
4.30213, 4.26047, 30.103, 28.2435, 2.50209, -25.8425, 28.2435, 0, 28.2435, 28.2543, 28.3411, 28.2929, 28.6303, 29.5539, 28.2476, 28.2435, 28.2435, 28.2435, 28.2435, 28.2435, 28.2435, 28.2435, 28.2435, 28.2435, 28.2435, 28.2435, 28.2435, 28.2435, 28.2436, 28.2435
4.30999, 11.1896, 30.6694, 28.3773, 3.63175, -19.4798, 28.3773, 0, 28.3773, 28.3882, 28.4753, 28.4174, 28.7249, 30.1703, 28.3799, 28.3773, 28.3773, 28.3773, 28.3773, 28.3773, 28.3773, 28.3773, 28.3773, 28.3773, 28.3773, 28.3773, 28.3773, 28.3773, 28.3774, 28.3773
4.31786, 10.9856, 31.4015, 28.5115, 3.60355, -20.4159, 28.5115, 0, 28.5115, 28.5224, 28.6098, 28.5437, 28.8232, 30.9468, 28.5131, 28.5115, 28.5115, 28.5115, 28.5115, 28.5115, 28.5115, 28.5115, 28.5115, 28.5115, 28.5115, 28.5115, 28.5115, 28.5115, 28.5116, 28.5115
4.32572, 18.146, 32.3397, 28.6461, 4.48843, -14.1936, 28.6461, 0, 28.6461, 28.6569, 28.7449, 28.6719, 28.9255, 31.9238, 28.6471, 28.6461, 28.6461, 28.6461, 28.6461, 28.6461, 28.6461, 28.6461, 28.6461, 28.6461, 28.6461, 28.6461, 28.6461, 28.6461, 28.6461, 28.6461
4.33358, 18.6826, 33.5304, 28.781, 4.54781, -14.8478, 28.781, 0, 28.781, 28.7918, 28.8806, 28.8015, 29.0319, 33.1478, 28.7815, 28.781, 28.781, 28.781, 28.781, 28.781, 28.781, 28.781, 28.781, 28.781, 28.781, 28.781, 28.781, 28.781, 28.781, 28.781
4.34145, 17.4043, 35.0248, 28.9161, 4.40503, -17.6205, 28.9161, 0, 28.9161, 28.927, 29.0168, 28.9325, 29.1425, 34.6701, 28.9165, 28.9161, 28.9161, 28.9161, 28.9161, 28.9161, 28.9161, 28.9161, 28.9161, 28.9161, 28.9161, 28.9161, 28.9161, 28.9161, 28.9162, 28.9161
4.34931, 24.9733, 36.8779, 29.0516, 5.19358, -11.9046, 29.0516, 0, 29.0516, 29.0625, 29.1538, 29.0647, 29.2571, 36.5461, 29.0518, 29.0516, 29.0516, 29.0516, 29.0516, 29.0516, 29.0516, 29.0516, 29.0516, 29.0516, 29.0516, 29.0516, 29.0516, 29.0516, 29.0517, 29.0516
4.35717, 23.4778, 39.147, 29.1875, 5.04755, -15.6693, 29.1875, 0, 29.1875, 29.1983, 29.2917, 29.198, 29.3756, 38.8332, 29.1876, 29.1875, 29.1875, 29.1875, 29.1875, 29.1875, 29.1875, 29.1875, 29.1875, 29.1875, 29.1875, 29.1875, 29.1875, 29.1875, 29.1875, 29.1875
4.36504, 31.1025, 41.8877, 29.3236, 5.75348, -10.7852, 29.3236, 0, 29.3236, 29.3344, 29.4307, 29.3322, 29.4975, 41.5872, 29.3237, 29.3236, 29.3236, 29.3236, 29.3236, 29.3236, 29.3236, 29.3236, 29.3236, 29.3236, 29.3236, 29.3236, 29.3236, 29.3236, 29.3236, 29.3236
4.3729, 23.877, 45.1515, 29.4601, 5.08694, -21.2746, 29.4601, 0, 29.4601, 29.4709, 29.571, 29.4672, 29.6227, 44.86, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601, 29.4601
4.38076, 35.8683, 48.9818, 29.5968, 6.15372, -13.1135, 29.5968, 0, 29.5968, 29.6077, 29.7129, 29.6028, 29.7508, 48.6949, 29.5968, 29.5968, 29.5968, 29.5968, 29.5968, 29.5968, 29.5968, 29.5968, 29.5968, 29.5968, 29.5968, 29.5968, 29.5968, 29.5968, 29.5969, 29.5968
4.38863, 43.9955, 53.4081, 29.7339, 6.782, -9.41258, 29.7339, 0, 29.7339, 29.7447, 29.857, 29.739, 29.8814, 53.1215, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339, 29.7339
4.39649, 52.2887, 58.4427, 29.8712, 7.36809, -6.154, 29.8712, 0, 29.8712, 29.8821, 30.0036, 29.8758, 30.0142, 58.1519, 29.8712, 29.8712, 29.8712, 29.8712, 29.8712, 29.8712, 29.8712, 29.8712, 29.8712, 29.8712, 29.8712, 29.8712, 29.8712, 29.8712, 29.8713, 29.8712
4.40435, 53.5791, 64.0754, 30.0089, 7.45514, -10.4963, 30.0089, 0, 30.0089, 30.0197, 30.1537, 30.013, 30.1488, 63.7757, 30.0089, 30.0089, 30.0089, 30.0089, 30.0089, 30.0089, 30.0089, 30.0089, 30.0089, 30.0089, 30.0089, 30.0089, 30.0089, 30.0089, 30.009, 30.0089
4.41222, 66.4387, 70.2696, 30.1469, 8.27277, -3.83096, 30.1469, 0, 30.1469, 30.1577, 30.3079, 30.1507, 30.2851, 69.9556, 30.1469, 30.1469, 30.1469, 30.1469, 30.1469, 30.1469, 30.1469, 30.1469, 30.1469, 30.1469, 30.1469, 30.1469, 30.1469, 30.1469, 30.147, 30.1469
4.42008, 73.7465, 76.9597, 30.2851, 8.70324, -3.21326, 30.2851, 0, 30.2851, 30.296, 30.4675, 30.2888, 30.4227, 76.6252, 30.2851, 30.2851, 30.2851, 30.2851, 30.2851, 30.2851, 30.2851, 30.2851, 30.2851, 30.2851, 30.2851, 30.2851, 30.2851, 30.2851, 30.2854, 30.2851
4.42794, 84.7351, 84.0481, 30.4237, 9.31317, 0.686966, 30.4237, 0, 30.4237, 30.4345, 30.6337, 30.4272, 30.5614, 83.6858, 30.4237, 30.4237, 30.4237, 30.4237, 30.4237, 30.4237, 30.4237, 30.4237, 30.4237, 30.4237, 30.4237, 30.4237, 30.4237, 30.4237, 30.424, 30.4237
4.43581, 102, 91.408, 30.5626, 10.198, 10.5918, 30.5626, 0, 30.5626, 30.5734, 30.8083, 30.566, 30.7011, 91.009, 30.5626, 30.5626, 30.5626, 30.5626, 30.5626, 30.5626, 30.5626, 30.5626, 30.5626, 30.5626, 30.5626, 30.5626, 30.5626, 30.5626, 30.563, 30.5626
4.44367, 120.885, 98.884, 30.7017, 11.0853, 22.0006, 30.7017, 0, 30.7017, 30.7125, 30.9934, 30.7051, 30.8416, 98.4377, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7017, 30.7023, 30.7017
4.45153, 114.701, 106.298, 30.8411, 10.8028, 8.40289, 30.8411, 0, 30.8411, 30.852, 31.1912, 30.8445, 30.9827, 105.791, 30.8411, 30.8411, 30.8411, 30.8411, 30.8411, 30.8411, 30.8411, 30.8411, 30.8411, 30.8411, 30.8411, 30.8411, 30.8411, 30.8411, 30.8419, 30.8411
4.4594, 129.431, 113.455, 30.9809, 11.4643, 15.9766, 30.9809, 0, 30.9809, 30.9917, 31.4047, 30.9842, 31.1245, 112.872, 30.9809, 30.9809, 30.9809, 30.9809, 30.9809, 30.9809, 30.9809, 30.9809, 30.9809, 30.9809, 30.9809, 30.9809, 30.9809, 30.9809, 30.9818, 30.9809
4.46726, 127.214, 120.151, 31.1209, 11.3672, 7.06281, 31.1209, 0, 31.1209, 31.1317, 31.6372, 31.1243, 31.2668, 119.473, 31.1209, 31.1209, 31.1209, 31.1209, 31.1209, 31.1209, 31.1209, 31.1209, 31.1209, 31.1209, 31.1209, 31.1209, 31.1209, 31.1209, 31.1221, 31.1209
4.47512, 139.467, 126.187, 31.2612, 11.894, 13.2796, 31.2612, 0, 31.2612, 31.272, 31.8923, 31.2646, 31.4096, 125.392, 31.2612, 31.2612, 31.2612, 31.2612, 31.2612, 31.2612, 31.2612, 31.2612, 31.2612, 31.2612, 31.2612, 31.2612, 31.2612, 31.2612, 31.2627, 31.2612
4.48299, 151.523, 131.375, 31.4017, 12.3904, 20.1483, 31.4017, 0, 31.4017, 31.4126, 32.1743, 31.4052, 31.5527, 130.435, 31.4017, 31.4017, 31.4017, 31.4017, 31.4017, 31.4017, 31.4017, 31.4017, 31.4017, 31.4017, 31.4017, 31.4017, 31.4017, 31.4017, 31.4037, 31.4017
4.49085, 141.382, 135.549, 31.5425, 11.9742, 5.83316, 31.5425, 0, 31.5425, 31.5534, 32.4874, 31.5461, 31.6963, 134.434, 31.5425, 31.5425, 31.5425, 31.5425, 31.5425, 31.5425, 31.5425, 31.5425, 31.5425, 31.5425, 31.5425, 31.5425, 31.5425, 31.5425, 31.545, 31.5425
4.49871, 142.17, 138.579, 31.6836, 12.0071, 3.59119, 31.6836, 0, 31.6836, 31.6945, 32.8362, 31.6873, 31.8401, 137.252, 31.6836, 31.6836, 31.6836, 31.6836, 31.6836, 31.6836, 31.6836, 31.6836, 31.6836, 31.6836, 31.6836, 31.6836, 31.6836, 31.6836, 31.6866, 31.6836
4.50658, 155.621, 140.373, 31.825, 12.5547, 15.2488, 31.825, 0, 31.825, 31.8358, 33.2254, 31.8288, 31.9844, 138.794, 31.825, 31.825, 31.825, 31.825, 31.825, 31.825, 31.825, 31.825, 31.825, 31.825, 31.825, 31.825, 31.825, 31.825, 31.8286, 31.825
4.51444, 154.25, 140.885, 31.9665, 12.5, 13.3642, 31.9665, 0, 31.9665, 31.9774, 33.6593, 31.9705, 32.1289, 139.011, 31.9665, 31.9665, 31.9665, 31.9665, 31.9665, 31.9665, 31.9665, 31.9665, 31.9665, 31.9665, 31.9665, 31.9665, 31.9665, 31.9665, 31.9709, 31.9665
4.5223, 179.059, 140.121, 32.1084, 13.4558, 38.9388, 32.1084, 0, 32.1084, 32.1192, 34.1416, 32.1125, 32.2737, 137.902, 32.1084, 32.1084, 32.1084, 32.1084, 32.1084, 32.1084, 32.1084, 32.1084, 32.1084, 32.1084, 32.1084, 32.1084, 32.1084, 32.1084, 32.1135, 32.1084
4.53017, 157.082, 138.13, 32.2504, 12.6128, 18.9516, 32.2504, 0, 32.2504, 32.2613, 34.6752, 32.2548, 32.4188, 135.516, 32.2504, 32.2504, 32.2504, 32.2504, 32.2504, 32.2504, 32.2504, 32.2504, 32.2504, 32.2504, 32.2504, 32.2504, 32.2504, 32.2504, 32.2565, 32.2504
4.53803, 142.91, 135.011, 32.3927, 12.0378, 7.89883, 32.3927, 0, 32.3927, 32.4035, 35.2617, 32.3973, 32.5641, 131.948, 32.3927, 32.3927, 32.3927, 32.3927, 32.3927, 32.3927, 32.3927, 32.3927, 32.3927, 32.3927, 32.3927, 32.3927, 32.3927, 32.3927, 32.3997, 32.3927
4.54589, 136.898, 130.896, 32.5352, 11.7855, 6.00185, 32.5352, 0, 32.5352, 32.5461, 35.9013, 32.5401, 32.7098, 127.332, 32.5352, 32.5352, 32.5352, 32.5352, 32.5352, 32.5352, 32.5352, 32.5352, 32.5352, 32.5352, 32.5352, 32.5352, 32.5352, 32.5352, 32.5431, 32.5352
4.55376, 131.891, 125.952, 32.678, 11.5711, 5.93913, 32.678, 0, 32.678, 32.6888, 36.5917, 32.6833, 32.8556, 121.836, 32.678, 32.678, 32.678, 32.678, 32.678, 32.678, 32.678, 32.678, 32.678, 32.678, 32.678, 32.678, 32.678, 32.678, 32.6868, 32.678
4.56162, 124.172, 120.363, 32.8209, 11.2326, 3.80901, 32.8209, 0, 32.8209, 32.8317, 37.3289, 32.8267, 33.0017, 115.647, 32.8209, 32.8209, 32.8209, 32.8209, 32.8209, 32.8209, 32.8209, 32.8209, 32.8209, 32.8209, 32.8209, 32.8209, 32.8209, 32.8209, 32.8307, 32.8209
4.56948, 108.415, 114.322, 32.964, 10.5079, -5.90643, 32.964, 0, 32.964, 32.9749, 38.1062, 32.9704, 33.1481, 108.968, 32.964, 32.964, 32.964, 32.964, 32.964, 32.964, 32.964, 32.964, 32.964, 32.964, 32.964, 32.964, 32.964, 32.964, 32.9748, 32.964
4.57735, 115.71, 108.023, 33.1074, 10.8494, 7.68787, 33.1074, 0, 33.1074, 33.1182, 38.9141, 33.1144, 33.2947, 101.999, 33.1074, 33.1074, 33.1074, 33.1074, 33.1074, 33.1074, 33.1074, 33.1074, 33.1074, 33.1074, 33.1074, 33.1074, 33.1074, 33.1074, 33.119, 33.1074
4.58521, 118.925, 101.647, 33.2509, 10.9966, 17.2776, 33.2509, 0, 33.2509, 33.2618, 39.7409, 33.2587, 33.4415, 94.9359, 33.2509, 33.2509, 33.2509, 33.2509, 33.2509, 33.2509, 33.2509, 33.2509, 33.2509, 33.2509, 33.2509, 33.2509, 33.2509, 33.2509, 33.2634, 33.2509
4.59307, 83.8097, 95.3598, 33.3946, 9.26335, -11.5502, 33.3946, 0, 33.3946, 33.4055, 40.5723, 33.4034, 33.5885, 87.9556, 33.3946, 33.3946, 33.3946, 33.3946, 33.3946, 33.3946, 33.3946, 33.3946, 33.3946, 33.3946, 33.3946, 33.3946, 33.3946, 33.3946, 33.4078, 33.3946
4.60094, 82.0591, 89.2985, 33.5386, 9.16838, -7.23944, 33.5386, 0, 33.5386, 33.5494, 41.3925, 33.5484, 33.7358, 81.2131, 33.5386, 33.5386, 33.5386, 33.5386, 33.5386, 33.5386, 33.5386, 33.5386, 33.5386, 33.5386, 33.5386, 33.5386, 33.5386, 33.5386, 33.5522, 33.5386
4.6088, 73.8528, 83.5735, 33.6827, 8.70935, -9.72069, 33.6827, 0, 33.6827, 33.6935, 42.184, 33.6938, 33.8832, 74.8356, 33.6827, 33.6827, 33.6827, 33.6827, 33.6827, 33.6827, 33.6827, 33.6827, 33.6827, 33.6827, 33.6827, 33.6827, 33.6827, 33.6827, 33.6967, 33.6827
