   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_374.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00529396, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00257347, 0, 1.32524e-21, 0, 1.41421, -1.32524e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45872e-26, 0, 4.60919e-22, 0, 8.64308e-22, 0, 0
0.0104409, 0, 3.00561e-21, 0, 1.41421, -3.00561e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34301e-26, 0, 1.05803e-21, 0, 1.94755e-21, 0, 0
0.0183083, 0, 7.0914e-21, 0, 1.41421, -7.0914e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.02015e-26, 0, 2.54095e-21, 0, 4.55037e-21, 0, 0
0.0261757, 0, 1.55548e-20, 0, 1.41421, -1.55548e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77796e-25, 0, 5.63633e-21, 0, 9.91831e-21, 0, 0
0.0340432, 0, 3.36834e-20, 0, 1.41421, -3.36834e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.89133e-25, 0, 1.23399e-20, 0, 2.13432e-20, 0, 0
0.0419106, 0, 7.20481e-20, 0, 1.41421, -7.20481e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.41285e-25, 0, 2.66808e-20, 0, 4.53664e-20, 0, 0
0.049778, 0, 1.52297e-19, 0, 1.41421, -1.52297e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79747e-24, 0, 5.70016e-20, 0, 9.52931e-20, 0, 0
0.0576454, 0, 3.18281e-19, 0, 1.41421, -3.18281e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79698e-24, 0, 1.20389e-19, 0, 1.97888e-19, 0, 0
0.0655129, 0, 6.57884e-19, 0, 1.41421, -6.57884e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.93301e-24, 0, 2.51463e-19, 0, 4.06413e-19, 0, 0
0.0733803, 0, 1.34542e-18, 0, 1.41421, -1.34542e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63986e-23, 0, 5.19661e-19, 0, 8.25742e-19, 0, 0
0.0812477, 0, 2.72316e-18, 0, 1.41421, -2.72316e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35493e-23, 0, 1.06285e-18, 0, 1.66028e-18, 0, 0
0.0891151, 0, 5.45661e-18, 0, 1.41421, -5.45661e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79495e-23, 0, 2.15213e-18, 0, 3.30441e-18, 0, 0
