   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_739.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00315562, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0047042, 0, 2.14186e-19, 0, 1.41421, -2.14186e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65665e-24, 0, 4.01182e-20, 0, 1.74066e-19, 0, 0
0.012564, 0, 4.2741e-19, 0, 1.41421, -4.2741e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33766e-24, 0, 8.13825e-20, 0, 3.46024e-19, 0, 0
0.0204238, 0, 8.44486e-19, 0, 1.41421, -8.44486e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.65881e-24, 0, 1.63445e-19, 0, 6.81035e-19, 0, 0
0.0282837, 0, 1.65262e-18, 0, 1.41421, -1.65262e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31593e-23, 0, 3.25106e-19, 0, 1.3275e-18, 0, 0
0.0361435, 0, 3.20418e-18, 0, 1.41421, -3.20418e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5768e-23, 0, 6.40684e-19, 0, 2.56347e-18, 0, 0
0.0440033, 0, 6.15657e-18, 0, 1.41421, -6.15657e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.00099e-23, 0, 1.2513e-18, 0, 4.90522e-18, 0, 0
0.0518631, 0, 1.17259e-17, 0, 1.41421, -1.17259e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.62198e-23, 0, 2.42272e-18, 0, 9.30306e-18, 0, 0
0.059723, 0, 2.2143e-17, 0, 1.41421, -2.2143e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83572e-22, 0, 4.65141e-18, 0, 1.74914e-17, 0, 0
0.0675828, 0, 4.14671e-17, 0, 1.41421, -4.14671e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47352e-22, 0, 8.85758e-18, 0, 3.26092e-17, 0, 0
0.0754426, 0, 7.70249e-17, 0, 1.41421, -7.70249e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.51988e-22, 0, 1.67336e-17, 0, 6.02906e-17, 0, 0
0.0833024, 0, 1.41937e-16, 0, 1.41421, -1.41937e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2142e-21, 0, 3.13691e-17, 0, 1.10567e-16, 0, 0
0.0911623, 0, 2.59521e-16, 0, 1.41421, -2.59521e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24386e-21, 0, 5.83627e-17, 0, 2.01156e-16, 0, 0
0.0990221, 0, 4.70899e-16, 0, 1.41421, -4.70899e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11546e-21, 0, 1.07788e-16, 0, 3.63107e-16, 0, 0
0.106882, 0, 8.48051e-16, 0, 1.41421, -8.48051e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.49233e-21, 0, 1.97641e-16, 0, 6.50402e-16, 0, 0
0.114742, 0, 1.51605e-15, 0, 1.41421, -1.51605e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35409e-20, 0, 3.59854e-16, 0, 1.15618e-15, 0, 0
0.122602, 0, 2.69065e-15, 0, 1.41421, -2.69065e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42974e-20, 0, 6.50697e-16, 0, 2.03993e-15, 0, 0
0.130461, 0, 4.74137e-15, 0, 1.41421, -4.74137e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32912e-20, 0, 1.16868e-15, 0, 3.57265e-15, 0, 0
0.138321, 0, 8.29662e-15, 0, 1.41421, -8.29662e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.65974e-20, 0, 2.08513e-15, 0, 6.21141e-15, 0, 0
0.146181, 0, 1.44176e-14, 0, 1.41421, -1.44176e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34601e-19, 0, 3.69609e-15, 0, 1.07214e-14, 0, 0
0.154041, 0, 2.4884e-14, 0, 1.41421, -2.4884e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34935e-19, 0, 6.50989e-15, 0, 1.83739e-14, 0, 0
0.161901, 0, 4.26606e-14, 0, 1.41421, -4.26606e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07337e-19, 0, 1.13939e-14, 0, 3.12663e-14, 0, 0
0.16976, 0, 7.26521e-14, 0, 1.41421, -7.26521e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.01624e-19, 0, 1.98192e-14, 0, 5.28323e-14, 0, 0
0.17762, 0, 1.2292e-13, 0, 1.41421, -1.2292e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20072e-18, 0, 3.4265e-14, 0, 8.86539e-14, 0, 0
0.18548, 0, 2.06627e-13, 0, 1.41421, -2.06627e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04176e-18, 0, 5.88858e-14, 0, 1.47739e-13, 0, 0
0.19334, 0, 3.45124e-13, 0, 1.41421, -3.45124e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45013e-18, 0, 1.00601e-13, 0, 2.4452e-13, 0, 0
0.2012, 0, 5.72841e-13, 0, 1.41421, -5.72841e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.79403e-18, 0, 1.70887e-13, 0, 4.01949e-13, 0, 0
0.20906, 0, 9.44921e-13, 0, 1.41421, -9.44921e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.67141e-18, 0, 2.88633e-13, 0, 6.56278e-13, 0, 0
0.216919, 0, 1.54916e-12, 0, 1.41421, -1.54916e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60478e-17, 0, 4.84796e-13, 0, 1.06434e-12, 0, 0
0.224779, 0, 2.52448e-12, 0, 1.41421, -2.52448e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.64736e-17, 0, 8.09831e-13, 0, 1.71462e-12, 0, 0
0.232639, 0, 4.08948e-12, 0, 1.41421, -4.08948e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34267e-17, 0, 1.34556e-12, 0, 2.74388e-12, 0, 0
0.240499, 0, 6.59324e-12, 0, 1.41421, -6.59324e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.09745e-17, 0, 2.2289e-12, 0, 4.36426e-12, 0, 0
0.248359, 0, 1.05569e-11, 0, 1.41421, -1.05569e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15173e-16, 0, 3.66486e-12, 0, 6.89188e-12, 0, 0
